OBJECTID,ID_0,ISO,NAME_0,ID_1,NAME_1,TYPE_1,ENGTYPE_1,NL_NAME_1,VARNAME_1,Shape_Leng,Shape_Area,provinceID
1,1,AFG,Afghanistan,1,Badakhshan,Velayat,Province,,Badahšan,19.50877493110,4.42520049261,1
2,1,AFG,Afghanistan,2,Badghis,Velayat,Province,,Badghes|Badghisat|Badgis,7.46704044543,2.03651381525,2
3,1,AFG,Afghanistan,3,Baghlan,Velayat,Province,,Baglan|Bughlan,8.38252288028,2.10343851779,3
4,1,AFG,Afghanistan,4,Balkh,Velayat,Province,,Balh|Mazar-i-Sharif|Mazar,7.18234308282,1.73879121746,4
5,1,AFG,Afghanistan,5,Bamyan,Velayat,Province,,,7.35319279875,1.39488223863,5
6,1,AFG,Afghanistan,6,Daykundi,Velayat,Province,,<Null>,7.06772075314,1.74260108500,6
7,1,AFG,Afghanistan,7,Farah,Velayat,Province,,,12.53951064240,4.65378918666,7
8,1,AFG,Afghanistan,8,Faryab,Velayat,Province,,Fariab|Maimana|Meymaneh,8.48827473257,2.03055980255,8
9,1,AFG,Afghanistan,9,Ghazni,Velayat,Province,,Gazni,9.33648332866,2.21842716682,9
10,1,AFG,Afghanistan,10,Ghor,Velayat,Province,,Gawr|Ghore|Ghour|Ghur,12.39093144350,3.56658739537,10
11,1,AFG,Afghanistan,11,Hilmand,Velayat,Province,,Girishk|Hilmend,11.51977507130,5.53517360700,11
12,1,AFG,Afghanistan,12,Hirat,Velayat,Province,,,14.00839387910,5.35367696304,12
13,1,AFG,Afghanistan,13,Jawzjan,Velayat,Province,,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan,6.10251605636,1.19200446914,13
14,1,AFG,Afghanistan,14,Kabul,Velayat,Province,,Cabul|Kabol|Kaboul,3.71140101373,0.43853277723,14
15,1,AFG,Afghanistan,15,Kandahar,Velayat,Province,,Qandahar,12.32733773730,5.05267619945,15
16,1,AFG,Afghanistan,16,Kapisa,Velayat,Province,,Kapesa,2.26343919666,0.18822406376,16
17,1,AFG,Afghanistan,17,Khost,Velayat,Province,,,3.29544260679,0.38972087688,17
18,1,AFG,Afghanistan,18,Kunar,Velayat,Province,,Konarha|Kunarha,3.85837308969,0.48266420818,18
19,1,AFG,Afghanistan,19,Kunduz,Velayat,Province,,Kondoz|Qonduz|Qunduz,4.55177857007,0.81247339897,19
20,1,AFG,Afghanistan,20,Laghman,Velayat,Province,,Lagman,3.19940869438,0.37827082962,20
21,1,AFG,Afghanistan,21,Logar,Velayat,Province,,Lawghar|Loghar,2.90540151793,0.37756740983,21
22,1,AFG,Afghanistan,22,Nangarhar,Velayat,Province,,Ningrahar|Eastern Province,4.71639812597,0.73112665290,22
23,1,AFG,Afghanistan,23,Nimroz,Velayat,Province,,Neemroze|Nimrod|Nimrooz|Nimroze|Chakhansur,9.51022578958,3.86167712288,23
24,1,AFG,Afghanistan,24,Nuristan,Velayat,Province,,Nooristan|Nuristão,5.65260161551,0.91545281799,24
25,1,AFG,Afghanistan,25,Paktika,Velayat,Province,,Paktiya|Paktya|Southern Province,7.19306797745,1.82866377314,25
26,1,AFG,Afghanistan,26,Paktya,Velayat,Province,,Paktiya|Southern Province,4.40585545882,0.62512393399,26
27,1,AFG,Afghanistan,27,Panjshir,Velayat,Province,,<Null>,3.33815650781,0.36094366838,27
28,1,AFG,Afghanistan,28,Parwan,Velayat,Province,,Charikar,4.86435805849,0.58128514361,28
29,1,AFG,Afghanistan,29,Samangan,Velayat,Province,,,5.30702071982,1.12515450163,29
30,1,AFG,Afghanistan,30,Sari Pul,Velayat,Province,,Sar-e Pul|Saripol,7.54047245572,1.59374515581,30
31,1,AFG,Afghanistan,31,Takhar,Velayat,Province,,Takar,6.43321445704,1.24418524450,31
32,1,AFG,Afghanistan,32,Uruzgan,Velayat,Province,,Urozgan,5.94681285299,1.23870262003,32
33,1,AFG,Afghanistan,33,Wardak,Velayat,Province,,Verdak|Wardag|Maiden,5.32458848463,0.87399209703,33
34,1,AFG,Afghanistan,34,Zabul,Velayat,Province,,Zubul|Zaboul,7.53810237590,1.65775866506,34
35,2,XAD,Akrotiri and Dhekelia,1,"Akrotiri
",Sovereign Base Area,Sovereign Base Area,,Western Sovereign Base Area,1.04115050264,0.01072911842,35
36,2,XAD,Akrotiri and Dhekelia,2,Dhekelia,Sovereign Base Area,Sovereign Base Area,,Eastern Sovereign Base Area,1.15790772318,0.01237686745,36
37,3,ALA,Åland,1,Brändö,Municipality,Municipality,,Braendoe,4.07075046144,0.01251400126,37
38,3,ALA,Åland,2,Eckerö,Municipality,Municipality,,Eckeroe,1.80528310398,0.01678869815,38
39,3,ALA,Åland,3,Föglö,Municipality,Municipality,,Foegloe,8.99260834109,0.02258235937,39
40,3,ALA,Åland,4,Finström,Municipality,Municipality,,Finstroem,1.11916751685,0.02611525779,40
41,3,ALA,Åland,5,Geta,Municipality,Municipality,,,1.25845485078,0.01333278080,41
42,3,ALA,Åland,6,Hammarland,Municipality,Municipality,,,1.73218271457,0.02171457641,42
43,3,ALA,Åland,7,Jomala,Municipality,Municipality,,,1.26489288264,0.02207131937,43
44,3,ALA,Åland,8,Kökar,Municipality,Municipality,,Koekar,10.17649378640,0.01254009092,44
45,3,ALA,Åland,9,Kumlinge,Municipality,Municipality,,,2.83830641186,0.01230472537,45
46,3,ALA,Åland,10,Lemland,Municipality,Municipality,,,3.84341794924,0.01886072256,46
47,3,ALA,Åland,11,Lumparland,Municipality,Municipality,,,0.63606847102,0.00575345293,47
48,3,ALA,Åland,12,Mariehamn,Municipality,Municipality,,,0.45000455009,0.00217714820,48
49,3,ALA,Åland,13,Saltvik,Municipality,Municipality,,,2.08636622964,0.02473966934,49
50,3,ALA,Åland,14,Sottunga,Municipality,Municipality,,,0.89175055283,0.00257855717,50
51,3,ALA,Åland,15,Sund,Municipality,Municipality,,,0.99306765789,0.01720306297,51
52,3,ALA,Åland,16,Vårdö,Municipality,Municipality,,Vaardoe,3.07550485085,0.01250072027,52
53,4,ALB,Albania,1,Berat,Qark|Region,County,,,2.48485366117,0.19327657744,53
54,4,ALB,Albania,2,Dibër,Qark|Region,County,,Dibra| Dibrë,3.12256450852,0.28228038991,54
55,4,ALB,Albania,3,Durrës,Qark|Region,County,,Durresi|Durrsi|Durazzo,2.30068939331,0.08401520649,55
56,4,ALB,Albania,4,Elbasan,Qark|Region,County,,,3.11546186761,0.33919063214,56
57,4,ALB,Albania,5,Fier,Qark|Region,County,,,3.04670084722,0.20009661368,57
58,4,ALB,Albania,6,Gjirokastër,Qark|Region,County,,Gjinokastër|Argirocastro|Argyrocastro|Argyrokastron,3.30996894171,0.30655420829,58
59,4,ALB,Albania,7,Korçë,Qark|Region,County,,Coriza|Corizza|Koritsa|Koritza|Korça|Kortscha,3.58653201864,0.39623260658,59
60,4,ALB,Albania,8,Kukës,Qark|Region,County,,Kosova|Kossovo,3.21760212324,0.26256734354,60
61,4,ALB,Albania,9,Lezhë,Qark|Region,County,,Alessio|Lezha,3.72269153323,0.18037671230,61
62,4,ALB,Albania,10,Shkodër,Qark|Region,County,,Escútari|Shkodra|Skodë|Scutari,4.25352227206,0.38196560670,62
63,4,ALB,Albania,11,Tiranë,Qark|Region,County,,Tiran|Tirana,2.81402637583,0.17589664086,63
64,4,ALB,Albania,12,Vlorë,Qark|Region,County,,Vlona|Vlora|Vlonë|Valona,5.61438910411,0.27971959293,64
65,5,DZA,Algeria,1,Aïn Defla,Wilaya,Province,ولاية عين الدفلى,Ain Dafla,4.90496745758,0.45555235528,65
66,5,DZA,Algeria,2,Aïn Témouchent,Wilaya,Province,ولاية عين تموشنت,Ain Tamouchent,4.29672267837,0.23814405108,66
67,5,DZA,Algeria,3,Adrar,Wilaya,Province,ولاية أدرا,Duperré,34.31058506360,38.94112387170,67
68,5,DZA,Algeria,4,Alger,Wilaya,Province,ولاية الجزائر,Algeri|Algiers|Algier|al-Jazair|al-Djazair|El Djazaïr|Argel|Dzayer|Djezaïr,2.38750074956,0.07757437160,68
69,5,DZA,Algeria,5,Annaba,Wilaya,Province,ولاية عنابة,Anaba|Bona|Bône,2.89715341253,0.14259997718,69
70,5,DZA,Algeria,6,Béchar,Wilaya,Province,ولاية بشار,Colomb-Béchar|Bechar,21.13681002970,15.06612663090,70
71,5,DZA,Algeria,7,Béjaïa,Wilaya,Province,بجاية,Bougie|Bedjaya|Bidjaia|Bugia|Bujia,5.10744416208,0.32483943843,71
72,5,DZA,Algeria,8,Batna,Wilaya,Province,ولاية باتنة,,8.73567733652,1.20467673995,72
73,5,DZA,Algeria,9,Biskra,Wilaya,Province,ولاية بسكرة,Beskra,11.40898970710,2.10966353311,73
74,5,DZA,Algeria,10,Blida,Wilaya,Province,البليدة,El Boulaïda|Al-Boulaida,3.33049651047,0.14903510402,74
75,5,DZA,Algeria,11,Bordj Bou Arréridj,Wilaya,Province,ولاية برج بوعريريج,Borjbouarirej|Bordi Bou Arreridj,4.68489662638,0.39375532575,75
76,5,DZA,Algeria,12,Bouira,Wilaya,Province,ولاية البويرة,,4.65915700114,0.44805149544,76
77,5,DZA,Algeria,13,Boumerdès,Wilaya,Province,ولاية بومرداس,Boumerdas,3.08980831947,0.14646547921,77
78,5,DZA,Algeria,14,Chlef,Wilaya,Province,ولاية الشلف,El Asnam|Orléansville|Ech Cheliff,5.16567454282,0.40856347892,78
79,5,DZA,Algeria,15,Constantine,Wilaya,Province,قسنطينة,Constantina|Costatina|Qoussantina|Qacentina,3.21698969231,0.22529900854,79
80,5,DZA,Algeria,16,Djelfa,Wilaya,Province,ولاية الجلفة,El Djelfa,13.14200029550,3.17190690901,80
81,5,DZA,Algeria,17,El Bayadh,Wilaya,Province,ولاية البيض,El Bayad|El Beyyadh|Géryville,12.86292491220,6.88375099559,81
82,5,DZA,Algeria,18,El Oued,Wilaya,Province,ولاية الوادي,El Ouadi|El Wad,13.35295247760,4.24067558578,82
83,5,DZA,Algeria,19,El Tarf,Wilaya,Province,ولاية الطارف,Et Tarf|El Taref,3.72363332353,0.29125238375,83
84,5,DZA,Algeria,20,Ghardaïa,Wilaya,Province,ولاية غرداية,GhardaSa|Gharday,13.04897543250,7.99375161845,84
85,5,DZA,Algeria,21,Guelma,Wilaya,Province,ولاية قالمة,,3.97451004039,0.37017466478,85
86,5,DZA,Algeria,22,Illizi,Wilaya,Province,ولاية اليزي,Polignac|Fort Polignac|Ilizi,26.67583478720,26.65827220660,86
87,5,DZA,Algeria,23,Jijel,Wilaya,Province,ولاية جيجل,Djidjel| Djidjelli,3.83664384262,0.24185371518,87
88,5,DZA,Algeria,24,Khenchela,Wilaya,Province,ولاية خنشلة,Khenchela,6.55501233792,0.94491541860,88
89,5,DZA,Algeria,25,Laghouat,Wilaya,Province,ولاية الأغواط,,10.23603057190,2.67659367297,89
90,5,DZA,Algeria,26,M'Sila,Wilaya,Province,ولاية المسيلة,Msila,10.44041579050,1.77710885093,90
91,5,DZA,Algeria,27,Médéa,Wilaya,Province,ولاية المدية,El Mediyya|Lemdiyya,7.47630180099,0.87113252862,91
92,5,DZA,Algeria,28,Mascara,Wilaya,Province,ولاية معسكر,Mouaskar,5.30610667987,0.56289272902,92
93,5,DZA,Algeria,29,Mila,Wilaya,Province,ولاية ميلة,,4.03640616027,0.35153277263,93
94,5,DZA,Algeria,30,Mostaganem,Wilaya,Province,ولاية مستغانم,Mostaghanem|Mestghanem,3.55172398433,0.22101124415,94
95,5,DZA,Algeria,31,Naâma,Wilaya,Province,ولاية النعامة,Naama,8.27364380092,2.88253379954,95
96,5,DZA,Algeria,32,Oran,Wilaya,Province,ولاية وهران,Orán|Orano|Orão|Ouahran|Ouahrane|Wahran,4.48393567592,0.21248067715,96
97,5,DZA,Algeria,33,Ouargla,Wilaya,Province,ورقلة,Wargla,20.07315192620,14.58808066440,97
98,5,DZA,Algeria,34,Oum el Bouaghi,Wilaya,Province,ولاية أم البواقي,Oum el Bouagui|Canrobert,6.14201304255,0.62428266165,98
99,5,DZA,Algeria,35,Relizane,Wilaya,Province,ولاية غليزان,Ghelizane|Ghilizane,4.93114019553,0.48579892615,99
100,5,DZA,Algeria,36,Sétif,Wilaya,Province,ولاية سطيف,Stif,6.58962234223,0.66719832553,100
101,5,DZA,Algeria,37,Saïda,Wilaya,Province,ولاية سعيدة,,5.25135895239,0.66542399847,101
102,5,DZA,Algeria,38,Sidi Bel Abbès,Wilaya,Province,ولاية سيدي بلعباس,Sidi-Bel-Abbes,7.69433566872,0.92290296303,102
103,5,DZA,Algeria,39,Skikda,Wilaya,Province,سكيكدة,Philippeville|Skidda,5.68843713200,0.41865566037,103
104,5,DZA,Algeria,40,Souk Ahras,Wilaya,Province,ولاية سوق أهراس,Souk-Ahras|Souq Ahras,4.18273883963,0.42302275452,104
105,5,DZA,Algeria,41,Tébessa,Wilaya,Province,ولاية تبسة,Tbessa,7.12165158367,1.31036466374,105
106,5,DZA,Algeria,42,Tamanghasset,Wilaya,Province,ولاية تمنراست,Tamanrasset|Tamenghasset|Tamenghest|Fort Laperrine,35.86968393250,53.39090391710,106
107,5,DZA,Algeria,43,Tiaret,Wilaya,Province,ولاية تيارت,Tendouf|Tihert,8.52656832741,1.98512693831,107
108,5,DZA,Algeria,44,Tindouf,Wilaya,Province,ولاية تندوف,Tiaret,16.13965889470,14.78343925780,108
109,5,DZA,Algeria,45,Tipaza,Wilaya,Province,ولاية تيبازة,Tibaza| Tefessedt,3.86426513508,0.17435367576,109
110,5,DZA,Algeria,46,Tissemsilt,Wilaya,Province,ولاية تسمسيلت,Vialar,4.53304059772,0.31982279457,110
111,5,DZA,Algeria,47,Tizi Ouzou,Wilaya,Province,ولاية غليزان,Tizi-ouzou|Tizi Wezzu,3.36900877239,0.29939568358,111
112,5,DZA,Algeria,48,Tlemcen,Wilaya,Province,تلمسان,Tilimsene|Tlemsane|Tilimsen|Tremecém,5.88970479731,0.89213426218,112
113,6,ASM,American Samoa,1,Eastern,District,District,,,0.85645028526,0.00589296135,113
114,6,ASM,American Samoa,2,Manu'a,District,District,,,0.84167969197,0.00626688734,114
115,6,ASM,American Samoa,3,Unorganized,District,District,,,0.08636486243,0.00031712728,115
116,6,ASM,American Samoa,4,Western,District,District,,,0.49187840128,0.00623173304,116
117,7,AND,Andorra,1,Andorra la Vella,Parròquia,Parish,,,0.15419933389,0.00129418214,117
118,7,AND,Andorra,2,Canillo,Parròquia,Parish,,,0.60145703415,0.01226062879,118
119,7,AND,Andorra,3,Encamp,Parròquia,Parish,,,0.44965594197,0.00755383161,119
120,7,AND,Andorra,4,Escaldes-Engordany,Parròquia,Parish,,,0.37893247119,0.00511199164,120
121,7,AND,Andorra,5,La Massana,Parròquia,Parish,,,0.46100873314,0.00743339576,121
122,7,AND,Andorra,6,Ordino,Parròquia,Parish,,,0.42533058185,0.00872542293,122
123,7,AND,Andorra,7,Sant Julià de Lòria,Parròquia,Parish,,,0.41072122259,0.00715152291,123
124,8,AGO,Angola,1,Bengo,Província,Province,,,11.73758629010,2.82563335808,124
125,8,AGO,Angola,2,Benguela,Província,Province,,Benguella,10.55721850610,3.29116325833,125
126,8,AGO,Angola,3,Bié,Província,Province,,,15.46205519500,5.98835241192,126
127,8,AGO,Angola,4,Cabinda,Província,Province,,,5.27167969559,0.58054119587,127
128,8,AGO,Angola,5,Cuando Cubango,Província,Province,,,21.43485599670,16.85494135050,128
129,8,AGO,Angola,6,Cuanza Norte,Província,Province,,Cuanza-Nord|Kwanza Norte,7.51712821045,1.95843749964,129
130,8,AGO,Angola,7,Cuanza Sul,Província,Province,,Cuanza-Sud|Kwanza Sul,11.87269297030,4.56857823429,130
131,8,AGO,Angola,8,Cunene,Província,Province,,,12.13278303430,6.53943959083,131
132,8,AGO,Angola,9,Huíla,Província,Province,,,13.35448992720,6.60470717098,132
133,8,AGO,Angola,10,Huambo,Província,Province,,,7.82116019020,2.75625453716,133
134,8,AGO,Angola,11,Luanda,Província,Province,,Loanda,4.40117585850,0.20115879318,134
135,8,AGO,Angola,12,Lunda Norte,Província,Province,,,16.04093630600,8.87107456942,135
136,8,AGO,Angola,13,Lunda Sul,Província,Province,,,13.21454850210,6.42989599946,136
137,8,AGO,Angola,14,Malanje,Província,Province,,Malange,17.16855730180,6.76634037208,137
138,8,AGO,Angola,15,Moxico,Província,Province,,,23.78711208220,16.65848289070,138
139,8,AGO,Angola,16,Namibe,Província,Province,,Moçâmedes|Mossamedes,14.93366747520,4.87819006887,139
140,8,AGO,Angola,17,Uíge,Província,Province,,,12.65976790120,5.07469950593,140
141,8,AGO,Angola,18,Zaire,Província,Province,,,10.00999360980,2.99208350247,141
142,11,ATG,Antigua and Barbuda,1,Barbuda,Dependency,Dependency,,Codrington,1.34110641480,0.01287799335,142
143,11,ATG,Antigua and Barbuda,2,Redonda,Dependency,Dependency,,,0.05502319336,0.00007346628,143
144,11,ATG,Antigua and Barbuda,3,Saint George,Parish,Parish,,Parham,0.44909019901,0.00222055250,144
145,11,ATG,Antigua and Barbuda,4,Saint John,Parish,Parish,,Saint John's,0.68294518586,0.00601464270,145
146,11,ATG,Antigua and Barbuda,5,Saint Mary,Parish,Parish,,Bolands,0.59483617861,0.00524240484,146
147,11,ATG,Antigua and Barbuda,6,Saint Paul,Parish,Parish,,Nelson's Dockyard,0.45674107171,0.00393613001,147
148,11,ATG,Antigua and Barbuda,7,Saint Peter,Parish,Parish,,Parham,0.55191844698,0.00294222673,148
149,11,ATG,Antigua and Barbuda,8,Saint Philip,Parish,Parish,,Carlisle,0.77318553867,0.00372659421,149
150,12,ARG,Argentina,1,Buenos Aires,Provincia,Province,,Baires|Buenos Ayres,66.13529650700,30.96476424660,150
151,12,ARG,Argentina,2,Córdoba,Provincia,Province,,Cordova,18.38202459260,15.74381505780,151
152,12,ARG,Argentina,3,Catamarca,Provincia,Province,,,19.64046943520,9.29226367381,152
153,12,ARG,Argentina,4,Chaco,Provincia,Province,,El Chaco|Presidente Juan Peron,17.51808617560,9.02503116113,153
154,12,ARG,Argentina,5,Chubut,Provincia,Province,,,42.42119971810,25.07431456730,154
155,12,ARG,Argentina,6,Ciudad de Buenos Aires,Distrito Federal,Federal District,,BUENOS AIRES D.F.|Capital Federal|Distretto Federale|Distrito Federal|Federal Capital,0.74671000390,0.02074069433,155
156,12,ARG,Argentina,7,Corrientes,Provincia,Province,,,14.87267276470,8.22190889917,156
157,12,ARG,Argentina,8,Entre Ríos,Provincia,Province,,Entre-Rios,13.67015888890,7.43543477566,157
158,12,ARG,Argentina,9,Formosa,Provincia,Province,,,17.86573441790,6.75502121988,158
159,12,ARG,Argentina,10,Jujuy,Provincia,Province,,,12.88755665480,4.69654957196,159
160,12,ARG,Argentina,11,La Pampa,Provincia,Province,,El Pampa|Eva Perón,18.29457901610,14.49747569960,160
161,12,ARG,Argentina,12,La Rioja,Provincia,Province,,,15.41071765140,8.48282414352,161
162,12,ARG,Argentina,13,Mendoza,Provincia,Province,,,19.97342653500,14.62558800820,162
163,12,ARG,Argentina,14,Misiones,Provincia,Province,,Missões,12.08432175870,2.72320644150,163
164,12,ARG,Argentina,15,Neuquén,Provincia,Province,,Neuquén,18.21013724290,9.79257093182,164
165,12,ARG,Argentina,16,Río Negro,Provincia,Province,,,29.80579803530,21.49313853910,165
166,12,ARG,Argentina,17,Salta,Provincia,Province,,,27.45307364160,13.81866536280,166
167,12,ARG,Argentina,18,San Juan,Provincia,Province,,,16.75166392040,8.32781564789,167
168,12,ARG,Argentina,19,San Luis,Provincia,Province,,,13.31246576480,7.38299795392,168
169,12,ARG,Argentina,20,Santa Cruz,Provincia,Province,,,38.04004978290,29.87920830410,169
170,12,ARG,Argentina,21,Santa Fe,Provincia,Province,,Santa Fé,20.79301997100,12.53806682130,170
171,12,ARG,Argentina,22,Santiago del Estero,Provincia,Province,,,16.17670840740,12.53813782710,171
172,12,ARG,Argentina,23,Tierra del Fuego,Territorio Nacional|Provincia,National Territory,,Feuerland|Terra del Fuoco|Terre de Feu|Terra do Fogo|Tierra del Fuego|Antártida e Islas del Atlántico Sur,24.07503056450,2.88922670834,172
173,12,ARG,Argentina,24,Tucumán,Provincia,Province,,Tucumão,7.72973662079,2.04853913202,173
174,13,ARM,Armenia,1,Aragatsotn,Marz,Province,Արագածոտն|Арагацотн,Aragacot'n,3.21813636163,0.30585308719,174
175,13,ARM,Armenia,2,Ararat,Marz,Province,Արարատ|Арарат,,2.38630708413,0.23438262242,175
176,13,ARM,Armenia,3,Armavir,Marz,Province,Արմավիր|Армавир,,2.19591351227,0.13769268302,176
177,13,ARM,Armenia,4,Erevan,Kaghak,City,Երևան|Ереван,Yerevan,0.70664226302,0.02987820790,177
178,13,ARM,Armenia,5,Gegharkunik,Marz,Province,Գեղարքունիք|Гегаркуник,Gelark'unik',3.80017172676,0.54363757891,178
179,13,ARM,Armenia,6,Kotayk,Marz,Province,Կոտայք|Котайк,Kotaik|Kotayk',2.48581210528,0.20919898448,179
180,13,ARM,Armenia,7,Lori,Marz,Province,Լոռի|Лори,Loṙi,3.78816294722,0.38329364765,180
181,13,ARM,Armenia,8,Shirak,Marz,Province,Շիրակ|Ширак,Širak,3.45255143907,0.31864338735,181
182,13,ARM,Armenia,9,Syunik,Marz,Province,Սյունիք|Сюник,Syunik',4.29729360688,0.46991914391,182
183,13,ARM,Armenia,10,Tavush,Marz,Province,Տավուշ|Тавуш,Tavuš,3.71514330643,0.26916474224,183
184,13,ARM,Armenia,11,Vayots Dzor,Marz,Province,Վայոց Ձոր|Вайоц Дзор,Vayoc'Jor,2.14339020795,0.24319500415,184
185,15,AUS,Australia,1,Ashmore and Cartier Islands,Territory,Territory,,,0.59494684465,0.00148611851,185
186,15,AUS,Australia,2,Australian Capital Territory,Territory,Territory,,,3.01623180819,0.23432737903,186
187,15,AUS,Australia,3,Coral Sea Islands,Territory,Territory,,,0.89130944052,0.00061104135,187
188,15,AUS,Australia,4,Jervis Bay Territory,Territory,Territory,,,0.64461152913,0.00628870388,188
189,15,AUS,Australia,5,New South Wales,State,State,,,86.17338812130,76.59493433930,189
190,15,AUS,Australia,6,Northern Territory,Territory,Territory,,,178.26323571000,116.08959594600,190
191,15,AUS,Australia,7,Queensland,State,State,,,174.53774682100,152.32865508600,191
192,15,AUS,Australia,8,South Australia,State,State,,,90.27347165740,92.12806954230,192
193,15,AUS,Australia,9,Tasmania,State,State,,,59.59736038160,7.43214506269,193
194,15,AUS,Australia,10,Victoria,State,State,,,55.54990296530,22.96745479280,194
195,15,AUS,Australia,11,Western Australia,State,State,,,242.33169323700,227.55197510700,195
196,16,AUT,Austria,1,Burgenland,Bundesländ|Länd,State,,Burgenlândia,7.29593651930,0.46395861480,196
197,16,AUT,Austria,2,Kärnten,Bundesländ|Länd,State,,Carinthia|Caríntia|Carintia,7.33051928633,1.10891069618,197
198,16,AUT,Austria,3,Niederösterreich,Bundesländ|Länd,State,,Lower Austria|Baixa-Áustria|Baja Austria|Niederdonau|Österreich unter der Enns,12.64710613590,2.35150828958,198
199,16,AUT,Austria,4,Oberösterreich,Bundesländ|Länd,State,,Upper Austria|Alta-Áustria|Alta Austria|Österreich ober der Enns|Oberösterreich,9.48504692729,1.45631356336,199
200,16,AUT,Austria,5,Salzburg,Bundesländ|Länd,State,,Salzburgo,8.31388170859,0.82264798167,200
201,16,AUT,Austria,6,Steiermark,Bundesländ|Länd,State,,Styria|Est¡ria|Estiria,9.57389067310,1.96927576514,201
202,16,AUT,Austria,7,Tirol,Bundesländ|Länd,State,,Tyrol,11.12913079500,1.49667725913,202
203,16,AUT,Austria,8,Vorarlberg,Bundesländ|Länd,State,,,3.59427442901,0.30200120905,203
204,16,AUT,Austria,9,Wien,Bundesländ|Länd,State,,Vienna|Viena,1.47382892515,0.05073995600,204
205,17,AZE,Azerbaijan,1,Ganja-Qazakh,,,,,7.00186526144,1.28427689945,205
206,17,AZE,Azerbaijan,2,Quba-Khachmaz,,,,,4.30964993681,0.78805401434,206
207,17,AZE,Azerbaijan,3,Absheron,,,,,7.41859746777,0.65193478715,207
208,17,AZE,Azerbaijan,4,Aran,,,,,9.88871175914,2.30899339211,208
209,17,AZE,Azerbaijan,5,Daglig-Shirvan,,,,,4.21528941187,0.63696128108,209
210,17,AZE,Azerbaijan,6,Kalbajar-Lachin,,,,,6.96822951215,0.60582332090,210
211,17,AZE,Azerbaijan,7,Lankaran,,,,,5.72923693255,0.58012483944,211
212,17,AZE,Azerbaijan,8,Nakhchivan,,,,,4.40222166656,0.56313223158,212
213,17,AZE,Azerbaijan,9,Shaki-Zaqatala,,,,,5.61878582836,0.93660738564,213
214,17,AZE,Azerbaijan,10,Yukhari-Karabakh,,,,,5.56849182300,0.77780403160,214
215,18,BHS,Bahamas,1,Acklins,District,District,,,5.83141855529,0.04331740030,215
216,18,BHS,Bahamas,2,Berry Islands,District,District,,,3.32030673031,0.00554452131,216
217,18,BHS,Bahamas,3,Biminis,District,District,,Bimini,2.46317310632,0.00306748575,217
218,18,BHS,Bahamas,4,Black Point,District,District,,,3.29312225304,0.00407704824,218
219,18,BHS,Bahamas,5,Cat Island,District,District,,Ilha do Gato|Isla del Gato,3.12057495117,0.03285913730,219
220,18,BHS,Bahamas,6,Central Abaco,District,District,,,14.17881812140,0.06439311559,220
221,18,BHS,Bahamas,7,Central Andros,District,District,,,8.21505781173,0.10778614568,221
222,18,BHS,Bahamas,8,Central Eleuthera,District,District,,,1.14395626090,0.00621902292,222
223,18,BHS,Bahamas,9,City of Freeport,District,District,,,0.27779824618,0.00231085640,223
224,18,BHS,Bahamas,10,Crooked Island,District,District,,,2.98900222778,0.02921969532,224
225,18,BHS,Bahamas,11,East Grand Bahama,District,District,,,6.21435729197,0.05229552757,225
226,18,BHS,Bahamas,12,Exuma,District,District,,,10.24128104710,0.03079429401,226
227,18,BHS,Bahamas,13,Grand Cay,District,District,,,0.50734072670,0.00056089589,227
228,18,BHS,Bahamas,14,Harbour Island,District,District,,,0.21664428711,0.00042191923,228
229,18,BHS,Bahamas,15,Hope Town,District,District,,,3.57993650672,0.00391472310,229
230,18,BHS,Bahamas,16,Inagua,District,District,,Inague,3.66283798218,0.14597997475,230
231,18,BHS,Bahamas,17,Long Island,District,District,,Ilha Longa|Isla Larga,6.95222351676,0.04222394900,231
232,18,BHS,Bahamas,18,Mangrove Cay,District,District,,,3.80985260010,0.04320753104,232
233,18,BHS,Bahamas,19,Mayaguana,District,District,,,1.72839355468,0.02535374108,233
234,18,BHS,Bahamas,20,Moore's Island,District,District,,,0.55446243286,0.00191597594,234
235,18,BHS,Bahamas,21,New Providence,District,District,,Nova Providência|Nueva Providencia,2.43551635742,0.02059387282,235
236,18,BHS,Bahamas,22,North Abaco,District,District,,,5.01982392923,0.01983253082,236
237,18,BHS,Bahamas,23,North Andros,District,District,,,7.15077279801,0.25559677176,237
238,18,BHS,Bahamas,24,North Eleuthera,District,District,,,3.52919127666,0.01632298363,238
239,18,BHS,Bahamas,25,Ragged Island,District,District,,,2.67277526855,0.00372268281,239
240,18,BHS,Bahamas,26,Rum Cay,District,District,,,0.82553625015,0.00802207112,240
241,18,BHS,Bahamas,27,San Salvador,District,District,,São Salvador|Watling Island,1.11663149323,0.01378043233,241
242,18,BHS,Bahamas,28,South Abaco,District,District,,,2.73180394519,0.03897157167,242
243,18,BHS,Bahamas,29,South Andros,District,District,,,9.84300613403,0.09712739091,243
244,18,BHS,Bahamas,30,South Eleuthera,District,District,,,2.12394696056,0.01891747974,244
245,18,BHS,Bahamas,31,Spanish Wells,District,District,,,0.33446121216,0.00030351228,245
246,18,BHS,Bahamas,32,West Grand Bahama,District,District,,,8.24353256315,0.05214029119,246
