system:index,PfafIDIndWW_yearY2014M12,countIndWW_yearY2014M12,meanIndWW_yearY2014M12,.geo
8413,442914,8941,0.003822097383070661,
8414,442915,3845,0.0010925563237606161,
8415,442916,13182,0.0027967875414013216,
8416,442917,9904,0.002130348128530107,
8417,442918,3534,0.0,
8418,442919,5280,0.0,
8419,442920,19091,8.08047501098074E-4,
8420,442931,1616,3.3431544929819204E-5,
8421,442932,5733,7.437183256619631E-4,
8422,442933,3006,0.0015993012787680505,
8423,442934,9634,8.06244886009254E-4,
8424,442935,13012,0.0035821595985995407,
8425,442936,11179,0.002019633353583358,
8426,442937,2960,1.5514860842317987E-4,
8427,442938,7369,0.0016767540947462299,
8428,442939,14603,0.001961572390735324,
8429,442940,15590,0.006428649315287405,
8430,442951,1085,6.762641822925055E-4,
8431,442952,1867,0.005878668853493406,
8432,442953,2420,0.0056586026673705,
8433,442954,3517,0.001997321842178189,
8434,442955,25755,1.3515821845055167E-4,
8435,442956,9886,9.553569097858895E-7,
8436,442957,8,7.814257396521223E-4,
8437,442958,8721,5.9134574903777496E-6,
8438,442959,1716,0.0019541019360383213,
8439,442960,23249,5.205843639822183E-5,
8440,442970,6439,1.4971011760119826E-4,
8441,442980,17766,0.0,
8442,442990,26515,0.0,
8443,443010,2382,0.009995128802298199,
8444,443020,7136,0.012053559156630445,
8445,443031,13782,0.006682715665719664,
8446,443032,2634,2.896688423398544E-4,
8447,443033,6455,2.2432026615644188E-4,
8448,443034,3052,0.0,
8449,443035,8848,1.667157833651131E-5,
8450,443036,3174,3.500117475542348E-6,
8451,443037,10458,0.004058897426870157,
8452,443038,2558,0.00719708486713146,
8453,443039,4742,0.03551304331295033,
8454,443040,26397,0.015586222547906347,
8455,443050,621,0.07289155415585741,
8456,443061,1696,0.0848569002361803,
8457,443062,23678,0.008907204751482356,
8458,443063,19880,0.006084589247825068,
8459,443064,57116,0.003624189967291661,
8460,443065,2576,0.0019136418082880131,
8461,443066,30191,0.0025320932969898208,
8462,443067,9777,0.0040693369651670684,
8463,443068,6490,8.335407233152185E-4,
8464,443069,24582,0.0014194897231951354,
8465,443070,559,0.062103047233884816,
8466,443080,15548,0.0195492989909735,
8467,443090,23,0.022443567772876656,
8468,444000,3981,7.758346635959496E-5,
8469,444010,148,0.02384514171697673,
8470,444020,34499,0.0031569981891996597,
8471,444031,1066,0.014509207728733117,
8472,444032,5525,0.003174189843499669,
8473,444033,20340,0.006495035437679775,
8474,444034,15171,0.003964403032816022,
8475,444035,9986,0.008966780926901301,
8476,444036,5436,0.005460319860090686,
8477,444037,21712,0.00821121403047026,
8478,444038,15379,0.007195005694472901,
8479,444039,18968,0.02196583500167867,
8480,444040,33698,0.010946553467188576,
8481,444051,2309,0.0038563196911944645,
8482,444052,4516,0.003962486578926312,
8483,444053,725,0.0069319156592412765,
8484,444054,5205,0.009247721410592715,
8485,444055,14616,0.0387187261268239,
8486,444056,7075,0.028215656827855616,
8487,444057,13423,0.0938320163919826,
8488,444058,3032,0.014203590021574711,
8489,444059,186,0.00550472270484652,
8490,444060,17392,0.02167776519360379,
8491,444070,886,0.013036895060855232,
8492,444071,7019,0.040352595642500266,
8493,444072,4990,0.015710459422875512,
8494,444073,1098,0.04205165676820922,
8495,444074,3384,0.032238359886696696,
8496,444075,6732,0.013666531144044163,
8497,444076,4202,0.008623245176602073,
8498,444077,19306,0.005265234204353855,
8499,444078,4230,0.0,
8500,444079,2613,2.496743839268193E-5,
8501,444080,21201,1.163572189313212E-5,
8502,444090,13676,2.7350243949969273E-4,
8503,445100,12879,1.8309882537342423E-4,
8504,445200,11436,2.368668246262488E-5,
8505,445300,6364,2.2663237142601039E-4,
8506,445410,9482,1.780369784167037E-4,
8507,445420,18282,6.193856768381876E-4,
8508,445430,5489,5.657963545355521E-7,
8509,445440,24053,4.347889824588986E-4,
8510,445450,14733,2.1216299233216127E-4,
8511,445460,19106,2.221846010560912E-5,
8512,445470,314,6.686790649349163E-5,
8513,445471,18112,1.1408220648279306E-5,
8514,445472,15608,3.6601847308633145E-5,
8515,445473,4018,8.570804309177291E-7,
8516,445474,13032,4.7450757783427467E-4,
8517,445475,14906,8.309408461312269E-5,
8518,445476,11270,0.002667962749247843,
8519,445477,37597,0.001789406933033441,
8520,445478,12618,4.6946662437815696E-5,
8521,445479,66687,9.260915442593271E-8,
8522,445480,19188,1.8341414923082928E-5,
8523,445490,40031,1.0933946318854627E-4,
8524,445500,80,1.2634107898555513E-4,
8525,445601,18115,2.548923290423065E-4,
8526,445602,3036,2.2176404860491783E-5,
8527,445603,3,0.010450476424504456,
8528,445604,2197,2.4572281435971966E-4,
8529,445605,5376,7.949535064078675E-4,
8530,445606,2171,1.859896560155313E-4,
8531,445607,249,0.0019513798434678106,
8532,445608,4872,3.084311206341358E-4,
8533,445609,6178,1.740677689587844E-4,
8534,445700,36490,0.001734632893333361,
8535,445811,21554,6.793574181587565E-4,
8536,445812,5501,2.5393098362000296E-5,
8537,445813,8368,5.383170374039382E-4,
8538,445814,7753,2.1344701377219524E-4,
8539,445815,5003,0.0010464761135900468,
8540,445816,7466,9.357366844336367E-5,
8541,445817,9418,5.394015721948478E-4,
8542,445818,8546,1.21543912494409E-4,
8543,445819,7192,0.0013515086487732777,
8544,445821,20986,4.419901787748704E-4,
8545,445822,31025,0.001643522011178885,
8546,445823,23763,2.638948111364493E-5,
8547,445824,14719,2.544030276168455E-4,
8548,445825,4984,0.0,
8549,445826,9437,1.845521075949078E-4,
8550,445827,24059,1.9121634405728947E-5,
8551,445828,10141,0.0,
8552,445829,7812,0.0,
8553,445830,30642,3.7343384519849566E-4,
8554,445841,270,0.004921599683165913,
8555,445842,20417,6.420822720635142E-4,
8556,445843,10139,8.759630051113133E-4,
8557,445844,8734,1.2227971031088011E-6,
8558,445845,4696,2.623323020190001E-4,
8559,445846,6003,2.9444651515397825E-4,
8560,445847,4479,1.0665489019961798E-4,
8561,445848,2255,6.147197699387414E-5,
8562,445849,2090,9.619127966507541E-5,
8563,445850,22313,9.983202324075691E-4,
8564,445860,29211,0.0021208513696216536,
8565,445871,2660,1.6543356441014144E-4,
8566,445872,3682,0.0,
8567,445873,2744,4.192893918591688E-5,
8568,445874,3058,0.0,
8569,445875,1855,5.313969714240032E-5,
8570,445876,9052,0.003983157413420212,
8571,445877,3585,1.5721276444453835E-4,
8572,445878,12056,1.016210604202682E-4,
8573,445879,8955,1.616513425213309E-4,
8574,445880,30304,0.0,
8575,445890,31836,3.228026037327083E-5,
8576,445900,20209,2.0630356285440313E-4,
8577,446000,9498,1.5745011789279818E-5,
8578,451001,28697,2.4982730257783584E-5,
8579,451002,12456,7.594876765236814E-6,
8580,451003,2944,1.4633221918826255E-5,
8581,451004,27012,1.9780228584193418E-4,
8582,451005,18339,9.502978610026624E-4,
8583,451006,17648,0.001369374869575192,
8584,451007,4622,0.004842543468242504,
8585,451008,4815,0.009353825608667043,
8586,451009,3986,0.002444384954187115,
8587,452100,223,0.005593798137914376,
8588,452201,4770,0.008739269737561233,
8589,452202,15035,0.007395902614002009,
8590,452203,6964,0.011698735396450024,
8591,452204,30940,0.0017933700667786372,
8592,452205,19729,0.004032976734562712,
8593,452206,5925,0.002330165925380971,
8594,452207,9295,0.0035129098245522596,
8595,452208,6243,8.877858653559088E-5,
8596,452209,10414,2.660590155254092E-4,
8597,452300,5314,0.002805513568249132,
8598,452400,3172,0.0,
8599,452411,3873,0.0051403737748198204,
8600,452412,15043,0.004316082270496511,
8601,452413,1477,0.007047603486692042,
8602,452414,2023,0.0020130931474789467,
8603,452415,861,0.0036974639805190702,
8604,452416,17531,0.00484834533586369,
8605,452417,1189,0.00446816063432029,
8606,452418,2492,0.008754341169922238,
8607,452419,1081,0.003506323380754942,
8608,452420,1412,0.0,
8609,452421,11244,0.0031722487943180652,
8610,452422,12920,0.0032773198713821512,
8611,452423,19,5.065984473794381E-4,
8612,452424,8408,0.003537919387905868,
8613,452425,19432,9.604769689139131E-4,
8614,452426,23932,1.288650446786948E-4,
8615,452427,15187,3.330999968681903E-7,
8616,452428,11480,0.0,
8617,452429,13096,0.0,
8618,452431,11274,0.005461728173161816,
8619,452432,16895,0.005259784995289253,
8620,452433,277,0.017574198338004922,
8621,452434,22359,0.0029173101926788982,
8622,452435,16788,0.00670727144242409,
8623,452436,56144,7.533821107319848E-4,
8624,452437,2498,0.005147994325824047,
8625,452438,87120,0.003771443674479068,
8626,452439,1703,0.005324401582204995,
8627,452441,12230,0.007021601143485834,
8628,452442,33253,0.003925991202628938,
8629,452443,32527,0.006283837107184796,
8630,452444,26104,0.001047228770973527,
8631,452445,9733,4.713772784584845E-4,
8632,452446,18387,3.224437226512577E-5,
8633,452447,2121,0.0,
8634,452448,9888,1.1517600398831705E-5,
8635,452449,30492,1.4888186749197172E-5,
8636,452451,3441,0.004388569943519303,
8637,452452,12257,0.010694911759104479,
8638,452453,1929,0.004725079091351386,
8639,452454,10431,0.004649530414474331,
8640,452455,5395,0.00849759527808198,
8641,452456,40358,0.011648612502878273,
8642,452457,9586,0.01938530092203117,
8643,452458,22266,0.008510516503375008,
8644,452459,740,0.029784428575591645,
8645,452461,15359,0.015840466922579094,
8646,452462,9315,0.007540803052296665,
8647,452463,36,0.0019240941352224065,
8648,452464,33247,0.010460990788882761,
8649,452465,359,0.006588775618745935,
8650,452466,12837,0.017025787166204433,
8651,452467,28318,0.009244651411330601,
8652,452468,10361,0.0022878826260484962,
8653,452469,15035,0.0016010569240687458,
8654,452471,15918,0.005589678492408225,
8655,452472,36641,0.005955776096315634,
8656,452473,8734,0.007347569764749807,
8657,452474,56572,0.008118848203867136,
8658,452475,471,0.005566252381786271,
8659,452476,8584,0.014157816166790979,
8660,452477,5365,0.0107605409283617,
8661,452478,35945,0.00922224270196098,
8662,452479,48,5.480426807134118E-4,
8663,452480,8040,0.019874185469162056,
8664,452481,12980,0.002413502607486889,
8665,452482,61465,0.014282725469300369,
8666,452483,2552,0.0039017877476453518,
8667,452484,19630,0.010525017019079999,
8668,452485,1755,0.006129466387475762,
8669,452486,7348,0.008976775705144782,
8670,452487,139,0.004406158742857083,
8671,452488,31901,0.01577673773986231,
8672,452489,37111,0.019174726496371777,
8673,452491,1766,0.012659713947372978,
8674,452492,33174,0.016959951996325735,
8675,452493,1318,0.027831550759197805,
8676,452494,5545,0.02270660987739906,
8677,452495,5469,0.03045443213896891,
8678,452496,7892,0.02554934221219194,
8679,452497,1285,0.13990218911106045,
8680,452498,24259,0.03536682770782957,
8681,452499,24698,0.016303218877049906,
8682,452510,224,0.0018664530791899236,
8683,452520,22811,0.003903164359996995,
8684,452530,37829,0.003529679371071435,
8685,452540,31003,0.0015702345036930309,
8686,452550,20364,0.0031392253382010816,
8687,452561,183,7.617681648729021E-5,
8688,452562,4905,0.0027848466825989016,
8689,452563,909,0.0038101051779394464,
8690,452564,9779,0.0,
8691,452565,1161,2.1348357659208125E-7,
8692,452566,13796,1.0187860768867411E-4,
8693,452567,5705,1.3105626188713446E-4,
8694,452568,2730,0.0,
8695,452569,4390,1.003649199102627E-5,
8696,452570,11536,0.006406634580133164,
8697,452580,25495,0.0032301334323054658,
8698,452591,53,0.002126621592225923,
8699,452592,1648,0.006081455965701377,
8700,452593,2116,0.0035273991033729765,
8701,452594,3250,0.0018307174712164623,
8702,452595,3304,0.005735187292229428,
8703,452596,14228,4.444440631271165E-4,
8704,452597,6703,0.0024904331998973736,
8705,452598,16572,0.005805829891091146,
8706,452599,654,6.292164663257444E-4,
8707,452601,3006,0.0021146239766750325,
8708,452602,3263,6.337035042375691E-4,
8709,452603,5186,4.451236635757334E-4,
8710,452604,10685,0.0,
8711,452605,10887,0.0,
8712,452606,3099,0.0,
8713,452607,666,0.0,
8714,452608,3447,0.0,
8715,452609,4530,0.0,
8716,452700,29716,0.009376530453165534,
8717,452801,2227,6.322479958985796E-6,
8718,452802,16130,3.378636084394547E-6,
8719,452803,1504,1.1913261586349715E-4,
8720,452804,4342,0.0021050027969326266,
8721,452805,5792,1.8636397711926803E-4,
8722,452806,2428,0.0,
8723,452807,7079,0.0,
8724,452808,6426,0.0,
8725,452809,9073,3.0842047335745574E-5,
8726,452910,28584,2.4159415076669837E-5,
8727,452920,38948,3.16833499113408E-5,
8728,452930,2880,0.0,
8729,452940,24078,2.7389038680967744E-4,
8730,452950,36878,2.3144466917995358E-4,
8731,452961,1152,0.0014793614173985532,
8732,452962,6682,2.9822449408428394E-4,
8733,452963,14537,0.003016332003558327,
8734,452964,5272,3.169404153157207E-5,
8735,452965,1798,0.0,
8736,452966,3013,0.0,
8737,452967,1891,0.0,
8738,452968,3124,0.0,
8739,452969,6507,0.0,
8740,452971,6902,2.1313604197632332E-4,
8741,452972,15205,1.600680912155942E-6,
8742,452973,5017,0.0,
8743,452974,9997,0.0,
8744,452975,547,0.0010609213764570424,
8745,452976,18884,4.1423160042358264E-4,
8746,452977,4903,4.4874214656201645E-4,
8747,452978,7265,0.0,
8748,452979,3992,0.0,
8749,452980,27176,0.0,
8750,452990,710,0.0,
8751,452991,16379,0.0,
8752,452992,7737,0.0,
8753,452993,11793,0.0,
8754,452994,5211,0.0,
8755,452995,2992,0.0,
8756,452996,4049,0.0,
8757,452997,290,0.0,
8758,452998,4997,0.0,
8759,452999,15226,0.0,
8760,453111,14683,0.001214089709957789,
8761,453112,2842,0.001306339749348217,
8762,453113,4568,0.0010321236248498798,
8763,453114,9681,0.0038235482894110754,
8764,453115,1252,7.548678883050427E-4,
8765,453116,6751,0.0035749095588167366,
8766,453117,4445,6.714269565485198E-5,
8767,453118,4317,0.012942213296190688,
8768,453119,11907,0.01279040379204779,
8769,453120,37946,0.017458058837787473,
8770,453130,1234,0.02022841017971588,
8771,453141,179,0.023039833168915762,
8772,453142,8593,0.007186599703877181,
8773,453143,27,0.012103290493416517,
8774,453144,10271,0.012218440552147204,
8775,453145,5448,0.03343817411382906,
8776,453146,9003,0.006584854740259938,
8777,453147,6006,0.027033415716440704,
8778,453148,2531,0.011896196238465792,
8779,453149,5901,0.010780378378521027,
8780,453150,7823,0.01258678529614062,
8781,453160,24525,0.006578035860428151,
8782,453170,12932,0.008462405489977443,
8783,453181,122,0.0024210671653002915,
8784,453182,14952,0.004908637859012702,
8785,453183,12147,0.013517037166289995,
8786,453184,3107,0.0026306443021078987,
8787,453185,9768,0.003663128787423102,
8788,453186,8730,0.002158040116111871,
8789,453187,6257,0.005823127589037981,
8790,453188,3212,6.828022500775164E-4,
8791,453189,6231,0.0013261963693033483,
8792,453190,1072,0.0063131155042457,
8793,453210,21514,0.004750157784065781,
8794,453220,28557,0.0017403042698950336,
8795,453230,12525,0.005421069735382703,
8796,453240,15976,0.004494758828522835,
8797,453250,17210,0.0046682068267478935,
8798,453260,12619,0.007055539181221123,
8799,453270,5568,0.0024165110732734907,
8800,453280,16500,0.0034393167421422222,
8801,453291,3746,0.011822248841588966,
8802,453292,4216,0.007792292311767011,
8803,453293,302,0.008912166856434462,
8804,453294,4987,0.0038054829563649714,
8805,453295,1030,0.009195920338866088,
8806,453296,3139,0.0023726680973627594,
8807,453297,602,0.0094023312860486,
8808,453298,5131,0.02571938500752305,
8809,453299,15827,0.009194546551672041,
8810,453301,4221,0.017375713630781317,
8811,453302,6552,0.012939292916415783,
8812,453303,188,0.006083868869687333,
8813,453304,9781,0.005284279886841481,
8814,453305,4613,0.012001070898164032,
8815,453306,13229,0.003025867452002669,
8816,453307,176,0.015320870133659155,
8817,453308,11334,0.0072798995864894606,
8818,453309,20267,0.015523821982044219,
8819,453410,7266,0.011307768224451115,
8820,453420,26393,0.0015400412028014827,
8821,453430,19069,0.004114930792571524,
8822,453441,4974,1.7623871918784283E-4,
8823,453442,4202,2.969516106485197E-4,
8824,453443,473,6.55317255442983E-5,
8825,453444,8212,5.551162902689259E-4,
8826,453445,13285,7.243327182191124E-4,
8827,453446,4038,1.3665723041537457E-4,
8828,453447,802,0.0,
8829,453448,4378,4.4622066483500784E-4,
8830,453449,9982,0.002585428869750203,
8831,453450,1819,0.0035906906149465456,
8832,453461,1993,0.001800589198482368,
8833,453462,5522,0.004858007277720933,
8834,453463,3468,0.0020474079874124316,
8835,453464,64497,0.009335374875059024,
8836,453465,4427,0.014920471837446204,
8837,453466,25547,0.01421318592604405,
8838,453467,7446,0.009855006701817505,
8839,453468,5731,0.013359413687273208,
8840,453469,16500,0.012897251668346182,
8841,453471,978,0.0054786431793746124,
8842,453472,16118,0.020868143629530895,
8843,453473,6141,0.02221319825650032,
8844,453474,3347,0.008986317170016137,
8845,453475,2648,0.022295161174748147,
8846,453476,2037,0.021693683079681655,
8847,453477,1891,0.020250614270771062,
8848,453478,1892,0.01247385431387285,
8849,453479,1875,0.025066453992841728,
8850,453481,1264,0.024161274007844093,
8851,453482,3161,0.014002439294058954,
8852,453483,85,0.01600608328297803,
8853,453484,2558,0.014329530331363393,
8854,453485,14852,0.019745011404641247,
8855,453486,3555,0.01998688578164595,
8856,453487,246,0.016214523384395104,
8857,453488,3842,0.01651539676560364,
8858,453489,8440,0.016656221857223014,
8859,453491,5601,0.019124883071052836,
8860,453492,19661,0.015100298354038548,
8861,453493,5740,0.01633612731363384,
8862,453494,4968,0.014954798326119574,
8863,453495,9204,0.019398106450637248,
8864,453496,3277,0.017501077217848562,
8865,453497,373,0.018531091645646532,
8866,453498,7857,0.018924558767910913,
8867,453499,11984,0.025288194245646437,
8868,453500,16613,0.017881179330021372,
8869,453610,25572,0.015910225420679776,
8870,453620,13821,0.03140422056686075,
8871,453630,23929,0.010725998492155747,
8872,453641,538,0.019950761491667333,
8873,453642,4266,0.009566973981662147,
8874,453643,11902,0.012214034138664731,
8875,453644,28297,0.011946539935503323,
8876,453645,6805,0.01759332423636288,
8877,453646,3678,0.009806671567384677,
8878,453647,6303,0.01002036746247361,
8879,453648,6296,0.012003201152191932,
8880,453649,17776,0.011293568892854457,
8881,453650,11150,0.015576812475131823,
8882,453661,5393,0.009473515046810814,
8883,453662,4070,0.007174808701614356,
8884,453663,2279,0.009805865028701717,
8885,453664,13954,0.013032510393327007,
8886,453665,1555,0.012298878112439253,
8887,453666,10501,0.015316875823017351,
8888,453667,23201,0.020710371991603947,
8889,453668,4298,0.020596965249955364,
8890,453669,2306,0.009749888222759212,
8891,453670,30132,0.013586314211200903,
8892,453680,15231,0.018170923154754545,
8893,453691,4449,0.011791607325333839,
8894,453692,5828,0.015038961579917751,
8895,453693,3466,0.02399608187491931,
8896,453694,8448,0.022565410306067596,
8897,453695,4993,0.018490626055587052,
8898,453696,5661,0.020385971566671372,
8899,453697,779,0.028851649753424392,
8900,453698,3621,0.04760477351872704,
8901,453699,3884,0.028634633410802295,
8902,453710,7254,0.019940332776555984,
8903,453720,10675,0.00838883291165162,
8904,453730,12398,0.010128424959470438,
8905,453741,5269,0.013538190033510525,
8906,453742,9705,0.01060923864506845,
8907,453743,7000,0.008717339040906737,
8908,453744,8551,0.010816830864219536,
8909,453745,608,0.017863642509664986,
8910,453746,10157,0.009880637836144101,
8911,453747,1073,0.018031311799892757,
8912,453748,7784,0.012318607248764116,
8913,453749,15878,0.01407894679636934,
8914,453750,20850,0.027526063844246516,
8915,453760,21511,0.020344234619725197,
8916,453770,5775,0.023006064185209254,
8917,453780,16492,0.026634260668391474,
8918,453790,11685,0.022420453732985346,
8919,453801,12124,0.022847935027285562,
8920,453802,10735,0.018930099591407266,
8921,453803,9103,0.040623934360888424,
8922,453804,7692,0.017546666974854838,
8923,453805,16631,0.01847731366654336,
8924,453806,10426,0.019951491413575728,
8925,453807,3520,0.01252134849707024,
8926,453808,8429,0.012939349879997878,
8927,453809,14560,0.01319775127495228,
8928,453901,22044,0.020682037216686246,
8929,453902,7927,0.018592281693042178,
8930,453903,653,0.010124899013573873,
8931,453904,4662,0.018644778801647513,
8932,453905,1171,0.006732854979705404,
8933,453906,6083,0.019516850445820355,
8934,453907,1825,0.0212463688826025,
8935,453908,6630,0.022773402297107597,
8936,453909,2374,0.019400875645896654,
8937,454010,17831,0.025731806953501232,
8938,454020,7549,0.013787498753233093,
8939,454031,2139,0.02726687976806094,
8940,454032,7337,0.022273779501178637,
8941,454033,37597,0.011006046563952057,
8942,454034,5758,0.00549326112805916,
8943,454035,30890,0.017638168758918642,
8944,454036,5540,0.03456837486546152,
8945,454037,383,0.07358376908395686,
8946,454038,4810,0.013262146217435756,
8947,454039,17475,0.018909470226082536,
8948,454041,15661,0.01577375338372931,
8949,454042,3699,0.017996966732953108,
8950,454043,5408,0.012803356809846629,
8951,454044,12674,0.019720575633672154,
8952,454045,1542,0.015951285227165803,
8953,454046,3094,0.01567819670654986,
8954,454047,1703,0.0179459147255053,
8955,454048,23224,0.016720545014472774,
8956,454049,13301,0.004107200176856165,
8957,454050,3126,0.03190543806405969,
8958,454061,42423,0.011121347422109604,
8959,454062,6488,0.0070042486572085135,
8960,454063,15254,0.009351377009867252,
8961,454064,8232,0.006362452609657242,
8962,454065,19590,0.009036216835755428,
8963,454066,5857,0.014890290974779933,
8964,454067,11674,0.00609604369565676,
8965,454068,5308,2.982611616750241E-4,
8966,454069,6198,3.733690343908664E-4,
8967,454070,7637,0.03651311984135053,
8968,454081,5100,0.02399797863034174,
8969,454082,3444,0.0125020558943396,
8970,454083,3132,0.009813356138385545,
8971,454084,7209,0.00807449927061076,
8972,454085,4118,0.0108622837468111,
8973,454086,10969,0.005627184415521315,
8974,454087,1379,0.0016465964582905545,
8975,454088,1895,0.003731924957684987,
8976,454089,6012,0.01016532651856217,
8977,454090,36,0.020606814874149424,
8978,455100,2379,0.02679806643146921,
8979,455200,38007,0.021058612762289368,
8980,455300,29473,0.020583114410254393,
8981,455400,13132,0.022089822489956244,
8982,455500,18509,0.020862014865875238,
8983,455600,37201,0.01472428486600323,
8984,455700,14445,0.009230191767701354,
8985,455801,45866,0.0011604258979515715,
8986,455802,1442,0.0021791267818132773,
8987,455803,9428,0.0024546528628110013,
8988,455804,10380,0.00696247662619947,
8989,455805,7080,0.012526693451368438,
8990,455806,8655,0.0077129370735185485,
8991,455807,5125,0.0017999579580636473,
8992,455808,5164,0.019894284720606423,
8993,455809,5483,0.012406830314703875,
8994,455810,8855,0.004887499158959341,
8995,455820,7237,0.0023148219741384425,
8996,455821,25508,0.0021349687218232614,
8997,455822,6310,3.67260211622321E-4,
8998,455823,34447,0.00415383584891702,
8999,455824,10468,0.008544043022786245,
9000,455825,20577,0.0023453602505268275,
9001,455826,8191,0.01415064239648779,
9002,455827,10354,0.00781261745566698,
9003,455828,7080,0.010737803824414055,
9004,455829,14545,0.013769771981435744,
9005,455830,18862,0.0073186368386485125,
9006,455840,17054,0.0028486515865387137,
9007,455851,22314,0.005273719309899248,
9008,455852,12997,5.759060055359759E-4,
9009,455853,19801,0.004190568903580191,
9010,455854,7826,0.012449742568383545,
9011,455855,9688,0.00417122694449812,
9012,455856,8714,0.0023286505943941284,
9013,455857,4177,0.02023170918317646,
9014,455858,10012,2.459663546581017E-4,
9015,455859,8437,0.00959444585750321,
9016,455860,29770,0.024479041337417438,
9017,455870,24695,0.006039335632737778,
9018,455881,778,0.014636868368980305,
9019,455882,7482,0.006087557098232922,
9020,455883,2431,0.015697088935405477,
9021,455884,6565,0.01550596910314958,
9022,455885,4639,0.011260976131264996,
9023,455886,9266,0.017426637598849427,
9024,455887,6430,0.029291625076585236,
9025,455888,5696,0.02469990675772433,
9026,455889,7201,0.032139158129530686,
9027,455890,26971,0.03610990258546361,
9028,455900,7487,2.7289380740861725E-4,
9029,456100,22071,0.008167358924043785,
9030,456201,5317,0.0020483884137238646,
9031,456202,9827,0.0010841714327474213,
9032,456203,10947,0.00787640991464874,
9033,456204,38383,0.004769204313022136,
9034,456205,942,3.9499526845932593E-4,
9035,456206,21728,2.5209154678548085E-4,
9036,456207,13931,0.0011891368213223388,
9037,456208,6677,4.6007105718959214E-4,
9038,456209,22069,8.032259377899257E-4,
9039,456301,648,0.015213691755244882,
9040,456302,4360,0.02056182310807748,
9041,456303,5413,0.012168965196725822,
9042,456304,3939,0.0045826441619270155,
9043,456305,1651,0.00731189087556648,
9044,456306,3564,5.104220737271982E-4,
9045,456307,4249,0.0034155928761333107,
9046,456308,18937,0.0022705866696497786,
9047,456309,1122,0.005474645168557628,
9048,456400,3229,0.0,
9049,456410,1487,0.013282957981584695,
9050,456420,350,0.010004331500935066,
9051,456421,11939,0.01453425528084047,
9052,456422,10011,0.0033163917086875792,
9053,456423,895,0.002945184586936892,
9054,456424,7628,0.003264892107174938,
9055,456425,666,0.00953423160102102,
9056,456426,52520,0.024665050290870415,
9057,456427,6864,0.020618015284916198,
9058,456428,69625,0.006587012227100529,
9059,456429,62902,0.009719229515668937,
9060,456430,433,0.009518733072398951,
9061,456440,19430,0.023666349644343117,
9062,456450,36092,0.02453827340602775,
9063,456460,23551,0.01137574867660119,
9064,456470,34824,0.022685068529285316,
9065,456480,13966,5.719776287282456E-6,
9066,456491,3637,0.0,
9067,456492,6213,0.0,
9068,456493,952,0.0,
9069,456494,2786,0.0,
9070,456495,11952,0.0,
9071,456496,3537,0.0,
9072,456497,8062,1.3672167656068394E-5,
9073,456498,2372,7.052885640979051E-7,
9074,456499,2728,4.093566358963993E-8,
9075,456510,9595,0.006922125818998681,
9076,456520,6600,3.334849905415967E-4,
9077,456530,14031,0.003943497846701652,
9078,456541,526,0.006449163738055699,
9079,456542,3295,6.391319645454083E-4,
9080,456543,3648,0.0012661237356425125,
9081,456544,24380,1.6522640763958903E-4,
9082,456545,1259,0.0,
9083,456546,2400,9.175498605333915E-6,
9084,456547,6548,4.203010394228408E-4,
9085,456548,2922,8.218293921573455E-7,
9086,456549,8916,5.213034099582793E-4,
9087,456550,17362,0.005698075584189484,
9088,456560,35938,0.002590062160426049,
9089,456570,2829,0.0036688796703059166,
9090,456580,15628,0.01287532447086384,
9091,456590,16858,0.009976832624340109,
9092,456601,12160,0.02230682224765897,
9093,456602,20957,0.00338141398978197,
9094,456603,7684,0.0035017467114284795,
9095,456604,53685,3.765225078105323E-4,
9096,456605,3051,4.9866195514955415E-5,
9097,456606,5498,0.0,
9098,456607,16687,6.388526985253764E-5,
9099,456608,5149,0.0,
9100,456609,6691,0.0,
9101,456701,2746,0.025263209368441494,
9102,456702,4027,0.013546608740288854,
9103,456703,28317,3.795363651648308E-4,
9104,456704,5685,1.9021660806937506E-5,
9105,456705,1489,1.676619402168859E-4,
9106,456706,39583,7.637150318009467E-5,
9107,456707,6372,9.047882752171994E-5,
9108,456708,10113,2.807303311196731E-6,
9109,456709,745,3.990884343431229E-4,
9110,456800,4742,0.0,
9111,456801,1946,0.0,
9112,456802,5191,3.617162779791887E-5,
9113,456803,7442,0.0,
9114,456804,6336,4.653773653253031E-5,
9115,456805,3210,9.583506570296922E-7,
9116,456806,20224,1.3904359039003666E-5,
9117,456807,16422,0.0,
9118,456808,14500,1.4650609015532536E-5,
9119,456809,13579,9.311612773452129E-6,
9120,456900,1385,0.0,
9121,456901,3021,0.0,
9122,456902,14825,2.893584639288868E-6,
9123,456903,7303,0.0,
9124,456904,20774,0.0,
9125,456905,19436,1.5965382885543025E-4,
9126,456906,8678,0.0,
9127,456907,9036,1.638250976081463E-4,
9128,456908,4712,0.0,
9129,456909,12048,0.0,
9130,457001,4018,0.002671150146914817,
9131,457002,2165,0.006582658119734171,
9132,457003,699,0.04313856355174112,
9133,457004,2924,0.020565856428586927,
9134,457005,1203,0.055492774443083676,
9135,457006,12899,0.002143326768867454,
9136,457007,2954,0.00232759243115233,
9137,457008,17339,3.646631533370541E-4,
9138,457009,1619,9.86892469907484E-5,
9139,458001,76637,0.003601491476798627,
9140,458002,1619,0.001959651726768523,
9141,461011,29637,0.0,
9142,461012,4240,0.0,
9143,461013,3022,0.0,
