system:index,PfafIDDomWW_monthY2014M02,countDomWW_monthY2014M02,meanDomWW_monthY2014M02,.geo
0,111011,2536,4.6853294610002316E-4,
1,111012,3921,4.232831786159466E-6,
2,111013,1194,1.2348588623835101E-5,
3,111014,5605,2.443469765183879E-6,
4,111015,21769,1.9244756729573495E-5,
5,111016,2382,2.320413723887217E-7,
6,111017,11168,8.351241180664507E-6,
7,111018,2509,2.1480839709955653E-7,
8,111019,8353,1.6075914063966977E-6,
9,111020,14779,7.398002335768667E-7,
10,111030,6961,7.417395902542568E-6,
11,111041,17205,2.967231199599768E-6,
12,111042,6643,3.229005220354589E-6,
13,111043,349,4.058728352068074E-6,
14,111044,6597,4.094923682065979E-6,
15,111045,7591,3.100167761286348E-6,
16,111046,4623,9.947331849662133E-7,
17,111047,903,4.004633626803847E-6,
18,111048,4457,4.0061634859681945E-6,
19,111049,4490,2.9616487269957276E-6,
20,111050,20250,4.2843352823728085E-6,
21,111060,5660,2.2361662472383315E-5,
22,111070,13788,2.3534214665147174E-4,
23,111081,5223,9.814444706421749E-5,
24,111082,18754,1.773541898766928E-5,
25,111083,6133,1.4725907423828066E-5,
26,111084,15194,2.410214580721024E-5,
27,111085,10124,4.720459219787472E-6,
28,111086,2528,1.7215021594908927E-6,
29,111087,13852,5.590620749804101E-6,
30,111088,3118,1.5637284821262745E-5,
31,111089,2844,1.588550101901315E-5,
32,111090,510,7.648501281874273E-6,
33,111091,212,1.8658325527514812E-4,
34,111092,2946,1.9213874068260635E-4,
35,111093,19956,3.531513273104062E-5,
36,111094,2485,7.732387978229787E-6,
37,111095,1794,4.769028711445647E-6,
38,111096,2707,2.0340365242332217E-5,
39,111097,2700,2.9996609443594652E-5,
40,111098,3449,4.1947035079869724E-5,
41,111099,5594,5.980361834714402E-6,
42,112011,3093,1.286524562899439E-6,
43,112012,21200,1.3795569815881964E-6,
44,112013,15552,1.7524786662893391E-6,
45,112014,34480,1.7223653916461506E-6,
46,112015,4666,9.386273009135424E-7,
47,112016,11966,4.877502016249586E-6,
48,112017,13480,3.0928478377249146E-6,
49,112018,14831,5.222399817735117E-6,
50,112019,46077,7.6015486374818806E-6,
51,112020,1906,3.18168316826625E-6,
52,112030,2337,6.173740439749984E-7,
53,112041,4145,3.2388842688238714E-6,
54,112042,9610,1.9153425850793334E-6,
55,112043,1103,2.660815545707736E-6,
56,112044,5576,1.9685819277198546E-6,
57,112045,2564,1.8318898979472986E-6,
58,112046,18320,3.7854772694999917E-6,
59,112047,22718,3.6793245042473264E-6,
60,112048,6256,6.0179290329035325E-6,
61,112049,17069,1.0817599954563446E-5,
62,112050,8062,2.045557176254446E-6,
63,112060,9065,2.794095214361366E-6,
64,112070,2276,4.381119285749102E-6,
65,112111,39164,1.5607713558034686E-5,
66,112112,4819,2.8924583079877153E-6,
67,112113,7180,1.8266765574336027E-6,
68,112114,4624,4.373868512665314E-6,
69,112115,1326,2.531982730310899E-6,
70,112116,4584,4.323234182222225E-6,
71,112117,2017,1.5289937807119087E-6,
72,112118,4443,2.19292616069884E-5,
73,112119,6741,5.878210929846183E-6,
74,112120,6306,4.368109883563035E-7,
75,112130,3588,3.481515111747137E-7,
76,112140,5675,8.068602004694419E-7,
77,112150,567,2.7931239381291237E-7,
78,112160,4941,7.357145456276829E-7,
79,112170,17030,7.841698311816933E-7,
80,112180,5677,8.477985609140827E-7,
81,112190,13172,8.011850085100582E-7,
