system:index,PfafIDDomWN_monthY2014M07,countDomWN_monthY2014M07,meanDomWN_monthY2014M07,.geo
0,111011,2536,3.9869753249549225E-4,
1,111012,3921,4.633165394692787E-6,
2,111013,1194,1.3547594322988182E-5,
3,111014,5605,2.6734617624693065E-6,
4,111015,21769,1.8663397242748892E-5,
5,111016,2382,2.541967805535084E-7,
6,111017,11168,4.4517155621950255E-6,
7,111018,2509,2.34538999771724E-7,
8,111019,8353,1.765318059691227E-6,
9,111020,14779,8.103935287999933E-7,
10,111030,6961,8.146468554706126E-6,
11,111041,17205,3.2619913861074895E-6,
12,111042,6643,3.5444983422005124E-6,
13,111043,349,4.462278700838046E-6,
14,111044,6597,4.4967120031823265E-6,
15,111045,7591,3.4071430749801303E-6,
16,111046,4623,1.0924007925601478E-6,
17,111047,903,4.400736208824702E-6,
18,111048,4457,4.399928584548717E-6,
19,111049,4490,3.2501509479482515E-6,
20,111050,20250,4.7199885073907656E-6,
21,111060,5660,2.454533068637615E-5,
22,111070,13788,1.2278526803722285E-4,
23,111081,5223,7.751764522620532E-5,
24,111082,18754,1.934113533989895E-5,
25,111083,6133,1.6161394796798426E-5,
26,111084,15194,2.1676561952647353E-5,
27,111085,10124,5.058949131204321E-6,
28,111086,2528,1.8040847113292232E-6,
29,111087,13852,5.1894083829173764E-6,
30,111088,3118,1.3409086460522591E-5,
31,111089,2844,1.6289169357110766E-5,
32,111090,510,8.347520966921163E-6,
33,111091,212,9.310450624437778E-5,
34,111092,2946,1.2751075482437881E-4,
35,111093,19956,3.402345721806818E-5,
36,111094,2485,8.089798088431342E-6,
37,111095,1794,5.106033872542204E-6,
38,111096,2707,2.0197089387095704E-5,
39,111097,2700,1.8814451248115747E-5,
40,111098,3449,3.962739690107569E-5,
41,111099,5594,6.525886415588101E-6,
42,112011,3093,1.1021448085794223E-6,
43,112012,21200,1.0671395859719094E-6,
44,112013,15552,1.1909098956938006E-6,
45,112014,34480,1.7209898846641963E-6,
46,112015,4666,8.49054616653303E-7,
47,112016,11966,5.1549054305113885E-6,
48,112017,13480,3.2266794105875165E-6,
49,112018,14831,5.529047001273636E-6,
50,112019,46077,7.520030760212476E-6,
51,112020,1906,3.3395930251570642E-6,
52,112030,2337,6.022712231515252E-7,
53,112041,4145,2.463937647618832E-6,
54,112042,9610,1.5353879619779122E-6,
55,112043,1103,1.5936007590567431E-6,
56,112044,5576,1.4599617532093462E-6,
57,112045,2564,1.7141388742278847E-6,
58,112046,18320,3.5751597320637152E-6,
59,112047,22718,3.60460524768209E-6,
60,112048,6256,6.2771531163648565E-6,
61,112049,17069,1.0742047024568094E-5,
62,112050,8062,1.7873186247340286E-6,
63,112060,9065,1.9824820035401496E-6,
64,112070,2276,3.866349373517023E-6,
65,112111,39164,9.506370088013808E-6,
66,112112,4819,3.1039828744106443E-6,
67,112113,7180,1.8308024196263503E-6,
68,112114,4624,2.954730431501908E-6,
69,112115,1326,2.224037514955017E-6,
70,112116,4584,4.52147005116452E-6,
71,112117,2017,1.6763398942001478E-6,
72,112118,4443,1.8263107505185707E-5,
73,112119,6741,3.1876434373630054E-6,
74,112120,6306,4.7335017913708964E-7,
75,112130,3588,3.8117244320953037E-7,
76,112140,5675,8.733187166053914E-7,
77,112150,567,3.056348820325882E-7,
78,112160,4941,7.975892765452049E-7,
79,112170,17030,6.107185969466302E-7,
80,112180,5677,6.814269415360204E-7,
81,112190,13172,7.207009278139952E-7,
82,112200,33905,9.197862776806813E-7,
83,112300,8315,1.253958375782692E-6,
84,112400,30830,1.4976925793608055E-6,
85,112500,806,1.3597248997181216E-6,
86,112600,7692,1.1971701243953268E-6,
87,112700,9177,1.0778021966633788E-6,
88,112801,6769,7.269326349331266E-7,
89,112802,7135,4.458716150870229E-7,
90,112803,17267,2.833573433037824E-7,
91,112804,9185,1.5310103609042245E-6,
92,112805,5556,7.216745940776394E-7,
93,112806,6540,1.4045439565124681E-6,
94,112807,9643,7.237096629278477E-7,
95,112808,3496,1.4162607577202687E-6,
96,112809,10746,4.015393072617796E-6,
97,112901,27,1.0164898688712454E-6,
98,112902,3218,8.234221872924373E-7,
99,112903,1169,7.494620375084335E-7,
100,112904,2951,1.0387172341262079E-6,
101,112905,37,1.4425799124449358E-6,
102,112906,2413,1.3144059777245556E-6,
103,112907,779,1.4558315288891581E-6,
104,112908,5204,1.1113904070958825E-6,
105,112909,20422,8.184211150889686E-6,
106,113000,4675,0.0,
107,114001,54761,5.589886880550682E-6,
108,114002,2390,1.285884438840662E-6,
109,114100,1656,4.7645294382653205E-6,
110,114210,16802,8.788869473029882E-7,
111,114221,2409,6.82414690921644E-7,
112,114222,5839,7.872219770297206E-7,
113,114223,174,8.609543875953561E-7,
114,114224,77580,9.629863613456691E-6,
115,114225,2250,6.765855625759399E-7,
116,114226,17050,7.165509064057476E-6,
117,114227,24212,9.459025126672729E-6,
118,114228,5771,8.51432960747326E-6,
119,114229,9213,8.471186850048313E-6,
120,114230,2510,4.844280835570982E-7,
121,114240,9987,7.015161462636553E-6,
122,114250,4469,1.1505226420205087E-5,
123,114260,6798,1.353849865093203E-5,
124,114270,14977,1.3409923589197166E-5,
125,114281,1050,3.7478870461759444E-6,
126,114282,6319,3.3021385279771103E-6,
127,114283,60,4.528829347783984E-6,
128,114284,14492,9.247312053472461E-6,
129,114285,1297,3.2414638584642327E-6,
130,114286,6726,8.601889470883288E-6,
131,114287,4228,1.3321734569383141E-5,
132,114288,2619,2.2420720265412883E-5,
133,114289,5390,4.300431568953036E-5,
134,114290,26586,9.815932472207428E-5,
135,114300,722,3.690583934408063E-5,
136,114410,3376,1.6182724831129377E-6,
137,114411,11647,1.6846408937217408E-6,
138,114412,3525,3.1814740725364136E-6,
139,114413,15127,2.2203963956599087E-6,
140,114414,3267,2.3253245756476663E-6,
141,114415,1,1.751404854626967E-6,
142,114416,4264,1.976043972425451E-6,
143,114417,542,1.6829910607186515E-6,
144,114418,12522,1.617829012486929E-6,
145,114419,3385,1.514561906107325E-6,
146,114420,17640,1.840096888887154E-6,
147,114430,12313,3.2828862172737185E-6,
148,114441,1660,1.260529011068817E-5,
149,114442,3796,8.838806721046438E-6,
150,114443,23070,1.5698085543248067E-5,
151,114444,3586,7.98531394253288E-6,
152,114445,6066,8.882270003435045E-6,
153,114446,8489,1.0296563823062128E-5,
154,114447,2883,1.9349508500934855E-5,
155,114448,12265,2.6827572369816554E-5,
156,114449,8665,3.968226224440738E-5,
157,114450,473,3.842103772050574E-5,
158,114460,29132,1.2922145406497011E-5,
159,114470,26976,1.3722499349327628E-5,
160,114480,17674,1.2042576029172702E-5,
161,114490,22455,2.126051646948176E-5,
162,114500,27914,2.023240721112942E-6,
163,114601,5823,2.186303111406804E-6,
164,114602,10662,4.326518912822673E-6,
165,114603,506,1.4497677299230461E-6,
166,114604,6933,2.7945706496876676E-6,
167,114605,4090,3.3248205679298966E-6,
168,114606,5583,5.168113488721573E-6,
169,114607,21267,2.2887663120018497E-6,
170,114608,3869,9.437960024152999E-7,
171,114609,2978,1.096410755100747E-6,
172,114701,4745,1.2237482349500151E-5,
173,114702,5013,4.641241815572667E-6,
174,114703,5019,5.715685308710384E-6,
175,114704,8359,1.2895380377062037E-6,
176,114705,9685,2.1922983203540204E-6,
177,114706,1442,1.7943321191430665E-6,
178,114707,446,1.588241409843913E-6,
