system:index,PfafIDLivWN_yearY2014M12,countLivWN_yearY2014M12,meanLivWN_yearY2014M12,.geo
6584,331503,256434,1.3176287824519788E-11,
6585,331504,19873,3.3388928072125215E-13,
6586,331505,756,2.6201294023134845E-12,
6587,331506,54054,1.2001417001698539E-14,
6588,331507,11060,1.7554187252706224E-12,
6589,331508,16625,0.0,
6590,331509,60,0.0,
6591,331610,35290,1.0531303629614899E-13,
6592,331620,73373,0.0,
6593,331630,17826,0.0,
6594,331641,28724,0.0,
6595,331642,91909,5.268141911756101E-10,
6596,331643,32966,0.0,
6597,331644,24342,7.842476386533038E-12,
6598,331645,15344,0.0,
6599,331646,31923,0.0,
6600,331647,30945,1.0817330359914576E-13,
6601,331648,32456,2.8226372593553255E-10,
6602,331649,53161,4.4048577272772014E-11,
6603,331650,74852,0.0,
6604,331660,83024,1.1222603280707232E-13,
6605,331670,95546,1.0037313073448807E-8,
6606,331681,6874,1.4309780367813794E-7,
6607,331682,5773,2.809276960925492E-7,
6608,331683,18549,2.0967787057420793E-7,
6609,331684,11804,1.2584630736996862E-7,
6610,331685,15208,1.4263914296224793E-7,
6611,331686,6591,2.795353442101093E-7,
6612,331687,9198,1.985718853851601E-7,
6613,331688,5062,6.448648915255853E-8,
6614,331689,13189,3.1511510968178703E-8,
6615,331691,17133,2.2224167852134739E-7,
6616,331692,9054,2.134143935784983E-7,
6617,331693,2129,1.4406578621433484E-7,
6618,331694,34263,4.795900837856156E-8,
6619,331695,3611,6.559329218616867E-8,
6620,331696,14170,1.1534299351701972E-7,
6621,331697,13907,2.075829202046705E-8,
6622,331698,34907,6.634884522386727E-9,
6623,331699,70451,5.63268733121636E-10,
6624,331700,8270,2.5502592247770825E-12,
6625,331710,12617,9.090376425645422E-13,
6626,331721,9059,6.149988079837223E-14,
6627,331722,7910,0.0,
6628,331723,2686,0.0,
6629,331724,5935,0.0,
6630,331725,17290,0.0,
6631,331726,88836,1.8666207075680515E-12,
6632,331727,22558,0.0,
6633,331728,5613,0.0,
6634,331729,20973,2.1168277909285905E-13,
6635,331730,39585,9.249197713718416E-13,
6636,331740,36038,0.0,
6637,331750,1473,0.0,
6638,331761,45591,9.312721644179879E-13,
6639,331762,58085,2.3675627262186396E-8,
6640,331763,27053,8.41694123722386E-10,
6641,331764,82642,2.1561575266340617E-7,
6642,331765,1552,2.951064592533661E-9,
6643,331766,15524,4.002974992475214E-12,
6644,331767,22626,1.716763164905398E-8,
6645,331768,11036,5.1931964739890016E-8,
6646,331769,51199,1.449574319588162E-10,
6647,331770,678,3.1476524809330236E-13,
6648,331780,75778,1.0937789291041434E-12,
6649,331790,32330,1.6217404057766307E-12,
6650,331810,81258,3.544303150521769E-12,
6651,331820,56063,9.75569146094275E-10,
6652,331831,84738,6.986143129467889E-8,
6653,331832,13619,1.7860206280563565E-6,
6654,331833,2719,3.0514525193435414E-7,
6655,331834,14401,4.602479665050642E-7,
6656,331835,6476,4.526508076994534E-7,
6657,331836,30548,5.296430875165502E-7,
6658,331837,627,4.909505706017459E-7,
6659,331838,15822,4.424809945161737E-7,
6660,331839,80849,2.457187291181253E-7,
6661,331840,36468,3.6584760039197115E-7,
6662,331850,19223,1.259540153334115E-7,
6663,331861,386,4.724288653883429E-8,
6664,331862,24667,8.253190809337452E-10,
6665,331863,5685,2.976105790531299E-8,
6666,331864,19183,3.083110118545271E-9,
6667,331865,9243,2.433952575318863E-9,
6668,331866,44830,7.408642284057584E-8,
6669,331867,12925,1.549614669521876E-8,
6670,331868,9677,2.330082312087777E-7,
6671,331869,23467,2.5757902646605576E-7,
6672,331870,36725,2.011093336281747E-7,
6673,331880,34664,2.9203810059866214E-7,
6674,331890,51600,2.0861321750028551E-7,
6675,331900,3721,1.4470169525515811E-11,
6676,332001,0,0.0,
6677,332002,1203,0.0,
6678,332003,43815,5.7527045029286476E-12,
6679,332004,0,0.0,
6680,332005,0,0.0,
6681,332006,0,0.0,
6682,332007,62711,1.2185279871524406E-8,
6683,332008,2055,4.302896772871202E-11,
6684,341000,92923,6.821105494795395E-13,
6685,342111,47465,5.093033490368625E-10,
6686,342112,11288,7.728863987650673E-11,
6687,342113,21701,8.991683823019049E-11,
6688,342114,27841,6.976367179423033E-9,
6689,342115,30481,1.9002632424309048E-8,
6690,342116,19443,7.862489782688162E-8,
6691,342117,14324,6.694000705098805E-8,
6692,342118,39724,1.006687706284744E-7,
6693,342119,2712,1.1556669516435975E-7,
6694,342120,92412,3.777313290646372E-7,
6695,342130,75516,1.4329767112304317E-7,
6696,342140,50487,1.0264213547549838E-7,
6697,342150,29803,3.707942117681856E-7,
6698,342160,82485,4.2038280637610896E-7,
6699,342171,1111,1.5744606927113544E-7,
6700,342172,24836,5.39028392534482E-7,
6701,342173,1821,1.7018357754013937E-7,
6702,342174,24283,4.363271273278945E-7,
6703,342175,1909,1.074207577278625E-7,
6704,342176,40835,8.832004209152953E-8,
6705,342177,46456,2.5833209237486314E-7,
6706,342178,34892,6.519179192720663E-8,
6707,342179,39054,5.631723671078894E-7,
6708,342180,57145,7.417794728376516E-7,
6709,342191,1089,2.444060208207374E-7,
6710,342192,37092,6.0924241520991E-8,
6711,342193,6611,7.145668674816483E-7,
6712,342194,23677,8.356243840264868E-7,
6713,342195,337,3.3299155956657664E-7,
6714,342196,2762,0.0,
6715,342197,84,1.5823266969774175E-7,
6716,342198,27862,2.1821268161360817E-7,
6717,342199,2319,5.254928315844333E-7,
6718,342210,62146,8.748727673342771E-7,
6719,342221,6041,3.9322319694849767E-7,
6720,342222,16514,5.882234672634243E-7,
6721,342223,14956,5.757840743302084E-7,
6722,342224,10827,1.3580965324339592E-6,
6723,342225,33581,1.500612812831684E-6,
6724,342226,12267,2.6052010405680157E-7,
6725,342227,5770,4.162936345946299E-7,
6726,342228,10833,7.952511366049406E-7,
6727,342229,32706,6.177585769996088E-7,
6728,342231,2247,2.7714142670072435E-7,
6729,342232,18140,6.836779417817692E-7,
6730,342233,7650,8.66680324788022E-7,
6731,342234,7989,7.227856095643347E-7,
6732,342235,8479,5.016309030061206E-7,
6733,342236,43975,1.1347708845308124E-6,
6734,342237,115,4.467037538977381E-7,
6735,342238,17684,9.981256468596242E-7,
6736,342239,2736,5.188960760443643E-7,
6737,342241,6952,4.368564452261788E-7,
6738,342242,13000,4.6403731346939475E-7,
6739,342243,50503,5.216264824908026E-7,
6740,342244,21557,8.836237290175215E-7,
6741,342245,6372,7.727703802670507E-7,
6742,342246,85902,5.877754772270284E-7,
6743,342247,9577,7.667486171557786E-7,
6744,342248,10629,6.727792012686213E-7,
6745,342249,68434,5.837533758211676E-7,
6746,342251,29494,6.188994006827807E-7,
6747,342252,30642,4.999380691241278E-7,
6748,342253,28926,6.983071362759561E-7,
6749,342254,15027,6.355943049481697E-7,
6750,342255,790,8.189542190437694E-7,
6751,342256,19539,1.025952471988618E-6,
6752,342257,65062,5.995374811831329E-7,
6753,342258,27015,9.110485482356464E-7,
6754,342259,6314,7.150212656584206E-7,
6755,342260,39629,4.870009003470412E-7,
6756,342270,56988,5.869789723694589E-7,
6757,342281,1206,2.773554729010895E-7,
6758,342282,8943,2.0613253491126127E-7,
6759,342283,12342,4.943522119092445E-7,
6760,342284,5757,3.7525674208347137E-7,
6761,342285,5381,5.213938263754205E-7,
6762,342286,8785,5.86281676029569E-7,
6763,342287,3071,1.6333168931888128E-6,
6764,342288,25243,7.799255192631924E-7,
6765,342289,28220,1.2317938178510042E-6,
6766,342291,15183,4.1067038128425977E-7,
6767,342292,21487,2.5731255702925597E-7,
6768,342293,10470,3.9578396572367017E-7,
6769,342294,19952,6.387136589278982E-7,
6770,342295,21157,4.0476131612132036E-7,
6771,342296,31057,3.110725222891101E-7,
6772,342297,57109,3.9063649604087416E-7,
6773,342298,16049,7.324977742963627E-8,
6774,342299,14484,1.879213970681596E-7,
6775,342301,731,1.4964877017371238E-7,
6776,342302,34731,1.240023899563732E-6,
6777,342303,12552,2.1918261682014266E-7,
6778,342304,43412,5.166995219936872E-7,
6779,342305,14080,4.0678535448489676E-7,
6780,342306,14783,2.3160800700932368E-7,
6781,342307,117,0.0,
6782,342308,25380,3.834161780370461E-7,
6783,342309,3514,9.762687000125993E-8,
6784,342411,8053,4.618296534664408E-7,
6785,342412,31539,2.5685470610855405E-7,
6786,342413,5717,5.845211226456561E-7,
6787,342414,22804,1.673624376745704E-7,
6788,342415,68871,8.259326299585843E-7,
6789,342416,24307,1.6321514669842484E-6,
6790,342417,30945,8.570803207665301E-8,
6791,342418,113220,1.6858640171725617E-7,
6792,342419,282,3.8080402292385185E-7,
6793,342421,41195,1.1761191553125136E-6,
6794,342422,5574,1.0580150293899702E-6,
6795,342423,22467,9.96518930471646E-7,
6796,342424,7680,9.27496593400241E-7,
6797,342425,39365,7.672601411644358E-7,
6798,342426,7517,4.21836105959912E-7,
6799,342427,8145,5.559851250395132E-7,
6800,342428,5872,6.216827646728059E-7,
6801,342429,24437,6.010496277689981E-7,
6802,342431,7059,3.722577061463386E-7,
6803,342432,24936,1.276626680759989E-7,
6804,342433,497,2.5016178466072236E-7,
6805,342434,34988,1.593286901439582E-7,
6806,342435,33827,6.723620875343488E-7,
6807,342436,21195,5.386885120258689E-7,
6808,342437,39045,7.429180570392429E-7,
6809,342438,58051,5.354152242666445E-7,
6810,342439,16942,8.339429291628677E-7,
6811,342441,30724,5.90603126616492E-7,
6812,342442,101817,4.850062965559346E-7,
6813,342443,12882,7.704459076665359E-7,
6814,342444,56497,1.1024248616782662E-6,
6815,342445,24000,8.480015452591961E-7,
6816,342446,39605,5.756831475023936E-7,
6817,342447,23186,6.489015621524253E-7,
6818,342448,39163,3.960423742247805E-7,
6819,342449,51558,5.01848979602152E-7,
6820,342451,20214,6.435430803477028E-7,
6821,342452,11847,6.424543487521467E-7,
6822,342453,2585,6.490160425600894E-7,
6823,342454,7948,7.063329179917685E-7,
6824,342455,22050,7.037545828551627E-7,
6825,342456,8519,1.2250115184511748E-6,
6826,342457,13968,9.310705208810488E-7,
6827,342458,27749,6.464702121565383E-7,
6828,342459,13,1.1857444744188363E-6,
6829,342461,17112,1.2340992290566E-6,
6830,342462,32475,8.930052412826286E-7,
6831,342463,3979,1.2487204632624998E-6,
6832,342464,69919,9.237167968366776E-7,
6833,342465,24,1.0639270935286477E-6,
6834,342466,44884,1.173014555874744E-6,
6835,342467,16418,9.702645148807557E-7,
6836,342468,29596,8.247376019296024E-7,
6837,342469,25231,1.013578500923571E-6,
6838,342470,39889,9.565582268444967E-7,
6839,342481,10972,6.969701487816334E-7,
6840,342482,8079,7.687684159665867E-7,
6841,342483,11947,6.317297439064452E-7,
6842,342484,7073,1.0415749664881114E-6,
6843,342485,10272,1.1328452930226508E-6,
6844,342486,9574,8.691387571839273E-7,
6845,342487,11011,8.951898591703474E-7,
6846,342488,8667,1.0442390638900023E-6,
6847,342489,17881,1.174033905893768E-6,
6848,342491,40751,1.038192370764538E-6,
6849,342492,10487,7.902726692802623E-7,
6850,342493,36,7.284725098670795E-7,
6851,342494,16075,9.828593932579801E-7,
6852,342495,8191,7.967422441491142E-7,
6853,342496,12961,1.2298726508038804E-6,
6854,342497,2735,1.072391513989308E-6,
6855,342498,14405,2.8241353199213996E-7,
6856,342499,8799,9.606652294922171E-7,
6857,342511,30629,1.4551789985163681E-6,
6858,342512,14319,1.0224614185250744E-6,
6859,342513,6732,2.3285745394672557E-6,
6860,342514,10417,5.346742762215171E-7,
6861,342515,5050,1.6729540391914495E-6,
6862,342516,5700,1.1684652368416535E-6,
6863,342517,148,5.861197532800925E-7,
6864,342518,4474,1.0162253905660565E-6,
6865,342519,4838,5.539150096789732E-7,
6866,342520,29685,8.309156113838896E-7,
6867,342530,13375,4.6749359217276367E-7,
6868,342541,5152,1.7216201605554798E-7,
6869,342542,10207,1.6799626797699849E-7,
6870,342543,442,7.507627698975395E-8,
6871,342544,8423,3.201298806937387E-7,
6872,342545,210,6.935742003291485E-8,
6873,342546,12349,4.5207254736961355E-7,
6874,342547,27325,9.036959127744558E-7,
6875,342548,6035,9.277769512166178E-7,
6876,342549,6348,9.082043189898288E-7,
6877,342550,23855,5.80673107091622E-7,
6878,342560,36577,5.447161203148301E-7,
6879,342570,60648,7.699653322512127E-7,
6880,342580,41826,8.196143042743794E-7,
6881,342590,3657,4.2889586810312825E-7,
6882,342610,1223,1.1362431050576573E-6,
6883,342621,2021,9.8037709271902E-7,
6884,342622,50932,1.303310454578269E-6,
6885,342623,6360,1.1211862580678845E-6,
6886,342624,13760,1.6114709890865581E-6,
6887,342625,13313,1.6274664680351468E-6,
6888,342626,50192,1.984326007452279E-6,
6889,342627,16116,2.7089095225667417E-6,
6890,342628,7128,1.4695237586349222E-6,
6891,342629,33756,1.3133583165180303E-6,
6892,342631,5790,7.658065567055597E-7,
6893,342632,3310,1.4091564016453037E-6,
6894,342633,18481,7.790382909464415E-7,
6895,342634,5085,2.2284479088895775E-9,
6896,342635,3945,1.007953080872481E-6,
6897,342636,7833,9.594902226301114E-7,
6898,342637,12578,5.434209622596783E-7,
6899,342638,7752,9.624672657273377E-7,
6900,342639,6552,1.0038138079099383E-6,
6901,342640,11491,1.4707415003049555E-6,
6902,342650,10027,1.3832403953880108E-6,
6903,342661,14939,1.422969717200603E-6,
6904,342662,9228,1.5963373437552704E-6,
6905,342663,174,2.453136156470223E-6,
6906,342664,8171,2.387240850696589E-6,
6907,342665,3244,2.7404571147697153E-6,
6908,342666,5959,1.8497875440143114E-6,
6909,342667,204,2.5390726214908662E-6,
6910,342668,6082,1.8847086170960082E-6,
6911,342669,18004,2.8942389525903375E-6,
6912,342670,19781,2.400726946963235E-6,
6913,342680,29454,3.189399430772825E-6,
6914,342690,45656,3.7332991379393003E-6,
6915,342710,10389,6.259419283467743E-7,
6916,342720,23396,9.233323655373517E-7,
6917,342730,29359,1.6726327937151958E-6,
6918,342740,61147,1.1522600348978243E-6,
6919,342750,15226,1.0360757019217175E-6,
6920,342761,7437,1.1276703311105002E-6,
6921,342762,15099,6.03386133155829E-7,
6922,342763,1063,1.4320879662522614E-6,
6923,342764,10399,8.717537084369228E-7,
6924,342765,28539,1.4023196404048176E-6,
6925,342766,6865,9.415469888992577E-7,
6926,342767,3836,2.0147927130292776E-6,
6927,342768,8946,1.510652633397227E-6,
6928,342769,7663,6.784352237266329E-7,
6929,342770,33621,1.2777716993031152E-6,
6930,342780,32667,1.7853887894834987E-6,
6931,342790,778,1.0541755869905883E-6,
6932,342810,768,8.444670307679771E-7,
6933,342820,39987,1.451807534783507E-6,
6934,342830,39156,1.8709235095232455E-6,
6935,342840,24094,1.8402584066175318E-6,
6936,342850,27814,1.6222275191803728E-6,
6937,342861,10899,1.4315552553350227E-6,
6938,342862,5847,1.4720600147428598E-6,
6939,342863,6752,1.1765058505557825E-6,
6940,342864,10035,1.1310565187020422E-6,
6941,342865,14792,8.530789290521901E-7,
6942,342866,15621,1.5912638739481215E-6,
6943,342867,7574,1.0479714909690388E-6,
6944,342868,11672,2.409554357542032E-6,
6945,342869,13245,1.7092131318160088E-6,
6946,342870,43158,1.52502571035314E-6,
6947,342880,26720,5.314005981007723E-6,
6948,342891,16214,2.220685848304241E-6,
6949,342892,7503,4.006100279043695E-6,
6950,342893,12871,3.6781948762067957E-6,
6951,342894,20655,3.1791227916746854E-6,
6952,342895,956,1.919984230709551E-6,
6953,342896,14644,2.1043261773334446E-6,
6954,342897,17432,2.620982996524659E-6,
6955,342898,9423,2.844217390907809E-6,
6956,342899,17981,1.183311308243132E-6,
6957,342910,14543,1.0436095243052153E-6,
6958,342920,40219,1.5565261752889636E-6,
6959,342931,9990,1.2147423910125845E-6,
6960,342932,20141,1.489952403199694E-6,
6961,342933,16121,3.034055177977292E-6,
6962,342934,5072,1.2827617959131695E-6,
6963,342935,13855,7.469936313642197E-7,
6964,342936,7700,1.1812346073000126E-8,
6965,342937,14036,1.1063840343719322E-6,
6966,342938,13693,1.4498363846001463E-6,
6967,342939,1079,2.455707663087896E-6,
6968,342940,24895,2.974525976341172E-6,
6969,342950,23317,3.168607426429101E-6,
6970,342961,2405,4.653093403472882E-6,
6971,342962,6850,6.424767984152165E-6,
6972,342963,3316,4.4778406884035425E-6,
6973,342964,33003,4.388138417509471E-6,
6974,342965,18564,3.7046718994312275E-6,
6975,342966,7270,2.9295436393743556E-6,
6976,342967,1517,4.6068419221868715E-6,
6977,342968,3334,5.076490172153179E-6,
6978,342969,8634,4.4718804876378806E-6,
6979,342970,976,4.043004706325076E-6,
6980,342980,36478,2.072366711744041E-6,
6981,342991,2741,5.6282931242648155E-6,
6982,342992,21679,3.545653522525846E-6,
6983,342993,8387,4.533293179526019E-6,
6984,342994,19503,2.596894029080795E-6,
6985,342995,26603,3.495577679732686E-6,
6986,342996,19456,2.558258291183206E-6,
6987,342997,6272,3.0871475620074403E-6,
6988,342998,12751,2.929381758838617E-6,
6989,342999,36229,4.262751593546749E-6,
6990,343000,35440,1.3742313368332938E-8,
6991,351101,4497,4.258884574296367E-9,
6992,351102,7795,2.2506078181926188E-8,
6993,351103,32,0.0,
6994,351104,5833,1.2952082021501161E-8,
6995,351105,669,4.893999203613895E-13,
6996,351106,3463,3.1084423214400366E-8,
6997,351107,1249,1.5367221105932316E-11,
6998,351108,130098,8.325827580007664E-8,
6999,351109,9337,8.143019465262442E-12,
7000,351211,5938,2.225603047952254E-12,
7001,351212,15765,3.9406896529169223E-11,
7002,351213,3605,3.961245762360875E-9,
7003,351214,10592,2.6690382394438304E-8,
7004,351215,37049,1.410608518890001E-7,
7005,351216,8348,2.0745822426139735E-7,
7006,351217,12701,1.652833661450298E-7,
7007,351218,10018,3.7316094612545096E-7,
7008,351219,2733,3.353959243766477E-7,
7009,351221,2540,4.560818645677095E-7,
7010,351222,12021,3.4382006071269434E-7,
7011,351223,34752,2.605012744077436E-7,
7012,351224,21857,2.9281893502892827E-8,
7013,351225,3160,2.8201548433083896E-7,
7014,351226,10792,3.5093708181872854E-7,
7015,351227,12202,7.99556712881919E-8,
7016,351228,9097,1.6680137276216905E-7,
7017,351229,16355,8.611058266229533E-8,
7018,351230,58935,2.7576021282338035E-7,
7019,351241,925,4.862570657016231E-7,
7020,351242,15382,3.2941652891069393E-7,
7021,351243,13028,4.0622370487456537E-7,
7022,351244,50753,6.357260954482666E-7,
7023,351245,30527,5.083785851747466E-7,
7024,351246,15930,2.2275239101436658E-7,
7025,351247,6357,6.318619006263983E-7,
7026,351248,7067,2.5447630881095357E-7,
7027,351249,17148,2.2612454144220511E-7,
7028,351250,2699,4.581668986103174E-7,
7029,351260,59936,2.4657082345412246E-7,
7030,351270,73760,5.728492122474033E-7,
7031,351280,80738,2.491907466741313E-7,
7032,351290,42868,3.4897520524273816E-7,
7033,351310,17433,1.3419935898439678E-9,
7034,351320,71830,4.358296841519357E-8,
7035,351330,75775,4.403440180681156E-12,
7036,351340,27200,6.9340537089671415E-12,
7037,351350,27,9.082187415740372E-12,
7038,351361,34481,9.540914547187712E-12,
7039,351362,13567,2.192502208748757E-12,
7040,351363,2976,3.728945134483486E-11,
7041,351364,50298,1.895778030712411E-8,
7042,351365,2869,9.21709690235233E-12,
7043,351366,13883,4.74494099263848E-9,
7044,351367,764,2.2153367450439497E-12,
7045,351368,8659,8.35365272329122E-9,
7046,351369,24483,8.876269321736194E-8,
7047,351370,19227,9.19551886594884E-13,
7048,351380,20305,6.198618894321167E-12,
7049,351390,23688,5.68583838497087E-12,
7050,351411,1484,0.0,
7051,351412,28687,3.2805812044614584E-9,
7052,351413,25180,8.794282704423866E-10,
7053,351414,18408,2.4196253856000276E-9,
7054,351415,30043,5.1264061092016793E-8,
7055,351416,28624,1.475648352693842E-7,
7056,351417,23567,9.494361562850877E-8,
7057,351418,17357,2.143304546958803E-7,
7058,351419,25744,2.0812178301180147E-7,
7059,351421,768,3.381259622400605E-7,
7060,351422,10432,1.7931454434728534E-7,
7061,351423,5049,1.8494209588694029E-7,
7062,351424,9164,1.0014811398962332E-7,
7063,351425,93,3.4208504758838513E-7,
7064,351426,30422,5.397140490605269E-8,
7065,351427,40269,3.9874647466156226E-8,
7066,351428,11189,3.3087967121896754E-8,
7067,351429,26113,8.088301200682706E-9,
7068,351430,44715,8.318440498543768E-8,
7069,351440,93723,4.1979209973501477E-8,
7070,351451,30,6.44165954479211E-11,
7071,351452,24421,2.025536530141983E-8,
7072,351453,7109,1.8771434608885315E-8,
7073,351454,6411,1.689100729272011E-9,
7074,351455,16039,3.743516851599218E-8,
7075,351456,25938,5.998525978863571E-8,
7076,351457,12486,1.0690839909945686E-7,
7077,351458,8265,1.5264799832514598E-7,
7078,351459,2611,2.985274056624505E-7,
7079,351461,17055,2.176109297663009E-7,
7080,351462,20760,1.0772150251317908E-7,
7081,351463,16540,1.5137208540410238E-7,
7082,351464,4194,1.1583347513523007E-7,
7083,351465,1184,1.6498453647952306E-7,
7084,351466,4883,4.75237716893099E-8,
7085,351467,1252,1.3242128946024807E-7,
7086,351468,9026,1.0863493960056804E-7,
7087,351469,9764,7.445730931916597E-8,
7088,351470,68149,9.162854120847292E-8,
7089,351480,64333,1.1615237118236158E-7,
7090,351491,22829,1.8763876320920744E-7,
7091,351492,62037,4.701567490472614E-8,
7092,351493,7042,1.9032042173007667E-7,
7093,351494,60600,2.1335943407919773E-8,
7094,351495,5626,3.631312421561238E-7,
7095,351496,24534,7.77182522077357E-8,
7096,351497,6901,1.1384243020728248E-7,
7097,351498,11030,2.5025809956218324E-8,
7098,351499,18917,7.116853685425089E-9,
7099,351500,30095,1.544376013557928E-10,
7100,351601,19395,8.92387278049698E-9,
7101,351602,76435,7.297820641421281E-8,
7102,351603,14586,5.189649759644374E-9,
7103,351604,14701,4.262050887175187E-8,
7104,351605,16680,5.874963219556774E-8,
7105,351606,10816,1.5490090774595404E-7,
7106,351607,1530,1.3755991223558135E-7,
7107,351608,26096,1.9799984545661457E-8,
7108,351609,27506,4.1107390714595975E-8,
7109,351700,411,4.096186956313922E-12,
7110,351701,18014,4.444384267026426E-12,
7111,351702,16095,2.033804817613698E-12,
7112,351703,1211,1.835541810834648E-12,
7113,351704,14583,9.767506768201823E-13,
7114,351705,13693,5.758817639392597E-13,
7115,351706,71248,6.419388727505405E-9,
7116,351707,746,0.0,
7117,351708,21229,1.2559999328151216E-13,
7118,351709,8153,5.405949274903083E-13,
7119,351810,24888,2.5455133342480452E-8,
7120,351821,890,2.848941047749426E-9,
7121,351822,176717,6.9292152369901285E-9,
7122,351823,16717,2.2326650413519248E-8,
7123,351824,40729,9.983284053569863E-9,
7124,351825,22973,1.7754814887850138E-8,
7125,351826,9280,1.2948384463425737E-8,
7126,351827,806,6.899983931805092E-9,
7127,351828,8673,1.2288006431784883E-8,
7128,351829,52050,7.1253677678724025E-9,
7129,351830,11535,1.2764180820205452E-8,
7130,351841,45913,3.318740280903525E-8,
7131,351842,17629,1.94987566089319E-8,
7132,351843,4798,1.2421416384344524E-9,
7133,351844,62079,4.772372361006933E-9,
7134,351845,29245,1.4511525137354535E-9,
7135,351846,36761,3.5153176638138057E-9,
7136,351847,46436,1.9952200573610755E-8,
7137,351848,28070,3.2219042041783095E-8,
7138,351849,47014,2.8809878813905494E-8,
7139,351851,50739,1.1651509205455012E-7,
7140,351852,83662,6.300365688506234E-8,
7141,351853,24234,1.6895380292351016E-7,
7142,351854,52977,9.646079334716008E-8,
7143,351855,53879,4.230446587615071E-8,
7144,351856,73939,1.8978427550604046E-8,
7145,351857,5613,6.572908758978878E-8,
7146,351858,20290,4.931680742659381E-8,
7147,351859,34,2.7628089931487297E-8,
7148,351861,162,8.359930502232524E-10,
7149,351862,40324,6.311663899923277E-8,
7150,351863,3964,1.858834208068433E-8,
7151,351864,6014,7.222445591948602E-8,
7152,351865,720,1.5191111078871761E-9,
7153,351866,28989,1.9763139062956408E-7,
7154,351867,3327,1.3178954534158298E-7,
7155,351868,6425,1.5136285249894494E-7,
7156,351869,22355,9.588857668744224E-8,
7157,351870,64246,2.8475669246458493E-8,
7158,351881,1566,1.3993334450423362E-9,
7159,351882,10142,5.512811412258778E-8,
7160,351883,641,1.3682940208381322E-9,
7161,351884,5644,6.582865672023353E-10,
7162,351885,893,1.4938246949064184E-9,
7163,351886,49648,3.194038089934072E-8,
7164,351887,41941,5.815611243223962E-9,
7165,351888,4726,9.751115340764315E-12,
7166,351889,1248,3.483298220563147E-11,
7167,351891,14752,9.356978032280398E-9,
7168,351892,63214,1.4509070822801616E-8,
7169,351893,4843,3.5531849900001795E-9,
7170,351894,46285,2.606654270672921E-8,
7171,351895,32735,3.1777044421691344E-8,
7172,351896,62294,1.964462400317231E-8,
7173,351897,153708,9.951435579251368E-8,
7174,351898,60867,1.2299569428970777E-7,
7175,351899,38228,5.815072125440642E-8,
7176,351900,6910,1.514178104362432E-11,
7177,351910,27147,5.181509057593017E-10,
7178,351920,44751,7.86975898383207E-10,
7179,351930,31488,2.779865238878322E-9,
7180,351940,60793,2.2478863431169795E-9,
7181,351950,96,6.027942688911833E-12,
7182,351960,37632,2.651540500584671E-9,
7183,351970,50407,1.2553120682653224E-8,
7184,351980,67428,2.31882764190158E-9,
7185,351990,6349,1.3280773596052617E-11,
7186,352001,22147,0.0,
7187,352002,3944,0.0,
7188,352003,114597,0.0,
7189,352004,2428,0.0,
7190,352005,1289,0.0,
7191,352006,28070,0.0,
7192,352007,697,0.0,
7193,352008,296,0.0,
7194,353011,90019,1.198928021593512E-9,
7195,353012,326100,0.0,
7196,353013,20556,7.42462768762443E-10,
7197,353020,27774,0.0,
7198,354110,13499,1.3099348387351078E-9,
7199,354121,2277,4.158372223175447E-9,
7200,354122,6576,2.663295386543799E-8,
7201,354123,1297,0.0,
7202,354124,49885,8.897091837253167E-9,
7203,354125,6318,4.911542091166914E-9,
7204,354126,5427,4.68891010711072E-9,
7205,354127,13580,6.604685684192711E-11,
7206,354128,5274,2.558827883770647E-10,
7207,354129,23248,5.7077750623639296E-11,
7208,354130,3598,1.6474136197889336E-8,
7209,354141,2344,3.144768778311662E-7,
7210,354142,26259,1.1119739901955535E-7,
7211,354143,27245,4.915187067146727E-8,
7212,354144,135578,1.489358548767475E-9,
7213,354145,11374,3.0504457489973914E-8,
7214,354146,93263,2.981299336341498E-8,
7215,354147,71676,1.0215829503503885E-8,
7216,354148,29543,2.1537599429756514E-8,
7217,354149,86344,1.6620544220714223E-9,
7218,354150,3145,1.4070758186322995E-8,
7219,354161,11743,1.232001377281485E-8,
7220,354162,5480,2.7859659049141526E-8,
7221,354163,2703,1.56033328217402E-7,
7222,354164,5059,2.125579398765658E-7,
7223,354165,2132,2.3202814244239629E-7,
7224,354166,13152,2.1297232572003377E-7,
7225,354167,9786,2.0340152083018783E-7,
7226,354168,4318,3.601619144118514E-8,
7227,354169,27099,2.4049063834879986E-8,
7228,354171,10663,1.1260439513088977E-9,
7229,354172,26989,1.1262849720490431E-7,
7230,354173,1085,0.0,
7231,354174,6079,5.017434002425409E-12,
7232,354175,18356,1.5118998675674576E-9,
7233,354176,6323,6.053205598809827E-9,
7234,354177,327,0.0,
7235,354178,4063,6.505808191757891E-10,
7236,354179,5335,2.314718276261925E-9,
7237,354180,38948,2.8765357212656244E-9,
7238,354191,14158,1.1292499534440163E-9,
7239,354192,14482,3.3478940596800704E-11,
7240,354193,27161,3.0888770514258134E-9,
7241,354194,33738,9.566884494394148E-9,
7242,354195,2659,1.995818331048333E-10,
7243,354196,26474,5.983416049646079E-9,
7244,354197,17293,5.863985185249286E-11,
7245,354198,32416,3.6701952010687187E-9,
7246,354210,64574,1.2306183893853425E-8,
7247,354220,15523,2.8412233452274997E-8,
7248,354230,13187,1.8808993545922013E-9,
7249,354241,8941,1.3437818572233103E-8,
7250,354242,6116,3.221811187078729E-9,
