system:index,PfafIDDomWN_monthY2014M05,countDomWN_monthY2014M05,meanDomWN_monthY2014M05,.geo
0,111011,2536,3.893419697442398E-4,
1,111012,3921,4.538662049182995E-6,
2,111013,1194,1.325304054599495E-5,
3,111014,5605,2.624446588569016E-6,
4,111015,21769,1.8232655572809144E-5,
5,111016,2382,2.4872418297083517E-7,
6,111017,11168,4.354732312431633E-6,
7,111018,2509,2.299291265326485E-7,
8,111019,8353,1.7259571647158895E-6,
9,111020,14779,7.929044065992401E-7,
10,111030,6961,7.935662761836761E-6,
11,111041,17205,3.1713737505171806E-6,
12,111042,6643,3.4626881901918195E-6,
13,111043,349,4.34899839969129E-6,
14,111044,6597,4.374620783612E-6,
15,111045,7591,3.32767544174731E-6,
16,111046,4623,1.068874038300622E-6,
17,111047,903,4.3007456372554325E-6,
18,111048,4457,4.297484285233516E-6,
19,111049,4490,3.166530296852896E-6,
20,111050,20250,4.582238014338882E-6,
21,111060,5660,2.3979792237933668E-5,
22,111070,13788,1.182497326650428E-4,
23,111081,5223,7.467543271307968E-5,
24,111082,18754,1.91419506362418E-5,
25,111083,6133,1.5836755646319716E-5,
26,111084,15194,2.198974098271264E-5,
27,111085,10124,5.122783544302898E-6,
28,111086,2528,1.8719053665586932E-6,
29,111087,13852,5.375304807693573E-6,
30,111088,3118,1.3888914131344385E-5,
31,111089,2844,1.673910197400007E-5,
32,111090,510,8.239425579165303E-6,
33,111091,212,8.921453844005635E-5,
34,111092,2946,1.2261769595024646E-4,
35,111093,19956,3.2805267408808775E-5,
36,111094,2485,8.036037924946875E-6,
37,111095,1794,5.075475401580836E-6,
38,111096,2707,2.0192482550476874E-5,
39,111097,2700,1.905220349410004E-5,
40,111098,3449,4.036222244312712E-5,
41,111099,5594,6.332642882418715E-6,
42,112011,3093,1.158750982739417E-6,
43,112012,21200,1.1133828349929858E-6,
44,112013,15552,1.2445339255734327E-6,
45,112014,34480,1.8081851835872457E-6,
46,112015,4666,8.981926162290084E-7,
47,112016,11966,5.213893016517644E-6,
48,112017,13480,3.3164467780546567E-6,
49,112018,14831,5.57556823854801E-6,
50,112019,46077,7.56904347915212E-6,
51,112020,1906,3.3250972489726296E-6,
52,112030,2337,6.237629374116334E-7,
53,112041,4145,2.641114721771781E-6,
54,112042,9610,1.6480369360382447E-6,
55,112043,1103,1.718371300682824E-6,
56,112044,5576,1.5637550879942445E-6,
57,112045,2564,1.8471941099093839E-6,
58,112046,18320,3.7553864319291465E-6,
59,112047,22718,3.753489078139368E-6,
60,112048,6256,6.409119880712889E-6,
61,112049,17069,1.0882450969970274E-5,
62,112050,8062,1.9170411776125207E-6,
63,112060,9065,2.1272429115574134E-6,
64,112070,2276,4.138418654849106E-6,
65,112111,39164,9.248498408298416E-6,
66,112112,4819,3.05733499799787E-6,
67,112113,7180,1.777075376015977E-6,
68,112114,4624,2.926478465839293E-6,
69,112115,1326,2.162493489351681E-6,
70,112116,4584,4.496859349325895E-6,
71,112117,2017,1.6214178801130528E-6,
72,112118,4443,1.8138561766231184E-5,
73,112119,6741,3.0897412734391653E-6,
74,112120,6306,4.6255546731957775E-7,
75,112130,3588,3.685088432617623E-7,
76,112140,5675,8.575974647243455E-7,
77,112150,567,2.9609342149496754E-7,
78,112160,4941,7.816292739100257E-7,
79,112170,17030,5.970055796085419E-7,
80,112180,5677,6.745133717562419E-7,
81,112190,13172,7.180805327884832E-7,
82,112200,33905,9.168261433378169E-7,
83,112300,8315,1.2722035796726922E-6,
84,112400,30830,1.5030051247440157E-6,
85,112500,806,1.3900951357308493E-6,
86,112600,7692,1.2248031376583163E-6,
87,112700,9177,1.1089637081799834E-6,
88,112801,6769,7.495215323969124E-7,
89,112802,7135,4.5745768243548513E-7,
90,112803,17267,2.865203061905105E-7,
91,112804,9185,1.5161216073235574E-6,
92,112805,5556,7.183217407679211E-7,
93,112806,6540,1.4025219600887643E-6,
94,112807,9643,7.160721215729648E-7,
95,112808,3496,1.3960306971436474E-6,
96,112809,10746,3.964232885818682E-6,
97,112901,27,1.057476998856925E-6,
98,112902,3218,8.543667866951465E-7,
99,112903,1169,7.788614942032971E-7,
100,112904,2951,1.0817204435198365E-6,
101,112905,37,1.5156342169173868E-6,
102,112906,2413,1.3758040001512756E-6,
103,112907,779,1.531668101116911E-6,
104,112908,5204,1.1637737992318347E-6,
105,112909,20422,8.73629870772898E-6,
106,113000,4675,0.0,
107,114001,54761,5.8737779288036335E-6,
108,114002,2390,1.3516285795064352E-6,
109,114100,1656,5.084660620479447E-6,
110,114210,16802,9.282798237238783E-7,
111,114221,2409,7.189384418926562E-7,
112,114222,5839,8.274881069537059E-7,
113,114223,174,9.041844593925982E-7,
114,114224,77580,1.0062834364768646E-5,
115,114225,2250,7.102926549691696E-7,
116,114226,17050,7.495967973938494E-6,
117,114227,24212,9.870161026136444E-6,
118,114228,5771,8.855673116077305E-6,
119,114229,9213,8.788134644348566E-6,
120,114230,2510,5.09271787907058E-7,
121,114240,9987,7.350424801251977E-6,
122,114250,4469,1.2088690135358507E-5,
123,114260,6798,1.4203872029561592E-5,
124,114270,14977,1.406841570098982E-5,
125,114281,1050,3.921549065100334E-6,
126,114282,6319,3.469721130469765E-6,
127,114283,60,4.7455690812186665E-6,
128,114284,14492,9.752849946025855E-6,
129,114285,1297,3.4101231037728314E-6,
130,114286,6726,9.089457508741667E-6,
131,114287,4228,1.4060825227693152E-5,
132,114288,2619,2.3770402974910647E-5,
133,114289,5390,4.5277569338340525E-5,
134,114290,26586,1.0410572027489384E-4,
135,114300,722,3.9505402992102324E-5,
136,114410,3376,1.6964881460293605E-6,
137,114411,11647,1.781925292637578E-6,
138,114412,3525,3.349119583612873E-6,
139,114413,15127,2.3310665551700583E-6,
140,114414,3267,2.4483820934725413E-6,
141,114415,1,1.8403048739511735E-6,
142,114416,4264,2.0673149297836697E-6,
143,114417,542,1.7672316450180743E-6,
144,114418,12522,1.7046873072536878E-6,
145,114419,3385,1.5910517120780702E-6,
146,114420,17640,1.938095657445836E-6,
147,114430,12313,3.4383292021603052E-6,
148,114441,1660,1.318985707734916E-5,
149,114442,3796,9.240059007237918E-6,
150,114443,23070,1.6384800324241006E-5,
151,114444,3586,8.34989788037439E-6,
152,114445,6066,9.287702456646339E-6,
153,114446,8489,1.071455664477218E-5,
154,114447,2883,2.0314551065279873E-5,
155,114448,12265,2.7665808546644212E-5,
156,114449,8665,4.123204685727285E-5,
157,114450,473,4.020819454892507E-5,
158,114460,29132,1.3347839332384042E-5,
159,114470,26976,1.4278309954893531E-5,
160,114480,17674,1.2544222823350602E-5,
161,114490,22455,2.223998965930716E-5,
162,114500,27914,2.1505623705331724E-6,
163,114601,5823,2.328133125263961E-6,
164,114602,10662,4.626738929925513E-6,
165,114603,506,1.5510286090541747E-6,
166,114604,6933,2.9715585460346655E-6,
167,114605,4090,3.5301373507983917E-6,
168,114606,5583,5.472829710315833E-6,
169,114607,21267,2.441843625706265E-6,
170,114608,3869,1.0014117781320264E-6,
171,114609,2978,1.1633401816933334E-6,
172,114701,4745,1.3073793339242593E-5,
173,114702,5013,4.956932606925655E-6,
174,114703,5019,6.111010058886611E-6,
175,114704,8359,1.369442977497162E-6,
176,114705,9685,2.328773112555672E-6,
177,114706,1442,1.89946875770182E-6,
178,114707,446,1.6825516211529735E-6,
179,114708,1479,1.607315658344218E-6,
180,114709,13,4.069042360165524E-6,
181,114801,5712,6.041662005441761E-6,
182,114802,3134,7.096502265041161E-6,
183,114803,856,4.047512200322197E-6,
184,114804,3306,5.370315433840242E-6,
185,114805,5341,6.710709460103686E-6,
186,114806,4465,7.763618795703966E-6,
187,114807,8853,7.273430036563102E-6,
188,114808,9325,2.0920016111744608E-5,
189,114809,12520,2.5081296540241214E-5,
190,114910,24602,3.617553584808903E-6,
191,114920,13186,7.863087544767445E-6,
192,114931,367,5.816883975939344E-6,
193,114932,6668,4.081140251098183E-6,
194,114933,3381,6.8946295249073705E-6,
195,114934,4835,8.767244870972841E-6,
196,114935,10129,7.1287096287871755E-6,
197,114936,1413,3.229710383705449E-6,
198,114937,2005,3.7755398285857404E-6,
199,114938,7122,8.394440729241462E-6,
200,114939,3723,7.898646224119456E-6,
201,114940,17917,1.848176211251866E-5,
202,114950,8839,1.3971770894441688E-5,
203,114960,17499,5.4640814649323096E-5,
204,114970,3830,2.357465461063281E-5,
205,114980,12419,5.873742194490932E-5,
206,114990,32085,4.90649555623351E-5,
207,115101,71040,3.3806243408058616E-5,
208,115102,2813,7.049440108703387E-5,
209,115103,1057,9.22722134185887E-5,
210,115201,4944,1.89052666609383E-5,
211,115202,7332,4.477301751500483E-5,
212,115203,9279,4.7766586039293004E-5,
213,115204,4711,1.893738035846896E-5,
214,115205,18925,4.445708094692335E-5,
215,115206,1020,9.427430912844245E-6,
216,115207,6669,1.4564593133530602E-5,
217,115208,4606,3.083161379462656E-5,
218,115209,6567,1.0700290064510058E-4,
219,115300,31550,1.44241771574568E-4,
220,115410,59,2.0497593774380439E-7,
221,115421,2746,6.4791722348338984E-6,
222,115422,5910,3.773116020647394E-6,
223,115423,190,1.952015565475126E-5,
224,115424,27002,5.146322717008457E-5,
225,115425,317,3.441460633257815E-5,
226,115426,4129,2.2438574668968422E-5,
227,115427,2339,3.395322082367582E-5,
228,115428,1980,1.634467243988266E-5,
229,115429,11579,9.795746913878314E-5,
230,115430,18309,1.1659748288272274E-5,
231,115440,14238,3.761440045759527E-5,
232,115451,34,0.0,
233,115452,3041,1.2502232278081697E-5,
234,115453,6141,1.8904754608223744E-5,
235,115454,5229,2.0298599582531696E-5,
236,115455,8528,1.6287708784360615E-5,
237,115456,4944,4.120967165946039E-5,
238,115457,740,3.376820787612073E-5,
239,115458,4129,4.731876359504548E-5,
240,115459,17083,9.603230892481127E-5,
241,115460,8270,7.230391924812992E-5,
242,115470,9268,1.5848090962482513E-4,
243,115480,12405,1.0882788697526646E-4,
244,115490,6089,1.3789211744781244E-4,
245,115501,6,2.5413304289826916E-5,
246,115502,8893,3.87819103617289E-5,
247,115503,750,4.296752322649094E-5,
