system:index,PfafIDDomWW_monthY2014M11,countDomWW_monthY2014M11,meanDomWW_monthY2014M11,.geo
0,111011,2536,4.843664602445037E-4,
1,111012,3921,4.366668804207855E-6,
2,111013,1194,1.2754721874853644E-5,
3,111014,5605,2.5190108775184467E-6,
4,111015,21769,1.9929524875192163E-5,
5,111016,2382,2.391553122498504E-7,
6,111017,11168,8.609731771539004E-6,
7,111018,2509,2.2054362712185913E-7,
8,111019,8353,1.6532604975733986E-6,
9,111020,14779,7.601566023222811E-7,
10,111030,6961,7.6283565618385185E-6,
11,111041,17205,3.0529689618635956E-6,
12,111042,6643,3.3226094731871842E-6,
13,111043,349,4.178534347577833E-6,
14,111044,6597,4.220131855027364E-6,
15,111045,7591,3.1944891911192575E-6,
16,111046,4623,1.0256909855644522E-6,
17,111047,903,4.128629413297524E-6,
18,111048,4457,4.130222892887288E-6,
19,111049,4490,3.051531676918655E-6,
20,111050,20250,4.42213594490503E-6,
21,111060,5660,2.305766078181677E-5,
22,111070,13788,2.4422012470169343E-4,
23,111081,5223,1.0191685327428094E-4,
24,111082,18754,1.8381133289460885E-5,
25,111083,6133,1.5282832975120205E-5,
26,111084,15194,2.4469306620849837E-5,
27,111085,10124,4.896242325222446E-6,
28,111086,2528,1.7839381985943449E-6,
29,111087,13852,5.767954025814851E-6,
30,111088,3118,1.591635349784948E-5,
31,111089,2844,1.6073395400304858E-5,
32,111090,510,7.788744521084877E-6,
33,111091,212,1.9387644082855982E-4,
34,111092,2946,1.992159365276686E-4,
35,111093,19956,3.647713646469595E-5,
36,111094,2485,7.968678181187873E-6,
37,111095,1794,4.8926886423760986E-6,
38,111096,2707,2.0769414412228035E-5,
39,111097,2700,3.022426453708927E-5,
40,111098,3449,4.2180361880652634E-5,
41,111099,5594,6.1418648988309825E-6,
42,112011,3093,1.3103960471511945E-6,
43,112012,21200,1.4016634485114798E-6,
44,112013,15552,1.7807488324133297E-6,
45,112014,34480,1.7321393077682528E-6,
46,112015,4666,9.522064835806618E-7,
47,112016,11966,4.874183549742236E-6,
48,112017,13480,3.119148747328962E-6,
49,112018,14831,5.232681328943283E-6,
50,112019,46077,7.562557814225294E-6,
51,112020,1906,3.1916122627096966E-6,
52,112030,2337,6.245010862524596E-7,
53,112041,4145,3.2214862935399616E-6,
54,112042,9610,1.9043391724368557E-6,
55,112043,1103,2.65214467625152E-6,
56,112044,5576,1.9604887276454675E-6,
57,112045,2564,1.8310606366229017E-6,
58,112046,18320,3.7451447888446458E-6,
59,112047,22718,3.6596254535882356E-6,
60,112048,6256,5.949138446736363E-6,
61,112049,17069,1.0673152321613394E-5,
62,112050,8062,2.058275540803086E-6,
63,112060,9065,2.792035978492078E-6,
64,112070,2276,4.342934192028663E-6,
65,112111,39164,1.5745048224122435E-5,
66,112112,4819,2.8952054860582018E-6,
67,112113,7180,1.8390000703257112E-6,
68,112114,4624,4.367013386438594E-6,
69,112115,1326,2.549400149422136E-6,
70,112116,4584,4.325728043047294E-6,
71,112117,2017,1.5427512519291671E-6,
72,112118,4443,2.198718198591716E-5,
73,112119,6741,5.916969606173527E-6,
74,112120,6306,4.3863237061218605E-7,
75,112130,3588,3.496363910364315E-7,
76,112140,5675,8.082038713905989E-7,
77,112150,567,2.7964597822242525E-7,
78,112160,4941,7.356998601889733E-7,
79,112170,17030,7.823961254435154E-7,
80,112180,5677,8.55901979280102E-7,
81,112190,13172,8.120633224081486E-7,
82,112200,33905,1.0425857772150351E-6,
83,112300,8315,1.3893287272566447E-6,
84,112400,30830,1.8875915573141585E-6,
85,112500,806,1.291626091429579E-6,
86,112600,7692,1.4047573808488143E-6,
87,112700,9177,1.3055882515607605E-6,
88,112801,6769,8.723890436801065E-7,
89,112802,7135,4.6600817268207594E-7,
90,112803,17267,3.319611338491077E-7,
91,112804,9185,2.1153211505284937E-6,
92,112805,5556,7.243518867212189E-7,
93,112806,6540,1.6212004757565728E-6,
94,112807,9643,8.12846923484115E-7,
95,112808,3496,1.427308932501163E-6,
96,112809,10746,5.6975352270944764E-6,
97,112901,27,2.013697382190855E-6,
98,112902,3218,9.840123252414812E-7,
99,112903,1169,8.891838962449918E-7,
100,112904,2951,1.378901403122306E-6,
101,112905,37,1.4277562874590538E-6,
102,112906,2413,1.6916503639166793E-6,
103,112907,779,1.836230795542011E-6,
104,112908,5204,1.6251286237689184E-6,
105,112909,20422,1.2042541685638555E-5,
106,113000,4675,0.0,
107,114001,54761,5.870502266591486E-6,
108,114002,2390,1.3457332330453784E-6,
109,114100,1656,7.274125671748876E-6,
110,114210,16802,9.661443691393569E-7,
111,114221,2409,7.185318032900298E-7,
112,114222,5839,8.249836302458678E-7,
113,114223,174,9.063459598656123E-7,
114,114224,77580,1.0701806014503823E-5,
115,114225,2250,7.222498130397284E-7,
116,114226,17050,8.2672976710219E-6,
117,114227,24212,1.0511841420824219E-5,
118,114228,5771,8.877505197423891E-6,
119,114229,9213,8.856262111781106E-6,
