system:index,PfafIDDomWW_monthY2014M05,countDomWW_monthY2014M05,meanDomWW_monthY2014M05,.geo
611,122961,3054,1.218438458989689E-5,
612,122962,3634,2.1135071936453624E-5,
613,122963,1190,1.1342500412275388E-5,
614,122964,25207,1.0393698275439556E-5,
615,122965,3358,2.1304258846220728E-5,
616,122966,6034,1.2297743577486262E-5,
617,122967,2557,2.1861377866878313E-5,
618,122968,27002,1.637551225575494E-5,
619,122969,14397,1.8413238993318924E-5,
620,122970,33383,8.453655168016693E-6,
621,122981,643,3.285226287256709E-6,
622,122982,22493,1.9590829292019456E-6,
623,122983,1336,2.440275278593721E-6,
624,122984,2966,1.7552600997624778E-6,
625,122985,6665,2.674238555369857E-6,
626,122986,4664,6.235430286074592E-6,
627,122987,4784,2.2258238165191977E-6,
628,122988,2411,1.2994458092595746E-6,
629,122989,3747,2.2208958193944055E-5,
630,122990,28675,4.894378444744125E-6,
631,123010,21695,1.4001921184013691E-5,
632,123021,399,6.94567032887407E-5,
633,123022,5200,1.931409977218965E-5,
634,123023,1477,1.1756525012191501E-5,
635,123024,11268,5.4214199198904945E-6,
636,123025,1247,1.6743216367869173E-5,
637,123026,4294,3.868131376368047E-6,
638,123027,6707,1.4197351911999361E-5,
639,123028,4012,8.022579815533876E-5,
640,123029,3533,2.8723326647680725E-6,
641,123030,1242,9.722042554599267E-6,
642,123040,35384,4.532186282813223E-5,
643,123050,20914,5.564710708170905E-6,
644,123061,22208,7.483975822842754E-6,
645,123062,53679,1.3702364040171569E-4,
646,123063,11792,5.767050031583057E-5,
647,123064,10011,1.3170698096227093E-4,
648,123065,955,3.064915596719216E-5,
649,123066,9836,7.549569108774303E-5,
650,123067,5567,7.926833819988754E-5,
651,123068,5624,5.078011637634038E-5,
652,123069,7650,9.945156481109624E-5,
653,123070,30938,1.513477972890203E-5,
654,123080,25327,1.0575068875488528E-5,
655,123090,4029,3.259254060992967E-5,
656,124100,3418,6.152529775715668E-5,
657,124200,6405,2.645409504698261E-6,
658,124201,20935,6.12660465472849E-6,
659,124202,8961,5.178780187577714E-7,
660,124203,10671,5.773361046654902E-7,
661,124204,6190,4.072989172048349E-7,
662,124205,3410,3.146956784866194E-7,
663,124206,8813,8.053188016283824E-7,
664,124207,4841,5.580357506739204E-7,
665,124208,6792,1.3736107862122995E-6,
666,124209,4608,7.877170252573332E-6,
667,124300,3108,3.620200041102376E-5,
668,124401,3387,3.0228730123346536E-6,
669,124402,11632,1.8082145283376027E-4,
670,124403,1947,5.544244590343975E-6,
671,124404,17489,4.881372338694611E-4,
672,124405,15787,2.5394535659992537E-4,
673,124406,9181,3.0993560753691694E-4,
674,124407,15634,4.92249226631826E-4,
675,124408,7792,5.29607796620289E-4,
