system:index,PfafIDDomWN_monthY2014M01,countDomWN_monthY2014M01,meanDomWN_monthY2014M01,.geo
551,122785,1998,3.5902201354697946E-5,
552,122786,1849,5.430095318741094E-5,
553,122787,5021,3.283582780801302E-5,
554,122788,7791,3.280755040492411E-5,
555,122789,5635,8.854706617730622E-5,
556,122790,26804,4.085367834402083E-5,
557,122810,16351,2.742131550335237E-5,
558,122820,26020,3.820262327417958E-6,
559,122830,15823,5.703072566811779E-6,
560,122841,427,1.0329547278570952E-6,
561,122842,3197,4.1145912061712326E-7,
562,122843,2941,5.664073133476056E-7,
563,122844,5885,3.4857556782982137E-7,
564,122845,151,2.851824150708721E-7,
565,122846,18775,4.6589734755620855E-7,
566,122847,2010,3.320066417932763E-7,
567,122848,6351,4.507643231619172E-7,
568,122849,6829,4.7386072614533886E-7,
569,122851,10,2.5883367208994157E-6,
570,122852,5277,2.385572681652438E-5,
571,122853,162,9.918619490147303E-6,
572,122854,5104,2.494321741109267E-5,
573,122855,11928,3.700410948865255E-6,
574,122856,6580,3.7953361822821006E-7,
575,122857,2106,8.546442659971705E-7,
576,122858,6842,5.084028557339507E-7,
577,122859,830,5.930542935205159E-7,
578,122860,9486,3.576044123980594E-7,
579,122870,11735,1.8308879818197325E-6,
580,122880,12156,9.197199714051229E-7,
581,122890,11676,1.2547899825384302E-6,
582,122911,7164,3.4220303131549987E-5,
583,122912,18732,1.5983066332819895E-5,
584,122913,17705,1.6328587168714556E-5,
585,122914,9276,2.1654993968220536E-5,
586,122915,11505,2.8567391382723152E-5,
587,122916,10313,3.0034483951672533E-5,
588,122917,400,2.8790609087129546E-5,
589,122918,13061,2.5406016429810475E-5,
590,122919,11179,2.71615624575412E-5,
591,122921,609,2.2205270107902125E-5,
592,122922,9754,2.75065443853954E-5,
593,122923,614,3.784085819075816E-5,
594,122924,15537,1.3317357534645815E-5,
595,122925,2123,2.3024864625555904E-5,
596,122926,5763,2.295533140714727E-6,
597,122927,501,2.2383248860174454E-5,
598,122928,6274,1.1002587405797423E-6,
599,122929,9474,1.3212141841300881E-6,
600,122930,30101,2.2769643730021374E-5,
601,122941,75,2.362116770347177E-5,
602,122942,6053,2.3429386289234943E-5,
603,122943,2293,2.5381934794696077E-5,
604,122944,6592,5.995153045067329E-6,
605,122945,2501,1.4926633951158996E-5,
606,122946,7806,1.1302095121316014E-6,
607,122947,17374,1.0658216929780515E-6,
608,122948,3721,9.841230488659694E-7,
609,122949,9816,1.16898413809661E-6,
610,122950,306,2.2948388152717824E-5,
611,122961,3054,1.1177927444812324E-5,
612,122962,3634,1.9370385368744514E-5,
613,122963,1190,1.1848382726007247E-5,
614,122964,25207,9.479256225279177E-6,
615,122965,3358,1.863133046770171E-5,
616,122966,6034,1.124190925067581E-5,
617,122967,2557,1.4291735794813344E-5,
618,122968,27002,1.5569062010759577E-5,
619,122969,14397,1.439390199017185E-5,
620,122970,33383,7.253608682832803E-6,
621,122981,643,1.2001013353277452E-6,
622,122982,22493,1.2464865396175868E-6,
623,122983,1336,1.396615909068044E-6,
624,122984,2966,1.3067380256970519E-6,
625,122985,6665,1.3429139927588535E-6,
626,122986,4664,4.689986192709966E-6,
627,122987,4784,1.2607321421677593E-6,
628,122988,2411,9.85575948447742E-7,
629,122989,3747,1.1648172321474523E-5,
630,122990,28675,1.839216951615863E-6,
631,123010,21695,7.050129231374418E-6,
632,123021,399,2.9720809498537704E-5,
633,123022,5200,1.705997943292013E-5,
634,123023,1477,1.2464699604637954E-5,
635,123024,11268,5.319896980897916E-6,
636,123025,1247,1.297957983632711E-5,
637,123026,4294,4.125638728986432E-6,
638,123027,6707,1.141855481261068E-5,
639,123028,4012,5.1630966590539195E-5,
640,123029,3533,3.0564498188527565E-6,
641,123030,1242,1.0367392424062595E-5,
642,123040,35384,3.484864805977255E-5,
643,123050,20914,5.947691162231191E-6,
644,123061,22208,6.9904926814800875E-6,
645,123062,53679,1.1258252815775028E-4,
646,123063,11792,4.549101019061373E-5,
647,123064,10011,9.095330165534107E-5,
648,123065,955,3.291726551647085E-5,
649,123066,9836,6.602403506418753E-5,
650,123067,5567,5.7106414626342596E-5,
651,123068,5624,4.622793499888734E-5,
652,123069,7650,7.697147438987205E-5,
653,123070,30938,1.1519694980813413E-5,
654,123080,25327,9.110666821310452E-6,
655,123090,4029,2.5105175065170213E-5,
656,124100,3418,3.4828540956999985E-5,
657,124200,6405,2.2196546984544072E-6,
658,124201,20935,6.36198851818582E-6,
659,124202,8961,5.555516520464161E-7,
660,124203,10671,6.175345228157426E-7,
661,124204,6190,4.365132763243461E-7,
662,124205,3410,3.376160788875594E-7,
663,124206,8813,8.64459429103902E-7,
664,124207,4841,5.991123964883525E-7,
665,124208,6792,1.3360705605290652E-6,
666,124209,4608,8.460841667544209E-6,
667,124300,3108,2.3475350926806577E-5,
668,124401,3387,3.239987759055027E-6,
669,124402,11632,5.037298462087088E-5,
670,124403,1947,5.938022973712592E-6,
671,124404,17489,2.381521092049363E-4,
672,124405,15787,1.5145891590972432E-4,
673,124406,9181,1.827086763706154E-4,
674,124407,15634,2.572422070416003E-4,
675,124408,7792,2.7030693028812317E-4,
676,124409,21469,2.2053093524996057E-4,
677,124501,7251,2.143527149838888E-6,
678,124502,18742,3.997849568578376E-5,
