system:index,PfafIDDomWN_yearY2014M12,countDomWN_yearY2014M12,meanDomWN_yearY2014M12,.geo
8583,451006,17648,0.005477513037623177,
8584,451007,4622,0.013771881043920239,
8585,451008,4815,0.02694110118094415,
8586,451009,3986,0.018950323086786687,
8587,452100,223,0.03257113041077326,
8588,452201,4770,0.04386452995980031,
8589,452202,15035,0.03208348145330346,
8590,452203,6964,0.031999876667858015,
8591,452204,30940,0.012615727435148254,
8592,452205,19729,0.01426703805357637,
8593,452206,5925,0.003764471313594159,
8594,452207,9295,0.005602451344094291,
8595,452208,6243,7.17298707858313E-4,
8596,452209,10414,8.007042563417237E-4,
8597,452300,5314,0.020398483500002316,
8598,452400,3172,1.3336341468172538E-4,
8599,452411,3873,0.020019325235581722,
8600,452412,15043,0.024609428071340807,
8601,452413,1477,0.022655928841544437,
8602,452414,2023,0.01759973253701966,
8603,452415,861,0.022208964191127247,
8604,452416,17531,0.02567699907473066,
8605,452417,1189,0.023857556049808736,
8606,452418,2492,0.0443971769823553,
8607,452419,1081,0.0363013579163201,
8608,452420,1412,2.1109541831279083E-4,
8609,452421,11244,0.03593508601206731,
8610,452422,12920,0.02528552896181668,
8611,452423,19,0.025859569089038473,
8612,452424,8408,0.02216220521718012,
8613,452425,19432,0.00946018955991076,
8614,452426,23932,0.0013091055013863958,
8615,452427,15187,6.138657314110888E-4,
8616,452428,11480,1.9914223539996983E-4,
8617,452429,13096,2.171324030481806E-4,
8618,452431,11274,0.02820622251032594,
8619,452432,16895,0.03211898106749029,
8620,452433,277,0.027710036602333423,
8621,452434,22359,0.026462944230456927,
8622,452435,16788,0.034439085268722865,
8623,452436,56144,0.006124683197576082,
8624,452437,2498,0.04693403932319499,
8625,452438,87120,0.008554626689784602,
8626,452439,1703,0.03733180799069109,
8627,452441,12230,0.036435781830939075,
8628,452442,33253,0.017368135062695286,
8629,452443,32527,0.02383592387856632,
8630,452444,26104,0.004904006920054089,
8631,452445,9733,0.005519785230226827,
8632,452446,18387,7.323653717980719E-4,
8633,452447,2121,4.3437118775409587E-4,
8634,452448,9888,8.371454098414411E-4,
8635,452449,30492,4.208474141035746E-4,
8636,452451,3441,0.034888570435880895,
8637,452452,12257,0.034777740116352894,
8638,452453,1929,0.03313086039026745,
8639,452454,10431,0.02729254215543202,
8640,452455,5395,0.031713575578171865,
8641,452456,40358,0.03055214108153275,
8642,452457,9586,0.03225595075335945,
8643,452458,22266,0.012700763742253735,
8644,452459,740,0.03827748283194834,
8645,452461,15359,0.03210065632912225,
8646,452462,9315,0.02295380744934588,
8647,452463,36,0.024744506280253917,
8648,452464,33247,0.023094401256063078,
8649,452465,359,0.0243897713855382,
8650,452466,12837,0.033827112418331036,
8651,452467,28318,0.024300518612906514,
8652,452468,10361,0.002114127612329943,
8653,452469,15035,0.0026333777973381236,
8654,452471,15918,0.020167780387940957,
8655,452472,36641,0.007639211921982142,
8656,452473,8734,0.025897499909983517,
8657,452474,56572,0.009457705100936709,
8658,452475,471,0.016017198232578793,
8659,452476,8584,0.03067165984611179,
8660,452477,5365,0.017196586124274722,
8661,452478,35945,0.009178265936169933,
8662,452479,48,0.01349946238618744,
8663,452480,8040,0.010025287947206776,
8664,452481,12980,0.007233915214462476,
8665,452482,61465,0.009464080323356584,
8666,452483,2552,0.006964312769696796,
8667,452484,19630,0.006724244141982601,
8668,452485,1755,0.009240665251296125,
8669,452486,7348,0.006820290392071326,
8670,452487,139,0.005641098729050189,
8671,452488,31901,0.008895196183526575,
8672,452489,37111,0.010374009904503262,
8673,452491,1766,0.030259372092052542,
8674,452492,33174,0.016411271789500432,
8675,452493,1318,0.030373963195159278,
8676,452494,5545,0.03347139953016938,
8677,452495,5469,0.028812619884304794,
8678,452496,7892,0.034968674795943525,
8679,452497,1285,0.2966767967803858,
8680,452498,24259,0.030215210247753164,
8681,452499,24698,0.013141797821194507,
8682,452510,224,0.007505913757447395,
8683,452520,22811,0.019046098848461968,
8684,452530,37829,0.01595708574283631,
8685,452540,31003,0.006220913312621724,
8686,452550,20364,0.010652188026486632,
8687,452561,183,0.00581630119407572,
8688,452562,4905,0.0186769301667979,
8689,452563,909,0.0125838608893103,
8690,452564,9779,4.1291350395279294E-5,
8691,452565,1161,4.088184253744168E-4,
8692,452566,13796,3.089406095068751E-4,
8693,452567,5705,5.635145146721122E-5,
8694,452568,2730,1.1736953636302352E-4,
8695,452569,4390,1.665631931607392E-4,
8696,452570,11536,0.012159304440850408,
8697,452580,25495,0.006666213622699041,
8698,452591,53,0.00829357887570294,
8699,452592,1648,0.019787267729162852,
8700,452593,2116,0.01515075533353474,
8701,452594,3250,0.008190450501844755,
8702,452595,3304,0.014311847245960477,
8703,452596,14228,0.0013801602489727457,
8704,452597,6703,0.009776204254421014,
8705,452598,16572,0.007761141469665091,
8706,452599,654,0.0058692065004571645,
8707,452601,3006,0.0056349031008402495,
8708,452602,3263,0.002653791878881601,
8709,452603,5186,0.006762671595630777,
8710,452604,10685,2.6988314649468027E-4,
8711,452605,10887,3.514926931855243E-4,
8712,452606,3099,2.6532849227738477E-4,
8713,452607,666,5.789907002014616E-5,
8714,452608,3447,1.7597072594225627E-4,
8715,452609,4530,3.07533571983857E-4,
8716,452700,29716,0.00963685674959938,
8717,452801,2227,0.0020851977456689645,
8718,452802,16130,2.1619012801284975E-4,
8719,452803,1504,0.0039468742331958085,
8720,452804,4342,9.277331744927654E-4,
8721,452805,5792,9.51714364379398E-4,
8722,452806,2428,3.386045353197772E-4,
8723,452807,7079,9.47771781384178E-5,
8724,452808,6426,8.046679940843894E-5,
8725,452809,9073,1.20894246358846E-4,
8726,452910,28584,2.850211934921766E-4,
8727,452920,38948,9.617911446844215E-5,
8728,452930,2880,1.0380108977154804E-4,
8729,452940,24078,1.323146195862784E-4,
8730,452950,36878,2.477964444904293E-4,
8731,452961,1152,4.1194471322159645E-4,
8732,452962,6682,2.4353445741454166E-4,
8733,452963,14537,5.1062908653522E-4,
8734,452964,5272,1.686608038764049E-4,
8735,452965,1798,1.8029805313639067E-4,
8736,452966,3013,1.514145534261507E-4,
8737,452967,1891,4.6998414422258086E-5,
8738,452968,3124,1.4476201544104086E-4,
8739,452969,6507,1.9932530804377715E-4,
8740,452971,6902,3.988617962519215E-4,
8741,452972,15205,2.614087171529113E-4,
8742,452973,5017,4.007386381657749E-4,
8743,452974,9997,2.6138201744539566E-4,
8744,452975,547,4.2526169735725134E-4,
8745,452976,18884,2.89551449506028E-4,
8746,452977,4903,2.81407153054321E-4,
8747,452978,7265,3.3272087757673367E-4,
8748,452979,3992,2.7313079673801113E-4,
8749,452980,27176,1.23055558742964E-4,
8750,452990,710,2.1225730169322063E-4,
8751,452991,16379,1.4129694436931429E-4,
8752,452992,7737,3.250089045318294E-5,
8753,452993,11793,7.603646752992862E-5,
8754,452994,5211,3.71310627154357E-5,
8755,452995,2992,5.734095164141736E-5,
8756,452996,4049,5.2094253049813606E-5,
8757,452997,290,7.918878919133101E-5,
8758,452998,4997,3.8857070094943105E-5,
8759,452999,15226,3.273419475650445E-5,
8760,453111,14683,0.016893888261638002,
8761,453112,2842,0.016169619847740926,
8762,453113,4568,0.008812017583944178,
8763,453114,9681,0.018840711043501983,
8764,453115,1252,0.00877401313443599,
8765,453116,6751,0.017362452951971797,
8766,453117,4445,0.005999407349872158,
8767,453118,4317,0.034113425638235315,
8768,453119,11907,0.040609904489428784,
8769,453120,37946,0.03739850449143483,
8770,453130,1234,0.0495227692863782,
8771,453141,179,0.04868336213490987,
8772,453142,8593,0.023318686664507,
8773,453143,27,0.05963120630765267,
8774,453144,10271,0.03024509382956418,
8775,453145,5448,0.037069634815044716,
8776,453146,9003,0.017521171429851216,
8777,453147,6006,0.020763469202848054,
8778,453148,2531,0.01458783391034246,
8779,453149,5901,0.012835741058605712,
8780,453150,7823,0.03658791625970586,
8781,453160,24525,0.01556723786113879,
8782,453170,12932,0.013227484816217015,
8783,453181,122,0.01133385494413256,
8784,453182,14952,0.012090700293177646,
8785,453183,12147,0.014187869317087968,
8786,453184,3107,0.005776969385628293,
8787,453185,9768,0.006015951194286,
8788,453186,8730,0.008425854322840662,
8789,453187,6257,0.007437989776345212,
8790,453188,3212,0.01080780097040816,
8791,453189,6231,0.010263392702359304,
8792,453190,1072,0.009962229942206267,
8793,453210,21514,0.010659721787076535,
8794,453220,28557,0.008878876654906375,
8795,453230,12525,0.009817332109721334,
8796,453240,15976,0.007050722008060722,
8797,453250,17210,0.006386893292499012,
8798,453260,12619,0.005672601095967007,
8799,453270,5568,0.008599307025259486,
8800,453280,16500,0.005966766025417204,
8801,453291,3746,0.009660000476717254,
8802,453292,4216,0.006437024716134212,
8803,453293,302,0.010376294650399328,
8804,453294,4987,0.006997224038446467,
8805,453295,1030,0.01031801605263465,
8806,453296,3139,0.0060758626529046605,
8807,453297,602,0.008024392661458544,
8808,453298,5131,0.011586069775414418,
8809,453299,15827,0.009589141387029496,
8810,453301,4221,0.017672876504955765,
8811,453302,6552,0.01562492100798175,
8812,453303,188,0.012652004990208207,
8813,453304,9781,0.012466298514471149,
8814,453305,4613,0.01810683839042217,
8815,453306,13229,0.008612977457788456,
8816,453307,176,0.021312659886636512,
8817,453308,11334,0.010491070715568878,
8818,453309,20267,0.014044513359991658,
8819,453410,7266,0.011965800909389453,
8820,453420,26393,0.004670686821121813,
8821,453430,19069,0.003785213825676921,
8822,453441,4974,0.0012724589619969888,
8823,453442,4202,0.001316588620840827,
8824,453443,473,4.980029771111887E-4,
8825,453444,8212,0.002778635366449849,
8826,453445,13285,0.0011122478158197453,
8827,453446,4038,0.004343899587754224,
8828,453447,802,0.0032628024056139374,
8829,453448,4378,0.005391801617404498,
8830,453449,9982,0.008848777036644941,
8831,453450,1819,0.003726360372345939,
8832,453461,1993,0.003376187185846902,
8833,453462,5522,0.00423408496271731,
8834,453463,3468,0.0023244449130926654,
8835,453464,64497,0.008636857642645955,
8836,453465,4427,0.010910442648972398,
8837,453466,25547,0.009513694178140065,
8838,453467,7446,0.0074594730194631155,
8839,453468,5731,0.009426035791693153,
8840,453469,16500,0.010322769392777592,
8841,453471,978,0.004307300761031189,
8842,453472,16118,0.014483303360506504,
8843,453473,6141,0.012009148198714738,
8844,453474,3347,0.004385306603862637,
8845,453475,2648,0.011255862633149458,
8846,453476,2037,0.011135872662336479,
8847,453477,1891,0.00883783014760006,
8848,453478,1892,0.011007303723447511,
8849,453479,1875,0.013045915725299777,
8850,453481,1264,0.020289037657039106,
8851,453482,3161,0.013954673977254297,
8852,453483,85,0.009077622882411183,
8853,453484,2558,0.014187042904947768,
8854,453485,14852,0.012530338572365695,
8855,453486,3555,0.013971278217197795,
8856,453487,246,0.01302858028479178,
8857,453488,3842,0.012125024864790576,
8858,453489,8440,0.013851123260511793,
8859,453491,5601,0.017169425950610304,
8860,453492,19661,0.010371486460978964,
8861,453493,5740,0.010618854739368865,
8862,453494,4968,0.009587506929666914,
8863,453495,9204,0.014173940722060883,
8864,453496,3277,0.008511993511249654,
8865,453497,373,0.014507568903099077,
8866,453498,7857,0.012703773143380401,
8867,453499,11984,0.01766891656382512,
8868,453500,16613,0.018398655158461306,
8869,453610,25572,0.01307519147401753,
8870,453620,13821,0.018255138831077343,
8871,453630,23929,0.007689954781819602,
8872,453641,538,0.010256022763607871,
8873,453642,4266,0.010901610362117313,
8874,453643,11902,0.01063475248702956,
8875,453644,28297,0.008730324354074913,
8876,453645,6805,0.009358015455688852,
8877,453646,3678,0.012038294050028056,
8878,453647,6303,0.010490896509028288,
8879,453648,6296,0.01226553712015391,
8880,453649,17776,0.009398127952868228,
8881,453650,11150,0.012193731434996012,
8882,453661,5393,0.008125918179682553,
8883,453662,4070,0.005351541572693961,
8884,453663,2279,0.01105439427131456,
8885,453664,13954,0.01361627879405621,
8886,453665,1555,0.007681461319694083,
8887,453666,10501,0.015207625747246531,
8888,453667,23201,0.01744425120369955,
8889,453668,4298,0.020143058336631315,
8890,453669,2306,0.009622871317233123,
8891,453670,30132,0.008362106602223371,
8892,453680,15231,0.010317739733799233,
8893,453691,4449,0.005213872691274698,
8894,453692,5828,0.004518059307563158,
8895,453693,3466,0.018564195837661755,
8896,453694,8448,0.012185183839669895,
8897,453695,4993,0.008510174803687015,
8898,453696,5661,0.00828010011820903,
8899,453697,779,0.018681444002499426,
8900,453698,3621,0.032833076701237966,
8901,453699,3884,0.01194527708449875,
8902,453710,7254,0.01818781805300791,
8903,453720,10675,0.0076573717731216314,
8904,453730,12398,0.008691810575275705,
8905,453741,5269,0.008927036502468223,
8906,453742,9705,0.008736996985500409,
8907,453743,7000,0.006860855570565239,
8908,453744,8551,0.007116781726060503,
8909,453745,608,0.008658428055442731,
8910,453746,10157,0.00649934197691746,
8911,453747,1073,0.008204105354628417,
8912,453748,7784,0.008131857081733614,
8913,453749,15878,0.009492457759327604,
8914,453750,20850,0.018293927070476952,
8915,453760,21511,0.01634163995603564,
8916,453770,5775,0.021647636155411567,
8917,453780,16492,0.01957783047681134,
8918,453790,11685,0.01817450165210166,
8919,453801,12124,0.015858067211010057,
8920,453802,10735,0.019816711204803654,
8921,453803,9103,0.026907067515418697,
8922,453804,7692,0.01297149441009471,
8923,453805,16631,0.016580283957607626,
8924,453806,10426,0.013771660937879198,
8925,453807,3520,0.011181977312306652,
8926,453808,8429,0.01528857036870546,
8927,453809,14560,0.013108184371525125,
8928,453901,22044,0.019081367502510594,
8929,453902,7927,0.01936381999125573,
8930,453903,653,0.009617115652645863,
8931,453904,4662,0.019230391540911364,
8932,453905,1171,0.009987699507256377,
8933,453906,6083,0.019395400117914997,
8934,453907,1825,0.012052324690411073,
8935,453908,6630,0.017743015249609508,
8936,453909,2374,0.019089669421484913,
8937,454010,17831,0.033741478540992194,
8938,454020,7549,0.016273805486319088,
8939,454031,2139,0.04555022079475212,
8940,454032,7337,0.032380600106579394,
8941,454033,37597,0.01619276005372312,
8942,454034,5758,0.004557423636428951,
8943,454035,30890,0.014954249221390825,
8944,454036,5540,0.03345389548234728,
8945,454037,383,0.042779841976041295,
8946,454038,4810,0.012964249240643483,
8947,454039,17475,0.015010420010414667,
8948,454041,15661,0.012786778128133442,
8949,454042,3699,0.010859852783897466,
8950,454043,5408,0.010341344450231611,
8951,454044,12674,0.012667207743318955,
8952,454045,1542,0.011836772492276812,
8953,454046,3094,0.010388390770538877,
8954,454047,1703,0.020059444241505634,
8955,454048,23224,0.01172236280569964,
8956,454049,13301,0.005294777168735147,
8957,454050,3126,0.015431792914459027,
8958,454061,42423,0.008859172367569322,
8959,454062,6488,0.008418987326949835,
8960,454063,15254,0.00676098149762951,
8961,454064,8232,0.0051919434874835016,
8962,454065,19590,0.00746659351503286,
8963,454066,5857,0.010055167552839698,
8964,454067,11674,0.007819567886031104,
8965,454068,5308,0.005512568639782006,
8966,454069,6198,0.00632126715909069,
8967,454070,7637,0.018448419594737458,
8968,454081,5100,0.021996885608031036,
8969,454082,3444,0.02007168931814666,
8970,454083,3132,0.0211930553625233,
8971,454084,7209,0.013105992091795424,
8972,454085,4118,0.013936317945349544,
8973,454086,10969,0.007576262102332285,
8974,454087,1379,0.011528380465821554,
8975,454088,1895,0.01024760151779503,
8976,454089,6012,0.00917087092032665,
8977,454090,36,0.010483142261022527,
8978,455100,2379,0.03291385376838637,
8979,455200,38007,0.015171030120216818,
8980,455300,29473,0.010742395476969514,
8981,455400,13132,0.010615661237547008,
8982,455500,18509,0.00750581319856939,
8983,455600,37201,0.008153795171376625,
8984,455700,14445,0.0027751345779207007,
8985,455801,45866,0.0011227920924762242,
8986,455802,1442,0.0016291637555058984,
8987,455803,9428,0.0020737732586367944,
8988,455804,10380,0.0063272602316484725,
8989,455805,7080,0.005537341693229822,
8990,455806,8655,0.005810827436295244,
8991,455807,5125,0.003691440479046777,
8992,455808,5164,0.008629483223135096,
8993,455809,5483,0.007893474978718349,
8994,455810,8855,0.006416524527557826,
8995,455820,7237,0.003394691019207949,
8996,455821,25508,0.001469515746513117,
8997,455822,6310,0.0017576967020196859,
8998,455823,34447,0.004333832359337064,
8999,455824,10468,0.007108305709656795,
9000,455825,20577,0.0022944499392522125,
9001,455826,8191,0.008200644461795572,
9002,455827,10354,0.007248190749821451,
9003,455828,7080,0.005991202345425758,
9004,455829,14545,0.00907850522304715,
9005,455830,18862,0.006682480898246798,
9006,455840,17054,0.002798643478856864,
9007,455851,22314,0.0037405173626746187,
9008,455852,12997,1.8907093411694192E-4,
9009,455853,19801,0.0035387900469947995,
9010,455854,7826,0.010093482456650649,
9011,455855,9688,5.16752912878863E-4,
9012,455856,8714,3.184300645724624E-4,
9013,455857,4177,0.01634784545919155,
9014,455858,10012,1.9721645708914006E-4,
9015,455859,8437,0.009540087269487602,
9016,455860,29770,0.011835533343252415,
9017,455870,24695,0.0024000542756573632,
9018,455881,778,0.006592629477960883,
9019,455882,7482,0.003365958622001544,
9020,455883,2431,0.005503539085825237,
9021,455884,6565,0.007210880425960771,
9022,455885,4639,0.003818325960730048,
9023,455886,9266,0.007973520376744175,
9024,455887,6430,0.01695580043906234,
9025,455888,5696,0.014922763256532735,
9026,455889,7201,0.018550810680268554,
9027,455890,26971,0.019828364735148055,
9028,455900,7487,9.868054737762347E-4,
9029,456100,22071,0.006154620805452537,
9030,456201,5317,0.0027279589642496974,
9031,456202,9827,6.929789328814556E-4,
9032,456203,10947,0.007603218870469411,
9033,456204,38383,0.004529486428349761,
9034,456205,942,4.906169219357872E-4,
9035,456206,21728,6.417204050444619E-4,
9036,456207,13931,9.015103430178898E-4,
9037,456208,6677,5.77779630966611E-4,
9038,456209,22069,9.527415063158459E-4,
9039,456301,648,0.010285565814604066,
9040,456302,4360,0.01902394791513657,
9041,456303,5413,0.009461893115647636,
9042,456304,3939,0.0032723603145022777,
9043,456305,1651,0.006535544699898111,
9044,456306,3564,4.309645096213902E-4,
9045,456307,4249,0.004241226249595914,
9046,456308,18937,0.0033019863155330518,
9047,456309,1122,0.009454709045679728,
9048,456400,3229,2.8463867525783562E-5,
9049,456410,1487,0.02209535341821513,
9050,456420,350,0.003735047617108953,
9051,456421,11939,0.013599390704133019,
9052,456422,10011,0.004725904134313591,
9053,456423,895,0.003216607723724736,
9054,456424,7628,0.003640531167209219,
9055,456425,666,0.010254478524136175,
9056,456426,52520,0.02042884000251152,
9057,456427,6864,0.021278150129240236,
9058,456428,69625,0.00905180388008298,
9059,456429,62902,0.008896688005492311,
9060,456430,433,0.012139395145664549,
9061,456440,19430,0.018035253221692638,
9062,456450,36092,0.015664403368994523,
9063,456460,23551,0.008794825170840096,
9064,456470,34824,0.012836949611449542,
9065,456480,13966,6.671505596069448E-5,
9066,456491,3637,1.701034845496423E-5,
9067,456492,6213,1.151034296869777E-5,
9068,456493,952,6.506646444490106E-6,
9069,456494,2786,2.5161612660366523E-5,
9070,456495,11952,2.6600591682785506E-5,
9071,456496,3537,6.0419477284782957E-5,
9072,456497,8062,6.398226497983126E-5,
9073,456498,2372,3.973926175705408E-5,
9074,456499,2728,3.968691286673535E-5,
9075,456510,9595,0.0068871498151533254,
9076,456520,6600,8.19208429081322E-4,
9077,456530,14031,0.002816476459830231,
9078,456541,526,0.004543564569919245,
9079,456542,3295,0.0010112596881157562,
9080,456543,3648,0.0018914860881360874,
9081,456544,24380,5.595673152169172E-4,
9082,456545,1259,3.1643555573173055E-4,
9083,456546,2400,5.195783555131661E-4,
9084,456547,6548,0.0010183303982677892,
9085,456548,2922,5.928364775302481E-4,
9086,456549,8916,8.733878584097877E-4,
9087,456550,17362,0.005269918588964781,
9088,456560,35938,0.0036196770733538147,
9089,456570,2829,0.003429571038806225,
9090,456580,15628,0.008482295671329564,
9091,456590,16858,0.006881177030326478,
9092,456601,12160,0.01746078697953354,
9093,456602,20957,0.008906710537873567,
9094,456603,7684,0.004624639170715501,
9095,456604,53685,0.002688903197684867,
9096,456605,3051,0.0035628109303472958,
9097,456606,5498,7.374552023154949E-4,
9098,456607,16687,9.89679171983268E-4,
9099,456608,5149,4.626768394521797E-4,
9100,456609,6691,7.577464850125149E-4,
9101,456701,2746,0.017685201107133956,
9102,456702,4027,0.017912801491751684,
9103,456703,28317,0.0031104745762082116,
9104,456704,5685,3.095517274766093E-4,
9105,456705,1489,3.97280665500278E-4,
9106,456706,39583,5.458905993221631E-4,
9107,456707,6372,3.468723988486486E-4,
9108,456708,10113,1.9970219161480262E-4,
9109,456709,745,3.597291775210426E-4,
9110,456800,4742,2.0594148688246097E-6,
9111,456801,1946,5.528669064374915E-4,
9112,456802,5191,1.4832253534418835E-4,
9113,456803,7442,2.327117578689713E-4,
9114,456804,6336,2.1761974149283055E-4,
9115,456805,3210,1.7999893751329975E-4,
9116,456806,20224,5.851645615911165E-5,
9117,456807,16422,3.50039480018778E-5,
9118,456808,14500,7.682439699469053E-6,
9119,456809,13579,6.201188160976524E-6,
9120,456900,1385,8.314370695723707E-5,
9121,456901,3021,2.640801341128377E-4,
9122,456902,14825,4.635918415292893E-4,
9123,456903,7303,3.0809131142271474E-4,
9124,456904,20774,5.313175855828123E-5,
9125,456905,19436,2.4299093456964203E-4,
9126,456906,8678,2.900405669787839E-5,
9127,456907,9036,2.9866126795274684E-5,
9128,456908,4712,2.4052997778902652E-5,
9129,456909,12048,1.5323196318648362E-5,
9130,457001,4018,0.0017552900873516314,
9131,457002,2165,0.0027914456417517017,
9132,457003,699,0.014998756962329064,
9133,457004,2924,0.019926009279704844,
9134,457005,1203,0.10209936969304076,
9135,457006,12899,0.0018718911034189148,
9136,457007,2954,7.006725915771618E-4,
9137,457008,17339,5.646926644554571E-4,
9138,457009,1619,6.488194740584731E-5,
9139,458001,76637,0.004082629621234553,
9140,458002,1619,0.0028604658130284176,
9141,461011,29637,8.132477815503815E-6,
9142,461012,4240,1.1865187447735332E-6,
9143,461013,3022,9.464150275164659E-7,
9144,461014,8022,1.54347467740431E-5,
9145,461015,6237,1.2634393697847456E-6,
9146,461016,6744,1.0031420218767353E-5,
9147,461017,801,7.824388551364948E-6,
9148,461018,7439,1.896824020495358E-5,
9149,461019,3309,8.918929024693268E-6,
9150,461020,34940,1.3577192146046197E-4,
9151,461030,38634,3.827645195017569E-5,
9152,461040,41636,3.591760652946039E-4,
9153,461050,20741,1.0304858164600052E-4,
9154,461060,27023,0.0011462072273624216,
9155,461070,20445,0.004176472828123421,
9156,461080,7058,6.774087528608143E-4,
9157,461102,59724,0.0021239056107546193,
9158,461104,44585,1.051584276759891E-4,
9159,461200,2667,4.996478331297431E-6,
9160,461201,1,0.0,
9161,461202,11217,1.6029187096834684E-5,
9162,461203,2589,0.0,
9163,461204,14916,1.673282675174838E-5,
9164,461205,12843,1.479934937418578E-5,
9165,461206,2399,0.0,
9166,461207,13002,9.030844576313202E-5,
9167,461208,3027,0.004277932219199797,
9168,461209,11831,0.008132172597969911,
9169,461300,7503,2.0242072003687545E-4,
9170,461301,1927,0.0,
9171,461302,8443,1.8041339108055273E-6,
9172,461303,24861,0.005788034304607363,
9173,461304,8896,5.810387196010671E-4,
9174,461305,6483,3.869535891090339E-4,
9175,461306,4902,0.0019673101032249935,
9176,461307,3844,0.006695285664504228,
9177,461308,28419,9.820130649803474E-4,
9178,461309,1113,0.01107608681608272,
9179,461401,194,0.0,
9180,461402,35077,6.236556422568645E-6,
9181,461403,8466,5.672730615295665E-7,
9182,461404,8905,8.450837554603845E-5,
9183,461405,3702,6.234749402489081E-5,
9184,461406,8074,1.374173705913376E-4,
9185,461407,12551,4.42897230655504E-6,
9186,461408,2846,6.574730417582061E-6,
9187,461409,7537,4.017505804540052E-4,
9188,461500,336,0.05001651736384034,
9189,461600,1268,0.0016851779387415382,
9190,461601,705,0.007471524894081831,
9191,461602,6888,0.0014640943505730979,
9192,461603,1125,0.02061229500566545,
9193,461604,48602,0.007935001549359206,
9194,461605,8506,0.02443268186271864,
9195,461606,11460,0.017574530819776082,
9196,461607,14435,0.022437275709172533,
9197,461608,4784,2.2204491961708291E-4,
9198,461609,7017,1.985102303284664E-4,
9199,461710,1354,0.009135607530320791,
9200,461720,1394,4.5215964291945356E-4,
9201,461721,9320,9.626247298048859E-4,
9202,461722,1877,0.0018541122464137854,
9203,461723,291,0.0019773348232370604,
9204,461724,24128,0.001031065444122716,
9205,461725,4795,0.0010105362770647052,
9206,461726,2255,6.613121534924754E-4,
9207,461727,3204,8.000796735245474E-4,
9208,461728,5375,6.946756236320479E-4,
9209,461729,4537,2.781220186969923E-4,
9210,461730,27993,0.005507370259169422,
9211,461740,35001,0.0010593371467240366,
9212,461750,13191,0.0017473478309633405,
9213,461760,21063,0.001306133835301091,
9214,461771,1692,0.0037750853791994514,
9215,461772,5997,0.007463657595972776,
9216,461773,2349,0.027603423504068175,
9217,461774,20030,0.011153201947030292,
9218,461775,4591,0.0027616265928959746,
9219,461776,3878,3.387153341802938E-4,
9220,461777,35,3.892429109588366E-4,
9221,461778,16984,0.013942364211010083,
9222,461779,1062,0.0014600133476971515,
9223,461781,1959,0.002192517580729346,
9224,461782,17539,0.0011470438776164573,
9225,461783,6762,0.0019340414802336387,
9226,461784,2777,0.001517391637446383,
9227,461785,1741,0.0015673596911792483,
9228,461786,5359,6.854433673477079E-4,
9229,461787,5566,2.2278909529415585E-4,
9230,461788,7179,4.846626116000181E-4,
9231,461789,5368,1.800600954352384E-4,
9232,461790,147,0.0019615017298633738,
9233,461801,3054,0.01150879365912635,
9234,461802,2658,0.01297075649848071,
9235,461803,919,0.014552328622116648,
9236,461804,3121,0.01112281757201185,
9237,461805,4587,0.0070576721050933,
9238,461806,9878,5.551546582980933E-4,
9239,461807,10760,0.0017491678747903882,
9240,461808,10322,2.476558003738673E-4,
9241,461809,12619,5.059232160010052E-4,
9242,461900,6684,8.16845788319153E-5,
9243,461910,6353,0.013867959129006615,
9244,461920,30352,6.3308917197534E-4,
9245,461930,374,0.004187122834012409,
9246,461940,13421,0.008523277082616784,
9247,461950,34028,9.527706417176264E-4,
9248,461961,1545,8.899324879588456E-4,
9249,461962,631,2.1240366564517936E-4,
9250,461963,50,0.00291767899974849,
9251,461964,20114,3.2515972400282134E-4,
9252,461965,9862,5.199115573656628E-4,
9253,461966,6667,5.954711969370579E-5,
9254,461967,2546,9.920377328166962E-5,
9255,461968,908,1.3360536082985304E-5,
9256,461969,3602,3.617959001539918E-5,
9257,461970,5287,2.3222297532052283E-4,
9258,461980,6620,7.922879721857233E-5,
9259,461990,29226,2.738222878426596E-4,
9260,462110,29766,8.797362832130989E-5,
9261,462120,24880,1.5455346273182016E-4,
9262,462131,9860,1.254153104748605E-4,
9263,462132,19019,7.785396353300846E-6,
9264,462133,1623,2.814437829595779E-4,
9265,462134,8374,2.077360745421539E-4,
9266,462135,16034,7.926130206160572E-4,
9267,462136,14319,1.3279435144836847E-4,
9268,462137,19953,5.992982935825507E-4,
9269,462138,21083,8.794409866983691E-4,
9270,462139,3076,9.014350967342041E-4,
9271,462140,22694,0.0023525500928843843,
9272,462150,15457,6.200134137108822E-4,
9273,462161,1487,0.00131917795832936,
9274,462162,13598,0.009980237626624616,
9275,462163,90,7.428338559114101E-4,
9276,462164,1704,0.008998978052274823,
9277,462165,1157,8.279258829076853E-4,
9278,462166,16930,7.2224949602706E-4,
9279,462167,1667,0.0030080456316908333,
9280,462168,4904,0.008576537491540994,
9281,462169,6594,0.008357744678365836,
9282,462171,17388,0.012600182150735386,
9283,462172,20744,0.017890505641138924,
9284,462173,612,0.019886848037852796,
9285,462174,9993,0.02047733980122549,
9286,462175,36068,0.014087254517517116,
9287,462176,5617,0.005631333894763756,
9288,462177,2264,0.029438850288700424,
9289,462178,19056,0.022429114876086887,
9290,462179,9154,0.0196140062934623,
9291,462180,43891,0.010872921148632173,
9292,462191,24943,0.00610959147510717,
