system:index,PfafIDDomWW_yearY2014M12,countDomWW_yearY2014M12,meanDomWW_yearY2014M12,.geo
4238,234008,11503,0.005025707639320812,
4239,234009,27678,0.014133605010975592,
4240,235000,0,0.0,
4241,236000,4223,0.0,
4242,237000,3759,0.0,
4243,241000,28001,0.012192729416270275,
4244,241001,27777,0.006949679661621991,
4245,241002,7472,0.002378908725770347,
4246,241003,27992,0.004004525858037954,
4247,241004,5733,0.00639048560689608,
4248,241005,25929,0.013624838044743742,
4249,241006,6043,0.007909211662671518,
4250,241007,8657,0.007280601414360507,
4251,241008,10461,0.005659498161518287,
4252,241009,7235,0.0036272107045863264,
4253,242100,836,0.017386047801001586,
4254,242210,20631,0.007713377563002,
4255,242221,3064,0.007201699606345817,
4256,242222,8206,0.01318429879462352,
4257,242223,1182,0.0015882789640272136,
4258,242224,11074,0.006374218349120958,
4259,242225,7863,0.006443893420285838,
4260,242226,10160,0.005401737813006513,
4261,242227,22973,0.011252275774460894,
4262,242228,8363,0.006733209632004342,
4263,242229,24469,0.02041188515974889,
4264,242230,4184,0.006146933167596073,
4265,242240,33297,0.0038665251366899905,
4266,242250,264,0.0018867939196771668,
4267,242260,10766,0.004258355201662776,
4268,242270,17769,0.01016979911029885,
4269,242280,9071,0.005998287696118745,
4270,242290,30473,0.011085274505098013,
4271,242300,38315,0.006376730225652223,
4272,242410,50026,0.006628136896189513,
4273,242420,13547,0.009730558977267136,
4274,242430,872,0.002802603777159839,
4275,242441,6434,0.03226369263511768,
4276,242442,17019,0.0050310104829916725,
4277,242443,8175,0.007035848403219337,
4278,242444,19083,0.006923291250187417,
4279,242445,13919,0.0064868536239515995,
4280,242446,60273,0.01358913123458976,
4281,242447,8847,0.005842353463711205,
4282,242448,6305,0.011840228549813541,
4283,242449,15206,0.006447209118880822,
4284,242450,194,0.012688898939178041,
4285,242460,11445,0.004237107044745117,
4286,242470,2616,0.022450225774473007,
4287,242480,55856,0.003580838200377369,
4288,242491,997,0.006840618979231322,
4289,242492,5220,0.00568018932495667,
4290,242493,13903,0.0030562959537219006,
4291,242494,4984,0.006478260910607068,
4292,242495,39,0.0025088075346684758,
4293,242496,5943,0.0053592587866165085,
4294,242497,278,0.013575670135016104,
4295,242498,11175,0.0065850706504848415,
4296,242499,30042,0.012546242781358845,
4297,242500,51964,0.017533353482571307,
4298,242601,11610,0.019087869372912115,
4299,242602,12477,0.01773194211677258,
4300,242603,8400,0.015900386437448982,
4301,242604,12209,0.026139772427873024,
4302,242605,110,0.4613575242545434,
4303,242606,51208,0.022384464649912825,
4304,242607,40166,0.017012641332190465,
4305,242608,13014,0.0057134511080977595,
4306,242609,35962,0.004510110018139329,
4307,242701,3,0.0072954317858655105,
4308,242702,6396,0.0153392485455708,
4309,242703,3335,0.05779424498247097,
4310,242704,5699,0.0061560603793636,
4311,242705,4732,0.0022287911019939583,
4312,242706,24994,0.011076484733069719,
4313,242707,9860,0.0024172281049124507,
4314,242708,36709,0.01201482491977801,
4315,242709,98,0.011246731108845704,
4316,242801,11826,0.007309039252322557,
4317,242802,19472,0.0031157905715908456,
4318,242803,24487,0.003335405504704712,
4319,242804,13866,0.0013999622984240162,
4320,242805,768,0.0018743630084570638,
4321,242806,17279,0.0031388186712533743,
4322,242807,55014,0.0037824682152502896,
4323,242808,19814,0.0015592799858501812,
4324,242809,15213,0.0014473790677916889,
4325,242900,9336,0.002999701912706801,
4326,242910,63,0.013277826822553542,
4327,242920,19801,0.0044449793107700555,
4328,242930,12769,0.003347883240712262,
4329,242940,15362,0.00804916361957788,
4330,242950,34530,0.023581007827303612,
4331,242961,1538,0.015074431061697957,
4332,242962,15560,0.0016428254941867567,
4333,242963,10844,0.0033358515877213134,
4334,242964,27144,0.012266215098952002,
4335,242965,17267,0.0075323909961973485,
4336,242966,6657,0.0021136443063476105,
4337,242967,22186,0.0031874617178185545,
4338,242968,8474,0.0013786625384186544,
4339,242969,13494,0.0017094630971469054,
4340,242970,392,3.84367319171091E-4,
4341,242980,30301,0.003095855502317673,
4342,242990,3785,0.0010707153800807257,
4343,243100,3858,0.09983364368771548,
4344,243210,21441,0.07119199011055082,
4345,243221,5,0.0,
4346,243222,21196,4.236733903732257E-4,
4347,243223,4143,0.0014572859631094312,
4348,243224,26326,0.0011180076878441183,
4349,243225,16328,0.0015879089633223464,
4350,243226,18811,3.777918661458926E-4,
4351,243227,20325,0.0010444175019178948,
4352,243228,57133,7.687371170142881E-4,
4353,243229,73134,5.416493485281058E-4,
4354,243230,18702,2.433758530169502E-4,
4355,243241,21858,7.294822878813892E-4,
4356,243242,15453,3.2444973361692023E-4,
4357,243243,167,0.0014423356304484195,
4358,243244,12968,2.3552874777027348E-4,
4359,243245,33729,8.397431062189949E-4,
4360,243246,13687,5.585711798663582E-4,
4361,243247,2176,1.0587208500499605E-4,
4362,243248,20230,4.6048131159595477E-4,
4363,243249,87540,0.0021281158866178454,
4364,243250,49429,0.0033365851241567855,
4365,243260,26151,0.0031827202462563725,
4366,243270,1,0.0011970945377019026,
4367,243281,5252,0.001910031010835362,
4368,243282,8223,0.0022137494770270902,
4369,243283,1332,7.788840693154069E-4,
4370,243284,16142,0.0013527923448570863,
4371,243285,6414,8.754222427543027E-4,
4372,243286,11342,0.001174582596967499,
4373,243287,3411,6.676854301567516E-4,
4374,243288,5173,0.001388812875614928,
4375,243289,11509,0.005831743448892798,
4376,243290,51338,0.002628216044857604,
4377,243300,21798,0.0127139511704326,
4378,243400,67256,0.0012540189647019969,
4379,243500,2855,0.0024665090478405145,
4380,243510,64605,0.006183202144766686,
4381,243520,60248,0.0022750953496825425,
4382,243530,22545,0.0021038568505469357,
4383,243540,11261,0.002013498399924697,
4384,243550,2182,4.0888218613213445E-4,
4385,243560,12707,9.394605932917822E-4,
4386,243570,27908,7.186705533305002E-4,
4387,243580,12270,7.812228079903259E-4,
4388,243590,30937,6.05340723881766E-4,
4389,243600,70041,4.3254378350954974E-4,
4390,243700,60426,5.219569233136419E-4,
4391,243801,11743,6.560929833270614E-4,
4392,243802,44364,2.199600891409061E-4,
4393,243803,19104,1.2790265174357179E-4,
4394,243804,10578,6.774238676846658E-5,
4395,243805,7029,7.306512343484976E-5,
4396,243806,14059,9.664713244067764E-5,
4397,243807,22,3.209293133245013E-4,
4398,243808,33975,7.498505835431513E-5,
4399,243809,20795,3.351321078437934E-5,
4400,243900,837,8.572065079313958E-4,
4401,244100,406,0.0029453150140469676,
4402,244201,5632,8.901560635713404E-4,
4403,244202,10099,6.901671604335406E-5,
4404,244203,10679,1.8067473309033973E-4,
4405,244204,39808,1.4664749858568876E-4,
4406,244205,3784,5.819494790847947E-4,
4407,244206,19095,1.2852422963119137E-4,
4408,244207,23830,4.836757988262004E-4,
4409,244208,7150,4.2609006450952766E-5,
4410,244209,4965,9.757761384736328E-5,
4411,244310,6015,3.81086506348694E-4,
4412,244320,51319,3.352163384729846E-4,
4413,244330,19107,0.001689958221250756,
4414,244340,74496,1.8224725032287294E-4,
4415,244350,60199,6.68312561513412E-4,
4416,244360,35444,5.720954928665355E-4,
4417,244370,14384,0.0014382830841267965,
4418,244380,76992,6.12699211498334E-4,
4419,244390,40984,9.377382724729126E-4,
4420,244401,1932,0.002966532126627281,
4421,244402,24661,2.9871947996886286E-4,
4422,244403,1383,9.809052728718811E-4,
4423,244404,22813,1.230991315016285E-4,
4424,244405,10929,1.4943652080104988E-4,
4425,244406,1680,1.246968921881361E-4,
4426,244407,1287,7.985961899370972E-5,
4427,244408,7008,1.1959206224042001E-4,
4428,244409,12810,1.0237640005991584E-4,
4429,244501,4206,0.002907194417160748,
4430,244502,68822,7.608158821806598E-4,
4431,244503,1773,0.014646686006874106,
4432,244504,32615,4.4834268134011195E-4,
4433,244505,6212,0.0018284777346734417,
4434,244506,5575,8.319878197134603E-4,
4435,244507,1740,0.004934291152463187,
4436,244508,49968,4.919643586343149E-4,
4437,244509,11599,0.00612046362728647,
4438,244600,68465,0.0016865509581405085,
4439,244700,1235,0.0033947010289786467,
4440,244710,16528,0.01136114321455971,
4441,244720,52332,0.013049538930485745,
4442,244730,19658,0.013062607977439225,
4443,244740,33474,0.005737054001392195,
4444,244750,58215,0.0037177092998201084,
4445,244760,9614,0.005518714269653188,
4446,244770,16424,0.01585092860044863,
4447,244780,13437,0.0033947210283645918,
4448,244790,29857,0.006205104612129841,
4449,244801,9282,0.00452835281919747,
4450,244802,11839,7.98393059953176E-4,
4451,244803,2134,0.0010417272654417518,
4452,244804,11541,0.0015787376825579914,
4453,244805,15493,0.0037886665202195376,
4454,244806,13866,0.0015342824800264473,
4455,244807,2679,0.0025020938094298373,
4456,244808,16510,0.002560023033082641,
4457,244809,31799,0.0017333378735989225,
4458,244900,13838,0.0018840892989837135,
4459,245000,7060,0.002631068942255387,
4460,251010,510,0.011455078916950828,
4461,251021,8333,0.014883406534208618,
4462,251022,43152,0.0020831884734619343,
4463,251023,14967,0.00119317809446488,
4464,251024,10168,3.3578384382645693E-4,
4465,251025,4361,3.82141792969451E-4,
4466,251026,4307,2.9641489591585956E-4,
4467,251027,1820,2.0266079292483125E-4,
4468,251028,4495,3.648632323680491E-4,
4469,251029,8311,7.478543466411013E-4,
4470,251030,7497,0.0398301616754541,
4471,251040,40827,0.0016318012790743285,
4472,251050,17917,0.0052053350902115285,
4473,251060,25652,0.0018184866445595325,
4474,251071,6929,0.0018607257727936259,
4475,251072,9095,0.0018835185416264978,
4476,251073,5490,0.0026948204262908417,
4477,251074,8588,0.0014663614269401482,
4478,251075,167615,0.0024579228743635303,
4479,251076,12919,4.246587146733074E-4,
4480,251077,923,8.597754134792857E-4,
4481,251078,9173,9.770849302735065E-4,
4482,251079,43402,0.0021516309940179212,
4483,251080,17868,3.260448201910012E-4,
4484,251091,18093,4.6985379163013476E-4,
4485,251092,11571,1.9801279166291232E-4,
4486,251093,4387,0.0010006042610574003,
4487,251094,5176,1.9693305582826673E-4,
4488,251095,1555,0.004435312485334272,
4489,251096,10712,0.0013318402482697768,
4490,251097,15928,3.7609993229519386E-4,
4491,251098,4415,2.2819194537578548E-4,
4492,251099,63607,8.570390975976632E-4,
4493,252101,180,1.177383105527065E-4,
4494,252102,14990,2.2121345418655604E-4,
4495,252103,54434,7.63142341205715E-4,
4496,252104,29595,2.686933140838877E-4,
4497,252105,60937,1.2363634338981113E-4,
4498,252106,55676,1.3003854713419078E-4,
4499,252107,23990,2.7693292353518726E-4,
4500,252108,9405,8.489969990091143E-5,
4501,252109,2433,0.0010909874732019627,
4502,252200,57848,2.8240466417829563E-4,
4503,252300,29999,0.0018728324223901145,
4504,252400,83776,0.00182912282511208,
4505,252511,7090,0.01639576774305922,
4506,252512,5638,3.138951758820774E-4,
4507,252513,3376,3.8094406666763824E-4,
4508,252514,29464,1.1876143297401664E-4,
4509,252515,8156,4.964166535587008E-4,
4510,252516,6983,1.2692836671077378E-4,
4511,252517,12978,1.2175071944370028E-4,
4512,252518,22873,6.048757552785774E-5,
4513,252519,12036,2.9545180974169033E-5,
4514,252520,42969,1.641849082130273E-5,
4515,252530,36542,4.1338276531071814E-5,
4516,252540,29772,9.527474569893108E-5,
4517,252550,35631,6.469431674739228E-4,
4518,252560,38341,0.0036035497935961607,
4519,252570,5516,0.001600977758268332,
4520,252580,30408,2.0065699578677466E-4,
4521,252590,39599,2.359786444615443E-4,
4522,252601,1316,0.005065176066660628,
4523,252602,5968,2.222323049697797E-4,
4524,252603,3102,2.0193481415126016E-4,
4525,252604,57912,4.404489026967552E-4,
4526,252605,13386,1.3779770444787424E-4,
4527,252606,7507,3.12222589108572E-4,
4528,252607,10428,5.6991365268692893E-5,
4529,252608,3219,1.2390296569039495E-4,
4530,252609,12733,1.4104955125395895E-4,
4531,252700,4470,0.0011292481461759088,
4532,252801,5127,6.120742193993222E-4,
4533,252802,4544,2.8708892275701084E-4,
4534,252803,3422,4.599975867109147E-4,
4535,252804,35126,7.425358891375377E-4,
4536,252805,6028,3.3937397825314794E-4,
4537,252806,5267,3.778388239361897E-4,
4538,252807,807,1.3753023500412393E-4,
4539,252808,3386,3.751685914932546E-4,
4540,252809,18118,2.2558519029861732E-4,
4541,252900,26443,2.546270051624446E-4,
4542,253001,184240,0.0,
4543,253002,5218,0.0,
4544,253003,2704,0.0,
4545,253004,48455,0.0,
4546,253005,0,0.0,
4547,253006,0,0.0,
4548,253007,0,0.0,
4549,253008,0,0.0,
4550,253009,0,0.0,
4551,261100,2756,5.453792863555347E-4,
4552,261201,16941,6.653331007583333E-4,
4553,261202,15501,3.501546837371087E-5,
4554,261203,18534,7.758502913688231E-4,
4555,261204,24841,2.765392265044093E-4,
4556,261205,2910,9.942883551591509E-4,
4557,261206,25400,1.9970726780301862E-4,
4558,261207,3008,4.993856687208542E-4,
4559,261208,18195,0.001967416537944616,
4560,261209,33782,5.348118613209449E-4,
4561,261300,34523,0.0039590440643163674,
4562,261410,13180,0.008754043907559805,
4563,261421,18541,2.736166126818852E-4,
4564,261422,6981,8.718049039259338E-5,
4565,261423,2531,7.141161713628445E-4,
4566,261424,10771,2.5775458040082794E-4,
4567,261425,3717,6.291629893846822E-4,
4568,261426,12718,6.922903654130461E-5,
4569,261427,26463,1.7848997014208385E-4,
4570,261428,7631,7.252176192062526E-5,
4571,261429,17750,1.4186269955012275E-4,
4572,261430,70517,3.5622979921886357E-4,
4573,261441,3907,3.365014388525086E-4,
4574,261442,6468,3.1885208595767756E-4,
4575,261443,10407,3.776933220598707E-4,
4576,261444,4497,2.077415012981161E-4,
4577,261445,1027,8.784714146616447E-4,
4578,261446,46632,0.0011176771946427963,
4579,261447,18957,6.467833673319847E-4,
4580,261448,5511,3.83134802109599E-4,
4581,261449,7823,5.688886214796836E-4,
4582,261450,60620,3.6072631624782894E-4,
4583,261461,5661,0.004901699724452985,
4584,261462,84829,6.95226747520592E-4,
4585,261463,59336,7.420534377795163E-4,
4586,261464,7939,0.001794119433996056,
4587,261465,5,8.203853591409055E-5,
4588,261466,6933,0.02064933671376756,
4589,261467,3001,0.007903424471668405,
4590,261468,8450,9.107856570046744E-4,
4591,261469,24027,7.827594950575007E-4,
4592,261470,59064,0.0013478922760135773,
4593,261480,70038,2.8960977215469335E-4,
4594,261491,11505,0.005244760151242713,
4595,261492,41274,0.001498698354734821,
4596,261493,7031,0.001903493200251854,
4597,261494,15808,3.127586752291501E-4,
4598,261495,5116,3.155599973757226E-4,
4599,261496,19947,1.0510830924816145E-4,
4600,261497,10630,4.5201209967931093E-4,
4601,261498,19727,1.419551817562354E-4,
4602,261499,37361,2.4838166275396775E-4,
4603,261501,272,0.0779067930417685,
4604,261502,5826,1.5423221948337884E-4,
4605,261503,19533,0.001871730823550276,
4606,261504,17176,3.6822711735570194E-5,
4607,261505,5480,8.367703749143639E-5,
4608,261506,5972,4.970694676332E-6,
4609,261507,2581,9.367881179829405E-6,
4610,261508,35459,7.626079100968411E-5,
4611,261509,3355,3.262404752532717E-4,
4612,261601,1999,8.801602925373249E-4,
4613,261602,45858,2.2008871735661318E-5,
4614,261603,13625,1.0144557129567134E-4,
4615,261604,54873,8.881518085891672E-5,
4616,261605,27284,8.625984703088116E-5,
4617,261606,10366,5.864810589234689E-5,
4618,261607,23813,3.0909758825940114E-4,
4619,261608,11830,6.766377726215513E-5,
4620,261609,17534,9.533584085582213E-5,
4621,261700,16384,2.8281863475360995E-5,
4622,261701,55591,3.456033152017027E-5,
4623,261702,8806,3.726424663615676E-5,
4624,261703,867,2.4364771088695278E-5,
4625,261704,15577,2.4453703927327233E-5,
4626,261705,8677,1.587253610459689E-5,
4627,261706,18513,3.7692001552097566E-5,
4628,261707,10969,6.251643597684284E-5,
4629,261708,8175,2.3837019489367987E-5,
4630,261709,40634,4.052455562781591E-6,
4631,261810,37594,3.570731105782041E-4,
4632,261820,36521,3.3354582852525026E-5,
4633,261830,58823,9.955535698569234E-5,
4634,261840,70732,5.2983294179553985E-5,
4635,261850,12319,9.888820887534864E-5,
4636,261860,79405,0.0011129628551827394,
4637,261870,70278,1.231108814231283E-4,
4638,261881,4079,1.0631359411388311E-5,
4639,261882,61847,7.92960966407387E-5,
4640,261883,45816,5.387953880730425E-4,
4641,261884,43324,6.506930353254997E-4,
4642,261885,7210,3.242950228372975E-5,
4643,261886,27263,2.498804296831898E-5,
4644,261887,3714,1.4713023825290851E-4,
4645,261888,21684,1.1379212700701999E-5,
4646,261889,52685,0.0017046137166242983,
4647,261891,652,3.0894642222681964E-4,
4648,261892,18518,6.962831283247174E-5,
4649,261893,1855,1.4515047460604563E-4,
4650,261894,28187,2.1288530082852743E-4,
4651,261895,21942,0.0015818457473653453,
4652,261896,25155,1.1483979959981749E-8,
4653,261897,79475,2.498585069414654E-4,
4654,261898,28149,4.892425177044689E-5,
4655,261899,40561,3.4035609125167225E-5,
4656,261900,11032,2.1225532618304527E-6,
4657,261901,17500,1.9476597729913155E-6,
4658,261902,24014,3.69925796079949E-8,
4659,261903,18684,0.0,
4660,261904,22761,2.0440819223151305E-6,
4661,261905,9365,1.069530050401797E-6,
4662,261906,39693,3.6620076114857213E-6,
4663,261907,34243,3.774593054445199E-6,
4664,261908,53801,4.1170364478711576E-5,
4665,261909,9681,0.0,
4666,262001,125828,4.980817171821762E-6,
4667,262002,210733,1.1248339970820881E-7,
4668,263000,0,0.0,
4669,271010,6749,0.013359338152870085,
4670,271020,9971,1.8582650584587608E-4,
4671,271031,51327,2.806707474439677E-4,
4672,271032,7234,1.3649474949406956E-4,
4673,271033,4682,5.850682539434684E-4,
4674,271034,9115,7.118244135112174E-5,
4675,271035,18506,6.699121635051016E-4,
4676,271036,8605,3.290148407871914E-5,
4677,271037,4,5.12595279185697E-4,
4678,271038,8270,1.550448398315215E-4,
4679,271039,3498,4.755115739148947E-4,
4680,271040,20947,3.342135775266117E-5,
4681,271051,18540,1.4923295736515607E-4,
4682,271052,9884,1.8756538568413748E-6,
4683,271053,9,0.0,
4684,271054,9150,2.0556982160846E-4,
4685,271055,21571,3.0162481045129934E-4,
4686,271056,4546,1.8608884223987877E-6,
4687,271057,9009,8.583095648937636E-5,
4688,271058,4785,4.2610661787233195E-5,
4689,271059,10463,1.505416099886313E-4,
4690,271060,22248,9.516946584735346E-5,
4691,271070,3431,0.0010741800565626652,
4692,271080,15575,4.1787361028917876E-4,
4693,271090,2195,0.0016504560859591504,
4694,272000,0,0.0,
4695,281001,111836,0.0054146865238904746,
4696,281002,22326,1.5831083988116065E-6,
4697,281003,30562,2.6955570121143073E-5,
4698,281004,19923,4.106057713862906E-5,
4699,281005,6867,5.714543488848109E-6,
4700,281006,24343,4.27549255053022E-7,
4701,281007,24147,1.3315524609040874E-6,
4702,281008,1346,0.0,
4703,281010,10529,0.0024712980734531644,
4704,281011,3351,0.0019057694590516705,
4705,281012,13751,1.1531028170586947E-5,
4706,281013,10865,6.657181963441645E-5,
4707,281014,10877,1.5142534012394896E-5,
4708,281015,4494,0.0018473309634191163,
4709,281016,2478,0.0013978931976047263,
4710,281017,753,1.5575901198466698E-6,
4711,281018,3027,8.963667050101665E-4,
4712,281019,4239,0.0024330643875352925,
4713,281020,16834,0.006296821766270569,
4714,281030,3943,4.3216537304372836E-5,
4715,281040,24961,0.0013155438143461202,
4716,281050,10822,4.671459457801957E-5,
4717,281060,10571,7.918432217185969E-4,
4718,281061,6774,8.570932032478988E-6,
4719,281062,42239,0.0023005929380230865,
4720,281063,3254,1.629616964975502E-4,
4721,281064,50389,9.136125910089378E-4,
4722,281065,19923,0.00652838180280831,
4723,281066,15210,0.001449616732511037,
4724,281067,1475,0.010318714414122361,
4725,281068,9801,8.501959424114384E-4,
4726,281069,40593,4.5797487228367724E-4,
4727,281070,20938,0.0022078059450655967,
4728,281080,24355,0.014489889400631723,
4729,281091,7510,6.161904795723339E-4,
4730,281092,8840,0.00444003739614358,
4731,281093,2924,4.3087367392064137E-4,
4732,281094,7942,0.0022708797927987272,
4733,281095,19474,0.0015388059254965955,
4734,281096,10494,3.0347230811807164E-4,
4735,281097,13113,4.322521341551809E-4,
4736,281098,4610,6.083032770561434E-4,
4737,281099,2379,8.688406440602045E-4,
4738,281100,4567,0.026594164629618194,
4739,281200,16921,0.010255524922149702,
4740,281300,2355,0.002935012102607978,
4741,281401,2264,2.4223626999510832E-5,
4742,281402,1983,1.400496341985986E-4,
4743,281403,8762,0.001923777057069998,
4744,281404,12505,0.0012768093645840854,
4745,281405,4250,0.0030825936257821555,
4746,281406,2044,0.0011021260831472117,
4747,281407,6694,0.0017869459146103482,
4748,281408,2578,9.920704892509885E-4,
4749,281409,12562,0.0073417929350747865,
4750,281500,31848,1.2735555563964373E-4,
4751,281600,36488,4.110657619095238E-5,
4752,281601,4847,0.0013637373460098352,
4753,281602,1779,9.676694782098814E-4,
4754,281603,1493,0.01958458560836052,
4755,281604,2925,0.001701961369443976,
4756,281605,2744,2.8630893098918437E-5,
4757,281606,5429,2.6747706711371645E-4,
4758,281607,11815,3.6552770746152256E-5,
4759,281608,2106,1.9416691325207555E-5,
4760,281609,8990,3.2807764453727237E-6,
4761,281700,6743,0.0034347729778876936,
4762,281800,39414,1.1573991635298671E-6,
4763,281801,3147,4.385886640810751E-6,
4764,281802,8236,3.111612089541728E-6,
4765,281803,3995,2.9634607886751913E-6,
4766,281804,4493,4.719035205827978E-6,
4767,281805,0,0.0,
4768,281806,7343,1.1894068901185261E-4,
4769,281807,0,0.0,
4770,281808,8870,3.5684160081164963E-6,
4771,281809,4594,3.923171346191065E-6,
4772,281900,29706,2.511739322699524E-4,
4773,281901,4337,7.064331721507163E-5,
4774,281902,1178,6.131441122570881E-6,
4775,281903,725,2.7621870689520626E-6,
4776,281904,2355,0.0011826223163655279,
4777,281905,428,0.0,
4778,281906,1590,0.0,
4779,281907,19862,0.0010236661596393674,
4780,281908,1016,7.935484288151838E-5,
4781,281909,831,3.4577965125932874E-4,
4782,282010,7126,5.374767229047283E-5,
4783,282020,24799,4.325897183260323E-7,
4784,282030,16477,7.716163419922968E-7,
4785,282040,39198,1.292306075196662E-5,
4786,282050,2652,0.0,
4787,282060,1193,0.0,
4788,282070,49697,9.203146240654476E-5,
4789,282080,41432,7.117874728467005E-6,
4790,282090,43403,7.729792528064187E-6,
4791,282100,24405,2.798495414978857E-5,
4792,282200,39081,1.940823112426606E-5,
4793,282300,33349,1.8041350898209712E-4,
4794,282400,3783,6.54138328374923E-5,
4795,282401,84,1.1372845690841828E-4,
4796,282402,59384,1.1068243776492867E-4,
4797,282403,26637,1.2568067078562665E-4,
4798,282404,11294,9.473062935787426E-5,
4799,282405,507,5.59244272843962E-4,
4800,282406,11360,1.3430093734348596E-4,
4801,282407,4899,6.264453092543848E-5,
4802,282408,5469,1.5510158250980327E-4,
4803,282409,4179,1.6141203282632265E-4,
4804,282500,988,5.823002700776918E-5,
4805,282601,9238,1.35558486510064E-4,
4806,282602,8764,9.803134522138068E-5,
4807,282603,9453,1.2005791582969312E-4,
4808,282604,54649,1.3291789079051592E-4,
4809,282605,8828,1.5059366334406034E-4,
4810,282606,9261,3.2502786054553216E-5,
4811,282607,3203,1.1520171164102392E-4,
4812,282608,8395,5.12576840147756E-5,
4813,282609,20580,8.095150434607703E-5,
4814,282700,3339,5.017444924773535E-4,
4815,282810,755,1.8228479618276127E-4,
4816,282811,13732,0.0018748712673230025,
4817,282812,6330,1.3255251789430679E-4,
4818,282813,4788,3.206507186536573E-4,
4819,282814,11016,2.1904517939747977E-4,
4820,282815,7365,0.0012364919864533514,
4821,282816,14124,0.0019661453614621426,
4822,282817,14511,0.002119231760021214,
4823,282818,12826,6.580012239859983E-4,
4824,282819,6542,0.0013277635542049266,
4825,282821,1633,8.604870241381112E-4,
4826,282822,2117,8.019974925562297E-4,
4827,282823,1085,0.0013448531503172097,
4828,282824,2470,3.2543569003650456E-4,
4829,282825,4195,9.860048570942703E-4,
4830,282826,26716,2.982104569354186E-4,
4831,282827,18769,0.002745608606445781,
4832,282828,9384,5.15234070991812E-4,
4833,282829,10275,0.0014233330717084336,
4834,282830,10261,0.002059925729948035,
4835,282841,4350,0.01947208840966303,
4836,282842,13976,0.001817275674766915,
4837,282843,6308,0.0023627119430068622,
4838,282844,14598,0.0013278816542864563,
4839,282845,491,0.0025603462974597186,
4840,282846,2670,0.0013142146270117472,
4841,282847,5920,0.004813146352001866,
4842,282848,2285,6.753597313792551E-4,
4843,282849,8462,0.0010588503626925482,
4844,282850,33682,0.007223214888168913,
4845,282860,33806,0.0010384634698912155,
4846,282870,419,0.07040253922141664,
4847,282880,14974,0.001191518464010791,
4848,282891,2282,0.001410343103879074,
4849,282892,7777,0.0023347202478377098,
4850,282893,61,0.002388985751495633,
4851,282894,12054,9.542911684848539E-4,
4852,282895,7376,9.894862944755682E-4,
4853,282896,6744,0.0011202884711370626,
4854,282897,14099,0.003149643771389416,
4855,282898,8737,0.0014943629836316928,
4856,282899,13429,0.014422878107872654,
4857,282900,88828,2.794417358275087E-4,
4858,282901,65,7.51430984669536E-5,
4859,282902,8210,7.616006961038E-5,
4860,282903,7055,5.691500761680218E-5,
4861,282904,17852,1.6319217270741938E-4,
4862,282905,4169,2.7572192874254504E-5,
4863,282906,49975,4.970876962389655E-4,
4864,282907,1140,1.0642121382557404E-4,
4865,282908,38054,2.2348968275387983E-4,
4866,282909,23081,0.0011231088541356301,
4867,282910,4959,1.708841544363119E-4,
4868,282920,15459,1.2694640070074948E-4,
4869,282930,13425,1.401253991188897E-4,
4870,282940,9190,2.1870541532520844E-4,
4871,282950,1434,2.1885126115985207E-4,
4872,282960,4366,0.0018020932876788168,
4873,282970,2150,0.0013194371979315487,
4874,282980,14217,0.0012642982431723523,
4875,282990,12300,0.005706082948532401,
4876,283111,2835,0.0027236718587845695,
4877,283112,18204,0.0012776155271212557,
4878,283113,9062,0.013427539140525326,
4879,283114,14164,6.289186432680723E-4,
4880,283115,593,6.920979322343536E-4,
4881,283116,6332,0.0016902431094012538,
4882,283117,3502,0.001095473996151734,
4883,283118,13868,0.007685336939633784,
4884,283119,19403,0.022166047018231955,
4885,283120,22169,0.0016341272111664946,
4886,283130,49540,0.010159242208578305,
4887,283140,45248,0.0019295868573519647,
4888,283150,49102,0.007906378992424407,
4889,283161,2335,0.11581792499106275,
4890,283162,29222,0.00417792462920124,
4891,283163,10586,0.003542075833042808,
4892,283164,4260,0.0014341074553807095,
4893,283165,2095,0.01313610933609634,
4894,283166,8357,0.0019543622260112265,
4895,283167,50,0.06413458681755878,
4896,283168,21436,0.0023596428127608785,
4897,283169,11376,0.001626948411496821,
4898,283170,35975,0.008125886974174306,
4899,283180,30643,0.011232627822865868,
4900,283190,17630,0.009286459233644568,
4901,283210,38385,0.0032555807902484644,
4902,283221,23737,0.004583910908685582,
4903,283222,36841,0.0022496984960904192,
4904,283223,24733,0.0022409966662333405,
4905,283224,32543,0.0022617981165198174,
4906,283225,6294,0.0025386853731639855,
4907,283226,28252,9.323933534139889E-4,
4908,283227,27203,0.010359733367710556,
4909,283228,59668,0.0010899731170421632,
4910,283229,44444,0.003309169415614253,
4911,283231,157,0.0020053007375931877,
4912,283232,10329,0.021218975694164994,
4913,283233,1025,0.048330520736533454,
4914,283234,3008,0.008563940397785371,
4915,283235,2593,0.07089870476058714,
4916,283236,36118,0.006498826636711425,
4917,283237,229,7.968098875541386E-5,
4918,283238,17893,0.016699872463638157,
4919,283239,1782,6.47902280697058E-4,
4920,283241,59409,0.006261360851236123,
4921,283242,25693,0.0035880292222429666,
4922,283243,158,0.6658958438951517,
4923,283244,92467,0.004472983640658606,
4924,283245,15476,0.010517636959461918,
4925,283246,15982,0.003320126155484536,
4926,283247,12910,0.001877324933430158,
4927,283248,30502,0.00562695828787254,
4928,283249,34352,0.002759477223654756,
4929,283251,2559,0.020197598450275387,
