system:index,PfafIDDomWW_yearY2014M12,countDomWW_yearY2014M12,meanDomWW_yearY2014M12,.geo
9944,521320,18648,5.030041789817128E-4,
9945,521330,8151,2.3622531537815803E-4,
9946,521340,22285,9.250671914052198E-5,
9947,521350,391,1.0202021006584924E-4,
9948,521360,17028,4.830085260969071E-4,
9949,521370,23723,4.2044042825540673E-4,
9950,521380,15976,3.427728340907095E-4,
9951,521391,1719,3.4121598484574957E-4,
9952,521392,7540,2.539416010500739E-4,
9953,521393,10716,6.815157632032525E-4,
9954,521394,12970,2.7208340044464896E-4,
9955,521395,2212,4.0136088581039223E-4,
9956,521396,2936,6.648058823700851E-5,
9957,521397,547,0.0017469823067091815,
9958,521398,2822,2.4601851489406546E-4,
9959,521399,8066,6.392149347319297E-4,
9960,521401,9100,0.001171127983408178,
9961,521402,6008,0.0012070549480599102,
9962,521403,12297,8.446308733013551E-4,
9963,521404,26309,4.7857471894158064E-4,
9964,521405,1197,7.070650786295646E-4,
9965,521406,6417,4.829305662307827E-4,
9966,521407,3476,3.4042891654050174E-4,
9967,521408,4462,5.869466114934916E-4,
9968,521409,28435,1.5946431445066893E-4,
9969,521501,171,0.012473977203293966,
9970,521502,10630,0.003342398507152636,
9971,521503,7457,0.003063779696030661,
9972,521504,8624,0.0012650958069042207,
9973,521505,8072,0.004995028289372323,
9974,521506,3473,0.0058053380347595695,
9975,521507,2828,0.0041840955831366905,
9976,521508,4840,0.004311864777316975,
9977,521509,8042,0.0034346227894800313,
9978,521601,2243,0.021818736082934498,
9979,521602,3526,0.0013078334780194018,
9980,521603,2363,9.149207369793049E-4,
9981,521604,3782,4.5507799493083034E-4,
9982,521605,1260,6.150183011391999E-4,
9983,521606,14494,3.445459480953055E-4,
9984,521607,7709,6.093098397294536E-4,
9985,521608,4810,3.747704766743269E-4,
9986,521609,12731,3.691298782110792E-4,
9987,521710,31742,0.0022227587367779737,
9988,521720,26077,4.5071305928201234E-4,
9989,521731,5241,0.009682156764818858,
9990,521732,4373,0.001660453530424719,
9991,521733,7724,0.0011910220595605803,
9992,521734,10766,0.0045583861498691555,
9993,521735,14241,0.008909470276435414,
9994,521736,3729,0.0022021391065186065,
9995,521737,1239,7.417775233156906E-4,
9996,521738,5507,0.002516168060824391,
9997,521739,4262,0.00909194849494412,
9998,521740,18803,0.0011587502294248921,
9999,521751,1270,0.0011801790982390403,
10000,521752,4732,0.0027400556321641096,
10001,521753,11699,0.006603788657043589,
10002,521754,1584,8.717173989925491E-4,
10003,521755,4134,0.001588709820121705,
10004,521756,3602,5.8885593830676157E-5,
10005,521757,1772,5.24305766784788E-4,
10006,521758,12044,3.4389194750395304E-4,
10007,521759,855,1.3791975967282868E-4,
10008,521760,18531,3.168028395147834E-5,
10009,521770,6865,0.002368001501896671,
10010,521780,34864,4.6774103145776333E-5,
10011,521791,4768,1.1516341911132604E-4,
10012,521792,16952,1.8543371945307224E-4,
10013,521793,7303,7.777239461814627E-5,
10014,521794,2508,4.0904080925603777E-5,
10015,521795,1580,8.021679031747582E-5,
10016,521796,4576,9.123468473166023E-5,
10017,521797,1760,3.1480695701241847E-4,
10018,521798,3828,1.858896408771957E-4,
10019,521799,7329,0.0019820194329110974,
10020,521801,10330,0.0029263149184829817,
10021,521802,18301,1.3592635916593576E-4,
10022,521803,185,0.001018850266120046,
10023,521804,12478,1.5376574340946733E-4,
10024,521805,8882,4.4348120022221404E-4,
10025,521806,8235,1.2396731502249334E-4,
10026,521807,12525,9.060634053306393E-5,
10027,521808,7711,1.3582619429220081E-4,
10028,521809,10372,8.308853396203338E-5,
10029,521900,2862,0.001174870362470682,
10030,521901,5304,0.003112729493620393,
10031,521902,4059,4.915583695488567E-4,
10032,521903,1491,2.47215716966179E-4,
10033,521904,5023,3.78452815036969E-4,
10034,521905,4961,3.497746680011241E-4,
10035,521906,1740,0.001355219670031264,
10036,521907,6342,0.001268137047865842,
10037,521908,2261,7.828764283701184E-4,
10038,521909,4476,0.002007149827796018,
10039,522000,3306,3.697513644228982E-4,
10040,523000,0,0.0,
10041,524000,1042,4.592640338179401E-4,
10042,524010,5162,0.02336026708141266,
10043,524020,0,0.0,
10044,524021,14146,0.01589336541677351,
10045,524022,2232,0.024493655375578016,
10046,524023,9836,0.01715784823481605,
10047,524024,14092,0.008252111956185915,
10048,524025,19162,0.009204635924116833,
10049,524026,2873,0.012074723434278858,
10050,524027,19134,0.010435360026859873,
10051,524028,23561,0.016824705762950073,
10052,524029,10526,0.013260536792936588,
10053,524030,18367,0.00437522355274613,
10054,524041,4913,0.027111811010303934,
10055,524042,408,0.01758688254433474,
10056,524043,5596,0.046846775667410634,
10057,524044,15485,0.024995589434608414,
10058,524045,200,0.013135235444402956,
10059,524046,782,0.0033063071631724713,
10060,524047,14288,0.026718721941723728,
10061,524050,31413,0.014654418844361295,
10062,524060,15480,0.01149443016361389,
10063,524070,1879,0.011827320884282332,
10064,524080,1005,0.005438248228519093,
10065,524091,20060,0.1334669088051736,
10066,524092,11458,0.044809770000310035,
10067,524093,9207,0.02325222781425283,
10068,524094,8068,0.039173893875989574,
10069,524095,6440,0.03613485687343884,
10070,524096,6064,0.006599716793371476,
10071,524097,10213,0.05800001410891932,
10072,524098,33754,0.012549350679133663,
10073,524099,25210,0.017792391377442925,
10074,525011,8669,0.011634130923998764,
10075,525012,7544,0.0034141223231002383,
10076,525013,19165,0.0013834217134235185,
10077,525014,8345,2.632096366635786E-4,
10078,525015,100376,0.0018562608223742952,
10079,525016,8121,0.001737230542256284,
10080,525017,34767,0.0017468019447917085,
10081,525018,8632,0.005383698983220364,
10082,525019,5457,0.007878210323164716,
10083,525020,1012,0.0016676091632204437,
10084,525030,11511,0.002010351400596704,
10085,525040,303,1.1853174620003402E-6,
10086,525050,3889,5.636939650879202E-4,
10087,525060,5950,1.57796463823662E-4,
10088,525070,1102,1.4290560189101286E-4,
10089,525080,2181,0.0,
10090,525090,0,0.0,
10091,526000,0,0.0,
10092,531101,13157,4.242523524620099E-5,
10093,531102,3582,6.787157926849184E-5,
10094,531103,1555,0.0012087965879866234,
10095,531104,6331,3.0132583133061586E-4,
10096,531105,10979,4.436888328298185E-5,
10097,531106,11113,6.631641940051165E-5,
10098,531107,1938,1.3657235903010386E-4,
10099,531108,6725,4.776532372863694E-5,
10100,531109,1582,5.6445491621521723E-5,
10101,531200,1191,6.545713223891693E-5,
10102,531201,1788,5.0332536561271154E-5,
10103,531202,5122,1.2527211220665223E-4,
10104,531203,5339,2.9192752079970052E-5,
10105,531204,7168,7.376359491398808E-4,
10106,531205,1542,4.106788922520272E-4,
10107,531206,4512,2.834935846402266E-4,
10108,531207,2745,6.744828561007733E-5,
10109,531208,3671,0.0011319036122716274,
10110,531209,5692,4.877687961999734E-4,
10111,531300,1420,3.93980514404203E-6,
10112,531301,5848,3.294465347583062E-5,
10113,531302,20417,2.83339457776296E-4,
10114,531303,4381,5.303520264449883E-5,
10115,531304,4746,2.375873021371182E-5,
10116,531305,7795,9.635387761486039E-6,
10117,531306,5052,2.630033428351355E-6,
10118,531307,118,0.0,
10119,531308,12589,1.672782747297578E-6,
10120,531309,3575,8.946188261909413E-4,
10121,531401,10731,6.805975358073242E-6,
10122,531402,23058,1.6663492217802578E-5,
10123,531403,1607,7.385216568959207E-7,
10124,531404,8507,9.530199554034755E-7,
10125,531405,8171,2.976565042610575E-6,
10126,531406,2786,6.00877081586235E-5,
10127,531407,9813,5.05905487427398E-5,
10128,531408,2526,3.8605398326041476E-5,
10129,531409,8202,1.4711452735066422E-4,
10130,531500,14923,1.0020219450180203E-4,
10131,531510,31173,6.971944343972448E-5,
10132,531520,9522,0.0011362935405993127,
10133,531530,28952,3.5949728942598775E-4,
10134,531540,29973,1.8945915105226635E-4,
10135,531550,4287,5.668760192839917E-5,
10136,531560,11217,1.3198395454678852E-4,
10137,531570,14119,2.8595664059429363E-5,
10138,531580,32675,6.584706282040459E-4,
10139,531591,9446,1.1539744623427682E-4,
10140,531592,7904,3.701181319657982E-4,
10141,531593,89320,2.0803922107474825E-4,
10142,531594,7309,1.2319747964491018E-4,
10143,531595,4504,1.2766706804746687E-4,
10144,531596,6568,1.6518931003597163E-4,
10145,531597,59284,5.844498209864983E-4,
10146,531598,6480,1.8301959194156814E-4,
10147,531599,13451,1.70194265333548E-4,
10148,531601,7628,1.9271407793537197E-4,
10149,531602,28779,3.656443664945943E-4,
10150,531603,19962,4.6009108745858555E-4,
10151,531604,7123,4.694907383712567E-4,
10152,531605,4985,1.5918191507573854E-4,
10153,531606,8398,6.289486332059466E-4,
10154,531607,5212,3.412642597398317E-4,
10155,531608,5099,2.878747288834196E-4,
10156,531609,5018,2.599926274120672E-4,
10157,531700,24,0.0,
10158,531701,962,2.3702844953032493E-4,
10159,531702,3161,2.570007477914753E-4,
10160,531703,8660,4.5272119148639104E-4,
10161,531704,2454,1.987981705915359E-4,
10162,531705,4351,0.0026114067249260343,
10163,531706,5087,4.1360980890062715E-4,
10164,531707,541,4.901708774984434E-4,
10165,531708,3125,5.4360811633471655E-5,
10166,531709,8701,7.238698918900381E-5,
10167,531801,2764,5.683120960764758E-5,
10168,531802,6536,5.921518283978979E-5,
10169,531803,2657,8.663660793180699E-5,
10170,531804,13971,2.0000335272975968E-4,
10171,531805,4814,1.2413141315327015E-4,
10172,531806,8844,3.637785114545746E-5,
10173,531807,34788,5.878121820510548E-5,
10174,531808,4791,5.431770651447864E-5,
10175,531809,14407,1.1162176082008813E-4,
10176,531901,335,6.138394545487878E-5,
10177,531902,20843,1.4682068676195555E-4,
10178,531903,23515,2.4272989445770768E-4,
10179,531904,14913,3.498000511434653E-4,
10180,531905,5103,1.0816181043932E-4,
10181,531906,4608,7.550042772915356E-5,
10182,531907,16964,1.696815563266098E-4,
10183,531908,7115,1.3050873946871344E-4,
10184,531909,10476,1.7015249453212992E-4,
10185,532001,10253,0.0010269413810755617,
10186,532002,21354,4.5986131851172204E-4,
10187,532003,1477,0.010295353716692612,
10188,532004,149,0.0,
10189,532005,1541,9.663914834519693E-4,
10190,532006,10311,4.0487481366531985E-4,
10191,532007,0,0.0,
10192,532008,0,0.0,
10193,532009,0,0.0,
10194,533000,32377,0.0010621173566052794,
10195,534000,7603,1.8989538563101322E-4,
10196,535000,6462,0.001180767279557467,
10197,536001,512,7.431701371064312E-5,
10198,536002,1207,2.693528943985145E-5,
10199,536003,42572,1.7148138501673653E-4,
10200,536004,0,0.0,
10201,536005,10540,6.630472415876452E-5,
10202,536006,915,0.002816202096375481,
10203,536007,517,7.42367982212525E-5,
10204,536008,2682,0.0,
10205,536009,0,0.0,
10206,537001,11994,9.67342624735576E-5,
10207,537002,4229,1.0215645732816536E-4,
10208,537003,6873,1.9413769609493364E-4,
10209,537004,5036,8.247984828716848E-5,
10210,537005,7446,0.0,
10211,537006,5312,0.0,
10212,537007,4067,0.0,
10213,537008,964,0.0,
10214,537009,0,0.0,
10215,538000,7253,8.960100329051876E-5,
10216,541000,0,0.0,
10217,542000,0,0.0,
10218,543000,0,0.0,
10219,544000,0,0.0,
10220,545000,0,0.0,
10221,551000,0,0.0,
10222,552000,22508,3.6270051533885826E-4,
10223,553000,16369,0.0,
10224,554000,24273,1.0379678535640675E-4,
10225,555000,0,0.0,
10226,556000,0,0.0,
10227,557000,0,0.0,
10228,561001,50749,4.250907890947346E-5,
10229,561002,3777,1.329981072377417E-4,
10230,561003,1219,3.041968862520919E-6,
10231,561004,23844,1.846127688669717E-5,
10232,561005,1749,0.0,
10233,561006,6471,0.0,
10234,561101,7337,6.030000953871498E-4,
10235,561102,6571,2.0325629278472357E-4,
10236,561103,13411,4.987079801943129E-4,
10237,561104,31571,5.872971359819258E-4,
10238,561105,4364,0.005762397533478923,
10239,561106,6744,0.0029618173025867506,
10240,561107,590,0.005145196869983619,
10241,561108,15632,0.002574786442628024,
10242,561109,565,0.1410951601988663,
10243,561200,19312,5.995733060237409E-6,
10244,561210,12125,0.041856594219697285,
10245,561220,22891,2.6332769038429335E-4,
10246,561230,15693,4.1003343808756326E-4,
10247,561240,10179,6.0004039754465646E-5,
10248,561241,2908,2.0685461955183767E-4,
10249,561242,4979,8.93157420310479E-5,
10250,561243,3498,2.821374382872808E-4,
10251,561244,13481,6.153894255045764E-5,
10252,561245,4427,2.7434263919913154E-5,
10253,561246,2084,1.1065516551049779E-6,
10254,561247,239,2.8370402454730523E-5,
10255,561248,1155,1.236499686057931E-6,
10256,561249,1627,2.266666834886684E-5,
10257,561250,12799,2.6675561804862804E-4,
10258,561260,16447,2.0508312009308344E-5,
10259,561270,13561,7.644768902847805E-5,
10260,561280,6399,7.392133538783217E-5,
10261,561290,11753,3.5064394003297247E-7,
10262,561301,1427,0.13533320310677271,
10263,561302,18571,2.3752887054064134E-4,
10264,561303,6565,2.043567338771405E-4,
10265,561304,4912,1.0590278504246536E-4,
10266,561305,5818,1.66189360366908E-4,
10267,561306,8196,2.177221719576261E-4,
10268,561307,488,0.001131435402909891,
10269,561308,16096,3.603425440216033E-4,
10270,561309,7181,0.0014660326570691033,
10271,561400,19698,1.598852088993566E-5,
10272,561410,30263,2.4970887664589256E-5,
10273,561420,12639,0.0,
10274,561430,14613,3.6846698050834197E-7,
10275,561440,7359,0.0,
10276,561450,7962,9.305174745835302E-8,
10277,561460,8058,1.3064872624207137E-6,
10278,561470,2265,1.8004787522294851E-6,
10279,561480,7901,7.525256759376197E-6,
10280,561490,23164,2.497348929743563E-5,
10281,561500,24820,2.5066742899533892E-5,
10282,561501,8431,3.32909757807253E-5,
10283,561502,2760,6.045192917453455E-5,
10284,561503,117,0.0,
10285,561504,14858,4.4660828924584267E-7,
10286,561505,2353,0.0,
10287,561506,2170,0.0,
10288,561507,1907,0.0,
10289,561508,1951,4.619226417361606E-7,
10290,561509,3167,2.902166101584321E-4,
10291,561601,5371,7.048330134997293E-4,
10292,561602,27914,7.621037366606959E-7,
10293,561603,13721,5.379526505976805E-6,
10294,561604,2626,0.0,
10295,561605,472,0.0,
10296,561606,3086,0.0,
10297,561607,22489,0.0,
10298,561608,3192,0.0,
10299,561609,15655,5.003192630274518E-6,
10300,561700,38642,7.285955863860402E-6,
10301,561701,7842,2.33422236609002E-4,
10302,561702,3186,8.279620024391215E-5,
10303,561703,80,4.919283205713258E-5,
10304,561704,2508,1.468176603721965E-5,
10305,561705,66,3.6129002064692248E-6,
10306,561706,1465,7.257104224295736E-7,
10307,561707,493,9.9680485494025E-6,
10308,561708,8616,0.0,
10309,561709,1979,7.20428335487866E-5,
10310,561801,7188,3.93549830193575E-4,
10311,561802,7032,0.0,
10312,561803,2658,0.0,
10313,561804,8748,0.0,
10314,561805,2009,0.0,
10315,561806,7759,1.5020140152180595E-5,
10316,561807,17081,8.296918316803525E-6,
10317,561808,10469,3.4272362231576915E-6,
10318,561809,35963,6.073342384478626E-7,
10319,561900,344,7.163934757512654E-4,
10320,561910,10380,0.0,
10321,561920,9517,3.4808077917764663E-7,
10322,561930,2141,0.0,
10323,561941,24476,2.150574778150986E-6,
10324,561942,5481,1.6839569077135502E-6,
10325,561943,1935,2.9269781944739293E-6,
10326,561944,4180,6.172887600107138E-7,
10327,561945,5842,1.7340215630775082E-6,
10328,561946,10221,1.3282927352107406E-7,
10329,561947,1959,7.074001983210148E-6,
10330,561948,1876,8.586827599918684E-6,
10331,561949,4466,4.852570719102477E-5,
10332,561950,24463,2.6367767005671923E-4,
10333,561960,10836,0.0,
10334,561970,11177,4.4390456239117975E-4,
10335,561981,4531,2.2847095454677453E-6,
10336,561982,9561,7.912438358227155E-7,
10337,561983,2518,0.0,
10338,561984,8788,2.958339218786293E-6,
10339,561985,7739,9.628035835949298E-6,
10340,561986,9040,3.4149630910463695E-6,
10341,561987,7762,9.787212710648745E-7,
10342,561988,6263,0.0,
10343,561989,10729,0.0,
10344,561990,23553,5.487901036515013E-5,
10345,562000,0,0.0,
10346,562100,28476,1.6916390642425307E-4,
10347,562201,6609,1.543808305780947E-5,
10348,562202,6436,6.102287424024291E-6,
10349,562203,17059,9.311057003883311E-6,
10350,562204,5985,7.626335050571807E-7,
10351,562205,2684,2.902967307312728E-6,
10352,562206,20977,2.770832361174193E-6,
10353,562207,3089,1.7662353642188536E-5,
10354,562208,27763,3.387411130689672E-7,
10355,562209,26705,2.6700638316997892E-6,
10356,562310,5993,1.1078654516332297E-4,
10357,562320,12269,2.4082035401036723E-7,
10358,562331,12757,2.8068635524422725E-4,
10359,562332,6724,0.0,
10360,562333,232,0.0,
10361,562334,7332,0.0,
10362,562335,15234,6.848273234977287E-7,
10363,562336,3968,0.0,
10364,562337,11979,1.7726866902138226E-5,
10365,562338,10226,5.291218574544308E-5,
10366,562339,884,2.4858038492870392E-5,
10367,562340,18998,1.6171773178411257E-5,
10368,562350,18812,1.1896953914489982E-7,
10369,562360,17289,1.2307681775486494E-5,
10370,562370,14578,2.5047607501480256E-5,
10371,562381,2396,3.789137904310786E-4,
10372,562382,4970,1.3012712309390904E-4,
10373,562383,7763,1.524886342462363E-4,
10374,562384,8493,2.6981624483515126E-4,
10375,562385,2497,2.7252975215208358E-5,
10376,562386,10864,2.2478854814360415E-4,
10377,562387,10994,3.388716924462249E-6,
10378,562388,5918,2.0750499271288257E-6,
10379,562389,10307,1.1413732570026013E-6,
10380,562390,19289,4.656212935093887E-5,
10381,562410,1280,1.7072543945066393E-5,
10382,562420,19458,1.061365455005397E-5,
10383,562430,23004,2.1988041864201725E-5,
10384,562440,9751,0.0,
10385,562450,13264,8.874917554146347E-6,
10386,562460,13149,5.408322879238463E-6,
10387,562470,19419,2.0319951457636327E-6,
10388,562480,8435,0.0,
10389,562490,15373,0.0,
10390,562500,9274,1.4808668468476108E-5,
10391,562510,22982,1.8228721586968738E-5,
10392,562521,1287,3.909157813390154E-7,
10393,562522,2946,2.2603511849339087E-5,
10394,562523,17012,9.867025088282997E-6,
10395,562524,5803,1.2337678325136721E-5,
10396,562525,891,2.054605092251448E-5,
10397,562526,8282,3.643199660942451E-5,
10398,562527,2053,2.949037065517386E-5,
10399,562528,15434,1.4146920763000323E-5,
10400,562529,11863,4.3330806192951304E-4,
10401,562531,3599,7.357524558746712E-6,
10402,562532,2850,8.843478207547944E-5,
10403,562533,5047,0.008510699127956179,
10404,562534,8648,1.6836627875652219E-4,
10405,562535,1186,1.274281452867925E-6,
10406,562536,8879,8.24194589704949E-6,
10407,562537,964,0.0,
10408,562538,2978,6.568502788847694E-6,
10409,562539,2028,1.2903480506731243E-5,
10410,562540,13420,1.7921042743474548E-5,
10411,562550,1092,0.0,
10412,562560,9168,8.515503268529721E-5,
10413,562571,58,0.0,
10414,562572,2709,1.6611791671476595E-5,
10415,562573,9581,1.4762446156927573E-7,
10416,562574,2943,4.594728575044091E-6,
10417,562575,1659,3.822022875266902E-6,
10418,562576,8920,1.0636432898505423E-6,
10419,562577,1856,2.8515706923271515E-5,
10420,562578,9134,9.560483115891581E-6,
10421,562579,1615,1.2125305636136654E-4,
10422,562580,12454,4.940955336508076E-6,
10423,562590,3092,1.0189220702349418E-4,
10424,562591,18044,4.031203924564761E-5,
10425,562592,3127,1.019503492444242E-5,
10426,562593,777,1.3017492577985081E-5,
10427,562594,2734,9.007510347787356E-6,
10428,562595,240,0.0,
10429,562596,1322,0.0,
10430,562597,1424,2.161549779756335E-6,
10431,562598,4324,1.5487905895416017E-6,
10432,562599,1725,3.5643469896979395E-6,
10433,562601,9943,1.9682616992440797E-5,
10434,562602,15808,1.6493456914050875E-5,
10435,562603,40,3.574332885998766E-4,
10436,562604,15109,1.8669727496198933E-5,
10437,562605,12007,1.9996445621950605E-5,
10438,562606,8648,1.9057016047827712E-6,
10439,562607,12499,1.779432284979314E-5,
10440,562608,7636,1.2231155806995337E-5,
10441,562609,11709,1.037846829606747E-5,
10442,562710,7065,5.418554330293955E-6,
10443,562720,18573,6.113633218190578E-6,
10444,562730,6974,8.935953013120292E-6,
10445,562740,21851,9.75659607153468E-6,
10446,562750,1308,2.7147767051935293E-4,
10447,562751,2501,1.554200072296187E-7,
10448,562752,4557,0.0,
10449,562753,2213,0.0,
10450,562754,6605,0.0,
10451,562755,2209,0.0,
10452,562756,10162,0.0,
10453,562757,2917,0.0,
10454,562758,4809,3.874129137746623E-6,
10455,562759,18404,6.2320484683107246E-6,
10456,562760,774,0.0,
10457,562761,567,3.1285737601757724E-5,
10458,562762,34321,2.629897704122064E-4,
10459,562763,4504,2.182947354291736E-5,
10460,562764,3335,0.0,
10461,562765,16,0.0,
10462,562766,743,0.0,
10463,562767,3512,0.0,
10464,562768,3229,0.0,
10465,562769,3090,0.0,
10466,562770,5556,4.611443032008536E-5,
10467,562781,474,6.577311910927343E-6,
10468,562782,8990,1.4117628601992945E-5,
10469,562783,1440,3.5325682786876224E-5,
10470,562784,3106,1.7923038386765437E-5,
10471,562785,2071,3.217852991691108E-5,
10472,562786,2918,8.14608246139776E-6,
10473,562787,1996,3.390653532531129E-6,
10474,562788,7605,1.7760856789347135E-5,
10475,562789,11722,2.0037171487886983E-4,
10476,562790,7975,1.122873909667093E-5,
10477,562810,2192,4.041506927269454E-5,
10478,562820,12768,3.822198487044186E-6,
10479,562830,40,0.0,
10480,562841,142,3.806746194923387E-5,
10481,562842,4091,2.673793651162042E-5,
10482,562843,2909,2.8150831896074686E-6,
10483,562844,9470,6.0013495133051214E-5,
10484,562845,457,1.1004040261083074E-5,
10485,562846,1245,1.2970697905432343E-5,
10486,562847,1643,0.0,
10487,562848,28812,2.2671303373310106E-5,
10488,562849,9905,7.291391653188421E-5,
10489,562850,3370,7.67855880589952E-8,
10490,562860,15722,9.86276573480929E-7,
10491,562870,4764,6.84225313559163E-8,
10492,562880,10817,1.0794942675017112E-6,
10493,562890,25622,3.5246422857146475E-5,
10494,562910,54,2.1715399122993607E-6,
10495,562921,6073,2.2760575424534257E-5,
10496,562922,4782,7.156917643546489E-6,
10497,562923,14819,9.273696181689245E-6,
10498,562924,6032,0.0,
10499,562925,266,1.6955064330942803E-6,
10500,562926,5308,1.421415672501933E-8,
10501,562927,3828,1.7537638510856229E-6,
10502,562928,12226,2.9430697705331976E-6,
10503,562929,7415,1.2463481927358E-6,
10504,562930,5765,3.642214519527675E-5,
10505,562941,2334,3.824588857790104E-5,
10506,562942,17414,3.117440143480264E-7,
10507,562943,145,1.582418198370675E-4,
10508,562944,3472,2.7398412806833627E-6,
10509,562945,549,1.2021797579573326E-4,
10510,562946,4760,9.66003602449642E-5,
10511,562947,10926,3.112999041746327E-6,
10512,562948,3808,0.0,
10513,562949,6384,3.426241704250265E-6,
10514,562950,2603,4.7192656357544336E-5,
10515,562960,31057,1.2437150192956938E-4,
10516,562970,9720,5.1208256085290446E-5,
10517,562981,4705,8.763322906656784E-6,
10518,562982,15488,2.5316921709076297E-5,
10519,562983,1747,4.5793065956081505E-5,
10520,562984,9891,2.6086479458490584E-5,
10521,562985,4074,2.202904789359605E-4,
10522,562986,14720,9.785998080553369E-5,
10523,562987,3283,1.753980154447968E-4,
10524,562988,12791,7.963123303487487E-5,
10525,562989,10620,1.786871015980519E-4,
10526,562991,15489,2.2446732263510866E-5,
10527,562992,12126,2.338145551590235E-6,
10528,562993,2545,8.339540726633436E-5,
10529,562994,14358,1.8628838812130464E-5,
10530,562995,49148,1.1348384439218997E-4,
10531,562996,11218,4.341570557521081E-5,
10532,562997,360,8.867204355644274E-6,
10533,562998,16164,3.683467262164336E-5,
10534,562999,12288,7.085023185187456E-4,
10535,563000,0,0.0,
10536,563100,32917,0.005396974007587106,
10537,563210,5783,5.679346134367271E-4,
10538,563220,11762,2.5922326085635496E-4,
10539,563230,2112,1.3662158784368741E-5,
10540,563241,2304,1.3060426812287285E-4,
10541,563242,25380,2.504528617282028E-5,
10542,563243,6433,9.988271474267979E-5,
10543,563244,14211,6.260959422021249E-5,
10544,563245,452,1.0109039990209405E-4,
10545,563246,10229,5.805182492467599E-5,
10546,563247,20201,1.3979738169604085E-5,
10547,563248,7260,1.374886760059946E-5,
10548,563249,6844,1.8253230013187973E-5,
10549,563250,9852,4.883189914666984E-4,
10550,563260,4270,3.089370106615508E-5,
10551,563270,14550,2.0518337115495308E-5,
10552,563280,8047,5.021447750754734E-6,
10553,563290,13093,6.559872384946343E-5,
10554,563300,28551,0.0021807340547612213,
10555,563410,11986,0.0036615459165908974,
10556,563421,2717,2.3369918602006003E-4,
10557,563422,9755,4.477326668719239E-4,
10558,563423,3924,5.598636913818891E-4,
10559,563424,11192,6.0384532141175136E-5,
10560,563425,10285,1.6216008382613771E-4,
10561,563426,6656,8.712552151026877E-7,
10562,563427,267,2.2590731745774774E-4,
10563,563428,6282,1.333489696480101E-4,
10564,563429,14277,2.131502361811837E-5,
10565,563430,6629,1.360292691414446E-4,
10566,563440,28488,2.736904470210137E-4,
10567,563450,9592,3.2830201984580245E-4,
10568,563460,22176,6.72207772204833E-5,
10569,563470,3075,2.1578836903497187E-4,
10570,563480,10924,3.7149194955065924E-4,
10571,563490,21435,2.3676675037077305E-4,
10572,563500,18685,0.0016444449995669504,
10573,563601,4993,0.005024077643599809,
10574,563602,7653,0.0013562794004913174,
10575,563603,2359,7.68368218934478E-4,
10576,563604,7418,7.668632680902128E-4,
10577,563605,5,5.555018082385424E-4,
10578,563606,11051,1.7140216714745104E-4,
10579,563607,272,1.6924122108281735E-4,
10580,563608,2314,8.728232903877909E-5,
10581,563609,6871,5.7811716096928736E-5,
10582,563701,4879,0.006204596126493239,
10583,563702,11604,0.004558621256444982,
10584,563703,9213,0.03436494863937708,
10585,563704,17904,0.028159616873184176,
10586,563705,466,0.21302622457981588,
10587,563706,5071,0.026009517316115796,
10588,563707,4836,0.05074252033480765,
10589,563708,9141,0.006810521767576071,
10590,563709,301,0.006264630698481687,
10591,563800,29648,0.0012847168403569103,
10592,563900,26767,4.097731185801303E-4,
10593,563911,4849,0.007779354995479887,
10594,563912,15391,0.0021310749275544574,
10595,563913,190,0.0016295617624340068,
10596,563914,4974,0.004243421367601128,
10597,563915,1170,0.011121968913603368,
10598,563916,11050,0.002285202614332146,
10599,563917,3461,0.004087622201591041,
10600,563918,1995,0.001553238058900787,
10601,563919,646,0.02573508051716956,
10602,563920,29368,0.005341173555323088,
10603,563930,2808,0.0948833881264839,
10604,563940,29430,0.01660073796959305,
10605,563950,40798,0.05004081564168974,
10606,563960,21972,6.449929421092053E-4,
10607,563971,14611,0.0011656734349759922,
10608,563972,16016,0.004927482103846577,
10609,563973,16902,0.049488703280666894,
10610,563974,8033,0.1428571267340973,
10611,563975,5042,0.05028188411738472,
10612,563976,12993,0.009763892045587887,
10613,563977,6027,0.002058804882292211,
10614,563978,13019,0.0029469453602879005,
10615,563979,7723,0.0031811533666245314,
10616,563980,19431,7.451840356503592E-4,
10617,563990,26755,0.0012962090545034807,
10618,564001,78844,8.188272599056977E-6,
10619,564002,10559,5.251187537048999E-7,
10620,564100,50455,2.8715190404515046E-5,
10621,564101,22449,8.579746181007426E-4,
10622,564102,2235,2.6202642497505347E-4,
10623,564103,117,2.0575416717381558E-4,
10624,564104,9863,7.356404208169467E-5,
10625,564105,22805,8.939523729666061E-4,
10626,564106,1472,3.0005170708900667E-5,
10627,564107,1693,4.5371433365802855E-5,
10628,564108,27042,4.875501988452677E-4,
10629,564109,164,9.574309658166287E-4,
10630,564200,5631,0.0016846987474622294,
10631,564201,13995,0.0012943072151180854,
10632,564202,2479,4.0643129826466493E-4,
10633,564203,8041,2.3481029815895598E-4,
10634,564204,9091,2.314062415824471E-5,
10635,564205,10090,4.535733246571284E-4,
10636,564206,3714,1.354911051659289E-4,
10637,564207,4436,5.306691342191249E-4,
10638,564208,12969,2.648938616642531E-4,
10639,564209,4512,5.791191494595531E-5,
10640,564210,7202,0.005113533493085218,
