system:index,PfafIDrunoff_month_M01,countrunoff_month_M01,meanrunoff_month_M01,.geo
114,114224,77580,0.0036265069945305315,
115,114225,2250,0.0023754461762497993,
116,114226,17050,7.549702994105483E-4,
117,114227,24212,0.005430822991024161,
118,114228,5771,0.005576832936820886,
119,114229,9213,0.008072184388551437,
120,114230,2510,2.2670891548620317E-4,
121,114240,9987,6.407251623904483E-4,
122,114250,4469,9.055633616683108E-4,
123,114260,6798,0.0017010405594239458,
124,114270,14977,0.0020110879843018748,
125,114281,1050,0.0016655078802907397,
126,114282,6319,0.004679894547109682,
127,114283,60,0.004209837961927413,
128,114284,14492,0.005168946362088197,
129,114285,1297,0.0018016681456352668,
130,114286,6726,0.004213322693187948,
131,114287,4228,0.003100698651175485,
132,114288,2619,0.0048486874146959034,
133,114289,5390,0.004263748724704967,
134,114290,26586,0.012528045501557587,
135,114300,722,-0.031071965002648014,
136,114410,3376,0.001870687700514064,
137,114411,11647,0.0016777981335924618,
138,114412,3525,0.005789296280634942,
139,114413,15127,9.06832682751897E-4,
140,114414,3267,0.0012309197456193363,
141,114415,1,-5.289760301820934E-4,
142,114416,4264,9.439394291696252E-4,
143,114417,542,5.557288833400449E-4,
144,114418,12522,0.001889419493098518,
145,114419,3385,0.0013690731805890148,
146,114420,17640,0.0014719903942104198,
147,114430,12313,5.68265047867025E-4,
148,114441,1660,3.31987781420056E-4,
149,114442,3796,1.2478235147660003E-4,
150,114443,23070,0.003788343073414427,
151,114444,3586,0.010485417042446675,
152,114445,6066,0.00529906061551059,
153,114446,8489,0.00516658141762727,
154,114447,2883,0.007721936617097584,
155,114448,12265,0.004839461478407994,
156,114449,8665,0.0076441695408081345,
157,114450,473,0.0013505285042886754,
158,114460,29132,0.004941442304411827,
159,114470,26976,0.005567841549757382,
160,114480,17674,0.008670401294170422,
161,114490,22455,0.009349007197720633,
162,114500,27871,0.0010830297758369434,
163,114601,5823,0.0011207485517297816,
164,114602,10662,9.393694642305946E-5,
165,114603,506,6.887060265099482E-4,
166,114604,6933,3.6324260557098285E-4,
167,114605,4090,2.308492130860229E-4,
168,114606,5583,8.339549167169154E-4,
169,114607,21267,0.0014508894842325554,
170,114608,3869,0.002340597757437561,
171,114609,2978,0.001954478283876875,
172,114701,4745,-0.01724089551985545,
173,114702,5013,-4.2314571421911944E-4,
174,114703,5019,-0.0074211387066774005,
175,114704,8359,0.001011849790817755,
176,114705,9685,0.001149206986402544,
177,114706,1442,0.002676003128775098,
178,114707,446,0.001996258769462033,
179,114708,1479,0.001191377857511129,
180,114709,13,0.0016449506522508014,
181,114801,5712,0.0010754504335339715,
182,114802,3134,6.720936631251727E-4,
183,114803,856,8.200754677244839E-4,
184,114804,3306,0.0019860487800079265,
185,114805,5341,0.0014305623618707528,
186,114806,4465,4.976673239459059E-4,
187,114807,8853,0.0011205818949514188,
188,114808,9325,7.660421852754647E-4,
189,114809,12520,0.0011277863482385903,
190,114910,24602,6.284452121658358E-4,
191,114920,13186,0.0015752718156431954,
192,114931,367,6.246677874712697E-4,
193,114932,6668,3.705606268577235E-4,
194,114933,3381,4.086872386779885E-4,
195,114934,4835,0.0017266472946264962,
196,114935,10129,0.003996547947383184,
197,114936,1413,0.01277502484279839,
198,114937,2005,0.012152101515222967,
199,114938,7122,0.01193692262242794,
200,114939,3723,0.004675559977261248,
201,114940,17917,0.0016708550909857035,
202,114950,8839,0.004559239393466174,
203,114960,17499,0.001008284566035544,
204,114970,3830,0.003732226791773449,
205,114980,12419,0.00320136814081472,
206,114990,32085,0.007367294371137161,
207,115101,70982,0.029959365570094616,
208,115102,2813,0.020301550192716913,
209,115103,1057,0.03746139650751947,
210,115201,4944,0.031683832484364224,
211,115202,7332,0.0308256672989295,
212,115203,9279,0.023622926227248188,
213,115204,4711,0.016248002683806866,
214,115205,18925,0.02034383429309668,
215,115206,1020,0.03280241558041585,
216,115207,6669,0.023150791289064828,
217,115208,4606,0.015138140658010548,
218,115209,6567,0.014775157246003805,
219,115300,31550,0.011051743758096111,
220,115410,59,0.0023635974617601304,
221,115421,2746,0.005710895480044758,
222,115422,5910,0.007728114285987146,
223,115423,190,0.003522249800829761,
224,115424,27002,0.00392777570420249,
225,115425,317,0.003751190245246426,
226,115426,4129,0.004615346208856026,
227,115427,2339,0.0026515915245161107,
228,115428,1980,0.005981187773587522,
229,115429,11579,0.011257973446579085,
230,115430,18309,0.0030924238921585774,
231,115440,14238,0.0053196383889994436,
232,115451,34,0.0018045180044758856,
233,115452,3041,0.008090139265609251,
234,115453,6141,0.00986424114828,
235,115454,5229,0.013683622675313197,
236,115455,8528,0.01615102285052533,
237,115456,4944,0.03408291359487709,
238,115457,740,0.020334314389276638,
239,115458,4129,0.028853639478174226,
240,115459,17083,0.02025199340390792,
241,115460,8270,0.037667129563758825,
242,115470,9268,0.02357931586877191,
243,115480,12405,0.028278680813655945,
244,115490,6089,0.01987235929365569,
245,115501,6,0.0022471549309884013,
246,115502,8893,7.325873654416419E-4,
247,115503,750,0.002477127689958779,
248,115504,2436,0.001481991667603121,
249,115505,2096,0.0014378366595778078,
250,115506,7486,0.001362711753538739,
251,115507,574,0.0026305844652135327,
252,115508,7481,0.0024191971868176717,
253,115509,7552,0.0010500634806239288,
254,115601,269,0.003570282439608825,
255,115602,21806,0.009599702042722024,
256,115603,1991,0.01226707311621742,
257,115604,2276,0.013365676380221998,
258,115605,19149,0.012167849639073637,
259,115606,1710,0.00902295299499099,
260,115607,4877,0.009034729871117931,
261,115608,12255,0.00884779591037913,
262,115711,18,0.0032172902095149764,
263,115712,7528,0.0032260826920299654,
264,115713,7,0.00753135047852993,
265,115714,25076,0.0053502105070111486,
266,115715,13882,0.0014688083236062857,
267,115716,6926,0.004546199551757664,
268,115717,32235,0.004988194760657745,
269,115718,4428,0.0021472245729538307,
270,115719,27564,0.005708667197152056,
271,115720,175,0.004978030287699813,
272,115730,15209,0.0043556203854870044,
273,115740,4470,0.00213909698552215,
274,115750,4443,0.0019974174329482923,
275,115801,15355,0.0029357412445704884,
276,115802,8564,0.008037132518738345,
277,115803,22718,0.011824710282188984,
278,115804,1554,0.007915844535366826,
279,115805,2794,0.002357674362897249,
280,115806,5497,0.0014639828454835796,
281,115807,2697,5.205758246648864E-4,
282,115808,8272,5.224478807410438E-4,
283,115809,7022,0.008557290011443706,
284,115900,20078,0.0014014421387715662,
285,116001,3505,0.054865605942143895,
286,116002,38883,0.05058523179461405,
287,116003,3319,0.047602297657504324,
288,116004,21261,0.07212710431931907,
289,116005,3515,0.06357711549033974,
290,116006,4365,0.0384125806993314,
291,116007,6990,0.05415943260612664,
292,116008,3767,0.07661458818878945,
293,116009,7790,0.05069041481449333,
294,117000,10611,0.08940201766350984,
295,117100,198,8.662661289837615E-4,
296,117101,178,9.289058234741677E-4,
297,117102,12543,0.0031729696287062592,
298,117103,92,0.0023317779177449162,
299,117104,13065,0.00230052504691542,
300,117105,8805,0.007250901626578893,
301,117106,6687,0.007550852698615317,
302,117107,428,0.005954373226504126,
303,117108,11426,0.0053644734770930715,
304,117109,3646,0.00825542188637996,
305,117201,2410,0.004938974051532085,
306,117202,9093,0.004355035825762284,
307,117203,5632,0.002419210105517583,
308,117204,15089,0.010634389713714854,
309,117205,7273,0.00241015064832421,
310,117206,15598,0.013749773598930242,
311,117207,2233,0.0040163484028163795,
312,117208,6528,0.008030584730485632,
313,117209,47115,0.012690253122518518,
314,117300,2825,0.01935746376908044,
315,117310,1640,0.002487562159875015,
316,117320,9733,0.023658753652291017,
317,117321,35,0.0016317923915550126,
318,117322,3445,0.003588474130958724,
319,117323,4536,0.003758572162804571,
320,117324,8445,0.025275525443772193,
321,117325,4901,0.020451840828681993,
322,117326,10718,0.012955995521331039,
323,117327,860,0.017194160458795023,
324,117328,3379,0.01491469664770879,
325,117329,8495,0.020492272183870053,
326,117331,903,0.002893068383542073,
327,117332,8998,0.004596332340386389,
328,117333,1538,0.007320443571564341,
329,117334,4584,0.003900080986809004,
330,117335,130,0.007481895153590558,
331,117336,5124,0.007160877636626681,
332,117337,3678,0.007216668115870532,
333,117338,7822,0.01313339047118416,
334,117339,4284,0.01072367585005023,
335,117340,3629,0.017969803446155896,
336,117341,3562,0.01818446536804366,
337,117342,1453,0.019195386302893875,
338,117343,225,0.0076160618286504975,
339,117344,24075,0.022342543596972377,
340,117345,1996,0.01991731156784264,
341,117346,2560,0.017081007588726098,
342,117347,7977,0.014583160669794907,
343,117348,6817,0.0203313838014329,
344,117349,7746,0.024864269296735415,
345,117350,9019,0.010026046832251192,
346,117360,1417,0.025843704848573013,
347,117361,8239,0.011645243038644996,
348,117362,4616,0.011520640906950834,
349,117363,1954,0.020765222474391613,
350,117364,3249,0.018865852076249613,
351,117365,5139,0.02841252717607708,
352,117366,3863,0.02954782726102775,
353,117367,10234,0.026497365805403784,
354,117368,3636,0.03724254555865073,
355,117369,8350,0.029665014114163463,
356,117370,230,0.005949235969890767,
357,117380,20652,0.027849669336367247,
358,117390,8799,0.015324791804809048,
359,117400,31535,0.032789001548998824,
360,117410,6659,0.02935888160267665,
361,117420,9684,0.039799564385859985,
362,117430,6244,0.03473975877632009,
363,117441,7455,0.03758809185523128,
364,117442,30064,0.06832991515021429,
365,117443,1483,0.046534812696197636,
366,117444,4685,0.05138151610179427,
367,117445,6049,0.0458632549903559,
368,117446,6873,0.06590947334288665,
369,117447,7098,0.08132077748663795,
370,117448,11424,0.053193161841672956,
371,117449,10133,0.04761429770289191,
372,117450,23656,0.0366995550576719,
373,117460,32393,0.025897116092925426,
374,117470,3648,0.03475932192789145,
375,117480,6353,0.046808947519572056,
376,117490,34383,0.05538787327216338,
377,117501,3774,0.02853496110930966,
378,117502,19773,0.03706378696920533,
379,117503,70,0.031321120183324336,
380,117504,4880,0.04032978286670435,
381,117505,1784,0.027101290292488634,
382,117506,20274,0.030528718323642567,
383,117507,1699,0.011999413705453552,
384,117508,7144,0.03471663167178089,
385,117509,6567,0.033050436196209745,
386,117610,21194,0.0376205391614395,
387,117621,20963,0.04512650764250756,
388,117622,7510,0.07341076847105428,
389,117623,6148,0.07198924994042986,
390,117624,5529,0.07766446717477468,
391,117625,3107,0.101843781595942,
392,117626,5092,0.10330408063832018,
393,117627,2338,0.08300980545877887,
394,117628,4803,0.08208699955373672,
395,117629,17441,0.04435287966964066,
396,117630,7944,0.023219005431657114,
397,117640,12237,0.0494808597467365,
398,117650,27139,0.06544244649386156,
399,117660,11080,0.11889797351678658,
400,117670,16159,0.08679993712234062,
401,117680,7373,0.08750158280511389,
402,117690,8974,0.10670565985032879,
403,117701,3998,0.032834390611300626,
404,117702,3062,0.015229291060737744,
405,117703,3054,0.02082332179433726,
406,117704,29466,0.046013078009171655,
407,117705,3461,0.06650201423502733,
408,117706,12305,0.0511115162156826,
409,117707,4800,0.06411868141820445,
410,117708,6577,0.04696158239615338,
411,117709,0,0.0,
412,117801,19371,0.05700733552491153,
413,117802,8138,0.048281913451674624,
414,117803,4481,0.03435044891257158,
415,117804,4823,0.04172800300476626,
416,117805,9139,0.042331550941428944,
417,117806,4243,0.03140491470630685,
418,117807,14182,0.0368313847590002,
419,117808,4009,0.047559802256337665,
420,117809,5404,0.05453987968156861,
421,117911,4123,0.07497810326309443,
422,117912,11369,0.07805027842400944,
423,117913,4644,0.047497235798392434,
424,117914,9745,0.0909176846764734,
425,117915,2836,0.020162059209723505,
426,117916,4514,0.08173523160698837,
427,117917,870,0.051076828377323684,
428,117918,3489,0.07223693001377321,
429,117919,3275,0.048691852171974075,
430,117920,12385,0.0629531896801792,
431,117930,3720,0.06667875757381642,
432,117940,17975,0.08020586184533471,
433,117950,34741,0.059804669289973474,
434,117960,27987,0.08549914785027563,
435,117970,4677,0.0599953104130626,
436,117980,23322,0.0645700689542784,
437,117990,470,0.09865047920092551,
438,121000,5165,0.07609854006691971,
439,122100,13683,0.07259431964726815,
440,122211,6406,0.06410134293168925,
441,122212,1855,0.09548290554439307,
442,122213,3138,0.07869361115733446,
443,122214,5851,0.08308287365041603,
444,122215,3894,0.07337493324734376,
445,122216,2115,0.06862064134210398,
446,122217,20739,0.07884064230673386,
447,122218,7387,0.07954134665572091,
448,122219,381,0.11550685693104598,
449,122220,10173,0.08326438933394359,
450,122230,15251,0.09747076687879117,
451,122240,13981,0.059353041746739055,
452,122250,4175,0.11578706287087655,
453,122260,9898,0.06043869290904234,
454,122270,25323,0.09100610293322463,
455,122281,58,0.09613026820345999,
456,122282,18679,0.08269787351840135,
457,122283,8866,0.08172932908671872,
458,122284,3054,0.08071683488992305,
459,122285,1410,0.08067521178261583,
460,122286,2459,0.08273979614930842,
461,122287,2283,0.0696685404995348,
462,122288,5474,0.09313535140964001,
463,122289,4972,0.07912680599517162,
464,122290,14591,0.04643349213470054,
465,122310,31891,0.04761912198188095,
466,122321,1222,0.049452492202802054,
467,122322,23462,0.0830093262383805,
468,122323,1012,0.05956765350274966,
469,122324,26869,0.05973861932466579,
470,122325,566,0.05676823912117171,
471,122326,979,0.04923884524461698,
472,122327,743,0.049646920476661985,
473,122328,2014,0.05526478334699105,
474,122329,9878,0.05735765517164929,
475,122330,1421,0.06159164704628569,
476,122340,19786,0.04977999690340687,
477,122350,11368,0.06637063685366865,
478,122360,35190,0.06316798915067245,
479,122371,6512,0.07103068146288395,
480,122372,2747,0.05115031474649997,
481,122373,5796,0.06958045001734765,
482,122374,6294,0.08589822043538879,
483,122375,2608,0.08780472805716244,
484,122376,11494,0.06560906981339532,
485,122377,3260,0.07744181229235264,
486,122378,2622,0.06265923778540262,
487,122379,170,0.08839907469023235,
488,122380,30585,0.057239444371681984,
489,122390,928,0.04069525056071751,
490,122410,9362,0.04062840028241613,
491,122421,1196,0.05890215813247599,
492,122422,18009,0.0754019674297051,
493,122423,7491,0.026049351968019465,
494,122424,10799,0.030727094215293783,
495,122425,914,0.01871413029203746,
496,122426,4254,0.05851779216295516,
497,122427,5533,0.05578418350768838,
498,122428,2222,0.026861423368421112,
499,122429,3051,0.08473991693558473,
500,122430,27772,0.046958289991305274,
501,122440,12555,0.02393931754080348,
502,122450,18864,0.03437130617688999,
503,122460,7469,0.0845719512219258,
504,122470,3244,0.030967590386139724,
505,122480,5516,0.03471435068201282,
506,122491,6706,0.030305279989897394,
507,122492,3053,0.07846658067518494,
508,122493,1532,0.04105318902571977,
509,122494,2788,0.02779860736917391,
510,122495,5977,0.023996534360981325,
511,122496,5303,0.023945451473763125,
512,122497,1273,0.02621323950002628,
513,122498,3034,0.04151160254920303,
514,122499,10962,0.035530265793964205,
515,122500,23063,0.03449600642087526,
516,122611,9237,0.061053894843230434,
517,122612,5371,0.037224721952691685,
518,122613,192,0.08280435625262172,
519,122614,4748,0.04962170875766945,
520,122615,4622,0.042482148829173484,
521,122616,10095,0.02543654429508698,
522,122617,15119,0.02522321621743635,
523,122618,8593,0.01722140871668354,
524,122619,19409,0.01116791499657629,
525,122620,12619,0.04490933368448396,
526,122630,2524,0.01225529936792869,
527,122640,29501,0.1004627491365333,
528,122650,5639,0.011788112680742455,
529,122660,16242,0.04090659842550515,
530,122670,3328,0.050568008566011895,
531,122680,11281,0.11069072674788444,
532,122690,29803,0.09550960289999359,
533,122710,5407,0.04379633470260296,
534,122722,5618,0.05136350531386542,
535,122723,11478,0.048283857509192375,
536,122724,14659,0.03581199590757767,
537,122725,8871,0.03304443526681851,
538,122726,3932,0.015254829365313674,
539,122727,1890,0.021228548616943756,
540,122728,7726,0.023772760607205935,
541,122729,8395,0.024891470563432966,
542,122730,4711,0.03785373794784574,
543,122740,8391,0.04140888795846748,
544,122750,4912,0.03937190594713865,
545,122760,12525,0.026675646642048478,
546,122770,24193,0.03968318691083035,
547,122781,503,0.024283669594740636,
548,122782,2807,0.01929124575471614,
549,122783,2653,0.019224618208943545,
550,122784,25385,0.005352524713089033,
551,122785,1998,0.008638313168171763,
552,122786,1849,0.005186639511280455,
553,122787,5021,0.0073729484943126184,
554,122788,7791,0.020145951276047413,
555,122789,5635,0.014443290410391765,
556,122790,26804,0.015157030285797946,
557,122810,16351,0.0029123303111493375,
558,122820,26020,0.0010118571781551845,
559,122830,15823,0.001169996967086895,
560,122841,427,0.0011371920900929966,
561,122842,3197,3.265042518101931E-4,
562,122843,2941,1.2148345535976894E-4,
563,122844,5885,3.615354348966422E-4,
564,122845,151,3.623491119022056E-4,
565,122846,18775,0.0012639005757082529,
566,122847,2010,0.002199207391667743,
567,122848,6351,0.006208702422976872,
568,122849,6829,0.006703345678728097,
569,122851,10,0.0014841698575764894,
570,122852,5277,0.004392969804179995,
571,122853,162,0.0018348036651036693,
572,122854,5104,0.002474610365302058,
573,122855,11928,0.006234094177259939,
574,122856,6580,0.01249351294920132,
575,122857,2106,0.008713333873015568,
576,122858,6842,0.00479700152006754,
577,122859,830,0.01056130366395238,
578,122860,9486,0.0015113733385414337,
579,122870,11735,0.007032086114997753,
580,122880,12156,0.005886201913493418,
581,122890,11676,0.010771060711060081,
582,122911,7164,0.004629065718472792,
583,122912,18732,0.006366565993956866,
584,122913,17705,0.0022718286709895036,
585,122914,9276,0.0036900829002180636,
586,122915,11505,0.0031174981083515875,
587,122916,10313,0.012195054229083591,
588,122917,400,0.004671204893640624,
589,122918,13061,0.00889290129002939,
590,122919,11179,0.01007830029029675,
591,122921,609,0.011955367794736015,
592,122922,9754,0.00874089721996976,
593,122923,614,0.011135277905569925,
594,122924,15537,0.008954474266992996,
595,122925,2123,0.011198368602602754,
596,122926,5763,0.007107909475008048,
597,122927,501,0.01363742812695905,
598,122928,6274,0.0046167955088815315,
599,122929,9474,0.005227636876728449,
600,122930,30101,0.010456284690187804,
601,122941,75,0.050598825175139604,
602,122942,6053,0.009206084749835116,
603,122943,2293,0.011819306468376947,
604,122944,6592,0.01135898882125367,
605,122945,2501,0.01603700372622846,
606,122946,7806,0.006888677483463792,
607,122947,17374,0.009955031641984509,
608,122948,3721,0.018132439263589494,
609,122949,9816,0.017052387980433802,
610,122950,306,0.03323595067854025,
611,122961,3054,0.01705386513196917,
612,122962,3634,0.01626972055124739,
613,122963,1190,0.026885868305203696,
614,122964,25207,0.03064629641348593,
615,122965,3358,0.029758604594520875,
616,122966,6034,0.0317110384161706,
617,122967,2557,0.04304287976065639,
618,122968,27002,0.0839722531292953,
619,122969,14397,0.07111598683455592,
620,122970,33383,0.03198577028502509,
621,122981,643,0.02254162553063799,
622,122982,22493,0.03885133526470758,
623,122983,1336,0.04481842380243634,
624,122984,2966,0.04736813662633069,
625,122985,6665,0.04816476294977306,
626,122986,4664,0.08652539513680368,
627,122987,4784,0.06381433803992984,
628,122988,2411,0.0875343693602386,
629,122989,3747,0.09247921091024376,
630,122990,28675,0.029383650020520735,
631,123010,21462,0.04147791715682535,
632,123021,399,0.04728587973043989,
633,123022,5200,0.07683988477873976,
634,123023,1477,0.07383448153014197,
635,123024,11268,0.10680071453714825,
636,123025,1247,0.07615763844928784,
637,123026,4294,0.12283262631252354,
638,123027,6707,0.1482007516448179,
639,123028,4012,0.15945099940561785,
640,123029,3533,0.1831223013302019,
641,123030,1225,0.03328069517603379,
642,123040,35382,0.06838120468218446,
643,123050,20751,0.012405252011980986,
644,123061,22208,0.01746009203376967,
645,123062,53679,0.054871908092474976,
646,123063,11792,0.037229121931551104,
647,123064,10011,0.043019835521782304,
648,123065,955,0.031315629783765606,
649,123066,9836,0.040121520769061746,
650,123067,5567,0.033996388541077185,
651,123068,5624,0.028263258909762584,
652,123069,7650,0.031012596028528835,
653,123070,29970,0.008643345996525135,
654,123080,25267,0.00963219174808613,
655,123090,3861,0.008448019657994674,
656,124100,3415,0.007198725132333247,
657,124200,6405,0.0033443507839840225,
658,124201,20935,0.005791910123374305,
659,124202,8961,2.707082815733911E-4,
660,124203,10671,0.0018304915074872975,
661,124204,6190,0.0024798557865701562,
662,124205,3410,6.668896671355008E-4,
663,124206,8813,0.007742717382877842,
664,124207,4841,0.003911519167860263,
665,124208,6792,0.007202549861562521,
666,124209,4608,0.0032533311121258793,
667,124300,3108,0.018600525963139523,
668,124401,3387,0.0211981759867931,
669,124402,11632,0.01767600808896847,
670,124403,1947,0.0249551840977703,
671,124404,17489,0.03251870639125772,
672,124405,15787,0.03622473745729801,
673,124406,9181,0.026225521097476508,
674,124407,15634,0.020029777749445594,
675,124408,7792,0.0074989359708141886,
676,124409,21469,0.02519826588905783,
677,124501,7251,0.01571256116810831,
678,124502,18742,0.024395372803802842,
679,124503,9817,0.021730041389311238,
680,124504,10116,0.018977274001837383,
681,124505,8244,0.028977904754217902,
682,124506,17495,0.017480216101100374,
683,124507,1655,0.012528713746894531,
684,124508,19929,0.01681384332462658,
685,124509,3805,0.010637902961993509,
686,124600,36293,0.013597569950724074,
687,124700,3227,0.011087367527525914,
688,124800,24464,0.005523695191045613,
689,124910,814,0.006472897202062485,
690,124920,20398,0.005190925055108638,
691,124931,4528,0.0015585916839490949,
692,124932,12529,0.004850869081998412,
693,124933,6339,0.004830056595580011,
694,124934,6158,0.004437430534791039,
695,124935,455,0.012256204504423988,
696,124936,10652,0.007708673667153854,
697,124937,5088,0.004512226800039677,
698,124938,2932,0.004265300839502468,
699,124939,1244,0.0028504467928196797,
700,124940,14766,0.0027973473535528996,
701,124950,5280,0.002353039794822422,
702,124960,22318,0.005365054198161015,
703,124970,1182,2.518814541292965E-4,
704,124980,17130,0.00744282540189489,
705,124990,38051,0.019765559429391132,
706,125100,919,0.024994629685040532,
707,125201,4216,0.032891006520098846,
708,125202,5277,0.020140164045395984,
709,125203,1353,0.022383744537157718,
710,125204,4991,0.027547687311845696,
711,125205,5767,0.03675654393143884,
712,125206,9043,0.031085625220893982,
713,125207,1457,0.06124287096660586,
714,125208,13520,0.030488505570800184,
715,125209,14535,0.04218990471358703,
716,125300,13236,0.0706637696150125,
717,125401,1099,0.01733520558174507,
718,125402,946,0.02954807124262931,
719,125403,174,0.013437439277903532,
720,125404,15472,0.016867568435014246,
721,125405,1666,0.03414952598028843,
722,125406,1092,0.021020258587009684,
723,125407,2852,0.02249232074619078,
724,125408,11142,0.0356487417069582,
725,125409,5118,0.015076728238660965,
726,125510,38763,0.02214132025414958,
727,125520,38719,0.023474288268363643,
728,125531,5689,0.034933757105295477,
729,125532,5982,0.028505442932812528,
730,125533,12727,0.03692366996432301,
731,125534,9070,0.02980599906028592,
732,125535,7937,0.053300580368994085,
733,125536,26970,0.02150422251485119,
734,125537,7383,0.014587330245193573,
735,125538,8345,0.01818269869802741,
736,125539,3537,0.016364796697265017,
737,125540,28185,0.015125982781901508,
738,125550,10933,0.014728157697925537,
739,125561,4720,0.01520510389923026,
740,125562,4613,0.00953572362977499,
741,125563,2050,0.010452840447450637,
742,125564,3862,0.00556476297761299,
743,125565,4192,0.010217170060159313,
744,125566,6509,0.00789863706837667,
745,125567,5771,0.004410573007158399,
746,125568,6092,8.285132890296673E-4,
747,125569,3866,0.006530344008706137,
748,125570,7444,0.007607818578437954,
749,125580,29518,0.00402404096341626,
750,125590,3641,0.005187710452194965,
751,125601,1659,-3.4734758420828854E-4,
752,125602,5655,0.008404279942316791,
753,125603,8435,0.0015118022314966437,
754,125604,1875,0.002469446191700245,
