system:index,PfafIDDomWN_monthY2014M12,countDomWN_monthY2014M12,meanDomWN_monthY2014M12,.geo
0,111011,2536,3.640507377230999E-4,
1,111012,3921,4.242026029061873E-6,
2,111013,1194,1.2375139687761832E-5,
3,111014,5605,2.4459798125058786E-6,
4,111015,21769,1.7040641071018085E-5,
5,111016,2382,2.3216925849784685E-7,
6,111017,11168,4.063639371748223E-6,
7,111018,2509,2.1469374728505328E-7,
8,111019,8353,1.6094326832081313E-6,
9,111020,14779,7.410991351820054E-7,
10,111030,6961,7.4307079532372686E-6,
11,111041,17205,2.9770887002139744E-6,
12,111042,6643,3.2408180038267526E-6,
13,111043,349,4.078614348118614E-6,
14,111044,6597,4.131037122629369E-6,
15,111045,7591,3.118382371620852E-6,
16,111046,4623,1.0017661253223332E-6,
17,111047,903,4.0356594461749265E-6,
18,111048,4457,4.041371480107257E-6,
19,111049,4490,2.9886007792026764E-6,
20,111050,20250,4.31692292514516E-6,
21,111060,5660,2.2587231294704908E-5,
22,111070,13788,1.1296792217346584E-4,
23,111081,5223,7.088605278726199E-5,
24,111082,18754,1.7827316378272505E-5,
25,111083,6133,1.484705215448783E-5,
26,111084,15194,2.0360135553644696E-5,
27,111085,10124,4.72920340297688E-6,
28,111086,2528,1.7237211416172446E-6,
29,111087,13852,4.962457443606636E-6,
30,111088,3118,1.2745630678608634E-5,
31,111089,2844,1.5390253514015024E-5,
32,111090,510,7.603721337706215E-6,
33,111091,212,8.503457061499563E-5,
34,111092,2946,1.1677455970247942E-4,
35,111093,19956,3.1123493380167084E-5,
36,111094,2485,7.486115296400885E-6,
37,111095,1794,4.711925348443045E-6,
38,111096,2707,1.8770283093698574E-5,
39,111097,2700,1.758112649169064E-5,
40,111098,3449,3.7188503874477716E-5,
41,111099,5594,5.93520890515564E-6,
42,112011,3093,1.0762678791998752E-6,
43,112012,21200,1.023342070390055E-6,
44,112013,15552,1.154519372232599E-6,
45,112014,34480,1.6707338727584278E-6,
46,112015,4666,8.407938666904371E-7,
47,112016,11966,4.760825507295211E-6,
48,112017,13480,3.0447326065741936E-6,
49,112018,14831,5.1092352966584515E-6,
50,112019,46077,6.912901786530742E-6,
51,112020,1906,3.0595225051496943E-6,
52,112030,2337,5.668920662583391E-7,
53,112041,4145,2.5249616274612922E-6,
54,112042,9610,1.5585759011283383E-6,
55,112043,1103,1.6101378467232684E-6,
56,112044,5576,1.4603775381596148E-6,
57,112045,2564,1.7309911958436628E-6,
58,112046,18320,3.484669620441133E-6,
59,112047,22718,3.4394609295556776E-6,
60,112048,6256,5.80487574382716E-6,
61,112049,17069,9.875575518069146E-6,
62,112050,8062,1.7837144531406358E-6,
63,112060,9065,2.027734406895258E-6,
64,112070,2276,3.983131402918876E-6,
65,112111,39164,8.651302363605998E-6,
66,112112,4819,2.8258003616393426E-6,
67,112113,7180,1.657880503731153E-6,
68,112114,4624,2.6933383849405077E-6,
69,112115,1326,2.009173839556199E-6,
70,112116,4584,4.132224847252353E-6,
71,112117,2017,1.5165315440794511E-6,
72,112118,4443,1.6738242440712655E-5,
73,112119,6741,2.8820493813762935E-6,
74,112120,6306,4.305168559882733E-7,
75,112130,3588,3.4558816366262066E-7,
76,112140,5675,7.941477654819456E-7,
77,112150,567,2.767434971890665E-7,
78,112160,4941,7.246590167105828E-7,
79,112170,17030,5.54882402670899E-7,
80,112180,5677,6.263280550345723E-7,
81,112190,13172,6.646627556558542E-7,
82,112200,33905,8.412694704393641E-7,
83,112300,8315,1.1621873088090945E-6,
84,112400,30830,1.3713255568030368E-6,
85,112500,806,1.2648661214487998E-6,
86,112600,7692,1.109059281446941E-6,
87,112700,9177,1.0055568472449863E-6,
88,112801,6769,6.786098291540733E-7,
89,112802,7135,4.136567008531282E-7,
90,112803,17267,2.6001273994025956E-7,
91,112804,9185,1.398504408750992E-6,
92,112805,5556,6.578681783809547E-7,
93,112806,6540,1.2868765132558543E-6,
94,112807,9643,6.588047733999089E-7,
95,112808,3496,1.290897568276256E-6,
96,112809,10746,3.6645621826499333E-6,
97,112901,27,9.625594822524197E-7,
98,112902,3218,7.760978999208164E-7,
99,112903,1169,7.084249462827445E-7,
100,112904,2951,9.83234155747228E-7,
101,112905,37,1.3802726422565722E-6,
102,112906,2413,1.2527101695640158E-6,
103,112907,779,1.3992702098881855E-6,
104,112908,5204,1.0623866297858362E-6,
105,112909,20422,8.497662781936428E-6,
106,113000,4675,0.0,
107,114001,54761,5.939894121719702E-6,
108,114002,2390,1.3573124800305373E-6,
109,114100,1656,5.089770017119234E-6,
110,114210,16802,9.291427511215001E-7,
111,114221,2409,7.207297129295893E-7,
112,114222,5839,8.288861181222604E-7,
113,114223,174,9.085074846892614E-7,
114,114224,77580,1.0161928435078978E-5,
115,114225,2250,7.112679451664127E-7,
116,114226,17050,7.4925216439276464E-6,
117,114227,24212,9.972405815556253E-6,
118,114228,5771,9.009910909677828E-6,
119,114229,9213,9.008897515007348E-6,
120,114230,2510,5.110670261983311E-7,
121,114240,9987,7.357940163137712E-6,
122,114250,4469,1.208582976362605E-5,
123,114260,6798,1.4036930895921722E-5,
124,114270,14977,1.388847432797625E-5,
125,114281,1050,3.90378597643709E-6,
126,114282,6319,3.4181192301886482E-6,
127,114283,60,4.714606262156378E-6,
128,114284,14492,9.749327111745285E-6,
129,114285,1297,3.3991498783131545E-6,
130,114286,6726,8.92227672570204E-6,
131,114287,4228,1.4026757592998164E-5,
132,114288,2619,2.3582086576672235E-5,
133,114289,5390,4.410828065154366E-5,
134,114290,26586,1.0089256425517056E-4,
135,114300,722,3.939323270020694E-5,
136,114410,3376,1.673752694261828E-6,
137,114411,11647,1.7788839006233693E-6,
138,114412,3525,3.3394325400959714E-6,
139,114413,15127,2.325503041937842E-6,
140,114414,3267,2.4368624343066715E-6,
141,114415,1,1.8314148550427008E-6,
142,114416,4264,2.056271952427351E-6,
143,114417,542,1.7586786212884074E-6,
144,114418,12522,1.6865591579996277E-6,
145,114419,3385,1.5759685933857516E-6,
146,114420,17640,1.8852882001661997E-6,
147,114430,12313,3.3468571068499113E-6,
148,114441,1660,1.291154580284045E-5,
149,114442,3796,9.176329217391853E-6,
150,114443,23070,1.6256171353195296E-5,
151,114444,3586,8.233686524880604E-6,
152,114445,6066,9.275123245085651E-6,
153,114446,8489,1.091642952034377E-5,
154,114447,2883,2.0222449917519494E-5,
155,114448,12265,2.7841631973712907E-5,
156,114449,8665,4.003812922072427E-5,
157,114450,473,3.925982425770591E-5,
158,114460,29132,1.2335469671624724E-5,
159,114470,26976,1.3694841784445644E-5,
160,114480,17674,1.1659129638893258E-5,
161,114490,22455,2.1085166242604527E-5,
162,114500,27914,2.1350545390116175E-6,
163,114601,5823,2.308951346186923E-6,
164,114602,10662,4.516406691200365E-6,
165,114603,506,1.5312069410774958E-6,
166,114604,6933,2.9490162769647915E-6,
167,114605,4090,3.4993247630194795E-6,
168,114606,5583,5.424702681007437E-6,
169,114607,21267,2.391185962133931E-6,
170,114608,3869,9.737656636741636E-7,
171,114609,2978,1.138125732928329E-6,
172,114701,4745,1.28022076488527E-5,
173,114702,5013,4.81201709215854E-6,
174,114703,5019,5.93236432436666E-6,
175,114704,8359,1.3284040180113575E-6,
176,114705,9685,2.2433257468118758E-6,
177,114706,1442,1.7896231131191556E-6,
178,114707,446,1.6223040040022678E-6,
179,114708,1479,1.5524142984388606E-6,
180,114709,13,3.864684928086139E-6,
181,114801,5712,5.684200851644715E-6,
182,114802,3134,6.610022101511448E-6,
183,114803,856,3.827583790654259E-6,
184,114804,3306,5.063305441604747E-6,
185,114805,5341,6.219756407955424E-6,
186,114806,4465,7.109829311748201E-6,
187,114807,8853,6.601821896993297E-6,
188,114808,9325,1.897109802718989E-5,
