BasinID,dwnBasinID,Area_km2,Shape_Leng,Shape_Area,AreaV01,area_r_m2
68,0,3898,0.00000000000,0.00000000000,3898000000.00000000000,3897998857.21000000000
69,0,26678,0.00000000000,0.00000000000,26678000000.00000000000,26678002559.50000000000
70,0,1074,0.00000000000,0.00000000000,1074000000.00000000000,1074000285.53000000000
71,0,1450,0.00000000000,0.00000000000,1450000000.00000000000,1450000157.01000000000
72,0,4596,0.00000000000,0.00000000000,4596000000.00000000000,4595999051.05000020000
73,0,4228,0.00000000000,0.00000000000,4228000000.00000000000,4228000746.19000010000
74,0,1961,0.00000000000,0.00000000000,1961000000.00000000000,1960999882.23000000000
75,0,29098,0.00000000000,0.00000000000,29098000000.00000000000,29097988637.70000100000
76,0,5614,0.00000000000,0.00000000000,5614000000.00000000000,5613999259.63000010000
77,0,4099,0.00000000000,0.00000000000,4099000000.00000000000,4098999740.29000000000
78,0,3908,0.00000000000,0.00000000000,3908000000.00000000000,3907999661.61999990000
79,0,3505,0.00000000000,0.00000000000,3505000000.00000000000,3505000469.79000000000
80,0,1007,0.00000000000,0.00000000000,1007000000.00000000000,1007000462.05000000000
81,0,4222,0.00000000000,0.00000000000,4222000000.00000000000,4222002099.79000000000
82,0,6700,0.00000000000,0.00000000000,6700000000.00000000000,6699999378.52999970000
83,0,3181,0.00000000000,0.00000000000,3181000000.00000000000,3180998724.15000010000
84,0,2025,0.00000000000,0.00000000000,2025000000.00000000000,2025000021.47000000000
85,0,2682,0.00000000000,0.00000000000,2682000000.00000000000,2681998864.03000020000
86,0,9079,0.00000000000,0.00000000000,9078990000.00000000000,9078994666.06999970000
87,0,1396,0.00000000000,0.00000000000,1396000000.00000000000,1395999756.40000010000
88,0,1574,0.00000000000,0.00000000000,1574000000.00000000000,1574000784.07999990000
89,0,2988,0.00000000000,0.00000000000,2988000000.00000000000,2987999726.84000020000
90,0,1145,0.00000000000,0.00000000000,1145000000.00000000000,1145000037.55000000000
91,0,6641,0.00000000000,0.00000000000,6640990000.00000000000,6640988737.23999980000
92,0,16863,0.00000000000,0.00000000000,16863000000.00000000000,16862999791.00000000000
93,0,2420,0.00000000000,0.00000000000,2420000000.00000000000,2420000285.09999990000
94,0,9635,0.00000000000,0.00000000000,9635000000.00000000000,9634999470.69000050000
95,0,30749,0.00000000000,0.00000000000,30749000000.00000000000,30748997230.50000000000
96,0,17749,0.00000000000,0.00000000000,17749000000.00000000000,17748998978.29999900000
97,0,1633,0.00000000000,0.00000000000,1633020000.00000000000,1633014986.75000000000
98,0,2842,0.00000000000,0.00000000000,2842000000.00000000000,2842000796.46999980000
99,0,2264,0.00000000000,0.00000000000,2264000000.00000000000,2263999558.09999990000
100,0,48896,0.00000000000,0.00000000000,48896000000.00000000000,48896001335.90000200000
101,0,3625,0.00000000000,0.00000000000,3625000000.00000000000,3625000569.28000020000
102,0,26649,0.00000000000,0.00000000000,26649000000.00000000000,26649002622.79999900000
103,0,2142,0.00000000000,0.00000000000,2142000000.00000000000,2142000650.33999990000
104,0,16905,0.00000000000,0.00000000000,16905000000.00000000000,16905003482.50000000000
105,0,8161,0.00000000000,0.00000000000,8161000000.00000000000,8160999788.26000020000
106,0,1422,0.00000000000,0.00000000000,1422000000.00000000000,1421998631.02000000000
107,0,5963,0.00000000000,0.00000000000,5963000000.00000000000,5962999882.59000020000
108,0,860,0.00000000000,0.00000000000,860000000.00000000000,859999672.77900004000
109,0,14017,0.00000000000,0.00000000000,14017000000.00000000000,14017011668.79999900000
110,0,2291,0.00000000000,0.00000000000,2291000000.00000000000,2290999377.61999990000
111,0,2259,0.00000000000,0.00000000000,2259000000.00000000000,2258998162.27000000000
112,0,8604,0.00000000000,0.00000000000,8603980000.00000000000,8603983814.56999970000
113,0,5171,0.00000000000,0.00000000000,5171000000.00000000000,5170996318.55000020000
114,0,5373,0.00000000000,0.00000000000,5372980000.00000000000,5372983095.68999960000
115,0,3028,0.00000000000,0.00000000000,3028000000.00000000000,3028000209.11999990000
116,0,17058,0.00000000000,0.00000000000,17058000000.00000000000,17058000653.79999900000
117,0,1003,0.00000000000,0.00000000000,1003000000.00000000000,1002999726.89000000000
118,0,2212,0.00000000000,0.00000000000,2212010000.00000000000,2212006210.23999980000
119,0,1118,0.00000000000,0.00000000000,1117990000.00000000000,1117988853.26000000000
120,0,96283,0.00000000000,0.00000000000,96283000000.00000000000,96283007201.50000000000
121,0,8293,0.00000000000,0.00000000000,8293000000.00000000000,8292994947.02000050000
122,0,2864,0.00000000000,0.00000000000,2864000000.00000000000,2863999274.96000000000
123,0,2452,0.00000000000,0.00000000000,2452000000.00000000000,2452001252.09999990000
124,0,6686,0.00000000000,0.00000000000,6686000000.00000000000,6686000945.56000040000
125,0,1735,0.00000000000,0.00000000000,1735000000.00000000000,1735000423.58999990000
126,0,3272,0.00000000000,0.00000000000,3272000000.00000000000,3271998962.71999980000
127,0,1294,0.00000000000,0.00000000000,1294000000.00000000000,1293996542.18000010000
128,0,8306,0.00000000000,0.00000000000,8306000000.00000000000,8306000548.93999960000
129,0,1424,0.00000000000,0.00000000000,1423990000.00000000000,1423993183.43000010000
130,0,8932,0.00000000000,0.00000000000,8932000000.00000000000,8932003026.86000060000
131,0,1942,0.00000000000,0.00000000000,1942000000.00000000000,1941998941.38000010000
132,0,8280,0.00000000000,0.00000000000,8280000000.00000000000,8279999538.31000040000
133,0,4144,0.00000000000,0.00000000000,4144000000.00000000000,4143997574.69000010000
134,0,18381,0.00000000000,0.00000000000,18381000000.00000000000,18381001378.29999900000
135,0,1078,0.00000000000,0.00000000000,1078000000.00000000000,1077999676.55999990000
136,0,1889,0.00000000000,0.00000000000,1889000000.00000000000,1889000148.53000000000
137,0,2252,0.00000000000,0.00000000000,2252000000.00000000000,2251999696.21999980000
138,0,14396,0.00000000000,0.00000000000,14396000000.00000000000,14395999749.60000000000
139,0,2501,0.00000000000,0.00000000000,2500990000.00000000000,2500989966.05000020000
140,0,2505,0.00000000000,0.00000000000,2505000000.00000000000,2505000915.15000010000
141,0,346,0.00000000000,0.00000000000,345999000.00000000000,345998590.45700002000
142,0,3434,0.00000000000,0.00000000000,3433980000.00000000000,3433981175.36000010000
143,0,2012,0.00000000000,0.00000000000,2011980000.00000000000,2011983741.11999990000
144,0,40,0.00000000000,0.00000000000,40000100.00000000000,40000051.72999999700
145,0,756,0.00000000000,0.00000000000,755999000.00000000000,755999237.23300004000
146,0,691,0.00000000000,0.00000000000,691001000.00000000000,691000528.01699996000
147,0,2048,0.00000000000,0.00000000000,2048000000.00000000000,2047998657.67000010000
148,0,541,0.00000000000,0.00000000000,541002000.00000000000,541001773.27999997000
149,0,1318,0.00000000000,0.00000000000,1318010000.00000000000,1318007385.68000010000
150,0,126,0.00000000000,0.00000000000,126000000.00000000000,126000199.64399999000
151,0,765,0.00000000000,0.00000000000,765000000.00000000000,765000327.82599998000
152,0,5046,0.00000000000,0.00000000000,5046000000.00000000000,5046002601.02999970000
153,0,273,0.00000000000,0.00000000000,273000000.00000000000,273000328.84200001000
154,0,2472,0.00000000000,0.00000000000,2472000000.00000000000,2472000985.09000020000
155,0,3095,0.00000000000,0.00000000000,3095000000.00000000000,3095001509.46000000000
156,0,3450,0.00000000000,0.00000000000,3450000000.00000000000,3449999707.42999980000
157,0,2026,0.00000000000,0.00000000000,2026000000.00000000000,2025999216.74000000000
158,0,190,0.00000000000,0.00000000000,190000000.00000000000,190000046.59799999000
159,0,291,0.00000000000,0.00000000000,291000000.00000000000,291000165.79299998000
160,0,1402,0.00000000000,0.00000000000,1402000000.00000000000,1402000245.51000000000
161,0,7700,0.00000000000,0.00000000000,7700000000.00000000000,7700002530.81999970000
162,0,6078,0.00000000000,0.00000000000,6078000000.00000000000,6078000349.63000010000
163,0,648,0.00000000000,0.00000000000,648008000.00000000000,648008403.81400001000
164,0,1120,0.00000000000,0.00000000000,1120000000.00000000000,1120000338.41000010000
165,0,2908,0.00000000000,0.00000000000,2908000000.00000000000,2908000568.69999980000
166,0,87,0.00000000000,0.00000000000,87000300.00000000000,87000304.67939999700
167,0,5715,0.00000000000,0.00000000000,5715000000.00000000000,5715001886.35000040000
168,0,4347,0.00000000000,0.00000000000,4347000000.00000000000,4347001100.54000000000
169,0,843,0.00000000000,0.00000000000,843001000.00000000000,843000813.19799995000
170,0,196,0.00000000000,0.00000000000,196001000.00000000000,196001323.70600000000
171,0,1324,0.00000000000,0.00000000000,1324000000.00000000000,1324000370.98000000000
172,0,10367,0.00000000000,0.00000000000,10367000000.00000000000,10367006219.00000000000
173,0,4126,0.00000000000,0.00000000000,4126000000.00000000000,4126001309.80000020000
174,0,1999,0.00000000000,0.00000000000,1999000000.00000000000,1999000145.04000000000
175,0,455,0.00000000000,0.00000000000,455000000.00000000000,454999913.70099998000
176,0,775,0.00000000000,0.00000000000,775001000.00000000000,775001338.06400001000
177,0,972,0.00000000000,0.00000000000,972000000.00000000000,971999981.10800004000
178,0,1512,0.00000000000,0.00000000000,1512000000.00000000000,1511999147.23000000000
179,0,2987,0.00000000000,0.00000000000,2987000000.00000000000,2987000731.27000000000
180,0,1043,0.00000000000,0.00000000000,1043000000.00000000000,1043000378.72000000000
181,0,1046,0.00000000000,0.00000000000,1046000000.00000000000,1046001006.27000000000
182,0,102,0.00000000000,0.00000000000,102000000.00000000000,102000252.37600000000
183,0,1902,0.00000000000,0.00000000000,1902000000.00000000000,1902000653.89000010000
184,0,963,0.00000000000,0.00000000000,963001000.00000000000,963000520.93299997000
185,0,1606,0.00000000000,0.00000000000,1606000000.00000000000,1606000932.79000000000
186,0,13,0.00000000000,0.00000000000,12999900.00000000000,12999922.34750000000
187,0,4895,0.00000000000,0.00000000000,4895000000.00000000000,4894996049.15999980000
188,0,3180,0.00000000000,0.00000000000,3180000000.00000000000,3179997100.92000010000
189,0,406,0.00000000000,0.00000000000,406000000.00000000000,406000194.72200000000
190,0,40,0.00000000000,0.00000000000,40000000.00000000000,40000013.37389999600
191,0,7325,0.00000000000,0.00000000000,7325000000.00000000000,7324999114.26000020000
192,0,3502,0.00000000000,0.00000000000,3502000000.00000000000,3501998391.52000000000
193,0,1105,0.00000000000,0.00000000000,1105000000.00000000000,1104999817.67000010000
194,0,3234,0.00000000000,0.00000000000,3234010000.00000000000,3234006273.69000010000
195,0,1488,0.00000000000,0.00000000000,1488000000.00000000000,1488003260.25000000000
196,0,2276,0.00000000000,0.00000000000,2276000000.00000000000,2276002339.61000010000
197,0,361,0.00000000000,0.00000000000,361000000.00000000000,360999624.49100000000
198,0,759,0.00000000000,0.00000000000,759004000.00000000000,759003890.67200005000
199,0,56,0.00000000000,0.00000000000,55999800.00000000000,55999798.71130000100
200,0,2116,0.00000000000,0.00000000000,2116000000.00000000000,2116002236.77000000000
201,0,252,0.00000000000,0.00000000000,252000000.00000000000,251999731.63200000000
202,0,28,0.00000000000,0.00000000000,28000000.00000000000,27999992.22410000100
203,0,1557,0.00000000000,0.00000000000,1557000000.00000000000,1556999697.53000000000
204,0,76,0.00000000000,0.00000000000,75999900.00000000000,75999928.59649999400
205,0,248,0.00000000000,0.00000000000,248000000.00000000000,248000007.53299999000
206,0,1604,0.00000000000,0.00000000000,1604000000.00000000000,1603995601.19000010000
207,0,1056,0.00000000000,0.00000000000,1056000000.00000000000,1055999824.77000000000
208,0,4312,0.00000000000,0.00000000000,4312000000.00000000000,4311997572.52999970000
209,0,5891,0.00000000000,0.00000000000,5891000000.00000000000,5890998259.96000000000
210,0,4058,0.00000000000,0.00000000000,4058000000.00000000000,4057998118.51000020000
211,0,612,0.00000000000,0.00000000000,612000000.00000000000,611999945.77100003000
212,0,221,0.00000000000,0.00000000000,221000000.00000000000,220999896.83700001000
213,0,1132,0.00000000000,0.00000000000,1132000000.00000000000,1131999893.86999990000
214,0,1729,0.00000000000,0.00000000000,1729000000.00000000000,1729000014.56999990000
215,0,485,0.00000000000,0.00000000000,485000000.00000000000,484999685.84399998000
216,0,385,0.00000000000,0.00000000000,385002000.00000000000,385001695.29400003000
217,0,1453,0.00000000000,0.00000000000,1453000000.00000000000,1452997270.46000000000
218,0,1217,0.00000000000,0.00000000000,1216990000.00000000000,1216991814.59999990000
219,0,2867,0.00000000000,0.00000000000,2867000000.00000000000,2866998523.59000020000
220,0,874,0.00000000000,0.00000000000,874000000.00000000000,874000028.55499995000
221,0,737,0.00000000000,0.00000000000,736998000.00000000000,736997937.60800004000
222,0,1775,0.00000000000,0.00000000000,1775000000.00000000000,1774999562.04000000000
223,0,1134,0.00000000000,0.00000000000,1134000000.00000000000,1133999177.83999990000
224,0,635,0.00000000000,0.00000000000,635002000.00000000000,635001602.72099996000
225,0,554,0.00000000000,0.00000000000,554000000.00000000000,553999879.17799997000
226,0,2172,0.00000000000,0.00000000000,2172000000.00000000000,2172000011.86000010000
227,0,305,0.00000000000,0.00000000000,305000000.00000000000,304999955.48600000000
228,0,3424,0.00000000000,0.00000000000,3424000000.00000000000,3424001024.30000020000
229,0,655,0.00000000000,0.00000000000,655000000.00000000000,654999850.82299995000
230,0,865,0.00000000000,0.00000000000,865000000.00000000000,864999941.41799998000
231,0,1158,0.00000000000,0.00000000000,1158000000.00000000000,1158000724.52000000000
232,0,1569,0.00000000000,0.00000000000,1569000000.00000000000,1569000042.09999990000
233,0,963,0.00000000000,0.00000000000,962994000.00000000000,962994056.28999996000
234,0,225,0.00000000000,0.00000000000,225000000.00000000000,225000270.37000000000
235,0,9,0.00000000000,0.00000000000,9000050.00000000000,9000054.41190999930
236,0,62,0.00000000000,0.00000000000,62000000.00000000000,61999997.52130000300
237,0,82,0.00000000000,0.00000000000,82000100.00000000000,82000085.63160000700
238,0,49,0.00000000000,0.00000000000,49000300.00000000000,49000272.20709999700
239,0,468,0.00000000000,0.00000000000,467999000.00000000000,467998756.75999999000
240,0,331,0.00000000000,0.00000000000,331002000.00000000000,331001976.89399999000
241,0,978,0.00000000000,0.00000000000,978002000.00000000000,978001747.70700002000
242,0,6,0.00000000000,0.00000000000,6000000.00000000000,6000003.47554000000
243,0,297,0.00000000000,0.00000000000,297000000.00000000000,297000074.30599999000
244,0,1592,0.00000000000,0.00000000000,1592000000.00000000000,1592000167.05999990000
245,0,341,0.00000000000,0.00000000000,340999000.00000000000,340999393.10699999000
246,0,26,0.00000000000,0.00000000000,25999900.00000000000,25999926.98079999900
247,0,203,0.00000000000,0.00000000000,203000000.00000000000,203000043.86199999000
248,0,1764,0.00000000000,0.00000000000,1764000000.00000000000,1763999230.53000000000
249,0,25,0.00000000000,0.00000000000,25000000.00000000000,24999953.21550000100
250,0,1662,0.00000000000,0.00000000000,1662000000.00000000000,1661998946.66000010000
251,0,663,0.00000000000,0.00000000000,663000000.00000000000,662999798.34500003000
252,0,116,0.00000000000,0.00000000000,116000000.00000000000,116000081.98999999000
253,0,1418,0.00000000000,0.00000000000,1418000000.00000000000,1418000558.44000010000
254,0,1482,0.00000000000,0.00000000000,1482000000.00000000000,1482002267.82999990000
255,0,344,0.00000000000,0.00000000000,343999000.00000000000,343999301.57300001000
256,0,917,0.00000000000,0.00000000000,917000000.00000000000,916999898.95200002000
257,0,52,0.00000000000,0.00000000000,52000100.00000000000,52000137.43800000100
258,0,3041,0.00000000000,0.00000000000,3040980000.00000000000,3040982336.54000000000
259,0,5820,0.00000000000,0.00000000000,5820000000.00000000000,5820002218.23999980000
260,0,27,0.00000000000,0.00000000000,27000100.00000000000,27000078.67120000000
261,0,46,0.00000000000,0.00000000000,46000000.00000000000,45999976.37789999700
262,0,815,0.00000000000,0.00000000000,814999000.00000000000,814999459.25800002000
263,0,3181,0.00000000000,0.00000000000,3181000000.00000000000,3180995109.71999980000
264,0,28,0.00000000000,0.00000000000,27999900.00000000000,27999948.61010000100
265,0,1077,0.00000000000,0.00000000000,1077000000.00000000000,1076999076.80999990000
266,0,508,0.00000000000,0.00000000000,508000000.00000000000,508000018.11500001000
267,0,561,0.00000000000,0.00000000000,561000000.00000000000,560999717.14800000000
268,0,72,0.00000000000,0.00000000000,72000000.00000000000,72000012.48209999500
269,0,507,0.00000000000,0.00000000000,507002000.00000000000,507001857.48400003000
270,0,933,0.00000000000,0.00000000000,932999000.00000000000,932999199.42299998000
271,0,649,0.00000000000,0.00000000000,649011000.00000000000,649011152.03699994000
272,0,1169,0.00000000000,0.00000000000,1169000000.00000000000,1168999268.33999990000
273,0,263,0.00000000000,0.00000000000,263000000.00000000000,263000391.20100001000
274,0,184,0.00000000000,0.00000000000,184001000.00000000000,184000659.52200001000
275,0,851,0.00000000000,0.00000000000,851001000.00000000000,851000556.44299996000
276,0,1911,0.00000000000,0.00000000000,1911000000.00000000000,1910999687.88000010000
277,0,658,0.00000000000,0.00000000000,657999000.00000000000,657999429.20500004000
278,0,1004,0.00000000000,0.00000000000,1004010000.00000000000,1004007080.42999990000
279,0,2114,0.00000000000,0.00000000000,2114010000.00000000000,2114005364.09999990000
280,0,569,0.00000000000,0.00000000000,569000000.00000000000,569000171.63499999000
281,0,85,0.00000000000,0.00000000000,84999900.00000000000,84999927.86329999600
282,0,189,0.00000000000,0.00000000000,189000000.00000000000,188999971.94999999000
283,0,6,0.00000000000,0.00000000000,6000010.00000000000,6000008.38136000000
284,0,2251,0.00000000000,0.00000000000,2251000000.00000000000,2250999909.78000020000
285,0,2544,0.00000000000,0.00000000000,2544000000.00000000000,2544002012.55000020000
286,0,4167,0.00000000000,0.00000000000,4167000000.00000000000,4166997475.80000020000
287,0,1023,0.00000000000,0.00000000000,1023000000.00000000000,1023000053.70000000000
288,0,23426,0.00000000000,0.00000000000,23426000000.00000000000,23426004854.70000100000
289,0,2096,0.00000000000,0.00000000000,2096010000.00000000000,2096006804.16000010000
290,0,1006,0.00000000000,0.00000000000,1006000000.00000000000,1006003022.99000000000
291,0,13529,0.00000000000,0.00000000000,13529000000.00000000000,13529007714.50000000000
292,0,2157,0.00000000000,0.00000000000,2156990000.00000000000,2156994902.15000010000
293,0,1136,0.00000000000,0.00000000000,1136000000.00000000000,1136000971.49000000000
294,0,6770,0.00000000000,0.00000000000,6770000000.00000000000,6770000086.79000000000
295,0,9157,0.00000000000,0.00000000000,9157000000.00000000000,9157002384.19000050000
296,0,2648,0.00000000000,0.00000000000,2648010000.00000000000,2648005393.15999980000
297,0,2428,0.00000000000,0.00000000000,2428000000.00000000000,2428000097.34000020000
298,0,1184,0.00000000000,0.00000000000,1183990000.00000000000,1183991641.36999990000
299,0,44902,0.00000000000,0.00000000000,44902000000.00000000000,44902001006.19999700000
300,0,3188,0.00000000000,0.00000000000,3188000000.00000000000,3188000932.78000020000
301,0,1307,0.00000000000,0.00000000000,1307000000.00000000000,1307004264.75000000000
302,0,3738,0.00000000000,0.00000000000,3738000000.00000000000,3737998939.38000010000
303,0,3276,0.00000000000,0.00000000000,3276000000.00000000000,3275999142.38999990000
304,0,19695,0.00000000000,0.00000000000,19695000000.00000000000,19694997658.40000200000
305,0,9480,0.00000000000,0.00000000000,9480000000.00000000000,9480001406.65999980000
306,0,1451,0.00000000000,0.00000000000,1451000000.00000000000,1451000175.32999990000
307,0,54848,0.00000000000,0.00000000000,54848000000.00000000000,54847996248.90000200000
308,0,2511,0.00000000000,0.00000000000,2510990000.00000000000,2510994905.96999980000
309,0,17738,0.00000000000,0.00000000000,17738000000.00000000000,17738000489.90000200000
310,0,5652,0.00000000000,0.00000000000,5652000000.00000000000,5652002273.15999980000
311,0,1881,0.00000000000,0.00000000000,1881000000.00000000000,1881002900.23000000000
312,0,1411,0.00000000000,0.00000000000,1411000000.00000000000,1411000365.69000010000
313,0,2342,0.00000000000,0.00000000000,2342000000.00000000000,2342001853.17999980000
314,0,9885,0.00000000000,0.00000000000,9885000000.00000000000,9885000797.46999930000
315,0,2319,0.00000000000,0.00000000000,2319000000.00000000000,2319000808.29000000000
316,0,1226,0.00000000000,0.00000000000,1226000000.00000000000,1225995354.71000000000
317,0,1765,0.00000000000,0.00000000000,1765010000.00000000000,1765006288.22000000000
318,0,6472,0.00000000000,0.00000000000,6472000000.00000000000,6471995678.31999970000
319,0,4175,0.00000000000,0.00000000000,4175010000.00000000000,4175006075.19000010000
320,0,6225,0.00000000000,0.00000000000,6225010000.00000000000,6225007494.13000010000
321,0,7492,0.00000000000,0.00000000000,7492000000.00000000000,7492004273.82999990000
322,0,2110,0.00000000000,0.00000000000,2110000000.00000000000,2110004096.05000000000
323,0,2070,0.00000000000,0.00000000000,2070000000.00000000000,2070002189.97000000000
324,0,1154,0.00000000000,0.00000000000,1154000000.00000000000,1153998298.24000000000
325,0,9266,0.00000000000,0.00000000000,9265990000.00000000000,9265992466.22999950000
326,0,20163,0.00000000000,0.00000000000,20163000000.00000000000,20163005372.40000200000
327,0,17418,0.00000000000,0.00000000000,17418000000.00000000000,17418002731.90000200000
328,0,1003,0.00000000000,0.00000000000,1003000000.00000000000,1003001092.40000000000
329,0,1885,0.00000000000,0.00000000000,1885010000.00000000000,1885008360.94000010000
330,0,1784,0.00000000000,0.00000000000,1784000000.00000000000,1784001069.72000000000
331,0,1834,0.00000000000,0.00000000000,1833990000.00000000000,1833993410.44000010000
332,0,1004,0.00000000000,0.00000000000,1004000000.00000000000,1004000409.21000000000
333,0,2013,0.00000000000,0.00000000000,2013000000.00000000000,2012997223.81999990000
334,0,2620,0.00000000000,0.00000000000,2620000000.00000000000,2619999116.00000000000
335,0,2172,0.00000000000,0.00000000000,2172000000.00000000000,2171999793.21999980000
336,0,1711,0.00000000000,0.00000000000,1711000000.00000000000,1710997648.20000000000
337,0,2487,0.00000000000,0.00000000000,2487020000.00000000000,2487018835.80999990000
338,0,1805,0.00000000000,0.00000000000,1805000000.00000000000,1805003658.30999990000
339,0,1211,0.00000000000,0.00000000000,1211000000.00000000000,1211000586.91000010000
340,0,4061,0.00000000000,0.00000000000,4061000000.00000000000,4061002506.84000020000
341,0,17625,0.00000000000,0.00000000000,17625000000.00000000000,17624990112.90000200000
342,0,1618,0.00000000000,0.00000000000,1618000000.00000000000,1617999936.11999990000
343,0,5095,0.00000000000,0.00000000000,5095000000.00000000000,5095002339.26000020000
344,0,2174,0.00000000000,0.00000000000,2174000000.00000000000,2173998827.59000020000
345,0,1029,0.00000000000,0.00000000000,1029000000.00000000000,1028999041.26000000000
