system:index,PfafIDIndWN_yearY2014M12,countIndWN_yearY2014M12,meanIndWN_yearY2014M12,.geo
4908,283227,27203,0.008409500165675226,
4909,283228,59668,0.0015865537521173097,
4910,283229,44444,0.004967102196980257,
4911,283231,157,0.011936296942751412,
4912,283232,10329,0.02195530935676875,
4913,283233,1025,0.03435834495873283,
4914,283234,3008,0.011884263338438289,
4915,283235,2593,0.03595644413199838,
4916,283236,36118,0.01206618957645347,
4917,283237,229,0.01192081057301916,
4918,283238,17893,0.01253037972756839,
4919,283239,1782,0.0021631059966863045,
4920,283241,59409,0.008989722000665487,
4921,283242,25693,0.006984415383904226,
4922,283243,158,0.07313885027558444,
4923,283244,92467,0.0056490430889040094,
4924,283245,15476,0.007796952426180988,
4925,283246,15982,0.004500838777098879,
4926,283247,12910,0.002891968361094232,
4927,283248,30502,0.00615040297244774,
4928,283249,34352,0.004003287298625465,
4929,283251,2559,0.016417381044941302,
4930,283252,13749,0.00885140297356526,
4931,283253,6314,0.012844263016215426,
4932,283254,10402,0.008319424262277698,
4933,283255,8074,0.00951463762978344,
4934,283256,8532,0.005338384624074726,
4935,283257,2831,0.0033019234550444383,
4936,283258,2851,0.009931370993485825,
4937,283259,12661,0.02223408474248552,
4938,283261,408,0.036313749381514396,
4939,283262,47900,0.005589503371746578,
4940,283263,6762,0.009031506681793379,
4941,283264,13740,0.0029811965010998836,
4942,283265,1189,0.011568113130167444,
4943,283266,4970,0.004706989237100947,
4944,283267,9386,9.062139684166086E-4,
4945,283268,2810,0.002360766144975838,
4946,283269,14767,0.008666239809044044,
4947,283271,4499,0.014000252716165918,
4948,283272,17439,0.0043678247680130015,
4949,283273,4446,0.0018660681798260959,
4950,283274,16629,0.002312470358534793,
4951,283276,14284,0.0042724151109048755,
4952,283277,8783,0.0024124030288366167,
4953,283278,14920,0.005827803167101262,
4954,283279,7186,0.021455776237933235,
4955,283281,1469,0.0037298424363305708,
4956,283282,32088,5.43854192212172E-4,
4957,283283,664,0.003530895460157499,
4958,283284,13624,0.0036234557110518505,
4959,283285,10126,0.0019634534422214747,
4960,283286,5092,6.092958499850012E-8,
4961,283287,1214,1.2668179958569664E-6,
4962,283288,3531,6.696354365467609E-5,
4963,283289,6714,0.0,
4964,283291,14350,0.0010025966416201616,
4965,283292,12953,1.3309416912234715E-4,
4966,283293,1459,4.797182152236429E-4,
4967,283294,22755,4.654844400680304E-4,
4968,283295,7868,8.173034759504712E-4,
4969,283296,17184,1.449619527489352E-4,
4970,283297,2097,5.153435990161972E-4,
4971,283298,5082,2.375832762603156E-5,
4972,283299,32129,6.547690231919967E-4,
4973,283301,8296,0.02471697099559519,
4974,283302,36476,0.01074585717115504,
4975,283303,1474,0.029876738446129824,
4976,283304,13728,0.006677892728137192,
4977,283305,13892,0.010868405408122733,
4978,283306,13804,0.0020009166497253375,
4979,283307,18683,0.01202589046095693,
4980,283308,86825,0.0021258550180374824,
4981,283309,3362,0.003886319151242289,
4982,283401,9688,0.008078101370679413,
4983,283402,16360,0.00880177282819125,
4984,283403,12059,0.006509994278099095,
4985,283404,22443,0.010447109966120995,
4986,283405,5629,0.006302591572280243,
4987,283406,11825,0.004244935531210644,
4988,283407,30050,0.006377884307548734,
4989,283408,10315,0.002183800043381684,
4990,283409,15761,0.004186174051494104,
4991,283500,29947,0.008359144700349997,
4992,283610,18378,0.009383419686659357,
4993,283620,65317,0.0012433477145677298,
4994,283630,31407,0.0068375507271200885,
4995,283640,44243,0.0035470535908322756,
4996,283650,28900,0.012781684549420864,
4997,283661,23,2.208306012026172E-5,
4998,283662,15186,0.0020650375894589123,
4999,283663,117,1.1338932901042895E-6,
5000,283664,83985,0.0016693004118853063,
5001,283665,10205,0.003131990728463058,
5002,283666,31329,0.002261044650614632,
5003,283667,31135,0.004674530493111129,
5004,283668,8178,9.860331441714839E-4,
5005,283669,10743,2.537548490326974E-4,
5006,283671,24484,0.00404398463632983,
5007,283672,13754,0.0013408358318815245,
5008,283673,2766,0.009356319479553022,
5009,283674,12252,0.017738817108003152,
5010,283675,5058,0.007535713370842995,
5011,283676,13285,0.007683531222968137,
5012,283677,1948,0.01804399646698301,
5013,283678,14451,0.006305343465444423,
5014,283679,10415,0.006084997470229982,
5015,283680,14541,0.0029336814787648737,
5016,283690,27016,0.002098228410568884,
5017,283701,2873,0.03517744892452641,
5018,283702,89278,0.012853789824876984,
5019,283703,6069,0.009768774864549603,
5020,283704,6273,0.00539473216551093,
5021,283705,136,0.010525034143201882,
5022,283706,15974,0.007384848399413152,
5023,283707,8431,0.009885689133869927,
5024,283708,2653,0.005867114379105339,
5025,283709,398,2.631142699617346E-5,
5026,283801,1131,0.0015459681541689213,
5027,283802,41730,0.005220383573356167,
5028,283803,1642,6.172574396834205E-4,
5029,283804,12848,0.004767694009012895,
5030,283805,22790,0.004893634998216561,
5031,283806,4860,0.005955170806812421,
5032,283807,5724,0.005197884368862525,
5033,283808,3959,0.0029206046231632188,
5034,283809,4590,0.005404931540318442,
5035,283910,14483,0.004432469141266665,
5036,283920,10546,0.0030395937577823843,
5037,283930,15543,0.004655002224724463,
5038,283940,20124,0.007556919359374751,
5039,283950,17817,0.01266569354193137,
5040,283960,36335,0.03646711972953319,
5041,283970,39458,0.013588595403945207,
5042,283981,1830,0.00682935128078976,
5043,283982,18280,0.002188942810128246,
5044,283983,2241,0.007605071625410486,
5045,283984,18868,0.013666336597117535,
5046,283985,2782,0.00316783212580772,
5047,283986,3003,0.0014930438826045588,
5048,283987,1823,0.0013993940292293826,
5049,283988,13793,0.005460162667596899,
5050,283989,13441,0.0028482130938261925,
5051,283990,31694,0.0023344578038499886,
5052,284001,124,5.302671923776538E-5,
5053,284002,4078,6.835902735115357E-4,
5054,284004,28239,6.058705549595046E-4,
5055,284005,2,0.0,
5056,284006,16266,4.569215455334605E-4,
5057,284007,21517,2.926409108490454E-4,
5058,284008,6268,6.462752550174421E-4,
5059,284100,161,5.35043151705799E-4,
5060,284201,2291,7.961662930598182E-4,
5061,284202,53565,3.9330889176361394E-4,
5062,284203,6106,1.3057877074773832E-5,
5063,284204,3461,8.196037459032936E-6,
5064,284205,2752,9.90689462318669E-8,
5065,284206,3713,6.014221113863112E-6,
5066,284207,1483,0.0,
5067,284208,4069,1.7835404180082258E-4,
5068,284209,9476,0.0018354598680680493,
5069,284301,3281,4.583285391571497E-4,
5070,284302,4480,8.425320405649803E-4,
5071,284303,1836,3.797039160647978E-4,
5072,284304,9904,6.508670294876276E-4,
5073,284305,4302,5.692302771934298E-4,
5074,284306,2477,1.6819373792851869E-4,
5075,284307,1171,1.4341865234607042E-4,
5076,284308,69748,0.0023115958788353604,
5077,284309,6595,0.0011049689740948783,
5078,284401,46,0.0,
5079,284402,6235,0.0040217225018347996,
5080,284403,3430,0.0042164040382558126,
5081,284404,19369,0.008071314024555626,
5082,284405,8901,0.005663973768196642,
5083,284406,16310,0.002901458920924392,
5084,284407,1349,0.004402741322251466,
5085,284408,2621,9.4388535280791E-4,
5086,284409,10396,0.00425592391469123,
5087,284500,335,0.25324273193594005,
5088,284501,375,2.0998607778891797E-4,
5089,284502,22213,9.39559445304824E-4,
5090,284503,16057,0.002917284553943611,
5091,284504,10550,4.650986892101324E-4,
5092,284505,12047,0.00864717443689194,
5093,284506,2811,0.01411747533701555,
5094,284507,5304,0.06921493768439921,
5095,284508,3469,0.011709653880782702,
5096,284509,2103,0.01825758226735753,
5097,284610,3700,0.03912334800219382,
5098,284620,9188,0.011915084303966728,
5099,284630,660,0.06517524335761689,
5100,284641,5743,0.020235323738852635,
5101,284642,21258,0.0010489419263636727,
5102,284643,27136,7.974095912251167E-4,
5103,284644,13840,4.1149495823162647E-4,
5104,284645,27910,0.004003688515663663,
5105,284646,11102,0.013178786072774671,
5106,284647,7676,0.0062120621647239445,
5107,284648,14836,0.003270406011125005,
5108,284649,15559,3.444454341638861E-4,
5109,284650,36306,0.009399838363427686,
5110,284660,18461,0.0036310752605917787,
5111,284670,27284,0.010832734356801281,
5112,284680,12887,0.00630193289120498,
5113,284690,36268,0.015602401456601757,
5114,284700,28153,0.007751073719142898,
5115,284801,3095,6.551025917373315E-4,
5116,284802,8696,2.3723471011581672E-4,
5117,284803,14074,1.9537306953657064E-4,
5118,284804,11326,3.074640950083053E-4,
5119,284805,2273,1.2857982787675863E-4,
5120,284806,6837,5.569084814259299E-4,
5121,284807,20908,3.0863311798224447E-4,
5122,284808,10163,3.942923466031713E-4,
5123,284809,7676,2.4191282917704958E-4,
5124,284900,40496,4.92637056366272E-4,
5125,291100,3004,0.0,
5126,291110,5056,5.174456967796097E-5,
5127,291121,10632,1.0354919788407878E-6,
5128,291122,8724,2.55147305688684E-5,
5129,291123,3939,0.0,
5130,291124,7422,3.6604715499680416E-5,
5131,291125,648,0.0,
5132,291126,9279,2.1236808056042764E-5,
5133,291127,4252,7.99322691654E-6,
5134,291128,9692,4.216903486142264E-5,
5135,291129,6042,1.2042671440870846E-4,
5136,291141,3,0.0,
5137,291142,6404,0.0,
5138,291143,6,0.0,
5139,291144,8470,1.1915332403115281E-4,
5140,291145,3380,0.0,
5141,291146,4763,0.0,
5142,291147,6014,5.757949532142205E-6,
5143,291148,7719,7.158603314954764E-5,
5144,291149,6328,9.217116248231125E-5,
5145,291150,8075,0.0,
5146,291160,16551,6.82757007864397E-5,
5147,291170,4830,3.514502734532733E-5,
5148,291180,10040,8.77045966880991E-5,
5149,291190,5740,4.5661332553384104E-5,
5150,291201,50364,7.691399195514919E-4,
5151,291202,10056,1.5295971155622059E-4,
5152,291203,1257,0.001303433883728002,
5153,291204,279,5.29805305446426E-6,
5154,291300,17941,0.0,
5155,291400,2229,0.0,
5156,291410,794,0.0,
5157,291420,16447,1.7089334641351391E-6,
5158,291430,1067,0.002663833965684177,
5159,291440,10077,0.0,
5160,291441,567,5.037885766539823E-4,
5161,291442,1949,0.0,
5162,291443,226,0.0,
5163,291444,13867,0.0,
5164,291445,3165,0.0,
5165,291446,1695,0.0,
5166,291447,43,0.0,
5167,291448,4557,3.8876389251782745E-6,
5168,291449,9209,1.0515947886242743E-5,
5169,291450,36671,1.9547459379584683E-5,
5170,291461,8214,1.8468557003799E-4,
5171,291462,10616,2.3748831816244634E-7,
5172,291463,4050,2.130083187302799E-4,
5173,291464,11410,0.0,
5174,291465,748,0.0,
5175,291466,16436,0.0,
5176,291467,6046,0.0,
5177,291468,6681,0.0,
5178,291469,22248,0.0,
5179,291470,8210,7.3084991179238E-5,
5180,291480,20986,4.99153174557249E-5,
5181,291491,2835,8.495802753714483E-5,
5182,291492,12989,3.416456879653968E-4,
5183,291493,1026,1.7618207486405768E-4,
5184,291494,12573,1.9352595320113882E-4,
5185,291495,4772,1.959726867962658E-5,
5186,291496,12072,0.0,
5187,291497,5945,0.0,
5188,291498,6765,0.0,
5189,291499,17253,1.5061556072957085E-5,
5190,291501,37740,4.26370231477725E-5,
5191,291502,5261,0.0,
5192,291503,1845,0.0,
5193,291504,4314,9.587618214257647E-6,
5194,291505,1085,0.0,
5195,291506,1603,0.0,
5196,291600,21399,3.8608558898181764E-5,
5197,291701,592,0.0,
5198,291702,39957,7.2161221320746165E-6,
5199,291703,17,0.0,
5200,291704,8056,8.523690712542921E-6,
5201,291705,139,0.0,
5202,291706,3555,0.0038510602487454703,
5203,291707,17010,2.803871807101493E-6,
5204,291708,9859,0.0,
5205,291709,11690,0.0,
5206,291800,18451,3.173582522533551E-5,
5207,291901,39115,7.357648870902403E-5,
5208,291902,14991,6.318778574024901E-6,
5209,291903,2329,0.0,
5210,292100,3876,7.430965254519131E-6,
5211,292101,2,0.0,
5212,292102,10085,1.858644667426735E-5,
5213,292103,5866,4.573886674648604E-6,
5214,292104,12574,1.0096520302758177E-5,
5215,292106,34389,4.194896963772702E-5,
5216,292107,202,0.0,
5217,292108,4749,7.288475014071937E-5,
5218,292109,24049,1.5334201767855252E-4,
5219,292210,1325,0.0,
5220,292211,8512,0.0,
5221,292212,9839,8.439933371651105E-5,
5222,292213,1287,0.0,
5223,292214,5660,3.3532153851727886E-4,
5224,292215,370,0.0,
5225,292216,8749,5.91406342862868E-6,
5226,292217,313,0.0,
5227,292218,12389,1.4095906353750906E-5,
5228,292219,25307,3.5680467092765756E-5,
5229,292220,23426,3.033740878830945E-5,
5230,292231,18,0.0,
5231,292232,8152,0.0,
5232,292233,2259,0.0,
5233,292234,22506,3.1569710246061117E-6,
5234,292235,21868,2.472681803783783E-5,
5235,292236,13694,6.8472299179838545E-6,
5236,292237,1488,0.0,
5237,292238,12490,1.1831698433368358E-5,
5238,292239,15744,9.04760140448834E-5,
5239,292240,15757,4.0877434371564705E-6,
5240,292250,16507,6.578229456028453E-5,
5241,292260,3531,0.0,
5242,292270,19058,3.823084988522084E-5,
5243,292301,674,0.0,
5244,292302,19381,5.4114675999907856E-5,
5245,292303,3622,1.0685674636359248E-4,
5246,292304,2985,4.845972189113489E-4,
5247,292305,108,1.5942281614670813E-5,
5248,292306,5329,1.8630078402062154E-4,
5249,292307,7186,1.5387269394153593E-4,
5250,292308,2111,4.94260345389314E-4,
5251,292309,6150,1.902055029651229E-4,
5252,292401,2103,1.6366817236901008E-7,
5253,292402,11812,0.0,
5254,292403,5831,5.529886105015479E-7,
5255,292404,24375,4.9610744701383134E-5,
5256,292405,1,0.0,
5257,292406,9487,3.2126227817937807E-6,
5258,292407,3592,1.7881133170321966E-6,
5259,292408,42815,1.136704134869792E-4,
5260,292409,34128,1.9808538412607944E-4,
5261,292510,14384,2.0882456485847163E-5,
5262,292520,18388,9.39760372435683E-6,
5263,292530,36352,1.3377467624793115E-5,
5264,292540,16659,3.359990500494225E-6,
5265,292550,9365,2.562030781172573E-6,
5266,292561,11,0.0,
5267,292562,18745,1.1265494054533757E-7,
5268,292563,3749,0.0,
5269,292564,9316,2.4400490605462537E-4,
5270,292565,60,0.0,
5271,292566,5381,1.6177184113868478E-4,
5272,292567,6869,5.612780244666364E-5,
5273,292568,4479,4.265616848542972E-4,
5274,292569,4650,6.057782902210907E-6,
5275,292570,25922,1.1501636141505743E-4,
5276,292600,7684,6.06816163314779E-4,
5277,292601,5575,4.2801754546728736E-7,
5278,292602,12082,0.002342437888120704,
5279,292603,448,0.0,
5280,292604,13662,3.2330359838304883E-4,
5281,292605,292,0.0,
5282,292606,33852,6.878058038376452E-4,
5283,292607,3883,5.492151110506419E-5,
5284,292608,19620,3.5287790575883293E-4,
5285,292609,34115,5.568105101698848E-4,
5286,292701,66662,1.895372152867701E-4,
5287,292702,30980,2.6445961552644636E-4,
5288,292703,19518,6.438565680142881E-5,
5289,292704,1876,2.9335405704657253E-5,
5290,292801,57520,5.12526278623535E-4,
5291,292802,3171,1.0662462226412662E-6,
5292,292803,27871,1.0554421368932138E-4,
5293,292804,18667,8.370549645539714E-5,
5294,292805,18772,1.535891127452598E-4,
5295,292806,8334,3.602951804454007E-5,
5296,292901,28954,2.6441051895439115E-4,
5297,292902,7759,2.8481038384685906E-4,
5298,292903,5728,0.0011734835524138197,
5299,293100,2113,0.0,
5300,293201,2572,0.0,
5301,293202,5430,0.0,
5302,293203,467,0.0,
5303,293204,2874,0.0,
5304,293205,1136,0.0,
5305,293206,986,0.0,
5306,293207,226,0.0,
5307,293208,17201,9.138138806493087E-6,
5308,293209,14196,1.671083712708325E-4,
5309,293300,22959,4.388368853090231E-5,
5310,293400,3571,0.0,
5311,293401,2209,0.0,
5312,293402,1115,2.2246618333321038E-5,
5313,293403,2184,3.1350158056024496E-7,
5314,293404,1815,1.6067744358573654E-6,
5315,293405,3252,8.432828362795795E-6,
5316,293406,13532,9.884193157991759E-5,
5317,293407,2470,9.051199054438934E-4,
5318,293408,7593,2.862531186826466E-5,
5319,293409,6146,1.028417966797327E-5,
5320,293501,121,0.0,
5321,293502,26840,9.014823205644966E-5,
5322,293503,14085,9.328265621818299E-5,
5323,293504,11042,3.0178023601477507E-5,
5324,293505,15892,6.248825926421216E-6,
5325,293506,8401,9.152823141577855E-6,
5326,293507,12553,9.384396858725244E-5,
5327,293508,13545,1.7816606990538893E-4,
5328,293509,11386,3.7629258088233395E-4,
5329,293601,193,3.6475359203730833E-4,
5330,293602,8450,1.1788594905939863E-4,
5331,293603,2869,2.574600638944596E-4,
5332,293604,10916,1.2483029804216802E-4,
5333,293605,2428,6.72781243453865E-5,
5334,293606,14730,8.338355303782509E-5,
5335,293607,14,0.0,
5336,293608,4377,3.4890979551907184E-5,
5337,293609,11594,2.400241204809089E-4,
5338,293700,27772,3.8902573777790434E-4,
5339,293800,9703,2.2445934070886492E-4,
5340,293801,6949,3.8009201235682775E-4,
5341,293802,10410,1.8185847355412592E-4,
5342,293803,336,1.2182923477683085E-4,
5343,293804,6919,2.5540726966065874E-4,
5344,293805,39,1.7096674718845007E-4,
5345,293806,4233,8.602958824568122E-5,
5346,293807,8569,1.833208190147192E-4,
5347,293808,8847,4.0301642280968675E-4,
5348,293809,7049,3.544632544416641E-4,
5349,293901,1421,7.84816275161456E-4,
5350,293902,2705,4.3073184914529787E-4,
5351,293903,1017,6.120134188546956E-4,
5352,293904,14979,4.512134629775023E-4,
5353,293905,9212,8.953777052286958E-4,
5354,293906,19559,9.097928164725127E-4,
5355,293907,6120,0.0010717392024727785,
5356,293908,17744,7.858323496955213E-4,
5357,293909,4202,4.675952598814038E-4,
5358,294000,25843,5.228289642356802E-4,
5359,294100,1577,0.0010350480147473071,
5360,294201,2220,8.108736283890003E-4,
5361,294202,8898,0.0017355234813473126,
5362,294203,6313,0.0015711087787081625,
5363,294204,31612,4.322852307061638E-4,
5364,294205,18349,4.901779715728889E-4,
5365,294206,19907,3.954206368134049E-4,
5366,294207,2130,4.927538314486812E-5,
5367,294208,5835,1.5471394605177187E-4,
5368,294209,4285,4.1175583258393466E-4,
5369,294300,27699,0.006927713555376537,
5370,294401,16149,3.891529899179479E-4,
5371,294402,13292,3.5261641215708796E-4,
5372,294403,4561,2.776576913032814E-4,
5373,294404,5041,3.798252031069942E-4,
5374,294405,7653,1.271515178212919E-4,
5375,294406,7788,6.179856767062392E-4,
5376,294407,982,7.755336579722314E-4,
5377,294408,3102,3.5852472609432424E-4,
5378,294409,12226,6.439728916169287E-4,
5379,294500,22,0.011375684695559066,
5380,294610,36361,0.0013237587954477528,
5381,294620,31622,4.7257745262491965E-4,
5382,294630,6019,0.006506714730982757,
5383,294641,4569,0.00614566709270584,
5384,294642,4312,7.257960623570675E-4,
5385,294643,1329,0.0015154744796466695,
5386,294644,4947,6.925782800397505E-4,
5387,294645,7850,4.941733283830864E-4,
5388,294646,3857,0.00213022743217029,
5389,294647,6539,1.361005812431456E-4,
5390,294648,4832,2.1982110989527328E-4,
5391,294649,8551,3.6879914467761115E-4,
5392,294650,38412,0.006179653265242379,
5393,294660,28808,0.0021846299604389675,
5394,294670,6693,0.0015870152015429297,
5395,294680,38405,6.923176169115573E-4,
5396,294691,13783,0.003290898292381942,
5397,294692,8865,0.0012447819747654551,
5398,294693,8035,0.0011656971043084714,
5399,294694,16988,4.1960889208478004E-4,
5400,294695,298,6.627156405472766E-4,
5401,294696,4308,7.715208227942165E-4,
5402,294697,1673,7.779227344105528E-4,
5403,294698,8025,8.552057861669327E-4,
5404,294699,21668,0.0011524795677287716,
5405,294701,2829,4.338062988963716E-6,
5406,294702,8228,3.612016065473352E-6,
5407,294703,11029,2.1191347237623356E-6,
5408,294704,7150,5.055651372690275E-7,
5409,294705,5699,5.829928904071508E-6,
5410,294706,4975,6.2043666599768404E-6,
5411,294707,4318,1.1528870772203777E-6,
5412,294708,5303,0.0,
5413,294710,10999,0.0018532297401210119,
5414,294720,24777,0.002176815143888982,
5415,294730,68,0.005945034564906829,
5416,294740,18595,7.192232147016854E-5,
5417,294750,458,0.013093719681191296,
5418,294760,17845,2.1544509579961082E-5,
5419,294770,5706,0.001414533609510251,
5420,294780,26538,6.266877555499873E-5,
5421,294790,28636,0.0021516774480770337,
5422,294801,1290,0.005237012719877158,
5423,294802,32918,1.6636293073111634E-4,
5424,294803,12000,4.91849480778382E-5,
5425,294804,13502,1.6702402024630287E-6,
5426,294805,123,0.0,
5427,294806,7622,1.1665099695571867E-5,
5428,294807,6735,7.382760036022298E-6,
5429,294808,9213,0.0,
5430,294809,12761,1.6275608783040424E-7,
5431,294900,31199,3.677653083919843E-5,
5432,294910,4245,0.004650783879510397,
5433,294920,7177,7.691017282557762E-7,
5434,294921,934,0.0020774062984924265,
5435,294922,4577,4.864219732572379E-4,
5436,294923,10013,1.3102621925068896E-5,
5437,294924,3558,0.0,
5438,294925,2576,1.5785993836842644E-4,
5439,294926,3399,0.0,
5440,294927,1655,2.839742015323566E-4,
5441,294928,2976,1.8448006846591362E-5,
5442,294929,9828,4.388054955035573E-4,
5443,294930,16850,7.719618775352444E-4,
5444,294940,24451,7.453358469941838E-5,
5445,294950,18937,0.0017586146680937127,
5446,294951,20430,7.237701855514608E-4,
5447,294952,10533,1.513058330243524E-4,
5448,294953,3277,0.0014932994597251189,
5449,294954,20080,9.897436760433805E-5,
5450,294955,1365,0.005013137872144705,
5451,294956,7437,3.482617038603579E-5,
5452,294957,717,0.002637910189431129,
5453,294958,23953,1.0218704339096093E-4,
5454,294959,1589,0.0029825489998169964,
5455,294961,8259,8.338700757056516E-4,
5456,294962,5217,8.490487055586116E-5,
5457,294963,5040,0.001255900435143736,
5458,294964,18708,0.0013904706635407488,
5459,294965,1572,7.107082625136454E-4,
5460,294966,2822,0.0022718791439045156,
5461,294967,960,4.3865091027337773E-4,
5462,294968,4334,7.649789809500932E-4,
5463,294969,5758,8.296793893057298E-4,
5464,294971,14424,6.480301669781296E-4,
5465,294972,20577,0.0012449292852576687,
5466,294973,4487,5.369884908573186E-4,
5467,294974,10186,1.8506119191044772E-4,
5468,294975,21435,0.001281942884768742,
5469,294976,5893,4.708539718945731E-4,
5470,294977,24275,5.899546647383398E-4,
5471,294978,14008,0.0010230633005090927,
5472,294979,5737,3.350485249878641E-4,
5473,294980,34318,6.994068033036336E-4,
5474,294991,4508,0.001056583165216406,
5475,294992,14834,8.691296966791714E-4,
5476,294993,4187,0.0018044645732204739,
5477,294994,3403,8.789691777763384E-4,
5478,294995,3629,4.98459673215664E-4,
5479,294996,3332,0.0015455875666888165,
5480,294997,6032,4.216617502358529E-4,
5481,294998,4580,3.4797160191516846E-4,
5482,294999,16179,5.780049314510119E-4,
5483,295101,585,0.0018401185163095912,
5484,295102,21609,0.0028914588302414615,
5485,295103,15566,1.7325840779452672E-4,
5486,295104,12123,9.119835073138835E-5,
5487,295105,16275,1.9013253212574503E-4,
5488,295106,6348,1.5244845857693436E-4,
5489,295107,23172,2.124340917795323E-4,
5490,295108,15493,1.9860862877400788E-6,
5491,295109,19237,1.8435306195496013E-4,
5492,295200,22193,1.6656998498021544E-7,
5493,295300,893,1.4354298774410411E-5,
5494,295301,844,2.514048159054583E-6,
5495,295302,7421,1.2860738550023056E-7,
5496,295303,7591,5.262561984544445E-5,
5497,295304,3373,3.771775623336008E-5,
5498,295305,20662,4.5053844277428036E-5,
5499,295306,6479,1.3522809021882838E-4,
5500,295307,60716,2.5701212763741565E-4,
5501,295308,8703,4.4908526212485516E-5,
5502,295309,8720,2.648728497994128E-6,
5503,295400,29499,1.8843695972133984E-5,
5504,295500,4555,1.7071503092138656E-6,
5505,295600,21419,2.509545342502307E-6,
5506,295700,3873,1.23837002740444E-5,
5507,295701,9786,1.2581668288310067E-6,
5508,295702,7843,5.341027366629646E-7,
5509,295703,498,3.7185141144634684E-7,
5510,295704,6531,3.361820269485576E-5,
5511,295705,3308,1.790307888388503E-6,
5512,295706,3607,1.933494646244876E-6,
5513,295707,12439,3.433205260748232E-5,
5514,295708,3786,9.126057903358684E-7,
5515,295709,215,4.7171417996576696E-5,
5516,295800,21805,2.0251433344448526E-6,
5517,295900,11319,1.0578541912872572E-5,
5518,296001,44771,6.305134807391948E-5,
5519,296002,40647,6.910439260089194E-5,
5520,296003,26039,9.82507361737693E-5,
5521,296100,52,9.563023024416497E-5,
5522,296201,15720,2.592130717763069E-7,
5523,296202,5072,0.0,
5524,296203,501,0.0,
5525,296204,4776,5.609889961788504E-5,
5526,296205,6262,3.529590453134966E-5,
5527,296206,6554,1.3128814175764316E-4,
5528,296207,7598,1.0979085585501462E-4,
5529,296208,3769,3.303343720737011E-5,
5530,296209,5831,4.189272563407477E-5,
5531,296300,15895,6.929884494567247E-5,
5532,296400,11104,2.064654403447868E-6,
5533,296501,4063,8.464877696230665E-6,
5534,296502,6288,4.43279936969E-5,
5535,296503,5630,4.604215967296211E-6,
5536,296504,8629,4.292680911227421E-5,
5537,296505,7608,2.6058668021450297E-5,
5538,296506,9362,6.50272854339085E-5,
5539,296507,2985,6.829141318067113E-5,
5540,296508,7240,1.5798030526066934E-4,
5541,296509,52475,1.0472370794463616E-4,
5542,296600,10617,4.392144783344461E-5,
5543,296710,18094,2.575944166763074E-4,
5544,296720,7658,8.208412471154476E-5,
5545,296731,12440,1.0786773183495645E-4,
5546,296732,6359,1.824464704768593E-4,
5547,296733,1156,1.21280870801117E-4,
5548,296734,3864,1.694571703801989E-4,
5549,296735,18204,9.862960114568149E-5,
5550,296736,3962,2.097518804639618E-5,
5551,296737,9560,3.321017350782359E-5,
5552,296738,4437,2.580290784815231E-4,
5553,296739,1322,1.928096109661728E-4,
5554,296740,6560,2.5440895287012956E-4,
5555,296750,6320,3.2070359211452726E-4,
5556,296760,6568,5.301320928871128E-5,
5557,296770,29775,4.573785609270437E-5,
5558,296780,8269,2.7887714977057528E-5,
5559,296790,15515,3.6679634263063856E-5,
5560,296810,12151,1.84668731832833E-6,
5561,296820,27096,7.73956424189217E-6,
5562,296830,4198,1.4251792318696532E-5,
5563,296840,21496,5.321349890087537E-6,
5564,296850,14726,2.5858230158622042E-5,
5565,296860,6537,5.788782895267274E-5,
5566,296870,3780,1.2152300439428596E-4,
5567,296880,20688,7.573499790067189E-6,
5568,296890,23914,3.373494719515064E-6,
5569,296901,7289,1.3229155206453236E-5,
5570,296902,6584,2.3400472684623313E-6,
5571,296903,3654,1.7475383493440543E-6,
5572,296904,5114,3.2540473614310664E-6,
5573,296905,9203,1.2385235167571514E-4,
5574,296906,6719,3.14333032522676E-5,
5575,296907,5936,0.0010946710438222984,
5576,296908,8666,7.858753266198781E-5,
5577,296909,31477,0.0021620465355558422,
5578,297111,6082,3.305969224388766E-7,
5579,297112,17255,3.568473494266101E-6,
5580,297113,7039,1.8735777673111195E-7,
5581,297114,4581,8.02797452512725E-6,
5582,297115,1711,3.045836514150806E-8,
5583,297116,8030,1.0729692938304538E-6,
5584,297117,3510,1.0892154142529834E-7,
5585,297118,11141,1.3923933046442372E-6,
5586,297119,9601,5.245520496234648E-6,
5587,297120,16589,2.778165320783073E-5,
5588,297130,7590,2.431391130137718E-5,
5589,297140,22007,6.4144399484651765E-6,
5590,297150,24463,1.8821591244453924E-5,
5591,297201,61002,2.0370870331926804E-5,
5592,297202,15993,3.109684668148757E-5,
5593,297203,12727,4.303681557965162E-5,
5594,297204,6165,8.403755312836853E-6,
5595,297205,5582,5.164465338207511E-5,
5596,297206,3662,3.155824432960788E-5,
5597,297207,3290,3.20127484265185E-5,
5598,297208,2312,8.865354073958242E-6,
5599,297209,1039,3.0115527240832677E-5,
5600,297310,7340,6.352606379473152E-10,
5601,297320,21831,1.0742182264508535E-6,
5602,297330,18896,0.0,
5603,297340,11466,6.588043354109072E-7,
5604,297350,7954,3.911047862687999E-7,
5605,297360,18418,4.790045757229162E-7,
5606,297370,9048,1.0281938783067549E-6,
5607,297380,18305,1.5639699436836753E-7,
5608,297390,14517,5.197355717126111E-7,
5609,297400,8431,0.0,
5610,297410,1129,0.0,
5611,297420,19306,2.4609370059220442E-8,
