system:index,PfafIDrunoff_month_M06,countrunoff_month_M06,meanrunoff_month_M06,.geo
0,111011,2479,8.655596144231036E-7,
1,111012,3914,2.6902816027087776E-7,
2,111013,1141,2.5846166711914727E-7,
3,111014,5605,-2.982016504607137E-9,
4,111015,21086,-1.3056266569476926E-9,
5,111016,2382,8.407048739421561E-10,
6,111017,10902,1.1578728501643019E-6,
7,111018,2506,4.369072661555222E-8,
8,111019,8039,8.614832702409983E-8,
9,111020,14779,3.6909998346969386E-6,
10,111030,6859,6.86807075362042E-7,
11,111041,17198,2.283913592997407E-5,
12,111042,6643,4.481932888332854E-6,
13,111043,349,1.0908521480624336E-5,
14,111044,6597,4.756954036742411E-5,
15,111045,7591,5.515624993658117E-7,
16,111046,4623,4.91437758852156E-7,
17,111047,903,-8.158137402889522E-7,
18,111048,4457,6.708515075901029E-6,
19,111049,4490,8.597832514249557E-6,
20,111050,19515,4.978392950104089E-5,
21,111060,5660,3.409775872576149E-5,
22,111070,13666,1.1341312984934301E-4,
23,111081,5213,-0.002444248766219181,
24,111082,18754,9.54194400218586E-4,
25,111083,6133,0.0011170130320050599,
26,111084,15194,0.0017471822958555043,
27,111085,10124,0.001774297090359896,
28,111086,2528,0.0033625539492026964,
29,111087,13852,0.003904526019454796,
30,111088,3118,0.002269968251148214,
31,111089,2844,0.002527706116946201,
32,111090,510,0.004843443793844777,
33,111091,204,-0.04751126143451981,
34,111092,2946,-4.5352595719030047E-4,
35,111093,19488,0.0014633041878122349,
36,111094,2475,0.005499690908963793,
37,111095,1771,0.005581761818334343,
38,111096,2707,0.0027230018053675835,
39,111097,2562,0.0018436808927937772,
40,111098,3435,0.00254471117098896,
41,111099,4503,0.0030270133035471903,
42,112011,3093,0.0018474430872318847,
43,112012,21200,0.0015051384083147657,
44,112013,15552,0.0016401971646357587,
45,112014,34480,0.0012260597740929983,
46,112015,4666,0.001896239839661862,
47,112016,11966,0.0015522493051762644,
48,112017,13480,0.0012178734011393465,
49,112018,14831,0.0015878175582087642,
50,112019,46077,0.0031611253304769096,
51,112020,1906,0.0021875019427985945,
52,112030,2337,0.0010621458477290146,
53,112041,4145,1.883282494169828E-5,
54,112042,9610,6.594145508040635E-4,
55,112043,1103,4.428992999222161E-5,
56,112044,5576,7.246375545437738E-4,
57,112045,2564,-8.732510625419832E-6,
58,112046,18320,0.001590159371507804,
59,112047,22718,0.001336306152203907,
60,112048,6256,0.0012079504272517454,
61,112049,17069,0.0028476776144955598,
62,112050,8062,6.064861881780605E-4,
63,112060,9044,0.00225272394837004,
64,112070,2276,5.137116611029949E-5,
65,112111,38098,0.0011000792513994548,
66,112112,4819,0.004881591392166244,
67,112113,7103,0.0019639680241161214,
68,112114,4624,0.006089632039292244,
69,112115,1314,0.004734441031779791,
70,112116,4584,0.008999392260228367,
71,112117,1995,0.0031668594742129907,
72,112118,4443,0.008918625031304852,
73,112119,6706,0.0019536539361133397,
74,112120,6306,0.003476534296500436,
75,112130,3465,9.0679529650065E-4,
76,112140,5654,0.0046004221114837995,
77,112150,489,0.0013864282944432954,
78,112160,4941,0.006235280804878178,
79,112170,16279,7.662749798447077E-4,
