system:index,PfafIDDomWN_monthY2014M06,countDomWN_monthY2014M06,meanDomWN_monthY2014M06,.geo
301,117106,6687,1.1877755467972214E-5,
302,117107,528,5.3823964497066614E-5,
303,117108,11426,1.5298979713919984E-5,
304,117109,3709,2.6732406752134884E-5,
305,117201,2410,1.922593417196581E-5,
306,117202,9093,1.6941796050453494E-5,
307,117203,5632,1.4069493014480446E-5,
308,117204,15089,7.353295969994712E-5,
309,117205,7273,1.5445140101743417E-5,
310,117206,15598,4.713635908610045E-5,
311,117207,2233,2.7419334140421623E-5,
312,117208,6528,2.1673607070674096E-5,
313,117209,47115,2.151871490664706E-4,
314,117300,3443,0.0021635941603922334,
315,117310,1731,5.817564612174122E-5,
316,117320,9733,3.7166944725541946E-5,
317,117321,35,6.124043951047276E-4,
318,117322,3445,5.973596378094318E-5,
319,117323,4536,4.0864386464018916E-5,
320,117324,8445,9.546026763066848E-5,
321,117325,4901,9.040790165413238E-5,
322,117326,10718,1.1026660722571092E-4,
323,117327,860,1.2292483869249767E-4,
324,117328,3379,4.60759144516089E-4,
325,117329,8495,0.0010844149775327842,
326,117331,962,2.1919648235455173E-4,
327,117332,8998,7.128310092977277E-5,
328,117333,1609,7.806431801639605E-4,
329,117334,4584,7.509580717168421E-5,
330,117335,130,3.612386937991859E-4,
331,117336,5124,6.758975796878539E-5,
332,117337,3766,1.9557882675547543E-4,
333,117338,7822,3.076427742560726E-5,
334,117339,4481,4.7816371427053315E-6,
335,117340,3629,1.2020715840720422E-5,
336,117341,3562,4.748776432995275E-6,
337,117342,1453,6.694442826293374E-6,
338,117343,225,6.497726517227912E-6,
339,117344,24075,8.718342734118462E-6,
340,117345,1996,5.668189994482646E-6,
341,117346,2560,4.681447078387412E-5,
342,117347,7977,4.000301924966466E-5,
343,117348,6817,1.879883492501019E-4,
344,117349,7746,7.149599965230411E-5,
345,117350,9106,1.1569999755388607E-5,
346,117360,1417,6.637405389915814E-6,
347,117361,8261,1.605839065803716E-5,
348,117362,4616,5.219217404633223E-6,
349,117363,1954,3.4029019811321523E-6,
350,117364,3249,9.079669135494976E-6,
351,117365,5139,3.6810988986737493E-6,
352,117366,3863,3.8044926585532984E-6,
353,117367,10234,3.885576992224489E-5,
354,117368,3636,5.517393991891169E-5,
355,117369,8350,3.86450287817966E-5,
356,117370,289,5.4458825257274504E-5,
357,117380,20668,2.1932977472528235E-5,
358,117390,8986,3.2827171372730484E-4,
359,117400,31535,4.863326860217611E-5,
360,117410,6659,2.9827893637153298E-5,
361,117420,9684,1.971816324585249E-5,
362,117430,6244,2.005859210129476E-5,
363,117441,7455,9.674009991865987E-6,
364,117442,30064,1.142849182754666E-5,
365,117443,1483,1.3711551564674443E-6,
366,117444,4685,9.89380859376407E-7,
367,117445,6049,2.3527541618950896E-6,
368,117446,6873,5.02347667262686E-6,
369,117447,7098,9.466669778839603E-7,
370,117448,11424,2.6386981916660903E-5,
371,117449,10133,1.8968189894329782E-5,
372,117450,23656,2.404630928711958E-5,
373,117460,32576,1.6955181926723695E-5,
374,117470,3648,3.412348291560478E-5,
375,117480,6353,5.247427713231077E-5,
376,117490,34383,1.9788771087482593E-5,
377,117501,4101,2.3146793005913938E-5,
378,117502,19773,1.8994298776449424E-5,
379,117503,131,2.482440493984349E-5,
380,117504,4880,1.9691336449980647E-5,
381,117505,1891,1.9282414100757105E-5,
382,117506,20274,1.8705533504586657E-5,
383,117507,1796,2.555880470444439E-5,
384,117508,7144,3.3075334372517234E-5,
385,117509,6695,4.7856738962939915E-5,
386,117610,21194,2.5256167219385013E-5,
387,117621,20963,1.2606363788474873E-6,
388,117622,7510,9.956833685543253E-7,
389,117623,6148,5.15698079790324E-7,
390,117624,5529,6.432345498083035E-7,
391,117625,3107,9.406717802314513E-7,
392,117626,5092,1.0642428602665716E-6,
393,117627,2338,9.482023471544555E-7,
394,117628,4803,4.0749457971172765E-6,
395,117629,17441,2.485790274521421E-5,
396,117630,7944,1.7367593016080196E-5,
397,117640,12237,1.6204224171627454E-5,
398,117650,27139,6.465525256052707E-6,
399,117660,11080,2.433226143528354E-6,
400,117670,16159,1.1104383609827752E-5,
401,117680,7373,3.099855425750682E-5,
402,117690,8974,3.099312745007652E-6,
403,117701,4237,5.956423448109425E-6,
404,117702,3062,7.078145761799431E-6,
405,117703,3098,1.2997785010093085E-5,
406,117704,29472,3.717128126256216E-6,
407,117705,3488,8.226554351976235E-6,
408,117706,12305,6.7545000562302935E-6,
409,117707,5022,1.2732442437483844E-5,
410,117708,6600,9.047441219823682E-6,
411,117709,6,6.737141345587695E-6,
412,117801,19386,1.1043709391147779E-5,
413,117802,8138,8.938510690576282E-6,
414,117803,4481,4.575070933176158E-6,
415,117804,4823,1.4048618377965852E-6,
416,117805,9139,4.289612692641986E-6,
417,117806,4243,1.826662120877054E-6,
418,117807,14182,7.723929563861515E-6,
419,117808,4009,1.1989283528309178E-5,
420,117809,5404,8.171106366254045E-6,
421,117911,4254,1.955669333713408E-5,
422,117912,11369,1.2278922792996711E-5,
423,117913,4828,2.4635515952748472E-5,
424,117914,9748,1.7252800341107627E-5,
425,117915,2892,1.2678156186004505E-5,
426,117916,4522,1.1397455262179805E-5,
427,117917,881,1.1125765701242372E-5,
428,117918,3489,2.002002235988015E-5,
429,117919,3366,1.790675857210647E-5,
430,117920,12385,1.9374344100243695E-5,
431,117930,3842,2.006403251718095E-5,
432,117940,17976,1.0690376950462949E-5,
433,117950,35035,1.0318596899997152E-5,
434,117960,27987,1.2741329073053765E-5,
435,117970,4764,1.4244501015967028E-5,
436,117980,23322,9.967898992280705E-6,
437,117990,502,1.9325140798934342E-5,
438,121000,5402,1.3825649499878922E-5,
439,122100,13683,6.678212135541116E-6,
440,122211,6406,2.1540149333692375E-5,
441,122212,1855,1.0629194194015709E-5,
442,122213,3138,2.5712312860084343E-5,
443,122214,5851,2.9620926358843355E-4,
444,122215,3894,1.5792644915504185E-4,
445,122216,2115,5.227653303115607E-5,
446,122217,20739,1.593859059552443E-4,
447,122218,7387,1.2145075701865407E-4,
448,122219,381,3.628341523781E-5,
449,122220,10173,3.017858975768871E-4,
450,122230,15251,4.8354889856841504E-5,
451,122240,13981,2.018108052987427E-4,
452,122250,4175,1.3613132597165854E-5,
453,122260,9898,7.304214203716119E-5,
454,122270,25323,1.8426754224106234E-5,
455,122281,58,0.0,
456,122282,18679,3.133791246181506E-5,
457,122283,8866,2.225085773895291E-5,
458,122284,3054,3.1530561478858224E-5,
459,122285,1410,4.046064658601025E-5,
460,122286,2459,8.024386108326326E-5,
461,122287,2283,3.0166249758902977E-5,
462,122288,5474,1.1543062759738456E-5,
463,122289,4972,3.9357311990559204E-5,
464,122290,14591,1.4529859142787987E-4,
465,122310,31891,6.05117952096919E-6,
466,122321,1222,7.424150352584015E-6,
467,122322,23462,6.128791404856104E-5,
468,122323,1012,7.556606749604129E-6,
469,122324,26869,1.1754642929446433E-4,
470,122325,566,6.291657735577471E-6,
471,122326,979,3.0728047126619357E-6,
472,122327,743,1.686784442291376E-5,
473,122328,2014,3.019935559490144E-6,
474,122329,9878,6.926118873342448E-5,
475,122330,1421,6.721514226669105E-6,
476,122340,19786,1.4190248986036488E-5,
477,122350,11368,7.188373631436445E-6,
478,122360,35190,3.2235579519948074E-5,
479,122371,6512,1.924414148610413E-6,
480,122372,2747,2.7313406061289562E-6,
481,122373,5796,1.926376733420087E-6,
482,122374,6294,2.7697062543814587E-6,
483,122375,2608,9.422401356228915E-7,
484,122376,11494,5.256961693463131E-5,
485,122377,3260,1.1487195203761768E-6,
486,122378,2622,2.185672096322803E-6,
487,122379,170,6.433808916836451E-7,
488,122380,30585,2.0016206114459233E-4,
489,122390,928,5.988241003883857E-6,
490,122410,9362,4.857524413931158E-5,
491,122421,1196,4.9167656058363084E-5,
492,122422,18009,1.547371326510042E-5,
493,122423,7491,4.55575337574821E-5,
494,122424,10799,8.644744478306964E-5,
495,122425,914,2.192894672340185E-5,
496,122426,4254,1.9228267418273936E-5,
497,122427,5533,4.130735626123619E-5,
498,122428,2222,4.902748554644447E-5,
499,122429,3051,1.6849372627431167E-5,
500,122430,27772,4.780637301969232E-5,
501,122440,12555,1.0654776524612651E-4,
502,122450,18864,5.231230980875479E-5,
503,122460,7469,1.311965980235494E-5,
504,122470,3244,4.074111365003236E-5,
505,122480,5516,9.292197520748956E-5,
506,122491,6706,2.253079846848587E-5,
507,122492,3053,2.4466395023432028E-5,
508,122493,1532,1.449714904851311E-5,
509,122494,2788,6.99182126658943E-5,
510,122495,5977,2.836051248509778E-5,
511,122496,5303,3.3584652247326146E-5,
512,122497,1273,1.8151569300959462E-5,
513,122498,3034,3.288512345710324E-5,
514,122499,10962,3.1301303735737724E-5,
515,122500,23063,2.0722675314441223E-4,
516,122611,9237,1.5113771184152775E-4,
517,122612,5371,4.623849066576899E-4,
518,122613,192,8.69774446947664E-6,
519,122614,4748,3.079928911015811E-5,
520,122615,4622,9.968232402586446E-5,
521,122616,10095,1.0505183316133774E-4,
522,122617,15119,2.867279146235952E-5,
523,122618,8593,2.8443650119178915E-5,
524,122619,19409,1.1091375622303573E-5,
525,122620,12619,1.0015551781724968E-5,
526,122630,2524,1.1027195443609838E-5,
527,122640,29501,1.4976716549631779E-5,
528,122650,5639,1.3570760624625956E-5,
529,122660,16242,3.085792519179256E-5,
530,122670,3328,2.027052554392822E-5,
531,122680,11281,1.7761511789443444E-5,
532,122690,29803,1.6331356713874891E-4,
533,122710,5407,6.843076955612447E-5,
534,122722,5618,4.005877583773303E-5,
535,122723,11478,4.4668455781960974E-5,
536,122724,14659,7.151660218757658E-5,
537,122725,8871,5.78151888678595E-5,
538,122726,3932,7.6824394530371E-5,
539,122727,1890,6.676940804048637E-5,
540,122728,7726,5.962020349513139E-5,
541,122729,8395,6.388265076200582E-5,
542,122730,4711,4.0873868264821064E-5,
543,122740,8391,5.7202534465202813E-5,
544,122750,4912,4.093686891616577E-5,
545,122760,12525,5.351452156734561E-5,
546,122770,24193,4.851130066222732E-5,
547,122781,503,1.1892690564699004E-5,
548,122782,2807,1.5570087772567038E-5,
549,122783,2653,1.0128186102526004E-5,
550,122784,25385,1.1739259166911595E-4,
551,122785,1998,3.2995236299044695E-5,
552,122786,1849,4.966821190242042E-5,
553,122787,5021,3.0022975966686067E-5,
554,122788,7791,2.9775768349425807E-5,
555,122789,5635,8.058910972883657E-5,
556,122790,26804,3.7603940168579774E-5,
557,122810,16351,2.510373848591964E-5,
558,122820,26020,3.4871366600766464E-6,
559,122830,15823,5.2263748543464484E-6,
560,122841,427,9.471951310560861E-7,
561,122842,3197,3.771599596788321E-7,
562,122843,2941,5.192684006288086E-7,
563,122844,5885,3.198642842961172E-7,
564,122845,151,2.6152879607280604E-7,
565,122846,18775,4.293589943205459E-7,
566,122847,2010,3.0579299871586016E-7,
567,122848,6351,4.1845782493698027E-7,
568,122849,6829,4.4022772841570284E-7,
569,122851,10,2.37513014204126E-6,
570,122852,5277,2.1923668276298123E-5,
571,122853,162,9.101605892748408E-6,
572,122854,5104,2.2944218191943902E-5,
573,122855,11928,3.405072418928041E-6,
574,122856,6580,3.5297817727657805E-7,
575,122857,2106,7.921265734401212E-7,
576,122858,6842,4.729736232533012E-7,
577,122859,830,5.512940732948997E-7,
578,122860,9486,3.330571148050722E-7,
579,122870,11735,1.7036141759753124E-6,
580,122880,12156,8.545116111187947E-7,
581,122890,11676,1.1644113380274988E-6,
582,122911,7164,3.153687879684751E-5,
583,122912,18732,1.4712839036658635E-5,
584,122913,17705,1.5000609178046545E-5,
585,122914,9276,1.9938535142918532E-5,
586,122915,11505,2.6290818708361706E-5,
587,122916,10313,2.7726054327032343E-5,
588,122917,400,2.649940846478967E-5,
589,122918,13061,2.344293233878951E-5,
590,122919,11179,2.5105790069556677E-5,
591,122921,609,2.0553858755421606E-5,
592,122922,9754,2.555022996427003E-5,
593,122923,614,3.505127318583051E-5,
594,122924,15537,1.2374904893149509E-5,
595,122925,2123,2.1420650390511635E-5,
596,122926,5763,2.1369928303754296E-6,
597,122927,501,2.0811638387703788E-5,
598,122928,6274,1.0238513004563733E-6,
599,122929,9474,1.2270993519182463E-6,
600,122930,30101,2.10533639862927E-5,
601,122941,75,2.1924345501091914E-5,
602,122942,6053,2.174282346735804E-5,
603,122943,2293,2.3564965734596886E-5,
604,122944,6592,5.569963767718678E-6,
605,122945,2501,1.3867085384736104E-5,
606,122946,7806,1.0474483960488464E-6,
607,122947,17374,9.864810366080774E-7,
608,122948,3721,9.074604214348852E-7,
609,122949,9816,1.079337833024115E-6,
610,122950,306,2.1302419768854164E-5,
611,122961,3054,1.0368964867129844E-5,
612,122962,3634,1.7967844250515877E-5,
613,122963,1190,1.0982782133881513E-5,
614,122964,25207,8.756924929452624E-6,
615,122965,3358,1.7242545176279157E-5,
616,122966,6034,1.0407239124115944E-5,
617,122967,2557,1.3227739564202936E-5,
618,122968,27002,1.4412799398575284E-5,
619,122969,14397,1.3340189411038418E-5,
620,122970,33383,6.731563344874566E-6,
621,122981,643,1.1097741499117375E-6,
622,122982,22493,1.1507288795590198E-6,
623,122983,1336,1.2906715650451905E-6,
624,122984,2966,1.2086790217996787E-6,
625,122985,6665,1.241683588701967E-6,
626,122986,4664,4.3460825659930936E-6,
627,122987,4784,1.1661232505916555E-6,
628,122988,2411,9.130188936954309E-7,
629,122989,3747,1.081278301594859E-5,
630,122990,28675,1.697868061683882E-6,
631,123010,21695,6.418899112333672E-6,
632,123021,399,2.7030563678104705E-5,
633,123022,5200,1.5467292836230277E-5,
634,123023,1477,1.1328217636064995E-5,
635,123024,11268,4.8284397998971505E-6,
636,123025,1247,1.1770940303045844E-5,
637,123026,4294,3.742896489082099E-6,
638,123027,6707,1.034010807387311E-5,
639,123028,4012,4.722336339794599E-5,
640,123029,3533,2.7778885548676056E-6,
641,123030,1242,9.415534956894585E-6,
642,123040,35384,3.1621092027866265E-5,
643,123050,20914,5.403675222060192E-6,
644,123061,22208,6.327506111319214E-6,
645,123062,53679,1.0215105490212117E-4,
646,123063,11792,4.115640274852554E-5,
647,123064,10011,8.240896999222805E-5,
648,123065,955,2.990391645757436E-5,
649,123066,9836,5.980895424797028E-5,
650,123067,5567,5.1712595907790285E-5,
651,123068,5624,4.188770327963742E-5,
652,123069,7650,6.964957446554338E-5,
653,123070,30938,1.0479360775923099E-5,
654,123080,25327,8.275037727944266E-6,
655,123090,4029,2.2785552288276198E-5,
656,124100,3418,3.1584351534568986E-5,
657,124200,6405,2.015245952860753E-6,
658,124201,20935,5.765312264039699E-6,
659,124202,8961,5.024957270385404E-7,
660,124203,10671,5.602616992623823E-7,
661,124204,6190,3.956334029292373E-7,
662,124205,3410,3.058208471721009E-7,
663,124206,8813,7.822391099979699E-7,
664,124207,4841,5.416274492462754E-7,
665,124208,6792,1.2085713393300691E-6,
666,124209,4608,7.65674315357555E-6,
667,124300,3108,2.1243931457656008E-5,
668,124401,3387,2.9296176720802043E-6,
669,124402,11632,4.5521944254676145E-5,
670,124403,1947,5.369186793291139E-6,
671,124404,17489,2.1522967547575166E-4,
672,124405,15787,1.3694701980767373E-4,
673,124406,9181,1.6537053136141054E-4,
674,124407,15634,2.3243655043335114E-4,
675,124408,7792,2.4391925932788953E-4,
676,124409,21469,1.993688939052668E-4,
677,124501,7251,1.937524646181564E-6,
678,124502,18742,3.620395805942082E-5,
679,124503,9817,1.8953173636810405E-4,
680,124504,10116,2.314471444283956E-5,
