system:index,PfafIDarea30sm2,countarea30sm2,meanarea30sm2,.geo
14776,771605,1321,764133.1565102196,
14777,771606,6113,761663.7938818911,
14778,771607,464,764548.8599137932,
14779,771608,3106,763400.5164600773,
14780,771609,12566,767156.1917674678,
14781,771700,33141,761378.8276304275,
14782,771800,6013,726043.0308290371,
14783,771801,19271,755174.9147196565,
14784,771802,9526,743984.3223742914,
14785,771803,2263,749635.1615388865,
14786,771804,3842,751029.4694332379,
14787,771805,1229,747460.1118795769,
14788,771806,31015,737654.2762614863,
14789,771807,5339,746605.3120551602,
14790,771808,4438,752822.3953075709,
14791,771809,20639,751708.7851125296,
14792,771900,1743,750147.12625502,
14793,771910,20209,753868.3378383394,
14794,771920,33939,744401.4295684905,
14795,771930,70,751208.6446428571,
14796,771940,11011,746850.0820429571,
14797,771950,11044,743258.5744352137,
14798,771960,35221,737142.8231275375,
14799,771970,6915,734130.9943781634,
14800,771980,17203,729188.9819217578,
14801,771990,19551,727979.0404359112,
14802,772000,37144,720406.2385715055,
14803,772100,6968,724316.0990958668,
14804,772200,8362,726953.1168679742,
14805,772211,8677,721794.4227411548,
14806,772212,5603,724497.2116946279,
14807,772213,15156,720400.7781118039,
14808,772214,6780,714185.9811393805,
14809,772215,301,716569.410921927,
14810,772216,5250,711940.69125,
14811,772217,3350,716987.272761194,
14812,772218,8069,710849.980194262,
14813,772219,91,716883.6325549451,
14814,772220,1361,698374.5052810434,
14815,772221,2958,714789.5551048005,
14816,772222,22643,712857.666577419,
14817,772223,9131,709219.9376437411,
14818,772224,1717,703858.8289167152,
14819,772225,632,705449.959454114,
14820,772226,1759,701921.5768192154,
14821,772227,5698,704226.7098214285,
14822,772228,2029,700741.9763738295,
14823,772229,2136,700649.1781659644,
14824,772230,415,717325.0546686747,
14825,772240,29079,726560.2480312253,
14826,772250,11781,719454.1812505305,
14827,772260,15821,727337.5683861639,
14828,772270,23445,720917.9371880998,
14829,772280,10221,715259.1185610507,
14830,772290,14437,719156.4207505021,
14831,772300,5258,699233.0368010651,
14832,772310,21301,714650.7776542181,
14833,772320,19745,706155.6045074703,
14834,772330,29051,699974.4746308216,
14835,772340,904,690650.7603705752,
14836,772341,1614,692071.1492022924,
14837,772342,23186,685740.6455916286,
14838,772343,1253,689028.9176476457,
14839,772344,9538,680360.5360334975,
14840,772345,31,689007.3004032258,
14841,772346,1055,690441.3927132702,
14842,772347,9982,681864.279953917,
14843,772348,1382,671152.7977116498,
14844,772349,3550,669109.1319894366,
14845,772350,16954,693808.0292224549,
14846,772360,11069,696830.6523455145,
14847,772370,403,691797.417028536,
14848,772380,8881,687422.516707015,
14849,772390,3194,692823.4516476205,
14850,772401,2108,694008.6368002846,
14851,772402,10204,692053.0642150138,
14852,772403,17844,698411.0277439195,
14853,772404,7862,697105.0141741923,
14854,772405,19965,702722.6809792137,
14855,772406,11174,700103.5983589136,
14856,772407,7235,707246.816076365,
14857,772408,13295,709022.5252350508,
14858,772409,9723,703770.6439434845,
14859,772500,20913,686270.747893057,
14860,772601,9277,684810.120378355,
14861,772602,15425,691103.2983144246,
14862,772603,21249,683451.9329556685,
14863,772604,17138,693853.6172722897,
14864,772605,3836,686349.2537311001,
14865,772606,5214,682615.2812260261,
14866,772607,2201,689748.8696047252,
14867,772608,6419,691192.1100833464,
14868,772609,13382,684795.3924021074,
14869,772700,35493,676454.7522046601,
14870,772801,8729,673874.2853849238,
14871,772802,17787,675855.190005341,
14872,772803,9584,666133.2268624791,
14873,772804,30937,671851.3107484565,
14874,772805,11072,663961.9056290643,
14875,772806,5642,665384.175425381,
14876,772807,655,662088.4804389313,
14877,772808,3831,662464.7715022188,
14878,772809,13424,658852.0950163886,
14879,772910,35330,665173.1496338098,
14880,772920,19638,658870.8123090437,
14881,772930,2,657737.28125,
14882,772940,15155,655124.4702532168,
14883,772950,6489,653963.3350285098,
14884,772960,32767,651121.3575605792,
14885,772970,12786,649297.6784471297,
14886,772980,14822,644320.0450976589,
14887,772990,40717,636891.6478881671,
14888,773100,30251,709438.3756879938,
14889,773200,1733,707480.9922821696,
14890,773201,30627,691693.2318603683,
14891,773202,15873,704503.3840050715,
14892,773203,14408,685943.7898519919,
14893,773204,10670,696059.6606138707,
14894,773205,12943,703972.2924940122,
14895,773206,9601,701220.1602437246,
14896,773207,13914,695752.0182370275,
14897,773208,6274,686081.8818038731,
14898,773209,13304,684249.617615003,
14899,773301,18155,672306.0241324704,
14900,773302,6354,677981.825238039,
14901,773303,10918,682204.6902992764,
14902,773304,12363,676750.7219728221,
14903,773305,14139,675354.2681147889,
14904,773306,4275,674340.9005994152,
14905,773307,6553,668818.1049519305,
14906,773308,3024,676852.5709325396,
14907,773309,14505,671396.1163693554,
14908,773401,82105,654127.3210317581,
14909,773402,18918,660193.8773919019,
14910,773403,7448,664714.8492380505,
14911,773404,12144,664080.1532958662,
14912,773405,5661,664514.6118397809,
14913,773501,10823,662646.5564076504,
14914,773502,7944,656773.6638264728,
14915,773503,11265,655442.4773746117,
14916,773504,3332,649915.8378789015,
14917,773505,5744,652822.8973929317,
14918,773506,28410,645076.936096445,
14919,773507,2626,648780.5353436786,
14920,773508,12248,637957.6172946603,
14921,773509,1741,630264.6658529581,
14922,773601,5941,645420.4230453627,
14923,773602,2913,643090.4607578098,
14924,773603,7678,635035.6355821829,
14925,773604,11802,635322.2423423995,
14926,773605,21859,624783.7530736767,
14927,773606,983,628993.4514242116,
14928,773607,15109,626661.9587662983,
14929,773608,1685,630282.5646142433,
14930,773609,3672,633223.912547658,
14931,773701,16271,656603.6447091451,
14932,773702,20835,660732.3146298296,
14933,773703,8325,675937.443978979,
14934,773810,3823,665091.9605512687,
14935,773811,293,643563.0725255973,
14936,773812,59165,654733.8672684442,
14937,773813,6860,650343.9164449709,
14938,773814,7319,640082.7085496653,
14939,773815,328,648143.9584603659,
14940,773816,22892,654716.0440792635,
14941,773817,152,647016.6439144737,
14942,773818,8762,648541.5509230199,
14943,773819,33247,640284.2255579451,
14944,773820,2819,672902.053587265,
14945,773830,2215,672076.7883747178,
14946,773831,3343,667878.8613894705,
14947,773832,12410,674430.9012943191,
14948,773833,25,666199.28,
14949,773834,5638,667813.8024011174,
14950,773835,437,665335.2960526316,
14951,773836,5906,662178.5632936844,
14952,773837,14989,666702.4530280539,
14953,773838,4657,676339.1737304059,
14954,773839,4430,678627.2443284425,
14955,773840,7950,678828.875322327,
14956,774000,370,749701.3491554054,
14957,774100,1460,714595.9993578767,
14958,774110,2062,734020.3962172648,
14959,774111,64965,764821.4460613407,
14960,774112,4664,775642.6406115994,
14961,774113,593,774619.7960581788,
14962,774114,5394,773241.7098048758,
14963,774115,4072,770863.5302216356,
14964,774116,3442,768098.3953188553,
14965,774117,8301,766021.469295868,
14966,774118,4117,762113.2387812728,
14967,774119,15244,761376.8972095578,
14968,774120,5942,758580.0862714574,
14969,774131,11275,755341.9252383593,
14970,774132,2709,749951.4301172019,
14971,774133,13092,745799.6541351589,
14972,774134,3688,741063.558534436,
14973,774135,12787,736161.7949773207,
14974,774136,2485,731330.831086519,
14975,774137,5010,729762.762749501,
14976,774138,3307,727049.4326806774,
14977,774139,936,725187.2390491453,
14978,774140,6123,723917.810040013,
14979,774150,12804,717996.1698980788,
14980,774160,9131,712092.3706193188,
14981,774170,21894,708594.5480868046,
14982,774180,6722,703986.5948099524,
14983,774190,5288,696421.4643887103,
14984,774200,15964,695231.6247807567,
14985,774300,16644,683750.0456207943,
14986,774401,35248,695093.5984984963,
14987,774402,8393,702169.8778669725,
14988,774403,1524,701366.8359169947,
14989,774410,155,676868.1915322581,
14990,774421,2388,678438.5502250837,
14991,774422,8682,672996.4682100898,
14992,774423,11222,676626.9288841116,
14993,774424,7437,677936.4094140782,
14994,774425,2778,682089.3068529518,
14995,774426,5292,680457.485981198,
14996,774427,15487,685295.4474478594,
14997,774428,7696,683753.5141388384,
14998,774429,17319,689093.2510754085,
14999,774430,5718,672425.3856789961,
15000,774440,8943,668810.0631848932,
15001,774450,6742,668561.7822882676,
15002,774460,24482,661390.9531671228,
15003,774470,187,669774.5531417113,
15004,774480,5947,665437.8718891878,
15005,774491,4202,663250.2672239409,
15006,774492,3126,662410.912827895,
15007,774493,10902,657397.6421814804,
15008,774494,3753,655465.9249100719,
15009,774495,6786,650937.0115403036,
15010,774496,2712,646734.193653208,
15011,774497,5909,650495.1537062109,
15012,774498,2886,645727.1588487526,
15013,774499,16214,644171.8261648883,
15014,774500,20876,669018.642699751,
15015,774600,14234,658843.7396023605,
15016,774700,4645,650628.7958557588,
15017,774800,14872,640107.0033578201,
15018,774801,1828,645270.1745760394,
15019,774802,11772,650771.4025388634,
15020,774803,7747,644014.7036594811,
15021,774804,3260,643817.2924846626,
15022,774805,1497,640190.1508016032,
15023,774806,3170,643029.4512618297,
15024,774807,7410,636586.1150978408,
15025,774808,5765,629501.4536968777,
15026,774809,6575,633445.552823194,
15027,774900,3371,640886.1293384752,
15028,781001,2601,636978.1521049596,
15029,781002,21055,634540.0370903586,
15030,781003,1964,631005.2058935845,
15031,781004,4304,628693.9135397305,
15032,781005,3079,625016.3029189672,
15033,781006,19333,626240.0634666116,
15034,781007,14054,612008.9225087164,
15035,781008,3707,599589.4578668735,
15036,781009,2168,597431.5272140221,
15037,782100,20604,595381.4625436808,
15038,782200,47338,612834.0772542672,
15039,782300,18852,600490.9500019891,
15040,782400,45095,616102.9777469786,
15041,782501,718,601743.4780640668,
15042,782502,33684,610424.2253870532,
15043,782503,2679,599986.3407988055,
15044,782504,3711,604436.6951125034,
15045,782505,6484,598878.221767042,
15046,782506,10832,602288.1848400573,
15047,782507,1048,598364.9008826336,
15048,782508,7648,596641.6353703582,
15049,782509,824,596297.8131067961,
15050,782611,4117,591022.6577756861,
15051,782612,27040,590541.0102417715,
15052,782613,4981,590735.8680234893,
15053,782614,20523,583821.3018899527,
15054,782615,7335,583094.6179703476,
15055,782616,6009,579396.9487955567,
15056,782617,7761,575962.0024078727,
15057,782618,8236,570387.4286440626,
15058,782619,636,574520.7366352201,
15059,782620,38232,561228.2384667948,
15060,782630,12895,574989.5465975184,
15061,782640,29955,580883.0352946086,
15062,782650,32333,565268.6007909875,
15063,782661,7595,567522.280365372,
15064,782662,4487,569655.4889820593,
15065,782663,15265,576825.975356207,
15066,782664,40779,575283.451612656,
15067,782665,8118,585872.6020263612,
15068,782666,12441,595882.1187655735,
15069,782667,645,587583.0278100775,
15070,782668,10222,586906.1429392487,
15071,782669,16098,593860.5596075599,
15072,782670,1761,563074.7988003975,
15073,782681,251,561135.4733565737,
15074,782682,6110,555424.0263911621,
15075,782683,1925,558872.8288961039,
15076,782684,12879,549607.786444988,
15077,782685,34520,566967.1096846032,
15078,782686,7957,556561.2401266181,
15079,782687,5374,558175.9865440081,
15080,782688,4848,557672.0085731229,
15081,782689,16034,549448.5212712049,
15082,782691,29179,544234.6375004284,
15083,782692,8455,525231.0024467771,
15084,782693,5287,531800.4991724986,
15085,782694,3082,532068.0188595068,
15086,782695,6549,536580.6337608795,
15087,782696,3389,538326.9431248156,
15088,782697,1512,540703.0420800265,
15089,782698,2697,542304.5109149055,
15090,782699,8138,547780.3074926272,
15091,782701,3160,593168.8350474683,
15092,782702,14536,587025.9183492708,
15093,782703,53,591690.8360849057,
15094,782704,2235,593821.6107941834,
15095,782705,4135,591623.1868047159,
15096,782706,40990,594214.4011694925,
15097,782707,2387,595499.0332006703,
15098,782708,17642,602643.6373852171,
15099,782709,613,598625.2621329527,
15100,782801,9932,603085.9421126158,
15101,782802,5551,608894.7963655198,
15102,782803,5034,603593.5752259635,
15103,782804,12186,610503.6018176596,
15104,782805,5685,605388.0667985928,
15105,782806,5353,610747.1538389688,
15106,782807,2104,609196.8590185362,
15107,782808,3476,614455.4776503164,
15108,782809,10204,616115.5267664641,
15109,782900,27171,619055.4437911744,
15110,782910,44956,612031.0288907487,
15111,782920,19654,619988.1243608171,
15112,782930,593,619767.5397344014,
15113,782940,16629,622324.4515191833,
15114,782950,8,620785.109375,
15115,782960,44835,634413.437341084,
15116,782970,9691,627036.3185816737,
15117,782980,13862,636434.4994093565,
15118,782991,10580,629441.8116079868,
15119,782992,13397,625364.7219620064,
15120,782993,775,631054.7345967742,
15121,782994,9376,639211.6227802368,
15122,782995,43976,632702.5810285724,
15123,782996,8081,627885.77773481,
15124,782997,5349,624014.5072443447,
15125,782998,13724,617952.6295859443,
15126,782999,24351,624535.6418114246,
15127,783000,21204,514497.29170056357,
15128,783101,6019,591525.7883680844,
15129,783102,9273,588413.9359498005,
15130,783103,32216,580993.819208623,
15131,783104,4512,586529.272315492,
15132,783105,5312,582058.2665780309,
15133,783106,7851,578982.9971261623,
15134,783107,4115,573846.4234659781,
15135,783108,14422,569488.9378380253,
15136,783109,7958,567868.941780284,
15137,783210,35520,556506.4709670608,
15138,783221,1282,549952.401374805,
15139,783222,13130,551936.1582777989,
15140,783223,1826,547182.7448658269,
15141,783224,9340,540290.6040216809,
15142,783225,6576,543737.3145339112,
15143,783226,38925,532080.4159256583,
15144,783227,3650,546510.8387842466,
15145,783228,6212,537072.2377756761,
15146,783229,21990,545366.1368946112,
15147,783230,29643,542335.700038795,
15148,783240,37151,532456.0447784043,
15149,783250,48987,524076.8970555964,
15150,783260,23748,519363.05251363275,
15151,783270,5286,512331.2181292565,
15152,783281,615,507336.64735772356,
15153,783282,7027,511878.9928223282,
15154,783283,1395,508065.4965949821,
15155,783284,31432,495326.8192089272,
15156,783285,6196,507706.2975357085,
15157,783286,12866,506182.0869904205,
15158,783287,10499,511405.05412122584,
15159,783288,13978,515217.33438260126,
15160,783289,9248,511026.8664035467,
15161,783291,455,507102.7477335165,
15162,783292,8876,501381.8005647251,
15163,783293,33,505943.8446969697,
15164,783294,6203,512075.44815512653,
15165,783295,1858,503909.5006391281,
15166,783296,10981,504628.2849268054,
15167,783297,591,505432.8385681049,
15168,783298,7053,512786.0947247625,
15169,783299,27905,514689.7240861853,
15170,783301,3484,566225.2760655856,
15171,783302,2569,561042.058704749,
15172,783303,26132,554655.9834900696,
15173,783304,3327,551437.9980087166,
15174,783305,3207,549551.0197614593,
15175,783306,2450,552250.301377551,
15176,783307,1242,551203.1034118357,
15177,783308,3188,555891.2085359159,
15178,783309,18304,565303.902978857,
15179,783310,34591,551983.3673715707,
15180,783320,10733,537627.8266269915,
15181,783330,10612,546043.121248351,
15182,783340,10980,534177.2225808288,
15183,783350,36823,536808.8257067594,
15184,783360,10197,527202.6312242572,
15185,783370,2058,524416.8954081633,
15186,783380,14918,522183.68354504625,
15187,783390,16187,515955.2962967968,
15188,783391,23856,522161.70416247484,
15189,783392,6164,517704.0318431619,
15190,783393,305,514369.7316598361,
15191,783394,2560,511609.77734375,
15192,783395,4539,509956.3364314827,
15193,783396,4003,504899.6983590432,
15194,783397,5317,509284.1276742054,
15195,783398,2713,507886.3211735164,
15196,783399,969,505387.0497936017,
15197,783401,7500,502207.63749166665,
15198,783402,4922,496855.07460762904,
15199,783403,207,500647.80555555556,
15200,783404,6164,500510.55014499516,
15201,783405,8845,494752.6013319672,
15202,783406,24314,500676.9822350292,
15203,783407,6137,487048.0404768209,
15204,783408,26487,476625.4242718126,
15205,783409,21211,493200.8670339093,
15206,783500,9580,499949.20261938934,
15207,783600,41467,480312.22765919287,
15208,783700,33802,487816.65380376903,
15209,783701,7354,489083.31747603347,
15210,783702,1503,481850.3239562542,
15211,783703,13543,490125.73699512664,
15212,783704,3452,482523.4808263326,
15213,783705,868,482679.7901425691,
15214,783706,5178,477490.23226269794,
15215,783707,4964,483184.2037860093,
15216,783708,1934,478599.29049250257,
15217,783709,3883,477634.33390741696,
15218,783801,2777,474269.6714867663,
15219,783802,20385,469056.5426999019,
15220,783803,28512,462769.77754213137,
15221,783804,8088,448775.8162169263,
15222,783805,11132,456329.8404880075,
15223,783806,7753,464139.11810347607,
15224,783807,15250,456909.07302663935,
15225,783808,7588,464249.6084895559,
15226,783809,8771,462771.4601634648,
15227,783900,48227,466372.3421883748,
15228,783901,18195,464958.0101556059,
15229,783902,5472,455547.5474289565,
15230,783903,3300,454492.66403409094,
15231,783904,39086,448095.27829497773,
15232,783905,10742,448515.03331839974,
15233,783906,2674,441481.51103216154,
15234,783907,4211,438270.6532518998,
15235,783908,9067,437883.6566256755,
15236,783909,27354,447517.89831354644,
15237,811000,35614,468930.59072362696,
15238,811101,2098,443889.4071437083,
15239,811102,66032,427514.61508104025,
15240,811103,10559,436791.90524670895,
15241,811104,8906,425893.49317524704,
15242,811105,3148,430866.17071354826,
15243,811106,7083,429005.0169816815,
15244,811107,18015,429625.41947682487,
15245,811108,5506,426834.9435161642,
15246,811109,8177,427307.6167336737,
15247,811201,5196,422498.5992530312,
15248,811202,6496,419376.9970799338,
15249,811203,9784,416289.7224422527,
15250,811204,81499,401824.13104531955,
15251,811205,11113,412067.58331458655,
15252,811206,10310,411511.6522763094,
15253,811207,3113,416519.5981368455,
15254,811208,20526,418804.4643470477,
15255,811209,13352,423058.23790209333,
15256,811301,62368,426602.56349610374,
15257,811302,4923,430079.59438477556,
15258,811303,493,426179.2184330629,
15259,811304,13784,425835.97663278074,
15260,811305,16848,419409.727888696,
15261,811306,7802,413738.0411352858,
15262,811307,1,412179.09375,
15263,811308,14172,408085.1726401531,
15264,811309,5428,412106.88677920046,
15265,811401,997,411595.7437625376,
15266,811402,39928,403639.76742824586,
15267,811403,14491,405356.57500991994,
15268,811404,11553,400587.0762788886,
15269,811405,31,401243.85282258067,
15270,811406,17240,392907.12268525234,
15271,811407,27207,396997.5180307458,
15272,811408,5957,391156.7723791338,
15273,811409,9523,388956.1221844482,
15274,811500,30134,463157.5426438989,
15275,811510,10276,414110.6922927209,
15276,811520,10563,416529.1817665436,
15277,811530,8396,497921.03675113147,
15278,811531,42785,445083.29219863855,
15279,811532,3142,478060.72497612983,
15280,811533,23917,488500.0083021491,
15281,811534,3360,485771.6197823661,
15282,811535,22601,475780.0845385713,
15283,811536,3559,467446.72268368927,
15284,811537,2351,465860.8732587197,
15285,811538,6506,462268.33314440516,
15286,811539,3295,459027.6147477238,
15287,811540,9821,458050.0215800326,
15288,811550,7325,453908.2592278157,
15289,811560,21483,449899.5810379137,
15290,811570,1109,446355.35764201987,
15291,811580,56356,434924.39141240506,
15292,811590,2994,446780.7011418671,
15293,811601,19,444371.1644736842,
15294,811602,8097,437876.5845760776,
15295,811603,7896,443842.5885574975,
15296,811604,4191,437820.0037655094,
15297,811605,3836,438695.78116853494,
15298,811606,31476,429326.2733650241,
15299,811607,18164,430929.1370688587,
15300,811608,4487,423787.9658179184,
15301,811609,5438,421246.90736484004,
15302,811700,53628,439998.15836468356,
15303,811811,1973,428507.7862233908,
15304,811812,12835,428618.71008229454,
15305,811813,16377,420449.07864115835,
15306,811814,10784,426502.78779615636,
15307,811815,6286,422746.425389755,
15308,811816,9216,414863.47484673397,
15309,811817,16930,415681.56187057,
15310,811818,12406,419079.94580747216,
15311,811819,27970,407986.3674260368,
15312,811820,37281,419132.8460534522,
15313,811830,1943,409743.76864063303,
15314,811840,40334,411994.41457966605,
15315,811850,32326,396304.26253828185,
15316,811860,19562,400086.2686538314,
15317,811870,193,391843.5636334197,
15318,811880,20201,401229.2909463022,
15319,811890,36174,387073.63642481476,
15320,811900,9876,430460.5741633759,
15321,811901,7757,431497.10169443727,
15322,811902,8253,427144.2092534533,
15323,811903,4034,425065.99800911004,
15324,811904,19131,418983.7646784015,
15325,811905,1943,418045.08496847656,
15326,811906,6897,412992.11679897056,
15327,811907,1711,415739.06096580945,
15328,811908,7139,410420.235812964,
15329,811909,23955,404271.9438126174,
15330,812101,13183,399435.174960176,
15331,812102,13600,397487.55642003677,
15332,812103,7529,408641.5283072121,
15333,812104,10567,399957.50849933753,
15334,812105,21895,407672.61969770497,
15335,812106,90087,390653.9434733924,
15336,812107,5239,401232.5757181714,
15337,812108,19832,394096.60140807787,
15338,812109,36386,378385.4802250522,
15339,812201,107579,354836.2911566732,
15340,812202,27087,334228.4574149961,
15341,812203,27,343709.73148148146,
15342,812204,21123,348931.8469322539,
15343,812205,5085,340663.94501597836,
15344,812206,18379,339223.0026201779,
15345,812207,2304,340806.7482503255,
15346,812208,21473,328886.54539712664,
15347,812209,32839,329910.2667664591,
15348,812301,11075,369051.633253386,
15349,812302,7465,374727.7236604153,
15350,812303,2098,370137.2094256435,
15351,812304,19327,359168.4561963186,
15352,812305,5050,368303.43625618814,
15353,812306,48948,376044.6867249428,
15354,812307,10497,364043.15522589785,
15355,812308,11661,357773.3565758726,
15356,812309,81,363247.9344135802,
15357,812410,29301,367532.89653296815,
15358,812420,47217,381645.7337816623,
15359,812430,4966,368614.75351767015,
15360,812440,23197,362627.2408285554,
15361,812450,3241,370164.43338282936,
15362,812460,27776,382219.51400489634,
15363,812471,19692,374541.9399470597,
15364,812472,15138,365945.3159598362,
15365,812473,2572,370374.20615036937,
15366,812474,15275,369113.6734860884,
15367,812475,17862,378298.7698098617,
15368,812476,10417,385200.0470804934,
15369,812477,698,376700.26419233525,
15370,812478,10058,373940.6777502983,
15371,812479,41743,385708.2329806794,
15372,812480,17936,398587.9621989295,
15373,812490,17406,399820.5840424997,
15374,812501,50438,353324.26762807806,
15375,812502,13052,342347.90503849986,
15376,812503,2,348332.78125,
15377,812504,39807,353307.0600192805,
15378,812505,1190,347147.9009191177,
15379,812506,11397,340303.2791853119,
15380,812507,3535,344288.77522984444,
15381,812508,101632,327078.7110106807,
15382,812509,8951,338905.88249217963,
15383,812601,4,343054.34375,
15384,812602,39187,322620.9371387514,
15385,812603,14175,337957.19270282186,
15386,812604,33650,324485.3457206538,
15387,812605,28265,334176.1327812666,
15388,812606,26482,321534.62082027417,
15389,812607,49692,327351.95837798336,
15390,812608,19018,342343.53760089126,
15391,812609,66971,346338.6141902839,
15392,812701,4739,344978.1199949884,
15393,812702,46910,346775.2432850138,
15394,812703,21388,350317.59349430754,
15395,812704,17525,359498.46167617687,
15396,812705,65772,363292.013938302,
15397,812706,44146,376991.281477229,
15398,812707,10846,372980.3312770837,
15399,812708,21000,377271.0140595238,
15400,812709,23485,382392.7920614222,
15401,812801,22676,387953.03376504895,
15402,812802,13716,378969.6057751896,
15403,812803,9073,387446.3832731731,
15404,812804,7834,381574.8632164284,
15405,812805,10587,386070.6792380986,
15406,812806,34442,377597.82025579235,
15407,812807,9856,387278.4599228896,
15408,812808,10052,383203.85875323316,
15409,812809,15955,386611.9186383579,
15410,812910,462,389137.69196428574,
15411,812921,2130,389318.6957746479,
15412,812922,13333,387371.0757026738,
15413,812923,5151,394367.60914142884,
15414,812924,31245,406755.8697051528,
15415,812925,9120,398909.57335526316,
15416,812926,20172,405621.51542515616,
15417,812927,3923,404116.9997928881,
15418,812928,10857,415806.54204372753,
15419,812929,22409,414603.62290820654,
15420,812930,12785,394479.8648880524,
15421,812941,3490,393198.30224749283,
15422,812942,4988,398531.64712810743,
15423,812943,2600,394883.0320793269,
15424,812944,31896,392698.6715497241,
15425,812945,9652,395917.190747384,
15426,812946,8203,397764.5078401195,
15427,812947,15199,403568.5770836075,
15428,812948,22574,399263.4947242956,
15429,812949,29041,406114.59253942705,
15430,812950,44941,405336.56026095327,
15431,812960,36835,414711.7771497896,
15432,812970,1592,409094.7828203518,
15433,812981,8058,415195.1663990755,
15434,812982,19717,425232.4738281052,
15435,812983,3578,423624.5717404975,
15436,812984,4457,421895.4735458268,
15437,812985,2988,426411.734061245,
15438,812986,9956,429917.88996898854,
15439,812987,10749,435911.22967543494,
15440,812988,9480,439825.67665809597,
15441,812989,6679,431107.90130446176,
15442,812990,63038,430456.92131680495,
15443,813100,115,354574.4918478261,
15444,813101,79363,374330.21623032773,
15445,813102,15933,365446.61622497335,
15446,813103,14982,368772.83556726406,
15447,813104,30322,360068.9970431947,
15448,813105,56567,353015.773828491,
15449,813106,20342,354955.5077671812,
15450,813107,6249,345761.5516332613,
15451,813108,43810,346373.6023581945,
15452,813109,2005,341886.42211658356,
15453,813201,3689,339746.7983955679,
15454,813202,12614,333291.0793067227,
15455,813203,4676,336889.17910607357,
15456,813204,8159,330544.4040591678,
15457,813205,11593,333953.78583520226,
15458,813206,9847,333192.01819081954,
15459,813207,17806,337938.0102528642,
15460,813208,5722,344480.593706309,
15461,813209,16009,337455.59206149663,
15462,813300,5566,339102.8615646335,
15463,813401,18045,329865.5718845248,
15464,813402,5945,320516.6269659378,
15465,813403,844,324665.96408471564,
15466,813404,7774,319247.36089046823,
15467,813405,22270,323148.211115009,
15468,813406,6468,318591.17237264226,
15469,813407,16063,326329.28554364067,
15470,813408,7794,321960.81445262383,
15471,813409,15670,327702.17171745375,
15472,813501,75742,317408.5552863669,
15473,813502,19088,306985.2838890926,
15474,813503,1612,297278.46754807694,
15475,813504,24668,306543.55803318066,
15476,813505,13648,293757.758721516,
15477,813506,23797,297912.8034297916,
15478,813507,16428,285839.93787664355,
15479,813508,44660,293065.2876840293,
15480,813509,22847,288240.7470619775,
15481,813600,60831,297826.85197719914,
15482,813700,22637,293988.3690225074,
15483,813801,35109,302856.15880187415,
15484,813802,20969,315107.59643849253,
15485,813803,308,303511.4012784091,
15486,813804,21508,313779.1690083341,
15487,813805,10875,307119.5594454023,
15488,813806,22635,319669.76585625135,
15489,813807,29023,311778.15276246425,
15490,813808,16746,318720.7926202526,
15491,813809,35176,312850.9013700748,
15492,813901,4274,290698.3514930393,
15493,813902,30410,302730.3524899293,
15494,813903,2155,292419.5027262181,
15495,813904,40215,311531.11157372873,
15496,813905,4540,294871.1198031388,
15497,813906,20083,301209.9252197132,
15498,813907,3153,295353.7384633682,
15499,813908,16929,307571.138719062,
15500,813909,38752,301306.4005849698,
15501,821001,13808,302785.0684906395,
15502,821002,12635,307766.81568806886,
15503,821003,10088,303558.9061911429,
15504,821004,19513,311265.5255823041,
15505,821005,4850,306046.97086984536,
15506,821006,13890,312229.9294073974,
15507,821007,30509,316288.20418360154,
15508,821008,17242,324940.5459669702,
15509,821009,8537,311305.952599713,
15510,822110,13179,316876.5304935883,
15511,822121,46426,338853.4722515401,
15512,822122,25304,359896.57900801254,
15513,822123,4394,351217.7933759103,
15514,822124,28552,365651.1064362829,
15515,822125,1815,351743.1353305785,
15516,822126,26790,363861.4953807391,
15517,822127,9138,351206.56576931494,
15518,822128,34305,361545.7527355706,
15519,822129,33609,366979.67579275643,
15520,822130,17342,324965.7025880089,
15521,822140,63440,354207.7175199992,
15522,822150,85138,337160.2077931564,
15523,822160,50775,345648.87576624815,
15524,822170,41969,353502.03062528296,
15525,822180,39940,368457.9422829557,
15526,822190,46457,365582.86195029813,
15527,822210,62279,359920.8030114485,
15528,822220,32106,377946.9817508799,
15529,822230,17663,357590.2741482902,
15530,822240,79342,372596.08626736153,
15531,822250,1,351308.90625,
15532,822261,810,349291.24560185184,
15533,822262,54532,336068.7092240565,
15534,822263,3651,345758.2309384415,
15535,822264,7805,336338.48843689944,
15536,822265,22624,345890.92252972507,
15537,822266,3882,341872.71783230297,
15538,822267,19469,349099.18666855,
15539,822268,1801,351366.84876457526,
15540,822269,2853,346003.52510515245,
15541,822270,30552,350566.0235766071,
15542,822280,32734,346134.7779325396,
15543,822291,1737,353742.06208621187,
15544,822292,10220,354352.7072437622,
15545,822293,11651,359695.1912764999,
15546,822294,5442,366083.8630845737,
15547,822295,21086,368287.36868508725,
15548,822296,7275,375442.8531142612,
15549,822297,3291,370507.71995594044,
15550,822298,13494,362860.9709014192,
15551,822299,11693,359342.2912372787,
15552,822310,12100,369374.64632231405,
15553,822320,66247,381196.58978849987,
15554,822330,723,373775.5910701936,
15555,822340,41607,388350.9384456041,
15556,822350,42271,386039.9759054671,
15557,822360,67475,395479.1042210078,
15558,822370,28283,395282.42049331754,
