system:index,PfafIDDomWW_monthY2014M08,countDomWW_monthY2014M08,meanDomWW_monthY2014M08,.geo
291,116007,6990,6.169064270691396E-6,
292,116008,3767,9.052350962269262E-7,
293,116009,7974,8.285000333626697E-6,
294,117000,10611,1.8801877402672713E-4,
295,117100,200,5.179005885921418E-7,
296,117101,327,5.641795288632358E-5,
297,117102,12545,1.7769755476276328E-6,
298,117103,154,3.492933691677871E-7,
299,117104,13065,6.095940209345817E-6,
300,117105,9005,4.900708413716267E-6,
301,117106,6687,1.2437625556129223E-5,
302,117107,528,5.3129250431581586E-5,
303,117108,11426,1.545272623636014E-5,
304,117109,3709,2.644980403210661E-5,
305,117201,2410,1.96576904792161E-5,
306,117202,9093,1.6942997259264936E-5,
307,117203,5632,1.4194995809431906E-5,
308,117204,15089,7.681149969577431E-5,
309,117205,7273,1.7627169882469033E-5,
310,117206,15598,4.7019965717907163E-5,
311,117207,2233,2.7747086473555012E-5,
312,117208,6528,2.1689079252407468E-5,
313,117209,47115,2.500356509760791E-4,
314,117300,3443,0.00276543388629281,
315,117310,1731,5.755184571854773E-5,
316,117320,9733,4.603289800062266E-5,
317,117321,35,7.323608306117059E-4,
318,117322,3445,5.938613261603655E-5,
319,117323,4536,4.102487079887603E-5,
320,117324,8445,9.444580056272697E-5,
321,117325,4901,8.951901113504942E-5,
322,117326,10718,1.0895194589950551E-4,
323,117327,860,1.2129599123823332E-4,
324,117328,3379,5.816852296521913E-4,
325,117329,8495,0.001295605083461298,
326,117331,962,2.4657220603259086E-4,
327,117332,8998,7.017009178851616E-5,
328,117333,1609,0.0010383870518145392,
329,117334,4584,7.373533175732797E-5,
330,117335,130,4.193659398478636E-4,
331,117336,5124,6.651809947892067E-5,
332,117337,3766,2.215578163760886E-4,
333,117338,7822,3.0476555007894966E-5,
334,117339,4481,7.987837524414806E-6,
335,117340,3629,1.1962613687064412E-5,
336,117341,3562,5.239589331188076E-6,
337,117342,1453,8.66195439988397E-6,
338,117343,225,1.940215943250335E-5,
339,117344,24075,8.696041618281676E-6,
340,117345,1996,5.632168824713121E-6,
341,117346,2560,4.622182024615155E-5,
342,117347,7977,3.9601925943498697E-5,
343,117348,6817,2.4347305032731758E-4,
344,117349,7746,1.5681465583501742E-4,
345,117350,9106,1.588022859495508E-5,
346,117360,1417,6.666262607531672E-6,
347,117361,8261,1.7077046095475198E-5,
348,117362,4616,5.725142360792468E-6,
349,117363,1954,4.0553223825703946E-6,
350,117364,3249,9.711558647777097E-6,
351,117365,5139,4.834954792633491E-6,
352,117366,3863,5.316619163147948E-6,
353,117367,10234,4.849332247838306E-5,
354,117368,3636,1.1584773622128456E-4,
355,117369,8350,4.566327147427497E-5,
356,117370,289,5.359955219846881E-5,
357,117380,20668,2.721487031959969E-5,
358,117390,8986,4.0066216679214204E-4,
359,117400,31535,6.082702083839652E-5,
360,117410,6659,2.96869728469949E-5,
361,117420,9684,2.0180359262669222E-5,
362,117430,6244,2.009742571368317E-5,
363,117441,7455,9.763800488172075E-6,
364,117442,30064,1.1600535015365416E-5,
365,117443,1483,1.3785906815523987E-6,
366,117444,4685,9.99707129700311E-7,
367,117445,6049,2.6623354279975196E-6,
368,117446,6873,5.169305479444805E-6,
369,117447,7098,9.55412911179875E-7,
370,117448,11424,2.9980820670655365E-5,
371,117449,10133,2.7789645077876103E-5,
372,117450,23656,2.8012497349776924E-5,
373,117460,32576,1.7529487250484685E-5,
374,117470,3648,3.4534469949696405E-5,
375,117480,6353,8.529593884892474E-5,
376,117490,34383,2.6632059521350036E-5,
377,117501,4101,3.663357015105018E-5,
378,117502,19773,2.0164109705779002E-5,
379,117503,131,4.33114164712783E-5,
380,117504,4880,2.0438875542287572E-5,
381,117505,1891,2.087076800188489E-5,
382,117506,20274,2.1912362220328076E-5,
383,117507,1796,4.417579213009905E-5,
384,117508,7144,6.776206170806426E-5,
385,117509,6695,6.576057416222404E-5,
386,117610,21194,3.34610084306001E-5,
387,117621,20963,1.2803810775371672E-6,
388,117622,7510,1.4383417314039762E-6,
389,117623,6148,5.248542268689265E-7,
390,117624,5529,6.548906332862871E-7,
391,117625,3107,9.580493563800983E-7,
392,117626,5092,1.0826561327210401E-6,
393,117627,2338,9.66955764314677E-7,
394,117628,4803,4.478801403868274E-6,
395,117629,17441,2.9597794157386508E-5,
396,117630,7944,1.7596678153163554E-5,
397,117640,12237,1.788488213438321E-5,
398,117650,27139,8.08856227848177E-6,
399,117660,11080,4.154412714560622E-6,
400,117670,16159,1.1304547241867099E-5,
401,117680,7373,4.9919253597133345E-5,
402,117690,8974,3.310634678132844E-6,
403,117701,4237,6.6313028484482E-6,
404,117702,3062,7.1603980286352156E-6,
405,117703,3098,1.7736759870000734E-5,
406,117704,29472,4.967729743801605E-6,
407,117705,3488,1.0071817176131701E-5,
408,117706,12305,8.582113135505123E-6,
409,117707,5022,2.4199661064563807E-5,
410,117708,6600,1.1501548752691088E-5,
411,117709,6,2.2535201062579926E-5,
412,117801,19386,1.511004796512478E-5,
413,117802,8138,1.0264251867056418E-5,
414,117803,4481,4.6606358650238625E-6,
415,117804,4823,1.4332335624577926E-6,
416,117805,9139,4.933694679998762E-6,
417,117806,4243,1.864662800853262E-6,
418,117807,14182,9.934951833320961E-6,
419,117808,4009,1.8355069752468812E-5,
420,117809,5404,1.2219214319769574E-5,
421,117911,4254,2.1357092969640405E-5,
422,117912,11369,1.5905639915095408E-5,
423,117913,4828,4.3670093663083305E-5,
424,117914,9748,2.7567644887889294E-5,
425,117915,2892,1.4386939093500118E-5,
426,117916,4522,1.2185156169890192E-5,
427,117917,881,1.2288348999804672E-5,
428,117918,3489,3.5520863584753145E-5,
429,117919,3366,3.7443970357845325E-5,
430,117920,12385,2.661825705057013E-5,
431,117930,3842,2.323916560585243E-5,
432,117940,17976,1.1995478774226819E-5,
433,117950,35035,1.211137828556085E-5,
434,117960,27987,1.7456071586320026E-5,
435,117970,4764,3.3118320827101814E-5,
436,117980,23322,1.5835750387428914E-5,
437,117990,502,5.697142275842283E-5,
438,121000,5402,1.623603848835601E-5,
439,122100,13683,7.009829694488405E-6,
440,122211,6406,2.5691242378019173E-5,
441,122212,1855,1.0799312010236369E-5,
442,122213,3138,2.8232144927163013E-5,
443,122214,5851,3.493832359746233E-4,
444,122215,3894,1.8909374996871486E-4,
445,122216,2115,6.139820985174469E-5,
446,122217,20739,1.8694659310037245E-4,
447,122218,7387,1.319954331178033E-4,
448,122219,381,3.700205937776698E-5,
449,122220,10173,3.590835340116679E-4,
450,122230,15251,5.491434521139524E-5,
451,122240,13981,2.4331492190349008E-4,
452,122250,4175,1.6715727163656663E-5,
453,122260,9898,8.576164370416299E-5,
454,122270,25323,2.4382899898242E-5,
455,122281,58,0.0,
456,122282,18679,4.072480956576891E-5,
457,122283,8866,2.4619921419843202E-5,
458,122284,3054,3.3379137908524634E-5,
459,122285,1410,4.10718023289574E-5,
460,122286,2459,9.12121293466617E-5,
461,122287,2283,3.416282371254035E-5,
462,122288,5474,1.841313109131946E-5,
463,122289,4972,4.976847032164312E-5,
464,122290,14591,1.607279948197386E-4,
465,122310,31891,6.600619445728143E-6,
466,122321,1222,7.771665948003379E-6,
467,122322,23462,7.216337282617367E-5,
468,122323,1012,7.72479418170686E-6,
469,122324,26869,1.6546357111464695E-4,
470,122325,566,6.431687775404886E-6,
471,122326,979,3.14022247036718E-6,
472,122327,743,1.7241837182763343E-5,
473,122328,2014,3.0853097259811877E-6,
474,122329,9878,9.268630642368525E-5,
475,122330,1421,9.048374796289413E-6,
476,122340,19786,2.5492983224672533E-5,
477,122350,11368,9.73713887462988E-6,
478,122360,35190,4.9973232679324854E-5,
479,122371,6512,1.9695168647789308E-6,
480,122372,2747,2.7888563266830193E-6,
481,122373,5796,1.9722927141924643E-6,
482,122374,6294,3.525735970018899E-6,
483,122375,2608,9.645625476240147E-7,
484,122376,11494,6.131369014706425E-5,
485,122377,3260,1.175486627601618E-6,
486,122378,2622,2.9299333946183225E-6,
487,122379,170,6.582120670342102E-7,
488,122380,30585,2.736122309521918E-4,
489,122390,928,6.130930070822345E-6,
490,122410,9362,4.972972948625568E-5,
491,122421,1196,5.037400764961406E-5,
492,122422,18009,1.5845327066778488E-5,
493,122423,7491,4.65982038209087E-5,
494,122424,10799,8.836566125482515E-5,
495,122425,914,2.2401379179931365E-5,
496,122426,4254,1.968283466943969E-5,
497,122427,5533,4.231463814058116E-5,
498,122428,2222,5.028534424322085E-5,
499,122429,3051,1.7285609637985664E-5,
500,122430,27772,5.762231048671714E-5,
501,122440,12555,1.9878206214737608E-4,
502,122450,18864,6.526971644419243E-5,
503,122460,7469,1.340000980589793E-5,
504,122470,3244,4.147069860275307E-5,
505,122480,5516,1.2117126672332822E-4,
506,122491,6706,2.299039320013327E-5,
507,122492,3053,2.499392522634437E-5,
508,122493,1532,1.4795438589514221E-5,
509,122494,2788,8.211848243617491E-5,
510,122495,5977,2.8946394082176892E-5,
511,122496,5303,3.658330819548663E-5,
512,122497,1273,1.855557357383394E-5,
513,122498,3034,3.447992602618715E-5,
514,122499,10962,3.5182999152942447E-5,
515,122500,23063,2.7641020118471813E-4,
516,122611,9237,2.635455067092701E-4,
517,122612,5371,0.0010531649952207867,
518,122613,192,8.940212754355887E-6,
519,122614,4748,3.1746343606156146E-5,
520,122615,4622,1.5911654787432582E-4,
521,122616,10095,1.349972402380905E-4,
522,122617,15119,3.436838672976663E-5,
523,122618,8593,2.925086870400474E-5,
524,122619,19409,1.256068061484753E-5,
525,122620,12619,1.1658960755461764E-5,
526,122630,2524,1.136992848482528E-5,
527,122640,29501,2.0371963583694114E-5,
528,122650,5639,1.3996739375444885E-5,
529,122660,16242,3.166899228833371E-5,
530,122670,3328,2.088257635040941E-5,
531,122680,11281,1.8300377002029964E-5,
532,122690,29803,2.127430721482819E-4,
533,122710,5407,8.731572833699103E-5,
534,122722,5618,5.4211377076691865E-5,
535,122723,11478,4.764454395195899E-5,
536,122724,14659,9.531029073929735E-5,
537,122725,8871,6.857957699926192E-5,
538,122726,3932,1.096076212715445E-4,
539,122727,1890,6.992122690586463E-5,
540,122728,7726,6.572960200393376E-5,
541,122729,8395,9.410966203177523E-5,
542,122730,4711,4.7953958807223504E-5,
543,122740,8391,6.426693682919358E-5,
544,122750,4912,4.847607430878555E-5,
545,122760,12525,6.748568841608291E-5,
546,122770,24193,5.686778633977846E-5,
547,122781,503,1.2239644280224109E-5,
548,122782,2807,2.6405374263674264E-5,
549,122783,2653,1.0699950116015307E-5,
550,122784,25385,1.5848706056999532E-4,
551,122785,1998,4.179641643698659E-5,
552,122786,1849,7.938319191180445E-5,
553,122787,5021,4.849061179842622E-5,
554,122788,7791,4.066215469075256E-5,
555,122789,5635,1.515762362648008E-4,
556,122790,26804,6.893180937008501E-5,
557,122810,16351,3.5323213804547906E-5,
558,122820,26020,5.439561968769489E-6,
559,122830,15823,5.544985185176564E-6,
560,122841,427,3.451400506150576E-6,
561,122842,3197,4.037704675972015E-7,
562,122843,2941,9.637357347352149E-7,
563,122844,5885,4.3220329178150917E-7,
564,122845,151,1.1685197138975351E-6,
565,122846,18775,6.032647677480659E-7,
566,122847,2010,3.1547673269733016E-7,
567,122848,6351,4.52497015498565E-7,
568,122849,6829,4.864248885974423E-7,
569,122851,10,1.2204675225270688E-5,
570,122852,5277,2.3677423500716436E-5,
571,122853,162,3.786561411259235E-5,
572,122854,5104,2.366460067880632E-5,
573,122855,11928,3.812043277055297E-6,
574,122856,6580,6.510295891033813E-7,
575,122857,2106,1.3972885140232671E-6,
576,122858,6842,5.389247348270436E-7,
577,122859,830,1.2344857583110227E-6,
578,122860,9486,4.781169505225721E-7,
579,122870,11735,4.975391223929147E-6,
580,122880,12156,1.0349002945864177E-6,
581,122890,11676,2.2090284531552926E-6,
582,122911,7164,3.395288001511287E-5,
583,122912,18732,1.6704890638184065E-5,
584,122913,17705,2.0579117302643866E-5,
585,122914,9276,2.241445934160996E-5,
586,122915,11505,2.8264278230947927E-5,
587,122916,10313,3.137332029076026E-5,
588,122917,400,3.1938837458507345E-5,
589,122918,13061,4.841358552140894E-5,
590,122919,11179,7.536112355364717E-5,
591,122921,609,2.8144095208756295E-5,
592,122922,9754,2.64643611152634E-5,
593,122923,614,3.992005933613263E-5,
594,122924,15537,1.3737275445745122E-5,
595,122925,2123,2.3022793701302833E-5,
596,122926,5763,2.7633748636795797E-6,
597,122927,501,2.1552934408935345E-5,
598,122928,6274,1.8554598098627285E-6,
599,122929,9474,1.8408489569467685E-6,
600,122930,30101,3.260999257787339E-5,
601,122941,75,2.2712157658068914E-5,
602,122942,6053,2.254983419289064E-5,
603,122943,2293,2.441248699758898E-5,
604,122944,6592,6.476741025785294E-6,
605,122945,2501,1.4350551148561424E-5,
606,122946,7806,1.31629923353223E-6,
607,122947,17374,1.5594892002190345E-6,
608,122948,3721,1.0176106990708344E-6,
609,122949,9816,1.2421810759703711E-6,
610,122950,306,2.2066621033998324E-5,
611,122961,3054,1.2230661692152048E-5,
612,122962,3634,2.12084291180413E-5,
613,122963,1190,1.1381027522015898E-5,
614,122964,25207,1.0409954145999745E-5,
615,122965,3358,2.134799498217441E-5,
616,122966,6034,1.2336172482037694E-5,
617,122967,2557,2.1922540367884747E-5,
618,122968,27002,1.6458831211109742E-5,
619,122969,14397,1.8550458932122167E-5,
620,122970,33383,8.48144000038356E-6,
621,122981,643,3.3067568689565036E-6,
622,122982,22493,1.9772470178732678E-6,
623,122983,1336,2.4584433289595584E-6,
624,122984,2966,1.7669420999373778E-6,
625,122985,6665,2.7001115776129217E-6,
626,122986,4664,6.288031435022443E-6,
627,122987,4784,2.246377927266129E-6,
628,122988,2411,1.3120696617405148E-6,
629,122989,3747,2.2414677190279068E-5,
630,122990,28675,4.909542479336905E-6,
631,123010,21695,1.3688890823021194E-5,
632,123021,399,6.790347073211067E-5,
633,123022,5200,1.8990873044130617E-5,
634,123023,1477,1.1506318548736593E-5,
635,123024,11268,5.333395399455203E-6,
636,123025,1247,1.6446459536444106E-5,
637,123026,4294,3.813736349004671E-6,
638,123027,6707,1.4020970116513923E-5,
639,123028,4012,7.9313395113641E-5,
640,123029,3533,2.8335657179865934E-6,
641,123030,1242,9.521833171066662E-6,
642,123040,35384,4.480713217605176E-5,
643,123050,20914,5.466740460090427E-6,
644,123061,22208,7.400772626535686E-6,
645,123062,53679,1.3569576080453484E-4,
646,123063,11792,5.7255680169593804E-5,
647,123064,10011,1.3099014741749446E-4,
648,123065,955,3.0422343059465375E-5,
649,123066,9836,7.519319067490995E-5,
650,123067,5567,7.885252881362918E-5,
651,123068,5624,5.063048494387695E-5,
652,123069,7650,9.918843146241635E-5,
653,123070,30938,1.4815650048321923E-5,
654,123080,25327,1.0375994617586862E-5,
655,123090,4029,3.206222665143537E-5,
656,124100,3418,6.0557752006608395E-5,
657,124200,6405,2.6016449565672455E-6,
658,124201,20935,6.034481744746329E-6,
659,124202,8961,5.110932701494185E-7,
660,124203,10671,5.679668001218786E-7,
661,124204,6190,4.018227388037201E-7,
662,124205,3410,3.1093207414734953E-7,
663,124206,8813,7.961101029112191E-7,
664,124207,4841,5.514691808140629E-7,
665,124208,6792,1.3589406017318494E-6,
666,124209,4608,7.808187415818806E-6,
667,124300,3108,3.571783745718026E-5,
668,124401,3387,2.988390197501232E-6,
669,124402,11632,1.7915531213535122E-4,
670,124403,1947,5.487175135253613E-6,
671,124404,17489,4.8297933690854444E-4,
672,124405,15787,2.5132543418477006E-4,
673,124406,9181,3.0781452116623815E-4,
674,124407,15634,4.894387781499797E-4,
675,124408,7792,5.283245061085426E-4,
676,124409,21469,3.9306464834384724E-4,
677,124501,7251,1.9751938748540017E-6,
678,124502,18742,4.178035737074131E-5,
679,124503,9817,4.805327359188295E-4,
680,124504,10116,2.6804307417754572E-5,
